Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RFWD2-N1,Intensity RFWD2-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q9UHD2;A0A494C0X2;A0A494C167;A0A494C045;A0A494C0A8;A0A494C1M6;A0A494C148;A0A494C0R4;A0A494C079;A0A494C1I2;F5H206;F5H1A3;F5GZI4,Q9UHD2;A0A494C0X2;A0A494C167;A0A494C045;A0A494C0A8;A0A494C1M6;A0A494C148;A0A494C0R4;A0A494C079,15;14;14;14;13;13;13;12;11;3;2;2;1,15;14;14;14;13;13;13;12;11;3;2;2;1,15;14;14;14;13;13;13;12;11;3;2;2;1,Serine/threonine-protein kinase TBK1,TBK1,sp|Q9UHD2|TBK1_HUMAN Serine/threonine-protein kinase TBK1 OS=Homo sapiens OX=9606 GN=TBK1 PE=1 SV=1;tr|A0A494C0X2|A0A494C0X2_HUMAN Serine/threonine-protein kinase TBK1 OS=Homo sapiens OX=9606 GN=TBK1 PE=1 SV=1;tr|A0A494C167|A0A494C167_HUMAN Serine/threonin,15,15,31.4,26.8147005849815,29.2765301828771,23.5396804172952,23.1615870830368
Q9BUF5;K7ESM5;K7EL29;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7ES63;K7EN98;K7EPE5;Q9H4B7;CON__ENSEMBL:ENSBTAP00000025008,Q9BUF5;K7ESM5,29;21;8;6;6;6;6;6;6;6;6;5;5,22;14;8;6;6;6;6;6;6;6;6;1;1,15;7;6;6;6;6;6;6;2;6;6;0;0,Tubulin beta-6 chain,TUBB6,sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1;tr|K7ESM5|K7ESM5_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,29,15,64.1,32.0129854301991,32.1258329523162,27.5402299873117,27.1771212755799
P23381;G3V3H8;G3V3Y5;G3V423;G3V5U1;G3V456;G3V277;H0YJP3;G3V5W1;G3V3S7;G3V3X0;G3V3P2;G3V227;G3V2Y7,P23381,15;7;7;5;5;5;5;4;1;1;1;1;1;1,15;7;7;5;5;5;5;4;1;1;1;1;1;1,15;7;7;5;5;5;5;4;1;1;1;1;1;1,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",15,15,42.3,26.8354504150604,27.8371962541678,28.6239748432739,28.4287418009007
P12956;B1AHC9,P12956;B1AHC9,15;14,15;14,15;14,X-ray repair cross-complementing protein 6,XRCC6,sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2;tr|B1AHC9|B1AHC9_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=1,15,15,31.5,26.9420127544932,26.2017984765622,28.3498428632047,28.1293750001618
P46937;H0YCI3,P46937;H0YCI3,16;8,16;8,15;7,Transcriptional coactivator YAP1,YAP1,sp|P46937|YAP1_HUMAN Transcriptional coactivator YAP1 OS=Homo sapiens OX=9606 GN=YAP1 PE=1 SV=2;tr|H0YCI3|H0YCI3_HUMAN Transcriptional coactivator YAP1 (Fragment) OS=Homo sapiens OX=9606 GN=YAP1 PE=1 SV=1,16,15,50.2,29.285465224874,29.5993188017546,30.0481724521984,29.9054094088573
Q9UPT8;M0QY97,Q9UPT8;M0QY97,15;14,15;14,15;14,Zinc finger CCCH domain-containing protein 4,ZC3H4,sp|Q9UPT8|ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=3;tr|M0QY97|M0QY97_HUMAN Zinc finger CCCH domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=1,15,15,20.8,27.8409816747014,27.7286464150833,28.4291011023309,27.6840495737805
Q9Y2X9,Q9Y2X9,15,15,15,Zinc finger protein 281,ZNF281,sp|Q9Y2X9|ZN281_HUMAN Zinc finger protein 281 OS=Homo sapiens OX=9606 GN=ZNF281 PE=1 SV=1,15,15,30.3,27.7897361077842,29.3949907651074,27.3130249994712,26.7223406071862
P12814;H9KV75;G3V2W4;H7C5W8;G3V2N5;H0YJW3;H0YJ11;G3V2X9;G3V5M4;G3V380,P12814;H9KV75,28;25;10;10;9;7;6;4;3;1,28;25;10;10;9;7;6;4;3;1,16;13;4;6;5;4;3;1;1;1,Alpha-actinin-1,ACTN1,sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2;tr|H9KV75|H9KV75_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=1,28,16,40.5,26.1746282753967,25.4409793906693,29.3454926223626,29.0207012120263
Q9UEY8,Q9UEY8,16,16,16,Gamma-adducin,ADD3,sp|Q9UEY8|ADDG_HUMAN Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1,16,16,24.6,23.6750066696769,22.4855679443178,28.7373124414758,28.5682656852846
P38606;C9JA17;C9JVW8,P38606,16;4;4,16;4;4,16;4;4,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,16,16,31.3,24.9382705271931,25.2521254524939,28.383356643788,27.898160537079
Q08AD1;H0Y4Z1,Q08AD1,16;2,16;2,16;2,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,sp|Q08AD1|CAMP2_HUMAN Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens OX=9606 GN=CAMSAP2 PE=1 SV=3,16,16,16.5,29.4987946577809,29.4974703361308,28.0820267012899,27.756845399379
P55060,P55060,16,16,16,Exportin-2,CSE1L,sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,16,16,20.6,27.4707273804322,26.7246841245985,28.0115865984133,28.0132384072868
Q9P2B4;B1AMN7,Q9P2B4;B1AMN7,16;10,16;10,16;10,CTTNBP2 N-terminal-like protein,CTTNBP2NL,sp|Q9P2B4|CT2NL_HUMAN CTTNBP2 N-terminal-like protein OS=Homo sapiens OX=9606 GN=CTTNBP2NL PE=1 SV=2;tr|B1AMN7|B1AMN7_HUMAN CTTNBP2 N-terminal-like protein (Fragment) OS=Homo sapiens OX=9606 GN=CTTNBP2NL PE=1 SV=1,16,16,29.7,4.52842334622658,4.50098623350307,28.1723122082998,27.5046097733828
Q9NPI6;A0A087WT55;A0A087WXD0;A0A087WVE6,Q9NPI6,16;7;5;5,16;7;5;5,16;7;5;5,mRNA-decapping enzyme 1A,DCP1A,sp|Q9NPI6|DCP1A_HUMAN mRNA-decapping enzyme 1A OS=Homo sapiens OX=9606 GN=DCP1A PE=1 SV=3,16,16,43.3,26.7106969385752,26.5396681153186,29.3772249303077,28.7949495521943
O60443;C9JSR4;H7C147;H7BZJ0,O60443;C9JSR4,16;13;5;4,16;13;5;4,16;13;5;4,Non-syndromic hearing impairment protein 5,DFNA5,sp|O60443|GSDME_HUMAN Gasdermin-E OS=Homo sapiens OX=9606 GN=GSDME PE=1 SV=2;tr|C9JSR4|C9JSR4_HUMAN Gasdermin-E OS=Homo sapiens OX=9606 GN=GSDME PE=1 SV=2,16,16,35.7,27.1064942518249,27.5934891484593,29.3377948375936,28.8603534003307
P15924,P15924,16,16,16,Desmoplakin,DSP,sp|P15924|DESP_HUMAN Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3,16,16,6.5,27.502866151829,28.7913518070857,23.7176421209027,23.5141023109242
Q02790;F5H1U3;H0YFG2,Q02790,16;4;3,16;4;3,16;4;3,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,16,16,43.4,28.9339335513813,29.0327826533732,27.2430898491503,26.9509368998026
Q92917,Q92917,16,16,16,G patch domain and KOW motifs-containing protein,GPKOW,sp|Q92917|GPKOW_HUMAN G-patch domain and KOW motifs-containing protein OS=Homo sapiens OX=9606 GN=GPKOW PE=1 SV=2,16,16,51.3,31.1851206319616,29.1166422072009,27.8352094437819,28.1109303263746
P29084;E5RH41;E5RIW4;E5RK24,P29084;E5RH41,16;9;5;4,16;9;5;4,16;9;5;4,Transcription initiation factor IIE subunit beta,GTF2E2,sp|P29084|T2EB_HUMAN Transcription initiation factor IIE subunit beta OS=Homo sapiens OX=9606 GN=GTF2E2 PE=1 SV=1;tr|E5RH41|E5RH41_HUMAN Transcription initiation factor IIE subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=GTF2E2 PE=1 SV=1,16,16,51.9,29.1592085775092,28.000185643327,29.2835678415735,28.9106221460097
O00505;H0Y4S9,O00505,23;2,23;2,16;2,Importin subunit alpha-4,KPNA3,sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2,23,16,47.2,33.8814864485272,33.6085173346226,24.583423926391,23.9438690589728
Q9H089;F8WFC6;H7C2X7,Q9H089,16;5;5,16;5;5,16;5;5,Large subunit GTPase 1 homolog,LSG1,sp|Q9H089|LSG1_HUMAN Large subunit GTPase 1 homolog OS=Homo sapiens OX=9606 GN=LSG1 PE=1 SV=2,16,16,32.8,25.2313627066199,23.1748415858893,27.8367148543583,27.8132331886445
P11137;A0A669KB77;E7EV03,P11137;A0A669KB77,16;16;2,16;16;2,16;16;2,Microtubule-associated protein 2,MAP2,sp|P11137|MTAP2_HUMAN Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=1 SV=4;tr|A0A669KB77|A0A669KB77_HUMAN Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=4 SV=1,16,16,12.5,4.52842334622658,4.50098623350307,28.0300744524082,27.8028577971359
Q15746;D6R9C2,Q15746,16;2,16;2,16;2,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,"sp|Q15746|MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4",16,16,10.6,4.52842334622658,4.50098623350307,28.1744092184076,27.5958380616431
Q86UW6;H0YA93,Q86UW6;H0YA93,16;15,16;15,16;15,NEDD4-binding protein 2,N4BP2,sp|Q86UW6|N4BP2_HUMAN NEDD4-binding protein 2 OS=Homo sapiens OX=9606 GN=N4BP2 PE=1 SV=2;tr|H0YA93|H0YA93_HUMAN NEDD4-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=N4BP2 PE=1 SV=1,16,16,13.3,27.9282962550523,27.0320206642251,26.9562650094182,27.1690175649635
Q9BPX3;H0Y9Z8;D6RA93,Q9BPX3,16;3;2,16;3;2,16;3;2,Condensin complex subunit 3,NCAPG,sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1,16,16,19.7,26.5031240373512,25.3143741371109,28.4271438221247,28.2629334198196
Q15003;E9PHA2;C9J470;H7C415;C9JZP1,Q15003;E9PHA2;C9J470,16;16;11;5;5,16;16;11;5;5,16;16;11;5;5,Condensin complex subunit 2,NCAPH,sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=3;tr|E9PHA2|E9PHA2_HUMAN Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=1;tr|C9J470|C9J470_HUMAN Condensin complex subunit 2 (Fragment) OS=Homo,16,16,27.3,28.47529642837,28.8949559902706,27.9455332283065,27.7632558364073
O75376;A0A088AWL3;E7EVU5;E7EW50;J3KS51;E7EVK1;C9JAP0;J3KT44,O75376;A0A088AWL3,17;13;6;6;6;4;3;1,16;12;6;6;6;4;3;1,16;12;6;6;6;4;3;1,Nuclear receptor corepressor 1,NCOR1,sp|O75376|NCOR1_HUMAN Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2;tr|A0A088AWL3|A0A088AWL3_HUMAN Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=1,17,16,11.0,28.0631168990534,28.1486053618883,25.7217671678952,25.5409689593306
Q0ZGT2;H7BXY5;E7EUA0;E7ETM8,Q0ZGT2;H7BXY5;E7EUA0;E7ETM8,16;14;11;10,16;14;11;10,16;14;11;10,Nexilin,NEXN,sp|Q0ZGT2|NEXN_HUMAN Nexilin OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1;tr|H7BXY5|H7BXY5_HUMAN Nexilin (Fragment) OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1;tr|E7EUA0|E7EUA0_HUMAN Nexilin (Fragment) OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1;tr|E7ETM8|E7ETM8_,16,16,25.3,4.52842334622658,4.50098623350307,27.9220129520225,26.8857648797111
Q13416;B8ZZ80;C9JK08,Q13416,16;4;3,16;4;3,16;4;3,Origin recognition complex subunit 2,ORC2,sp|Q13416|ORC2_HUMAN Origin recognition complex subunit 2 OS=Homo sapiens OX=9606 GN=ORC2 PE=1 SV=2,16,16,39.3,28.7340526228844,28.5014241776551,29.264209378495,29.1460091239907
Q8WUM4;A0A3B3IT07;F8WEQ7;F8WBR8;C9IZF9;F8WDK9,Q8WUM4,16;6;4;4;4;1,16;6;4;4;4;1,16;6;4;4;4;1,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,16,16,21.5,27.4456119052879,27.6618009266958,25.8467309028962,26.3663802494058
O00541;B5MCF9;B3KXD6;H7C267;H7BYY8,O00541;B5MCF9;B3KXD6,16;16;10;2;1,16;16;10;2;1,16;16;10;2;1,Pescadillo homolog,PES1,sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B5MCF9|B5MCF9_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B3KXD6|B3KXD6_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,16,16,28.2,27.786062987479,27.4384909873715,29.3987257546732,29.13374138027
Q5JTH9;A0A087X1U8,Q5JTH9,16;1,16;1,16;1,RRP12-like protein,RRP12,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,16,16,15.2,24.5173431439506,24.6062551892522,27.9584792605487,27.9071299755978
Q15637;F8WEV5;C9J792,Q15637,18;5;3,18;5;3,16;5;3,Splicing factor 1,SF1,sp|Q15637|SF01_HUMAN Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4,18,16,33.3,29.28133632845,29.2057836311516,30.3689045196256,30.2787469857731
P23246,P23246,24,23,16,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",24,16,39.5,28.2815795320896,28.060542404204,29.9898309411866,30.0775007151447
P09661;H0YKK0;H0YMA0;H0YLR3,P09661;H0YKK0,16;11;6;4,16;11;6;4,16;11;6;4,U2 small nuclear ribonucleoprotein A,SNRPA1,"sp|P09661|RU2A_HUMAN U2 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2;tr|H0YKK0|H0YKK0_HUMAN Small nuclear ribonucleoprotein polypeptide A, isoform CRA_a OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=1",16,16,51.4,28.8473284653622,28.9250165016557,29.9744590980922,30.192840797046
O43815,O43815,17,17,16,Striatin,STRN,sp|O43815|STRN_HUMAN Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4,17,16,33.1,25.2113390516145,25.2178583274583,28.4437164278717,27.8121316610943
P21675;Q8IZX4;H0Y8N6;H0Y9L7,P21675;Q8IZX4,21;13;4;3,21;13;4;3,16;10;0;3,Transcription initiation factor TFIID subunit 1;Transcription initiation factor TFIID subunit 1-like,TAF1;TAF1L,sp|P21675|TAF1_HUMAN Transcription initiation factor TFIID subunit 1 OS=Homo sapiens OX=9606 GN=TAF1 PE=1 SV=2;sp|Q8IZX4|TAF1L_HUMAN Transcription initiation factor TFIID subunit 1-like OS=Homo sapiens OX=9606 GN=TAF1L PE=1 SV=1,21,16,14.6,27.4408685341207,27.5374924949387,28.3768317774646,27.8867534850945
Q13625;H7C5L8;Q96KQ4;A0A3B3ISJ2,Q13625,16;2;1;1,16;2;1;1,16;2;1;1,Apoptosis-stimulating of p53 protein 2,TP53BP2,sp|Q13625|ASPP2_HUMAN Apoptosis-stimulating of p53 protein 2 OS=Homo sapiens OX=9606 GN=TP53BP2 PE=1 SV=2,16,16,20.2,4.52842334622658,4.50098623350307,28.2316922938932,28.2572338099554
Q6IBS0;D6RG15;H0Y858;F8W645;H7C5I2,Q6IBS0;D6RG15,18;15;8;1;1,18;15;8;1;1,16;13;7;0;1,Twinfilin-2,TWF2,sp|Q6IBS0|TWF2_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2;tr|D6RG15|D6RG15_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=1,18,16,63.0,28.6469815105109,29.3196073872704,29.7846597543581,29.6571222887016
Q5T6F2;A2A305;A0A0D9SFI5;Q5JV08,Q5T6F2;A2A305,16;8;3;2,16;8;3;2,16;8;3;2,Ubiquitin-associated protein 2,UBAP2,sp|Q5T6F2|UBAP2_HUMAN Ubiquitin-associated protein 2 OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1;tr|A2A305|A2A305_HUMAN Ubiquitin-associated protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1,16,16,20.7,26.9083904216849,28.1159976488766,30.5043635198876,30.2110630801372
O60763;REV__R4GMN2;REV__Q5VZ89,O60763,16;1;1,16;1;1,16;1;1,General vesicular transport factor p115,USO1,sp|O60763|USO1_HUMAN General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,16,16,23.0,24.5933832946391,25.8327492349707,28.2691904713167,27.7579263794722
Q9C0J8;B9A053;C9J8B4,Q9C0J8,16;3;2,16;3;2,16;3;2,pre-mRNA 3 end processing protein WDR33,WDR33,sp|Q9C0J8|WDR33_HUMAN pre-mRNA 3 end processing protein WDR33 OS=Homo sapiens OX=9606 GN=WDR33 PE=1 SV=2,16,16,20.5,26.9510481030278,27.2061097955547,28.3585880251605,28.1804449121613
Q9Y4P8,Q9Y4P8,16,16,16,WD repeat domain phosphoinositide-interacting protein 2,WIPI2,sp|Q9Y4P8|WIPI2_HUMAN WD repeat domain phosphoinositide-interacting protein 2 OS=Homo sapiens OX=9606 GN=WIPI2 PE=1 SV=1,16,16,45.2,30.2169707881864,30.8052433715569,30.6247941453497,30.4835651489102
O15014;E7ERY8,O15014,16;4,16;4,16;4,Zinc finger protein 609,ZNF609,sp|O15014|ZN609_HUMAN Zinc finger protein 609 OS=Homo sapiens OX=9606 GN=ZNF609 PE=1 SV=2,16,16,17.2,28.0492636119939,28.241317747493,27.2115969259348,27.0774497806166
Q8NE71;H0YGW7;A0A0G2JIC2;Q5STZ8,Q8NE71;H0YGW7,17;15;6;3,17;15;6;3,17;15;6;3,ATP-binding cassette sub-family F member 1,ABCF1,sp|Q8NE71|ABCF1_HUMAN ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2;tr|H0YGW7|H0YGW7_HUMAN ATP-binding cassette sub-family F member 1 (Fragment) OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=1,17,17,22.4,25.2843593790744,25.8515283149522,28.0099862709715,27.777936515309
O14617;A0A2R8Y611;A0A2R8Y4J3;A0A087WYN6;K7ELX8,O14617;A0A2R8Y611;A0A2R8Y4J3,17;12;9;3;1,17;12;9;3;1,17;12;9;3;1,AP-3 complex subunit delta-1,AP3D1,sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;tr|A0A2R8Y611|A0A2R8Y611_HUMAN AP-3 complex subunit delta-1 (Fragment) OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;tr|A0A2R8Y4J3|A0A2R8Y4J3_HUMAN AP-3 complex subu,17,17,19.7,26.1688072163565,27.0978823172141,28.1783091678173,27.4440325137668
Q12830;E7ETD6;E9PE19;A0A2R8Y7Q1;F5GXF5;J3QQK4;A0A0A0MR81;J3KSY0;J3QQQ8,Q12830;E7ETD6;E9PE19;A0A2R8Y7Q1;F5GXF5,17;17;17;17;16;3;2;1;1,17;17;17;17;16;3;2;1;1,17;17;17;17;16;3;2;1;1,Nucleosome-remodeling factor subunit BPTF,BPTF,sp|Q12830|BPTF_HUMAN Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3;tr|E7ETD6|E7ETD6_HUMAN Nucleosome-remodeling factor subunit BPTF (Fragment) OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3;tr|E9PE19|E9PE19_HUMAN Nucleosome,17,17,6.9,26.9685114141224,27.6594209706295,27.5949131886903,27.4589673784122
O95786;A2A376,O95786;A2A376,17;14,17;14,17;14,Probable ATP-dependent RNA helicase DDX58,DDX58,sp|O95786|DDX58_HUMAN Antiviral innate immune response receptor RIG-I OS=Homo sapiens OX=9606 GN=DDX58 PE=1 SV=2;tr|A2A376|A2A376_HUMAN Antiviral innate immune response receptor RIG-I OS=Homo sapiens OX=9606 GN=DDX58 PE=1 SV=1,17,17,20.0,4.52842334622658,4.50098623350307,27.7716540848931,27.5904940808165
A0A590UJD9;A0A590UJ08;A0A0C4DFT3;A0A590UJ68;A0A590UJ18;Q12959;A0A590UJR5;A0A590UJC5;A0A590UKA8;A0A590UJS9;A0A590UJ81;A0A590UJR4;A0A590UK48;A0A590UK81;A0A590UJ29;A0A590UJX2;A0A590UJ64;E7EQD7;A0A590UJL2;A0A590UK02;C9JUA9;A0A590UK70;A0A590UJ25;B4E2H8;H7C166;A0A590UK52;A0A590UJZ4;A0A590UJ95;A8MUT6;C9IYP1;C9JCP6;C9JN61;A0A590UJ86;B7Z3U2;P78352;A0A590UJE6;H7C325;A0A590UK13;F8W750;B7Z647;F2Z2L0;A0A3B3ISR0;A0A3B3IU19;B9EGL1;A0A3B3ISQ5;B5MCC5;A0A3B3IS17;C9J110,A0A590UJD9;A0A590UJ08;A0A0C4DFT3;A0A590UJ68;A0A590UJ18;Q12959;A0A590UJR5;A0A590UJC5;A0A590UKA8;A0A590UJS9;A0A590UJ81;A0A590UJR4;A0A590UK48;A0A590UK81;A0A590UJ29;A0A590UJX2;A0A590UJ64;E7EQD7;A0A590UJL2;A0A590UK02;C9JUA9;A0A590UK70;A0A590UJ25,18;18;18;17;17;17;17;17;17;17;16;15;15;15;15;15;14;13;12;12;12;11;11;5;4;4;4;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,18;18;18;17;17;17;17;17;17;17;16;15;15;15;15;15;14;13;12;12;12;11;11;5;4;4;4;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,17;17;17;16;16;16;16;16;16;16;15;14;14;14;14;14;13;13;12;12;11;11;11;5;4;4;4;3;2;2;2;2;2;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1,Disks large homolog 1,DLG1,tr|A0A590UJD9|A0A590UJD9_HUMAN Disks large homolog 1 OS=Homo sapiens OX=9606 GN=DLG1 PE=1 SV=1;tr|A0A590UJ08|A0A590UJ08_HUMAN Disks large homolog 1 OS=Homo sapiens OX=9606 GN=DLG1 PE=1 SV=1;tr|A0A0C4DFT3|A0A0C4DFT3_HUMAN Disks large homolog 1 OS=Homo sapie,18,17,31.2,4.52842334622658,4.50098623350307,29.3744706078232,29.0482504195587
O43432;A0A0A0MSA7;A0A0U1RQK7;B1AN91;B1AN92,O43432;A0A0A0MSA7;A0A0U1RQK7,23;23;23;1;1,17;17;17;1;1,17;17;17;1;1,Eukaryotic translation initiation factor 4 gamma 3,EIF4G3,sp|O43432|IF4G3_HUMAN Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2;tr|A0A0A0MSA7|A0A0A0MSA7_HUMAN Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=1;tr|A0A0U1RQK7,23,17,17.8,24.5991876829663,24.1756183789347,27.5836964970624,27.7293597698031
Q9Y450;B7Z524;H0YDX7;J3QT46;H0YES5;E9PHZ9;E9PN23;G5E991;E9PMN1;E9PLR4;E9PJ90;E9PS53,Q9Y450;B7Z524;H0YDX7;J3QT46,17;14;14;14;6;6;3;3;3;3;2;2,17;14;14;14;6;6;3;3;3;3;2;2,17;14;14;14;6;6;3;3;3;3;2;2,HBS1-like protein,HBS1L,sp|Q9Y450|HBS1L_HUMAN HBS1-like protein OS=Homo sapiens OX=9606 GN=HBS1L PE=1 SV=1;tr|B7Z524|B7Z524_HUMAN HBS1-like protein OS=Homo sapiens OX=9606 GN=HBS1L PE=1 SV=1;tr|H0YDX7|H0YDX7_HUMAN HBS1-like protein (Fragment) OS=Homo sapiens OX=9606 GN=HBS1L PE=1,17,17,33.9,26.0339747528966,26.0849280599615,28.1453532596536,27.9024222236647
P52272;A0A087X0X3;M0QZM1;M0R2T0;M0R0N3;M0QYQ7;M0R2I7;M0R0Y6;M0QY96;M0QYL3,P52272;A0A087X0X3,34;33;16;15;14;12;9;8;5;4,34;33;16;15;14;12;9;8;5;4,17;17;11;1;0;0;9;0;5;2,Heterogeneous nuclear ribonucleoprotein M,HNRNPM,sp|P52272|HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3;tr|A0A087X0X3|A0A087X0X3_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1,34,17,55.1,29.7745159831955,30.0938340029686,29.8557575514628,29.6541541303354
P34932;A0A087WYC1;A0A087WTS8,P34932;A0A087WYC1;A0A087WTS8,19;17;12,18;16;12,17;15;11,Heat shock 70 kDa protein 4,HSPA4,sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4;tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1;tr|A0A087WTS8|A0A087WTS8_HUMAN Heat shock 70 kDa protein 4 OS,19,17,31.1,25.2345090225577,27.2581778203294,28.4732073037603,28.5157042891506
