AMBRA1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
TSTA3,0.1268048836,0.82017571480304,0,Q13630;E9PKL9;E9PLH9;E9PP14;A0A0J9YX13;H0YCP7;E9PP60,Q13630;E9PKL9,7;5;3;3;3;2;1,7;5;3;3;3;2;1,6;4;2;2;2;2;1,GDP-L-fucose synthase,TSTA3,sp|Q13630|FCL_HUMAN GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=TSTA3 PE=1 SV=1;tr|E9PKL9|E9PKL9_HUMAN GDP-L-fucose synthase (Fragment) OS=Homo sapiens OX=9606 GN=TSTA3 PE=1 SV=1,7,6,20.2,321
DDX39B,0.6426219015,0.0416647230062637,0,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A0A0MT12;F6S4E6;A0A140T996;H0Y400;F6R6M7;A0A140T9K1;A0A140T973;A0A0G2JJL7;F6QYI9;A0A140T9L4;A0A0G2JHN7;F6S2B7;F6U6E2;A0A140T9N3;A0A140T9K2,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A0A0MT12;F6S4E6,21;20;16;15;13;12;12;11;8;8;7;7;7;6;6;6;5;5;5;2;2,21;20;16;15;13;12;12;11;8;8;7;7;7;6;6;6;5;5;5;2;2,3;3;2;2;1;1;1;1;0;2;1;0;0;0;0;0;1;1;1;0;0,Spliceosome RNA helicase DDX39B,DDX39B,sp|Q13838|DX39B_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|Q5STU3|Q5STU3_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=2;tr|A0A0G2JJZ9|A0A0G2JJZ9_HUMAN Spliceosome RNA helicase DDX,21,3,61.7,428
BLMH,0.7987661127,0.263050016350479,0,Q13867;K7ESE8;J3KSD8;K7ES02;J3KS79;K7ENH5,Q13867;K7ESE8;J3KSD8;K7ES02,4;3;3;3;1;1,4;3;3;3;1;1,4;3;3;3;1;1,Bleomycin hydrolase,BLMH,sp|Q13867|BLMH_HUMAN Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1;tr|K7ESE8|K7ESE8_HUMAN Bleomycin hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1;tr|J3KSD8|J3KSD8_HUMAN Bleomycin hydrolase (Fragment) OS=Homo sapiens OX=9606,4,4,12.1,455
CKAP5,-1.8293313056,0.0353973725557449,1,Q14008,Q14008,4,4,4,Cytoskeleton-associated protein 5,CKAP5,sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,4,4,4.2,2032
IL18,1.4913399626,0.00684354762165778,1,Q14116,Q14116,10,10,10,Interleukin-18,IL18,sp|Q14116|IL18_HUMAN Interleukin-18 OS=Homo sapiens OX=9606 GN=IL18 PE=1 SV=1,10,10,60.6,193
BOP1,2.0863111795,0.0314767075866266,1,Q14137;A0A075B729,Q14137,13;3,13;3,13;3,Ribosome biogenesis protein BOP1,BOP1,sp|Q14137|BOP1_HUMAN Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,13,13,21.3,746
EIF3A,0.5659633736,0.0546117413731297,0,Q14152,Q14152,28,28,28,Eukaryotic translation initiation factor 3 subunit A,EIF3A,sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,28,28,22.4,1382
TTLL12,1.494273061,0.159334691409825,0,Q14166,Q14166,4,4,4,Tubulin--tyrosine ligase-like protein 12,TTLL12,sp|Q14166|TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens OX=9606 GN=TTLL12 PE=1 SV=2,4,4,10.9,644
DPYSL3,0.8462054051,0.0806310568060162,0,Q14195;H0YBT4;Q14117,Q14195,15;6;1,13;4;1,12;3;0,Dihydropyrimidinase-related protein 3,DPYSL3,sp|Q14195|DPYL3_HUMAN Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,15,12,41.9,570
DYNC1H1,1.0684525271,0.0141443467942294,1,Q14204;A0A2R8Y706;A0A2R8Y5T0;A0A2R8Y6H2;A0A2R8YFZ7;A0A2R8Y542;H0YJ21;A0A2R8Y6I5;A0A2R8YGC7,Q14204;A0A2R8Y706;A0A2R8Y5T0,56;33;28;22;20;19;6;5;4,56;33;28;22;20;19;6;5;4,56;33;28;22;20;19;6;5;4,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5;tr|A0A2R8Y706|A0A2R8Y706_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1;tr|A0A2R8Y5T0|A0A2R8Y5T0_HUMAN C,56,56,16.4,4646
EIF4A2,0.0673490842,0.919932700231878,0,Q14240;E7EQG2,Q14240;E7EQG2,17;15,4;2,4;2,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A2,sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2;tr|E7EQG2|E7EQG2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=1,17,4,40.5,407
CTTN,0.4431402799,0.483936587576138,0,Q14247;H0YCD9,Q14247,5;1,5;1,5;1,Src substrate cortactin,CTTN,sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,5,5,15.6,550
TRIM25,1.27225918,0.124383110920158,0,Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,5;4,5;4,5;4,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,5,5,11.3,630
FLNC,0.3741491863,0.540787829442225,0,Q14315,Q14315,102,102,93,Filamin-C,FLNC,sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,102,93,41.3,2725
GALE,0.0833810098,0.711388970203747,0,Q14376;Q5QPP3;Q5QPP1;Q5QPP4;Q5QPP9,Q14376;Q5QPP3,10;6;4;4;3,10;6;4;4;3,10;6;4;4;3,UDP-glucose 4-epimerase,GALE,sp|Q14376|GALE_HUMAN UDP-glucose 4-epimerase OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=2;tr|Q5QPP3|Q5QPP3_HUMAN UDP-glucose 4-epimerase (Fragment) OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=1,10,10,53.4,348
MCM6,1.1540802371,0.0282680378504722,1,Q14566,Q14566,24,24,24,DNA replication licensing factor MCM6,MCM6,sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,24,24,31.9,821
GANAB,-0.5790416907,0.0555106734291939,0,Q14697;F5H6X6;E9PKU7;E9PNH1,Q14697;F5H6X6;E9PKU7,28;26;24;5,28;26;24;5,28;26;24;5,Neutral alpha-glucosidase AB,GANAB,sp|Q14697|GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3;tr|F5H6X6|F5H6X6_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=1;tr|E9PKU7|E9PKU7_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens,28,28,41,944
MVP,0.202972925,0.483767549048984,0,Q14764;H3BRL2;H3BQK6;H3BP76;H3BUK7;H3BNF6;H3BNF2;H3BUP3;H3BQE7;H3BPZ2,Q14764,27;7;7;6;6;6;3;3;3;2,27;7;7;6;6;6;3;3;3;2,27;7;7;6;6;6;3;3;3;2,Major vault protein,MVP,sp|Q14764|MVP_HUMAN Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,27,27,42.3,893
LASP1,1.0516192558,0.013585162885093,1,Q14847;C9J9W2;F6S2S5;K7ESD6,Q14847;C9J9W2,7;5;2;1,7;5;2;1,7;5;2;1,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,7,7,32.2,261
ZNF169,1.5403491716,0.00414753178338502,1,Q14929,Q14929,1,1,1,Zinc finger protein 169,ZNF169,sp|Q14929|ZN169_HUMAN Zinc finger protein 169 OS=Homo sapiens OX=9606 GN=ZNF169 PE=1 SV=3,1,1,2.3,603
KPNB1,0.3058653677,0.574826089476435,0,Q14974;J3KTM9;J3QR48;J3QKQ5;J3KS06;J3QRG4,Q14974;J3KTM9,32;22;10;4;3;1,32;22;10;4;3;1,32;22;10;4;3;1,Importin subunit beta-1,KPNB1,sp|Q14974|IMB1_HUMAN Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2;tr|J3KTM9|J3KTM9_HUMAN Importin subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=1,32,32,34.6,876
PSMD6,1.2829619909,0.0133790050899665,1,Q15008;C9J7B7;C9J0E9,Q15008,8;3;2,8;3;2,8;3;2,26S proteasome non-ATPase regulatory subunit 6,PSMD6,sp|Q15008|PSMD6_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,8,8,25.4,389
NCAPD2,0.3093272228,0.790408676202895,0,Q15021;E7EN77,Q15021,4;1,4;1,4;1,Condensin complex subunit 1,NCAPD2,sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,4,4,4.2,1401
EFTUD2,0.4786463962,0.135361664071612,0,Q15029;K7EP67;K7EJ74,Q15029,20;7;5,18;5;3,18;5;3,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,20,18,21.3,972
KARS,0.0524449391,0.825695369345935,0,Q15046;J3KRL2;H3BVA8;H3BPV7;H3BRC9,Q15046,16;5;4;3;1,16;5;4;3;1,16;5;4;3;1,Lysine--tRNA ligase,KARS,sp|Q15046|SYK_HUMAN Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,16,16,28.8,597
EEA1,-0.2638684103,0.600702256513327,0,Q15075,Q15075,5,5,5,Early endosome antigen 1,EEA1,sp|Q15075|EEA1_HUMAN Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,5,5,4.3,1411
PDIA6,0.1004819561,0.776308480174198,0,Q15084,Q15084,18,18,18,Protein disulfide-isomerase A6,PDIA6,sp|Q15084|PDIA6_HUMAN Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,18,18,48,440
PAFAH1B3,1.5236465518,0.0800558920758522,0,Q15102;M0R389;M0R1K3;M0QZT2;M0QXS6;M0R323,Q15102;M0R389;M0R1K3,10;6;5;3;2;2,10;6;5;3;2;2,10;6;5;3;2;2,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,sp|Q15102|PA1B3_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1;tr|M0R389|M0R389_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=PAFAH1B,10,10,69.7,231
PLEC,1.5976918512,0.103288089259166,0,Q15149;H0YDN1;E9PMV1;E9PKG0;P58107;A0A075B730;E9PQ28;E9PIA2,Q15149;H0YDN1,206;161;24;8;5;5;2;1,206;161;24;8;5;5;2;1,205;160;24;8;5;5;2;1,Plectin,PLEC,sp|Q15149|PLEC_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3;tr|H0YDN1|H0YDN1_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=9,206,205,47.9,4684
PPA1,-0.2660243262,0.276427996983033,0,Q15181;Q5SQT6,Q15181;Q5SQT6,14;7,14;7,14;7,Inorganic pyrophosphatase,PPA1,sp|Q15181|IPYR_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2;tr|Q5SQT6|Q5SQT6_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=1,14,14,65.4,289
NONO,0.5148843959,0.106317632547818,0,Q15233;C9JYS8;C9IZL7;H7C367;C9J4X2;C9JJ13,Q15233;C9JYS8;C9IZL7,27;16;15;11;6;2,27;16;15;11;6;2,25;16;13;9;6;2,Non-POU domain-containing octamer-binding protein,NONO,sp|Q15233|NONO_HUMAN Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4;tr|C9JYS8|C9JYS8_HUMAN Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=8;tr|C9IZL7|C9IZL7_,27,25,54.4,471
QPRT,2.8359723773,0.3717377599504,0,Q15274,Q15274,6,6,6,Nicotinate-nucleotide pyrophosphorylase [carboxylating],QPRT,sp|Q15274|NADC_HUMAN Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Homo sapiens OX=9606 GN=QPRT PE=1 SV=3,6,6,21.5,297
RCN1,-0.2394621267,0.691198299499783,0,Q15293,Q15293,4,4,4,Reticulocalbin-1,RCN1,sp|Q15293|RCN1_HUMAN Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,4,4,14.2,331
PCBP1,-0.6115622847,0.0565078399749033,0,Q15365;F8VTZ0;H3BSP4;P57723;C9K0A2;F8WC71;C9IZV9;C9J7A9;C9JSA6;C9J5V4;C9JTY5;C9JZY3;C9J0A4,Q15365,22;3;2;1;1;1;1;1;1;1;1;1;1,22;3;2;1;1;1;1;1;1;1;1;1;1,17;0;0;0;0;0;0;0;0;0;0;0;0,Poly(rC)-binding protein 1,PCBP1,sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,22,17,86.5,356
PCBP2,-0.5213551208,0.272405678855421,0,Q15366;F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6;P57721;J3QT27;E9PFP8;H3BND9;H3BSS4;F8VRH0,Q15366;F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6,16;15;14;10;9;9;6;6;6;4;4;4,11;10;10;5;6;5;2;2;2;3;4;4,11;10;10;5;6;5;2;2;2;3;4;4,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|F8VZX2|F8VZX2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|H3BRU6|H3BRU6_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sa,16,11,62.2,365
SF3B3,0.1220226035,0.599776437811566,0,Q15393;J3QL37;H3BMB0;J3QRB2;I3L4G7;J3QKV4,Q15393,32;2;1;1;1;1,32;2;1;1;1;1,32;2;1;1;1;1,Splicing factor 3B subunit 3,SF3B3,sp|Q15393|SF3B3_HUMAN Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,32,32,30.7,1217
CNN3,0.1269186247,0.57552685431561,0,Q15417;E9PDU6,Q15417,9;4,9;4,8;4,Calponin-3,CNN3,sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,9,8,32.5,329
SAFB,0.7650655776,0.0486402582977551,0,Q15424;Q14151;K7ES42,Q15424,6;2;2,6;2;2,6;2;2,Scaffold attachment factor B1,SAFB,sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,6,6,8.9,915
SF3A2,0.7199083226,0.328007135457774,0,Q15428;K7EMT0,Q15428;K7EMT0,2;1,2;1,2;1,Splicing factor 3A subunit 2,SF3A2,sp|Q15428|SF3A2_HUMAN Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2;tr|K7EMT0|K7EMT0_HUMAN Splicing factor 3A subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2,2,2,4.1,464
SF3A1,0.9258943172,0.032673044611822,0,Q15459;H7C1L2;F8WB66,Q15459,8;2;1,8;2;1,8;2;1,Splicing factor 3A subunit 1,SF3A1,sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,8,8,11.2,793
TRIP13,0.7647555838,0.0706063016973805,0,Q15645;H0YAL2,Q15645,5;2,5;2,5;2,Pachytene checkpoint protein 2 homolog,TRIP13,sp|Q15645|PCH2_HUMAN Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2,5,5,17.6,432
MAPRE1,0.3103696106,0.221011989771513,0,Q15691,Q15691,10,10,10,Microtubule-associated protein RP/EB family member 1,MAPRE1,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,10,10,59.3,268
ELAVL1,0.7502288237,0.0374702062788426,0,Q15717;M0QZR9;M0R055;Q12926;P26378;A0A494C0Q5;A0A494C0M6;A0A494C011;A0A494C173;B1AM48;A0A494C015;A0A494C1D9;A0A494C0F8;B1APY9;A0A494C147;A0A0A0MRX1,Q15717;M0QZR9,8;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1,8;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1,7;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0,ELAV-like protein 1,ELAVL1,sp|Q15717|ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2;tr|M0QZR9|M0QZR9_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=1,8,7,33.7,326
TOMM34,0.1678252468,0.508608005676561,0,Q15785,Q15785,8,8,8,Mitochondrial import receptor subunit TOM34,TOMM34,sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,8,8,35.6,309
UBE2V2,-1.0454329597,0.0237725588884397,1,Q15819;G3V113;H0YBP9,Q15819;G3V113;H0YBP9,4;3;2,2;1;1,2;1;1,Ubiquitin-conjugating enzyme E2 variant 2,UBE2V2,sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=4;tr|G3V113|G3V113_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=1;tr|H0YBP9|H0YBP9_HUMAN Ubiquitin-conjug,4,2,29.7,145
RAB11B;RAB11A,-0.3490407211,0.39912687633557,0,Q15907;P62491;H3BMH2;H3BSC1;B4DQU5;P57735,Q15907;P62491;H3BMH2;H3BSC1,12;11;11;11;3;1,12;11;11;11;3;1,12;11;11;11;3;1,Ras-related protein Rab-11B;Ras-related protein Rab-11A,RAB11B;RAB11A,sp|Q15907|RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4;sp|P62491|RB11A_HUMAN Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3;tr|H3BMH2|H3BMH2_HUMAN Ras-related protein Rab-11A (Fragment) OS=Hom,12,12,50.5,218
ZYX,0.2951759696,0.673364550027168,0,Q15942;H0Y2Y8;C9IZ41;H7C3D3;C9JJK5;H7C3R3,Q15942;H0Y2Y8,7;6;3;2;1;1,7;6;3;2;1;1,7;6;3;2;1;1,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,7,7,18.2,572
UAP1,0.4356392889,0.288232882100841,0,Q16222,Q16222,6,6,5,UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase,UAP1,sp|Q16222|UAP1_HUMAN UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3,6,5,14.8,522
DDB1,0.3484312113,0.196865907214745,0,Q16531;F5GY55;F5GWI0;F5GZY8;F5H2L3;F5H198,Q16531;F5GY55,19;18;2;2;2;1,19;18;2;2;2;1,19;18;2;2;2;1,DNA damage-binding protein 1,DDB1,sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,19,19,24.6,1140
CDC37,1.1466104504,0.295120343606737,0,Q16543;K7EL68;K7EQA9;K7EKQ2;K7EIU0,Q16543;K7EL68;K7EQA9;K7EKQ2,7;4;4;4;1,7;4;4;4;1,7;4;4;4;1,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EL68|K7EL68_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,7,7,27.8,378
FSCN1,-0.102790578,0.750696905612089,0,Q16658;C9JFC0;A0A0A0MSB2;C9JPH9,Q16658,31;6;6;5,31;6;6;5,31;6;6;5,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,31,31,67.5,493
HNRNPUL2;HNRNPUL2-BSCL2,0.4688876155,0.429211248136412,0,Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,12;11,12;11,12;11,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,12,12,21.2,747
SMU1,0.0408939329,0.888482459998509,0,Q2TAY7,Q2TAY7,4,4,4,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,4,4,10.1,513
TUBB8,0.557470568,0.424220618124496,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,13;12;12,3;3;3,3;3;3,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,13,3,25.2,444
SNRPG;SNRPGP15,-1.6505165199,0.00662791591594214,1,Q49AN9;P62308;A8MWD9;F5H013;C9JVQ0,Q49AN9;P62308;A8MWD9;F5H013,3;2;2;2;1,3;2;2;2;1,3;2;2;2;1,Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15,SNRPG;SNRPGP15,tr|Q49AN9|Q49AN9_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1;sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1;sp|A8MWD9|RUXGL_HUMAN Putative small nuclear ribonucleopro,3,3,43.8,64
FAM98B,1.6077415586,0.038396745089225,1,Q52LJ0,Q52LJ0,7,7,4,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,7,4,14.5,433
HSP90AB2P,-0.7037671427,0.0454993115366679,0,Q58FF8,Q58FF8,16,2,2,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,16,2,25.7,381
DPCD,-1.0335379629,0.0188367301320747,1,Q9BVM2;Q5JQQ4,Q9BVM2;Q5JQQ4,1;1,1;1,1;1,Protein DPCD,DPCD,sp|Q9BVM2|DPCD_HUMAN Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=2;tr|Q5JQQ4|Q5JQQ4_HUMAN Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=1,1,1,4.9,203
SH3BGRL3,1.0199907812,0.0692172713778068,0,Q9H299;Q5T123,Q9H299;Q5T123,3;3,3;3,3;3,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,3,3,38.7,93
