WSB1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SLTM,-0.2304174816,0.23631214215043,0,Q9NWH9;H7C3F4;H7BXE3;H0YLW7;H0YMW8;H0YKH2;H0YNF3;H0YMR6;H0YLE6;H0YL55,Q9NWH9;H7C3F4;H7BXE3,6;4;3;2;2;2;2;2;2;2,6;4;3;2;2;2;2;2;2;2,6;4;3;2;2;2;2;2;2;2,SAFB-like transcription modulator,SLTM,sp|Q9NWH9|SLTM_HUMAN SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2;tr|H7C3F4|H7C3F4_HUMAN SAFB-like transcription modulator (Fragment) OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=1;tr|H7BXE3|H7BXE3_HUMAN SAFB-like transcription mo,6,6,7.6,1034
COMMD8,-0.3451312643,0.370718298102049,0,Q9NX08,Q9NX08,3,3,3,COMM domain-containing protein 8,COMMD8,sp|Q9NX08|COMD8_HUMAN COMM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=COMMD8 PE=1 SV=1,3,3,30.6,183
NDUFB11,-0.1443094443,0.40182162887581,0,Q9NX14,Q9NX14,1,1,1,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",NDUFB11,"sp|Q9NX14|NDUBB_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1",1,1,7.2,153
OCIAD1,-0.2653697231,0.0630963201024183,0,Q9NX40;D6RG39;D6RIT9;D6RDK6;D6RBN5;D6R918;D6RBC5;D6RDI5;D6RI08;D6RA54;D6RC55;D6RDK1;D6RIV2;D6R9T5;D6RF07,Q9NX40;D6RG39;D6RIT9;D6RDK6;D6RBN5,5;4;4;3;3;2;2;2;2;2;2;2;2;2;1,5;4;4;3;3;2;2;2;2;2;2;2;2;2;1,5;4;4;3;3;2;2;2;2;2;2;2;2;2;1,OCIA domain-containing protein 1,OCIAD1,sp|Q9NX40|OCAD1_HUMAN OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1;tr|D6RG39|D6RG39_HUMAN OCIA domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1;tr|D6RIT9|D6RIT9_HUMAN OCIA domain-containing ,5,5,21.6,245
ADPRHL2,-0.4702951039,0.0090892608582484,0,Q9NX46,Q9NX46,3,3,3,Poly(ADP-ribose) glycohydrolase ARH3,ADPRHL2,sp|Q9NX46|ADPRS_HUMAN ADP-ribose glycohydrolase ARH3 OS=Homo sapiens OX=9606 GN=ADPRS PE=1 SV=1,3,3,11.6,363
THUMPD1,0.0606953912,0.855292877789798,0,Q9NXG2;H3BNW0,Q9NXG2;H3BNW0,2;1,2;1,2;1,THUMP domain-containing protein 1,THUMPD1,sp|Q9NXG2|THUM1_HUMAN THUMP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=THUMPD1 PE=1 SV=2;tr|H3BNW0|H3BNW0_HUMAN THUMP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=THUMPD1 PE=1 SV=1,2,2,7.4,353
GAR1,-0.1073166159,0.654638401657839,0,Q9NY12,Q9NY12,3,3,3,H/ACA ribonucleoprotein complex subunit 1,GAR1,sp|Q9NY12|GAR1_HUMAN H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens OX=9606 GN=GAR1 PE=1 SV=1,3,3,17.5,217
AATF,-0.0572198584,0.825458187516061,0,Q9NY61,Q9NY61,3,3,3,Protein AATF,AATF,sp|Q9NY61|AATF_HUMAN Protein AATF OS=Homo sapiens OX=9606 GN=AATF PE=1 SV=1,3,3,7,560
MRPL39,0.1771790359,0.321201588603698,0,Q9NYK5;C9JG87,Q9NYK5;C9JG87,6;5,6;5,6;5,"39S ribosomal protein L39, mitochondrial",MRPL39,"sp|Q9NYK5|RM39_HUMAN 39S ribosomal protein L39, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=3;tr|C9JG87|C9JG87_HUMAN 39S ribosomal protein L39, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=1",6,6,18.6,338
C9orf78,-0.0842214525,0.654819870625475,0,Q9NZ63,Q9NZ63,1,1,1,Uncharacterized protein C9orf78,C9orf78,sp|Q9NZ63|TLS1_HUMAN Telomere length and silencing protein 1 homolog OS=Homo sapiens OX=9606 GN=C9orf78 PE=1 SV=1,1,1,4.2,289
MAT2B,0.2759448319,0.559627922855686,0,Q9NZL9;E5RJR3,Q9NZL9,5;2,5;2,5;2,Methionine adenosyltransferase 2 subunit beta,MAT2B,sp|Q9NZL9|MAT2B_HUMAN Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1,5,5,16.8,334
MYOF,0.6911096903,0.494142272563096,0,Q9NZM1;H0YD14,Q9NZM1,5;2,5;2,5;2,Myoferlin,MYOF,sp|Q9NZM1|MYOF_HUMAN Myoferlin OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1,5,5,3.1,2061
CHMP5,-0.405915599,0.0251714639381633,0,Q9NZZ3,Q9NZZ3,5,5,5,Charged multivesicular body protein 5,CHMP5,sp|Q9NZZ3|CHMP5_HUMAN Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1,5,5,29.7,219
CNIH4,-0.2121967715,0.109021520076031,0,Q9P003;A6NLH6,Q9P003;A6NLH6,2;1,2;1,2;1,Protein cornichon homolog 4,CNIH4,sp|Q9P003|CNIH4_HUMAN Protein cornichon homolog 4 OS=Homo sapiens OX=9606 GN=CNIH4 PE=1 SV=1;tr|A6NLH6|A6NLH6_HUMAN Protein cornichon homolog 4 OS=Homo sapiens OX=9606 GN=CNIH4 PE=1 SV=1,2,2,33.8,139
MRPL15,-0.0290746098,0.895503552949131,0,Q9P015;E5RHF4;E5RIZ4,Q9P015;E5RHF4;E5RIZ4,5;3;3,5;3;3,5;3;3,"39S ribosomal protein L15, mitochondrial",MRPL15,"sp|Q9P015|RM15_HUMAN 39S ribosomal protein L15, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1;tr|E5RHF4|E5RHF4_HUMAN 39S ribosomal protein L15, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1;tr|E5RIZ4|E5RIZ4_HUMAN 39S ribo",5,5,19.6,296
NDUFA13,0.3181044063,0.187999011996919,0,Q9P0J0;U3KQP3;B4DEZ3;K7EJE1;E7ENQ6,Q9P0J0;U3KQP3;B4DEZ3;K7EJE1;E7ENQ6,4;2;2;2;2,4;2;2;2;2,4;2;2;2;2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,sp|Q9P0J0|NDUAD_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13 PE=1 SV=3;tr|U3KQP3|U3KQP3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Fragment) OS=Homo sapiens OX=9606 GN=NDUF,4,4,31.9,144
RCC2,-0.4789535957,0.00702566764633078,0,Q9P258,Q9P258,11,11,11,Protein RCC2,RCC2,sp|Q9P258|RCC2_HUMAN Protein RCC2 OS=Homo sapiens OX=9606 GN=RCC2 PE=1 SV=2,11,11,27,522
BCCIP,-0.1537876586,0.206495922347557,0,Q9P287,Q9P287,5,5,5,BRCA2 and CDKN1A-interacting protein,BCCIP,sp|Q9P287|BCCIP_HUMAN BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1,5,5,19.7,314
LARS,0.0080995135,0.940154428742463,0,Q9P2J5;A0A087WXY1,Q9P2J5,25;4,25;4,25;4,"Leucine--tRNA ligase, cytoplasmic",LARS,"sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2",25,25,24.7,1176
SAE1,-0.4933272116,0.0805304343847187,0,Q9UBE0;A0A590UK93;A0A590UKC5;M0QZS6;B3KNJ4;M0QX65;M0QYM8;M0R054;M0R375;M0QYP2;M0R286;A0A590UKA0,Q9UBE0;A0A590UK93;A0A590UKC5;M0QZS6;B3KNJ4;M0QX65,6;4;4;4;4;3;2;2;1;1;1;1,6;4;4;4;4;3;2;2;1;1;1;1,6;4;4;4;4;3;2;2;1;1;1;1,"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed",SAE1,sp|Q9UBE0|SAE1_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1;tr|A0A590UK93|A0A590UK93_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens OX=9606 GN=SAE1 PE=1 SV=1;tr|A0A590UKC5|A0A590UKC5_HUMAN SUMO-activating enzyme ,6,6,25.4,346
GNG12,-0.51202893,0.0162215872910126,0,Q9UBI6,Q9UBI6,4,4,4,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,sp|Q9UBI6|GBG12_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens OX=9606 GN=GNG12 PE=1 SV=3,4,4,63.9,72
GRHPR,-0.3362062608,0.120754251269249,0,Q9UBQ7;U3KQ56,Q9UBQ7;U3KQ56,8;6,8;6,8;6,Glyoxylate reductase/hydroxypyruvate reductase,GRHPR,sp|Q9UBQ7|GRHPR_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1;tr|U3KQ56|U3KQ56_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1,8,8,43.9,328
CTSZ,-0.2175443397,0.20789823239289,0,Q9UBR2,Q9UBR2,3,3,3,Cathepsin Z,CTSZ,sp|Q9UBR2|CATZ_HUMAN Cathepsin Z OS=Homo sapiens OX=9606 GN=CTSZ PE=1 SV=1,3,3,11.9,303
UBA2,-0.3407593112,0.370447346081281,0,Q9UBT2;K7EPL2;U3KQ55;U3KQ93;K7ESK7,Q9UBT2;K7EPL2,11;8;2;1;1,11;8;2;1;1,9;6;0;1;1,SUMO-activating enzyme subunit 2,UBA2,sp|Q9UBT2|SAE2_HUMAN SUMO-activating enzyme subunit 2 OS=Homo sapiens OX=9606 GN=UBA2 PE=1 SV=2;tr|K7EPL2|K7EPL2_HUMAN SUMO-activating enzyme subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=UBA2 PE=1 SV=2,11,9,20.3,640
PEF1,0.4035746074,0.023459098736465,0,Q9UBV8,Q9UBV8,2,2,2,Peflin,PEF1,sp|Q9UBV8|PEF1_HUMAN Peflin OS=Homo sapiens OX=9606 GN=PEF1 PE=1 SV=1,2,2,8.5,284
NDRG3,0.0469298681,0.765493789755175,0,Q9UGV2;F8WBF9;Q5TH30;Q5TH29,Q9UGV2;F8WBF9;Q5TH30;Q5TH29,4;3;3;2,4;3;3;2,4;3;3;2,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 ",4,4,13.9,375
SWAP70,-0.9742566488,0.00265253154363477,0,Q9UH65;E7EMB1;E9PJK8,Q9UH65;E7EMB1,5;4;2,5;4;2,5;4;2,Switch-associated protein 70,SWAP70,sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1;tr|E7EMB1|E7EMB1_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1,5,5,9.7,585
SRP68,-0.0643148151,0.615769713965411,0,Q9UHB9,Q9UHB9,15,15,15,Signal recognition particle subunit SRP68,SRP68,sp|Q9UHB9|SRP68_HUMAN Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2,15,15,31.9,627
CHORDC1,0.5307402851,0.233457702247932,0,Q9UHD1;E9PHZ2;E9PIZ4;E9PSD5;E9PPQ5;E9PL00;E9PIF7,Q9UHD1;E9PHZ2,12;9;3;3;3;1;1,12;9;3;3;3;1;1,12;9;3;3;3;1;1,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2;tr|E9PHZ2|E9PHZ2_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=1,12,12,37,332
SEPT9,0.1825845199,0.211815934974748,0,Q9UHD8;K7EL40;K7EK18;K7EPY1;K7EJV0;K7ENL0;K7EQD7;K7EIE4;K7ER52;K7ELJ9;K7EJZ2;K7EJ51;K7ER14;K7EJL9;K7EIR4;K7ENQ5;K7EN52;K7EKN4;K7ERG1,Q9UHD8,22;9;7;6;6;6;5;5;5;3;3;3;3;2;1;1;1;1;1,22;9;7;6;6;6;5;5;5;3;3;3;3;2;1;1;1;1;1,22;9;7;6;6;6;5;5;5;3;3;3;3;2;1;1;1;1;1,Septin-9,SEPT9,sp|Q9UHD8|SEPT9_HUMAN Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2,22,22,42,586
DDX20,-0.4527567757,0.105296980085589,0,Q9UHI6;E9PJ60,Q9UHI6;E9PJ60,2;1,2;1,2;1,Probable ATP-dependent RNA helicase DDX20,DDX20,sp|Q9UHI6|DDX20_HUMAN Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens OX=9606 GN=DDX20 PE=1 SV=2;tr|E9PJ60|E9PJ60_HUMAN Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens OX=9606 GN=DDX20 PE=1 SV=1,2,2,4,824
PFDN2,0.3433848972,0.0199592574837921,0,Q9UHV9,Q9UHV9,4,4,4,Prefoldin subunit 2,PFDN2,sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1,4,4,27.9,154
NRBP1,0.1517952515,0.403426718260179,0,Q9UHY1;F8W6G1;C9JHZ6,Q9UHY1;F8W6G1,3;2;1,3;2;1,3;2;1,Nuclear receptor-binding protein,NRBP1,sp|Q9UHY1|NRBP_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1;tr|F8W6G1|F8W6G1_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1,3,3,8.4,535
TRMT112,-0.8426756218,0.00462982070960243,0,Q9UI30;F5GX77;F5GYQ2,Q9UI30;F5GX77;F5GYQ2,7;6;4,7;6;4,7;6;4,Multifunctional methyltransferase subunit TRM112-like protein,TRMT112,sp|Q9UI30|TR112_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1;tr|F5GX77|F5GX77_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV,7,7,66.4,125
TRMT6,-0.2157284361,0.122783499663412,0,Q9UJA5,Q9UJA5,5,5,5,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRMT6,sp|Q9UJA5|TRM6_HUMAN tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens OX=9606 GN=TRMT6 PE=1 SV=1,5,5,11.9,497
SLC25A13,-0.5583424195,0.0224192049396524,0,Q9UJS0;O75746;R4GN64,Q9UJS0,15;5;1,15;5;1,15;5;1,Calcium-binding mitochondrial carrier protein Aralar2,SLC25A13,sp|Q9UJS0|CMC2_HUMAN Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2,15,15,29.9,675
DBNL,-0.6711654803,0.00322736932411054,0,Q9UJU6;B4DDD6;H0Y5J4;F8WBG8;F2Z2V3;F8WB73;F8WCK3;F2Z3E3;F8WC20;F8WBB2;F8WFE1,Q9UJU6;B4DDD6;H0Y5J4;F8WBG8,8;6;5;4;1;1;1;1;1;1;1,8;6;5;4;1;1;1;1;1;1;1,8;6;5;4;1;1;1;1;1;1;1,Drebrin-like protein,DBNL,sp|Q9UJU6|DBNL_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;tr|B4DDD6|B4DDD6_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;tr|H0Y5J4|H0Y5J4_HUMAN Drebrin-like protein (Fragment) OS=Homo sapiens OX=9606 GN=DBNL,8,8,25.8,430
DCTN4,-0.2723474254,0.0909407711681108,0,Q9UJW0;E5RGG1;H9KVE0;E5RI97,Q9UJW0,6;2;2;1,6;2;2;1,6;2;2;1,Dynactin subunit 4,DCTN4,sp|Q9UJW0|DCTN4_HUMAN Dynactin subunit 4 OS=Homo sapiens OX=9606 GN=DCTN4 PE=1 SV=1,6,6,15.9,460
STOML2,-0.3469775798,0.0414575346077703,0,Q9UJZ1;A0A087WYB4;F2Z2I8,Q9UJZ1;A0A087WYB4,9;7;2,9;7;2,9;7;2,"Stomatin-like protein 2, mitochondrial",STOML2,"sp|Q9UJZ1|STML2_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1;tr|A0A087WYB4|A0A087WYB4_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1",9,9,51.4,356
MRTO4,0.2367615755,0.186798737648785,0,Q9UKD2,Q9UKD2,5,5,5,mRNA turnover protein 4 homolog,MRTO4,sp|Q9UKD2|MRT4_HUMAN mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2,5,5,27.2,239
TNIK;MAP4K4;MINK1,-0.6525956469,0.0290659607870693,0,Q9UKE5;O95819;Q8N4C8;C9JVV1;C9J338;I3L2I2;A0A590UJE1;E7ENQ1;G3XAA2;H7C360;G5E948;E7EN19;A0A0D9SEY1,Q9UKE5;O95819;Q8N4C8;C9JVV1;C9J338;I3L2I2;A0A590UJE1;E7ENQ1;G3XAA2;H7C360;G5E948;E7EN19;A0A0D9SEY1,2;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1,TRAF2 and NCK-interacting protein kinase;Mitogen-activated protein kinase kinase kinase kinase 4;Misshapen-like kinase 1,TNIK;MAP4K4;MINK1,sp|Q9UKE5|TNIK_HUMAN TRAF2 and NCK-interacting protein kinase OS=Homo sapiens OX=9606 GN=TNIK PE=1 SV=1;sp|O95819|M4K4_HUMAN Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=2;sp|Q8N4C8|MINK1_HUMAN Misshapen,2,2,1.3,1360
CPSF3,-0.2741961438,0.0561901391595061,0,Q9UKF6;G5E9W3,Q9UKF6;G5E9W3,4;3,4;3,4;3,Cleavage and polyadenylation specificity factor subunit 3,CPSF3,"sp|Q9UKF6|CPSF3_HUMAN Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=1;tr|G5E9W3|G5E9W3_HUMAN Cleavage and polyadenylation specific factor 3, 73kDa, isoform CRA_b OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=",4,4,7.9,684
RALY,-0.4775704001,0.0100312449681882,0,Q9UKM9;Q5QPM1;Q5QPL9;Q5QPM0;Q5QPM2,Q9UKM9;Q5QPM1;Q5QPL9;Q5QPM0,14;12;12;8;6,14;12;12;8;6,14;12;12;8;6,RNA-binding protein Raly,RALY,sp|Q9UKM9|RALY_HUMAN RNA-binding protein Raly OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1;tr|Q5QPM1|Q5QPM1_HUMAN RNA-binding protein Raly (Fragment) OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1;tr|Q5QPL9|Q5QPL9_HUMAN RNA-binding protein Raly (Fragment) OS=Homo ,14,14,50.7,306
CDV3,0.0550259787,0.584690463566742,0,Q9UKY7;D6R9V8;D6RFH2;D6RDN0;H0Y8K3,Q9UKY7,6;2;1;1;1,6;2;1;1;1,6;2;1;1;1,Protein CDV3 homolog,CDV3,sp|Q9UKY7|CDV3_HUMAN Protein CDV3 homolog OS=Homo sapiens OX=9606 GN=CDV3 PE=1 SV=1,6,6,39.1,258
MCTS1,-0.2319448189,0.57977520864754,0,Q9ULC4;A0A3B3IRV3,Q9ULC4;A0A3B3IRV3,9;5,9;5,9;5,Malignant T-cell-amplified sequence 1,MCTS1,sp|Q9ULC4|MCTS1_HUMAN Malignant T-cell-amplified sequence 1 OS=Homo sapiens OX=9606 GN=MCTS1 PE=1 SV=1;tr|A0A3B3IRV3|A0A3B3IRV3_HUMAN Malignant T-cell-amplified sequence OS=Homo sapiens OX=9606 GN=MCTS2P PE=1 SV=1,9,9,71.3,181
CORO1C,0.049405855,0.726445524509396,0,Q9ULV4;B4E3S0;H0YHL7;F8W1H8;F8VUX3;F8VSA4;F8VRE9;F8VTT6;F8VVB7;F8VV53;Q6QEF8;J3QLV6;J3KSS5,Q9ULV4;B4E3S0,13;11;6;4;4;4;4;4;4;2;1;1;1,13;11;6;4;4;4;4;4;4;2;1;1;1,13;11;6;4;4;4;4;4;4;2;1;1;1,Coronin-1C;Coronin,CORO1C,sp|Q9ULV4|COR1C_HUMAN Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;tr|B4E3S0|B4E3S0_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,13,13,36.9,474
NOB1,-0.325021975,0.0340474433497494,0,Q9ULX3;H3BUR4,Q9ULX3;H3BUR4,4;3,4;3,4;3,RNA-binding protein NOB1,NOB1,sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1;tr|H3BUR4|H3BUR4_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1,4,4,12.4,412
PRPF19,-0.1885570527,0.171764558228894,0,Q9UMS4;F5GY56;F5H2I0;H0YGZ5;H0YGF3,Q9UMS4;F5GY56,16;8;3;3;2,16;8;3;3;2,16;8;3;3;2,Pre-mRNA-processing factor 19,PRPF19,sp|Q9UMS4|PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1;tr|F5GY56|F5GY56_HUMAN Pre-mRNA-processing factor 19 (Fragment) OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1,16,16,49.4,504
UBQLN1;UBQLN4,-0.1658446073,0.163649645674188,0,Q9UMX0;Q9NRR5;H0YDS0,Q9UMX0;Q9NRR5;H0YDS0,6;3;3,6;3;3,4;2;2,Ubiquilin-1;Ubiquilin-4,UBQLN1;UBQLN4,sp|Q9UMX0|UBQL1_HUMAN Ubiquilin-1 OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=2;sp|Q9NRR5|UBQL4_HUMAN Ubiquilin-4 OS=Homo sapiens OX=9606 GN=UBQLN4 PE=1 SV=2;tr|H0YDS0|H0YDS0_HUMAN Ubiquilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=1,6,4,16.8,589
VPS4A,-1.0909441162,0.144398454570064,0,Q9UN37;I3L4J1;Q6PIW4,Q9UN37;I3L4J1,5;4;1,5;4;1,4;3;0,Vacuolar protein sorting-associated protein 4A,VPS4A,sp|Q9UN37|VPS4A_HUMAN Vacuolar protein sorting-associated protein 4A OS=Homo sapiens OX=9606 GN=VPS4A PE=1 SV=1;tr|I3L4J1|I3L4J1_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=1 SV=3,5,4,15.1,437
PSMD13,0.0767975186,0.537270187119161,0,Q9UNM6;J3KNQ3;A0A087WUL9;E9PL38;E9PPD2;E9PQG3,Q9UNM6;J3KNQ3;A0A087WUL9;E9PL38,13;12;11;7;1;1,13;12;11;7;1;1,5;4;4;1;1;1,26S proteasome non-ATPase regulatory subunit 13,PSMD13,sp|Q9UNM6|PSD13_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2;tr|J3KNQ3|J3KNQ3_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=1;tr|A0A087WUL9|A0A087WUL9_HU,13,5,39.9,376
COPS3,0.7000541592,0.200388331903039,0,Q9UNS2;H7C3P9;J3QL22;J3QS85;J3KTQ1;J3QKR0;C9JLV5,Q9UNS2;H7C3P9,3;2;1;1;1;1;1,3;2;1;1;1;1;1,3;2;1;1;1;1;1,COP9 signalosome complex subunit 3,COPS3,sp|Q9UNS2|CSN3_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3;tr|H7C3P9|H7C3P9_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=2,3,3,9.5,423
NSFL1C,0.3167785049,0.193146132819301,0,Q9UNZ2;F2Z2K0,Q9UNZ2;F2Z2K0,5;4,5;4,5;4,NSFL1 cofactor p47,NSFL1C,sp|Q9UNZ2|NSF1C_HUMAN NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=2;tr|F2Z2K0|F2Z2K0_HUMAN NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=1,5,5,24.1,370
SRRM2,-0.1430433076,0.303411955239584,0,Q9UQ35;I3L1C0;A0A087X1W1;I3L1I8;I3L182;I3L4D8,Q9UQ35,15;1;1;1;1;1,15;1;1;1;1;1,15;1;1;1;1;1,Serine/arginine repetitive matrix protein 2,SRRM2,sp|Q9UQ35|SRRM2_HUMAN Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2,15,15,7.5,2752
PA2G4,0.1082467135,0.505953475694085,0,Q9UQ80;F8VR77;F8W0A3;H0YIN7;F8VZ69,Q9UQ80;F8VR77,24;15;8;7;3,24;15;8;7;3,24;15;8;7;3,Proliferation-associated protein 2G4,PA2G4,sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3;tr|F8VR77|F8VR77_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=1,24,24,67.3,394
