Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity SMU1-N1,Intensity SMU1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q14203;E7EX90;Q6AWB1;E7EWF7;C9J1B7;C9JZA4;C9JTE5;C9JJN7;C9JJD0;C9JKG6;E9PCY0,Q14203;E7EX90;Q6AWB1,21;21;12;6;1;1;1;1;1;1;1,21;21;12;6;1;1;1;1;1;1;1,21;21;12;6;1;1;1;1;1;1;1,Dynactin subunit 1,DCTN1;DKFZp686E0752,sp|Q14203|DCTN1_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3;tr|E7EX90|E7EX90_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=1;tr|Q6AWB1|Q6AWB1_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=1,21,21,22.3,4.17608450057973,4.06670010289021,28.7927485494166,28.1611084270637
O00571;A0A2R8YF78;A0A2R8Y5G6;A0A0D9SF53;A0A2R8Y645;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YFS5;A0A2R8YDT5;A0A2R8Y7T2;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A0D9SFB3;F6S8Q4;O15523;A0A2R8YDH3;A0A0J9YVQ7;A0A087WVZ1;C9J081;H0Y960;C9J8G5;A0A2R8Y4D2,O00571;A0A2R8YF78;A0A2R8Y5G6;A0A0D9SF53;A0A2R8Y645;A0A2R8Y4A4;A0A2U3TZJ9;A0A2R8YFS5;A0A2R8YDT5;A0A2R8Y7T2;A0A2R8YFR4;A0A2R8YCW1;A0A0D9SG12;A0A0D9SFB3;F6S8Q4;O15523;A0A2R8YDH3,24;24;24;24;24;24;24;24;24;24;24;24;24;24;20;19;18;9;7;2;1;1;1,23;23;23;23;23;23;23;23;23;23;23;23;23;23;19;18;17;9;7;2;1;1;1,21;21;21;21;21;21;21;21;21;21;21;21;21;21;17;16;15;9;7;1;0;1;1,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y,sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;tr|A0A2R8YF78|A0A2R8YF78_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=1;tr|A0A2R8Y5G6|A0A2R8Y5G6_HUMAN ATP-dependent RNA he,24,21,41.5,27.6724961296428,25.3164127451695,29.5308305646414,29.396155159704
Q14152,Q14152,21,21,21,Eukaryotic translation initiation factor 3 subunit A,EIF3A,sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,21,21,18.5,4.17608450057973,4.06670010289021,28.6280145452578,28.2135912965971
Q14C86;F8W9S7;C9IZ08;B0QZ65;B4DGD8;H0Y7I9;H0Y4E7;A0A0A0MQV8;C9IZX9,Q14C86;F8W9S7;C9IZ08,21;20;11;9;9;8;7;6;2,21;20;11;9;9;8;7;6;2,21;20;11;9;9;8;7;6;2,GTPase-activating protein and VPS9 domain-containing protein 1,GAPVD1,sp|Q14C86|GAPD1_HUMAN GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=2;tr|F8W9S7|F8W9S7_HUMAN GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV,21,21,17.8,4.17608450057973,4.06670010289021,29.0643767263913,28.5019555989933
O60502;H7C3X0,O60502,21;5,21;5,21;5,Protein O-GlcNAcase,MGEA5,sp|O60502|OGA_HUMAN Protein O-GlcNAcase OS=Homo sapiens OX=9606 GN=OGA PE=1 SV=2,21,21,31.7,21.8000182897011,21.7880271708385,28.9117081469633,29.2148190138085
Q06124;A0A1W2PPU4;A0A0U1RRI0;H0YF12,Q06124,21;9;8;3,21;9;8;3,21;9;8;3,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,sp|Q06124|PTN11_HUMAN Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=3,21,21,45.4,21.5070261304573,22.353128514226,29.2219330685463,29.1750758101876
P54136;E5RJM9;E5RH09,P54136,21;2;1,21;2;1,21;2;1,"Arginine--tRNA ligase, cytoplasmic",RARS,"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",21,21,39.8,27.0318103894775,24.5698162147144,28.6595570739353,28.6196789739731
Q13596;H0YK42;H0YK43;J3KPH4;H0YKD5;H0YKL5;H0YK58,Q13596;H0YK42,23;17;1;1;1;1;1,23;17;1;1;1;1;1,21;15;1;1;1;1;1,Sorting nexin-1,SNX1,sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3;tr|H0YK42|H0YK42_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=1,23,21,45.6,26.6751912453918,23.8297394582931,31.579476643606,31.3854050568818
Q8IX01;M0R2Z9;M0R3F6;M0R065;M0R216;M0R2Y3,Q8IX01;M0R2Z9;M0R3F6,21;21;17;4;4;1,21;21;17;4;4;1,21;21;17;4;4;1,SURP and G-patch domain-containing protein 2,SUGP2,sp|Q8IX01|SUGP2_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2;tr|M0R2Z9|M0R2Z9_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=1;tr|M0R3F6|M0R3F6_HUMAN SURP and G-p,21,21,28.0,25.1518598247834,22.764169430062,28.2436800663169,28.3046947270831
O95425;A0A0J9YWY6,O95425,21;10,21;10,21;10,Supervillin,SVIL,sp|O95425|SVIL_HUMAN Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2,21,21,13.8,4.17608450057973,4.06670010289021,27.4490804923802,27.4823922963912
Q9C0B7,Q9C0B7,21,21,21,Transport and Golgi organization protein 6 homolog,TANGO6,sp|Q9C0B7|TNG6_HUMAN Transport and Golgi organization protein 6 homolog OS=Homo sapiens OX=9606 GN=TANGO6 PE=1 SV=2,21,21,25.4,21.5493842229988,21.5951487415054,28.9302436121331,28.5024109472478
Q9UBB9;H0Y4U8;F6UKU9;F6SQZ1;F6XM96,Q9UBB9,21;2;1;1;1,21;2;1;1;1,21;2;1;1;1,Tuftelin-interacting protein 11,TFIP11,sp|Q9UBB9|TFP11_HUMAN Tuftelin-interacting protein 11 OS=Homo sapiens OX=9606 GN=TFIP11 PE=1 SV=1,21,21,34.2,4.17608450057973,4.06670010289021,28.3116832594429,27.9118224153124
Q9Y2W1;A0A3B3ITZ9,Q9Y2W1;A0A3B3ITZ9,22;22,22;22,21;21,Thyroid hormone receptor-associated protein 3,THRAP3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2;tr|A0A3B3ITZ9|A0A3B3ITZ9_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=1,22,21,23.8,21.9156839306373,21.8733452464456,30.2827286673462,30.2258446842911
P49411;H3BNU3,P49411,21;2,21;2,21;2,"Elongation factor Tu, mitochondrial",TUFM,"sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",21,21,58.4,30.3884363077045,26.9815259973108,24.7487313187588,24.0726743297543
P54886,P54886,22,22,22,Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase,ALDH18A1,sp|P54886|P5CS_HUMAN Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2,22,22,28.4,28.3488725871051,25.3207567616225,21.9534035965864,22.7399598420047
P25705;K7EK77;K7ERX7;K7EJP1;K7ENJ4;K7EQH4;K7ESA0,P25705;K7EK77,22;11;9;7;7;6;2,22;11;9;7;7;6;2,22;11;9;7;7;6;2,"ATP synthase subunit alpha, mitochondrial",ATP5A1,"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7EK77|K7EK77_HUMAN ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",22,22,49.4,30.6001876761979,28.513710550983,24.3424523465198,24.5314814115113
O60566;H0YMK5;H3BTB9,O60566,22;1;1,22;1;1,22;1;1,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,BUB1B,sp|O60566|BUB1B_HUMAN Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B PE=1 SV=3,22,22,27.3,23.1973654940839,22.4881299411761,28.9581750024602,28.5051021543102
P42566;B1AUU8;S4R3U1,P42566;B1AUU8,22;19;3,22;19;3,22;19;3,Epidermal growth factor receptor substrate 15,EPS15,sp|P42566|EPS15_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2;tr|B1AUU8|B1AUU8_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=1,22,22,32.5,4.17608450057973,4.06670010289021,28.9853315786282,28.7415938686569
Q658Y4;E7ER68;G3V120;H0YBR6;H0YC80,Q658Y4;E7ER68,25;23;7;3;2,25;23;7;3;2,22;20;7;3;2,Protein FAM91A1,FAM91A1,sp|Q658Y4|F91A1_HUMAN Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=3;tr|E7ER68|E7ER68_HUMAN Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=1,25,22,37.8,24.1903889662006,22.3513553311572,30.3908977201862,30.2253850442901
Q12789;I3L1Z3;H3BU55;H3BRD0;H3BU37,Q12789,22;2;2;2;2,22;2;2;2;2,22;2;2;2;2,General transcription factor 3C polypeptide 1,GTF3C1,sp|Q12789|TF3C1_HUMAN General transcription factor 3C polypeptide 1 OS=Homo sapiens OX=9606 GN=GTF3C1 PE=1 SV=4,22,22,13.1,4.17608450057973,4.06670010289021,28.5109976550193,27.7805044248487
P11142;E9PKE3;E9PN89;E9PNE6;E9PLF4;E9PQQ4;E9PQK7;E9PK54;A8K7Q2;E9PPY6;E9PI65;P54652;E9PN25;E9PS65;E9PM13,P11142;E9PKE3;E9PN89;E9PNE6,25;24;18;16;12;11;11;11;11;9;9;7;7;3;2,25;24;18;16;12;11;11;11;11;9;9;7;7;3;2,22;21;16;14;10;10;10;10;10;8;7;4;6;3;2,Heat shock cognate 71 kDa protein,HSPA8,sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein,25,22,46.1,28.5085441235307,23.5486319132124,31.3444559222835,31.1750996113414
P43490;A0A0C4DFS8;C9JF35;C9JG65,P43490;A0A0C4DFS8,22;15;2;2,22;15;2;2,22;15;2;2,Nicotinamide phosphoribosyltransferase,NAMPT,sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1;tr|A0A0C4DFS8|A0A0C4DFS8_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1,22,22,53.8,28.7754582232086,25.3249504456569,26.3762853240173,24.2060538868937
Q9ULE6,Q9ULE6,22,22,22,Paladin,PALD1,sp|Q9ULE6|PALD_HUMAN Paladin OS=Homo sapiens OX=9606 GN=PALD1 PE=1 SV=3,22,22,35.9,4.17608450057973,4.06670010289021,28.4518336529677,28.016642622361
Q96HC4;H0Y8Y3;A0A0A0MSP3;H0YBI4;A0A0D9SFR4;H0Y929;D6RAA1;A0A0D9SFW3;D6RGG6,Q96HC4;H0Y8Y3,22;13;8;7;4;3;1;1;1,22;13;8;7;4;3;1;1;1,22;13;8;7;4;3;1;1;1,PDZ and LIM domain protein 5,PDLIM5,sp|Q96HC4|PDLI5_HUMAN PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5;tr|H0Y8Y3|H0Y8Y3_HUMAN PDZ and LIM domain protein 5 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=1,22,22,49.8,24.2819950943298,22.4246856132903,30.2148884760026,30.0979827519693
Q70E73;C9K0J5;C9J164;C9J0R8;C9JLG4;Q7Z5R6,Q70E73;C9K0J5;C9J164,22;21;15;3;3;1,22;21;15;3;3;1,22;21;15;3;3;1,Ras-associated and pleckstrin homology domains-containing protein 1,RAPH1,"sp|Q70E73|RAPH1_HUMAN Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=RAPH1 PE=1 SV=3;tr|C9K0J5|C9K0J5_HUMAN Ras association (RalGDS/AF-6) and pleckstrin homology domains 1, isoform CRA_b OS=Homo sapiens OX=96",22,22,25.8,4.17608450057973,4.06670010289021,29.5359735369596,29.2866333009098
Q9UGU0;I3L1M7;A9JX13,Q9UGU0,22;1;1,22;1;1,22;1;1,Transcription factor 20,TCF20,sp|Q9UGU0|TCF20_HUMAN Transcription factor 20 OS=Homo sapiens OX=9606 GN=TCF20 PE=1 SV=3,22,22,19.6,22.7844862823366,22.1801229931863,28.5647454546534,27.8471492226095
F8W726;Q14157;Q5VU77;Q5VU79;Q5VU78;Q5VU81;Q5VU80;H0Y5H6;H7C2T8,F8W726;Q14157;Q5VU77,22;21;11;7;7;6;6;2;2,22;21;11;7;7;6;6;2;2,22;21;11;7;7;6;6;2;2,Ubiquitin-associated protein 2-like,UBAP2L,tr|F8W726|F8W726_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2;sp|Q14157|UBP2L_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2;tr|Q5VU77|Q5VU77_HUMAN Ubiquitin-associated protein,22,22,34.8,26.7784379298734,24.1619992933449,31.4262741777208,31.4390659203009
Q9HCS7,Q9HCS7,22,22,22,Pre-mRNA-splicing factor SYF1,XAB2,sp|Q9HCS7|SYF1_HUMAN Pre-mRNA-splicing factor SYF1 OS=Homo sapiens OX=9606 GN=XAB2 PE=1 SV=2,22,22,35.6,4.17608450057973,4.06670010289021,28.9988146817271,28.6252994401475
O75152;E9PQ61;E9PBY7;A0A1W2PPR9,O75152;E9PQ61;E9PBY7,26;22;16;7,26;22;16;7,22;20;14;5,Zinc finger CCCH domain-containing protein 11A,ZC3H11A,sp|O75152|ZC11A_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=3;tr|E9PQ61|E9PQ61_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=1;tr|E9PBY7|E9PBY7_HUMAN Zinc,26,22,37.4,4.17608450057973,4.06670010289021,29.6126136716175,29.3021252123468
Q6PJT7;G3V256;H0YJA2;G3V5I6;A0A3B3IT62;G3V3Y4;G3V3R9;G3V240;G3V572;A0A087WTC9;G3V411;G3V2X4;G3V473;H0YJ87;G3V4R5;H0YJ51,Q6PJT7;G3V256;H0YJA2;G3V5I6,22;19;17;13;10;7;6;4;4;4;4;3;3;2;2;1,22;19;17;13;10;7;6;4;4;4;4;3;3;2;2;1,22;19;17;13;10;7;6;4;4;4;4;3;3;2;2;1,Zinc finger CCCH domain-containing protein 14,ZC3H14,sp|Q6PJT7|ZC3HE_HUMAN Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1;tr|G3V256|G3V256_HUMAN Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1;tr|H0YJA2|H0YJA2_HUMAN Zinc fin,22,22,40.1,4.17608450057973,4.06670010289021,29.0769403364074,28.5907439074103
Q99459,Q99459,23,23,23,Cell division cycle 5-like protein,CDC5L,sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2,23,23,42.3,4.17608450057973,4.06670010289021,29.1641094162909,29.3083885429322
P17812;A0A3B3IRI2;B4E1E0;A0A3B3IRQ8;A0A3B3ITF6;A0A3B3ITB8;A0A3B3ISY3;A0A3B3ITH9;Q9NRF8,P17812;A0A3B3IRI2;B4E1E0;A0A3B3IRQ8;A0A3B3ITF6;A0A3B3ITB8,23;23;18;15;15;13;4;4;2,23;23;18;15;15;13;4;4;2,23;23;18;15;15;13;4;4;2,CTP synthase 1;CTP synthase,CTPS1,sp|P17812|PYRG1_HUMAN CTP synthase 1 OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=2;tr|A0A3B3IRI2|A0A3B3IRI2_HUMAN CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1;tr|B4E1E0|B4E1E0_HUMAN CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1;tr|A0A3B3I,23,23,52.1,29.7140262804566,26.4193443033281,30.6429774348208,30.4888407923842
Q96N67;A0A1B0GWE0;A0A1B0GUE9;A0A1B0GVW2;A0A0C4DGY6;A0A0U1RRC1;A0A0U1RQJ5;Q8NF50;K7ESB7;A2A369;A0A0U1RR97;A0A0U1RQT6,Q96N67;A0A1B0GWE0,26;16;6;5;4;3;3;2;2;2;1;1,26;16;6;5;4;3;3;2;2;2;1;1,23;14;5;5;4;3;3;2;0;2;1;0,Dedicator of cytokinesis protein 7,DOCK7,sp|Q96N67|DOCK7_HUMAN Dedicator of cytokinesis protein 7 OS=Homo sapiens OX=9606 GN=DOCK7 PE=1 SV=4;tr|A0A1B0GWE0|A0A1B0GWE0_HUMAN Dedicator of cytokinesis protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=DOCK7 PE=1 SV=1,26,23,14.9,24.0368275880352,22.2759066902048,28.6103095381615,28.051235996239
Q8N3D4;E9PIH6;A0A0U1RQH4;H0YDZ9,Q8N3D4,26;11;7;5,23;9;5;4,23;9;5;4,EH domain-binding protein 1-like protein 1,EHBP1L1,sp|Q8N3D4|EH1L1_HUMAN EH domain-binding protein 1-like protein 1 OS=Homo sapiens OX=9606 GN=EHBP1L1 PE=1 SV=2,26,23,24.8,4.17608450057973,4.06670010289021,28.8823577281666,28.4078287309645
Q9H501;A0A087WX71,Q9H501,23;10,23;10,23;10,ESF1 homolog,ESF1,sp|Q9H501|ESF1_HUMAN ESF1 homolog OS=Homo sapiens OX=9606 GN=ESF1 PE=1 SV=1,23,23,24.7,4.17608450057973,4.06670010289021,28.9259785813498,29.1537113957103
A0A494BZV2;Q6WCQ1;J3KSW8;H0Y2S9;H0Y7E2;H7C3G6;J3KSK7;J3QRL2;K7EJ14;K7EL39;A0A1W2PPU9,A0A494BZV2;Q6WCQ1;J3KSW8;H0Y2S9,23;22;19;15;8;6;3;3;1;1;1,23;22;19;15;8;6;3;3;1;1;1,23;22;19;15;8;6;3;3;1;1;1,Myosin phosphatase Rho-interacting protein,MPRIP,tr|A0A494BZV2|A0A494BZV2_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=1;sp|Q6WCQ1|MPRIP_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=3;tr|J3KSW8|J3KSW8_HUMAN Myosin p,23,23,12.6,24.6930134240189,23.4052960838411,28.1418989828621,28.2844506558471
P09874;Q5VX84;Q5VX85,P09874,23;1;1,23;1;1,23;1;1,Poly [ADP-ribose] polymerase 1,PARP1,sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,23,23,29.9,4.17608450057973,4.06670010289021,28.1236640786742,28.3096899879094
P54278;A0A2R8Y6S3;C9J167;A4D2B8;Q13401;Q68D20;Q13670,P54278;A0A2R8Y6S3;C9J167,23;21;21;1;1;1;1,23;21;21;1;1;1;1,23;21;21;1;1;1;1,Mismatch repair endonuclease PMS2,PMS2,sp|P54278|PMS2_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=2;tr|A0A2R8Y6S3|A0A2R8Y6S3_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=1;tr|C9J167|C9J167_HUMAN Mismatch repair endonuclease,23,23,36.1,24.7120361592297,23.4228558206888,29.121071944586,28.8681181773549
Q5VT52,Q5VT52,23,23,23,Regulation of nuclear pre-mRNA domain-containing protein 2,RPRD2,sp|Q5VT52|RPRD2_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RPRD2 PE=1 SV=1,23,23,24.8,4.17608450057973,4.06670010289021,29.5768307014782,29.4339031495222
P08195;F5GZS6;J3KPF3;F5H0E2;H0YFS2;F5H867;F5GZI0;H0YFX4;F5GZR9,P08195;F5GZS6;J3KPF3,23;23;23;8;8;5;5;3;2,23;23;23;8;8;5;5;3;2,23;23;23;8;8;5;5;3;2,4F2 cell-surface antigen heavy chain,SLC3A2,sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3;tr|F5GZS6|F5GZS6_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1;tr|J3KPF3|J3KPF3_HUMAN 4F2 cell-surface antigen hea,23,23,45.1,22.9491698427961,22.2655931677225,30.0604650983334,29.7688180410451
O60264;P28370;A0A0A0MRP6;B7ZLQ5,O60264,23;9;9;9,23;9;9;9,23;9;9;9,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,SMARCA5,sp|O60264|SMCA5_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1,23,23,21.9,25.4214004774345,22.5172282041879,28.063425529933,27.6385134711182
Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,23;16,23;16,23;16,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,23,23,44.6,27.3037371379425,24.1146580299649,29.4827577133618,29.5432573700884
Q92625;A0A3B3ISP1;A0A3B3ITU5,Q92625;A0A3B3ISP1,24;23;9,24;23;9,24;23;9,Ankyrin repeat and SAM domain-containing protein 1A,ANKS1A,sp|Q92625|ANS1A_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=4;tr|A0A3B3ISP1|A0A3B3ISP1_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=1,24,24,29.5,22.4860837495868,22.1410062267435,28.9636418546363,29.1940628026594
O60885;M0QZD9;Q15059;M0QYW0;P25440;M0R0H4;H0Y6K2;A0A140T9E9;A0A0G2JK44;A0A0G2JHN8;A0A140T9I1;U3KQA6;A0A0G2JHL0;A0A140T9F7;A0A140T9V2,O60885;M0QZD9,24;12;4;4;3;3;3;3;3;2;2;1;1;1;1,24;12;4;4;3;3;3;3;3;2;2;1;1;1;1,24;12;4;4;3;3;3;3;3;2;2;1;1;1;1,Bromodomain-containing protein 4,BRD4,sp|O60885|BRD4_HUMAN Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2;tr|M0QZD9|M0QZD9_HUMAN Bromodomain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=1,24,24,22.2,4.17608450057973,4.06670010289021,30.3683841982578,30.2729761979152
P53621;A0A3B3IT15;A0A3B3IS84;A0A3B3ISC6;A0A3B3IU89;A0A3B3ITV3;A0A3B3ITI7;A0A3B3ISK1;A0A3B3IU78,P53621;A0A3B3IT15;A0A3B3IS84;A0A3B3ISC6;A0A3B3IU89,24;23;22;21;14;9;7;7;4,24;23;22;21;14;9;7;7;4,24;23;22;21;14;9;7;7;4,Coatomer subunit alpha;Xenin;Proxenin,COPA,sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2;tr|A0A3B3IT15|A0A3B3IT15_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=1;tr|A0A3B3IS84|A0A3B3IS84_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9,24,24,26.0,27.5072590737643,23.7833789675293,27.1010927664742,27.0063522765038
P53618;E9PP73;E9PP63;E9PKQ1,P53618;E9PP73,24;15;5;5,24;15;5;5,24;15;5;5,Coatomer subunit beta,COPB1,sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3;tr|E9PP73|E9PP73_HUMAN Coatomer subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=8,24,24,34.7,28.3337279362308,25.5695265227311,28.7382148510563,29.0577051434519
A0A1C7CYX9;Q16555;E5RFU4,A0A1C7CYX9;Q16555,28;25;4,28;25;4,24;21;2,Dihydropyrimidinase-related protein 2,DPYSL2,tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1;sp|Q16555|DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,28,24,62.6,26.0499282952772,21.5004762434516,31.1487992855448,31.0773733754526
Q7Z4H7;Q5VY60;Q5SYF9,Q7Z4H7;Q5VY60,24;24;10,24;24;10,24;24;10,HAUS augmin-like complex subunit 6,HAUS6,sp|Q7Z4H7|HAUS6_HUMAN HAUS augmin-like complex subunit 6 OS=Homo sapiens OX=9606 GN=HAUS6 PE=1 SV=2;tr|Q5VY60|Q5VY60_HUMAN HAUS augmin-like complex subunit 6 OS=Homo sapiens OX=9606 GN=HAUS6 PE=1 SV=1,24,24,35.1,4.17608450057973,4.06670010289021,28.924563536176,28.5902442109537
