GNB2_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
IPO4,0.0400956785,0.808014597517248,0,Q8TEX9;H0YN07;H0YMR4;H0YN14;H0YK93;H0YLV0;H0YL92;H0YKG5,Q8TEX9;H0YN07;H0YMR4;H0YN14,6;4;4;4;1;1;1;1,6;4;4;4;1;1;1;1,6;4;4;4;1;1;1;1,Importin-4,IPO4,sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2;tr|H0YN07|H0YN07_HUMAN Importin-4 (Fragment) OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=1;tr|H0YMR4|H0YMR4_HUMAN Importin-4 (Fragment) OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=1;tr|H0YN1,6,6,7.1,1081
ZC3H15,0.2550883127,0.217189326364408,0,Q8WU90;H7C466;F8WF67;F8WB26,Q8WU90,4;1;1;1,4;1;1;1,4;1;1;1,Zinc finger CCCH domain-containing protein 15,ZC3H15,sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,4,4,11,426
PPP1R13L,-0.1169029798,0.598943912644703,0,Q8WUF5;K7EPP1;K7EN03,Q8WUF5,3;1;1,3;1;1,3;1;1,RelA-associated inhibitor,PPP1R13L,sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4,3,3,5.9,828
SCFD1,-0.3614085039,0.356802999876277,0,Q8WVM8;G3V3K9;G3V4I1;G3V5F3;J3KNG4;H0YJY1,Q8WVM8,6;2;2;2;2;1,6;2;2;2;2;1,6;2;2;2;2;1,Sec1 family domain-containing protein 1,SCFD1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,6,6,16.4,642
PALLD,-0.911173514,0.00107852788737096,0,Q8WX93;D6RBB1;H0Y952;H0YA05;F8WA26;A0A3B3ISX8,Q8WX93,7;2;2;1;1;1,7;2;2;1;1;1,7;2;2;1;1;1,Palladin,PALLD,sp|Q8WX93|PALLD_HUMAN Palladin OS=Homo sapiens OX=9606 GN=PALLD PE=1 SV=3,7,7,5.9,1383
PSPC1,0.2695056415,0.214809287003287,0,Q8WXF1;X6RDA4,Q8WXF1;X6RDA4,5;4,5;4,5;4,Paraspeckle component 1,PSPC1,sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1;tr|X6RDA4|X6RDA4_HUMAN Paraspeckle component 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,5,5,14.5,523
DDX1,-0.2468004568,0.147225223195407,0,Q92499;F1T0B3;A0A087X2G1,Q92499;F1T0B3;A0A087X2G1,25;23;23,25;23;23,25;23;23,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 O,25,25,49.2,740
H1FX,-0.3872862108,0.110898784277098,0,Q92522,Q92522,8,8,8,Histone H1x,H1FX,sp|Q92522|H1X_HUMAN Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,8,8,37.6,213
CCT6B,-0.1289599723,0.322320527860354,0,Q92526,Q92526,6,1,1,T-complex protein 1 subunit zeta-2,CCT6B,sp|Q92526|TCPW_HUMAN T-complex protein 1 subunit zeta-2 OS=Homo sapiens OX=9606 GN=CCT6B PE=1 SV=5,6,1,9.6,530
HSPH1,-0.1186270088,0.344526033255136,0,Q92598;R4GN69,Q92598,32;6,29;6,7;4,Heat shock protein 105 kDa,HSPH1,sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,32,7,39.4,858
GCN1L1,0.071700175,0.612810502830212,0,Q92616,Q92616,22,22,22,Translational activator GCN1,GCN1L1,sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,22,22,10.5,2671
HDAC2,-0.4983907099,0.0088968335821423,0,Q92769;H3BM24;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;E5RFI6,Q92769,10;4;3;3;3;3;3;3;2,10;4;3;3;3;3;3;3;2,4;1;0;0;0;0;0;0;0,Histone deacetylase 2,HDAC2,sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2,10,4,22.7,488
TAF15,-0.0699830501,0.63551872998148,0,Q92804;A0A075B7D9;A0A075B7F4;A0A075B7C1,Q92804;A0A075B7D9,5;4;2;1,3;2;2;1,3;2;2;1,TATA-binding protein-associated factor 2N,TAF15,sp|Q92804|RBP56_HUMAN TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1;tr|A0A075B7D9|A0A075B7D9_HUMAN TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1,5,3,11.5,592
RAD50,0.2266718291,0.14688128858758,0,Q92878;A0A1W2PQ90;A0A494C1B7;E7ESD9;A0A494BZX5;A0A494C122;E7EN38;A0A494C0Y7;A0A494BZW0;E9PM98,Q92878;A0A1W2PQ90;A0A494C1B7,7;6;5;3;3;3;3;2;1;1,7;6;5;3;3;3;3;2;1;1,7;6;5;3;3;3;3;2;1;1,DNA repair protein RAD50,RAD50,sp|Q92878|RAD50_HUMAN DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1;tr|A0A1W2PQ90|A0A1W2PQ90_HUMAN Zinc-hook domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=2;tr|A0A494C1B7|A0A494C1B7_HUMAN DNA repair protein RAD50 (Fragment,7,7,6.5,1312
UFD1L,0.0037461086,0.976082134920539,0,Q92890;C9IZG3;C9J6N9,Q92890;C9IZG3,4;2;1,4;2;1,4;2;1,Ubiquitin fusion degradation protein 1 homolog,UFD1L,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3;tr|C9IZG3|C9IZG3_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 (Fragment) OS=Homo sapiens OX=9606,4,4,14.7,307
UPF1,0.1510776667,0.422967479440959,0,Q92900,Q92900,12,12,12,Regulator of nonsense transcripts 1,UPF1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,12,12,12.8,1129
SMARCC1,-0.1760946207,0.291361303171842,0,Q92922;F8WE13,Q92922,8;1,8;1,4;1,SWI/SNF complex subunit SMARCC1,SMARCC1,sp|Q92922|SMRC1_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,8,4,8.9,1105
TNPO1;TNPO2,0.2098542487,0.308533688463962,0,Q92973;O14787;S4R398;A0A075B780;K7ENW1;K7ESC1;E7EW37;K7ESG1,Q92973;O14787,10;5;3;3;2;2;2;1,10;5;3;3;2;2;2;1,10;5;3;3;2;2;2;1,Transportin-1;Transportin-2,TNPO1;TNPO2,sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2;sp|O14787|TNPO2_HUMAN Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2 PE=1 SV=3,10,10,16.1,898
EMG1,0.0587462185,0.776417590576413,0,Q92979;V9GYP5;A0A087WWQ2;A0A087WVM7,Q92979;V9GYP5;A0A087WWQ2;A0A087WVM7,4;3;3;2,4;3;3;2,4;3;3;2,Ribosomal RNA small subunit methyltransferase NEP1,EMG1,sp|Q92979|NEP1_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4;tr|V9GYP5|V9GYP5_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 (Fragment) OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=2;tr|A0A087WWQ2|A,4,4,21.7,244
HIST1H2AC;HIST3H2A;HIST1H2AB,0.0581327606,0.63292800160325,0,Q93077;Q7L7L0;P04908;A0A3B3IS11,Q93077;Q7L7L0;P04908;A0A3B3IS11,16;14;14;9,2;2;2;0,2;2;2;0,Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E,HIST1H2AC;HIST3H2A;HIST1H2AB,sp|Q93077|H2A1C_HUMAN Histone H2A type 1-C OS=Homo sapiens OX=9606 GN=H2AC6 PE=1 SV=3;sp|Q7L7L0|H2A3_HUMAN Histone H2A type 3 OS=Homo sapiens OX=9606 GN=H2AW PE=1 SV=3;sp|P04908|H2A1B_HUMAN Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=H2AC4 PE=1 SV=2;,16,2,78.5,130
MYDGF,-0.2625831411,0.129657873647226,0,Q969H8;M0QXF7;M0QYN0,Q969H8;M0QXF7;M0QYN0,7;4;4,7;4;4,7;4;4,Myeloid-derived growth factor,MYDGF,sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QXF7|M0QXF7_HUMAN Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QYN0|M0QYN0_HUMAN Myeloid-derived growth factor O,7,7,37.6,173
TBRG4,-0.0259044523,0.935624081642793,0,Q969Z0;C9IZN7,Q969Z0,3;1,3;1,3;1,Protein TBRG4,TBRG4,sp|Q969Z0|FAKD4_HUMAN FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1,3,3,4,631
LRRC59,0.2242724793,0.119633969428196,0,Q96AG4,Q96AG4,13,13,13,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,13,13,38.1,307
FKBP10,0.2263537189,0.209499265837447,0,Q96AY3;K7ESG6;K7ELI6;C9JPC3;K7EM43;H0Y827,Q96AY3;K7ESG6,6;3;2;1;1;1,6;3;2;1;1;1,6;3;2;1;1;1,Peptidyl-prolyl cis-trans isomerase FKBP10;Peptidyl-prolyl cis-trans isomerase,FKBP10,sp|Q96AY3|FKB10_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1;tr|K7ESG6|K7ESG6_HUMAN Peptidylprolyl isomerase (Fragment) OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1,6,6,12,582
SNRNP40,0.274566695,0.213839849171359,0,Q96DI7;Q9NSS8,Q96DI7,7;3,7;3,7;3,U5 small nuclear ribonucleoprotein 40 kDa protein,SNRNP40,sp|Q96DI7|SNR40_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP40 PE=1 SV=1,7,7,30,357
SEH1L,-0.7379983294,0.0536166269023259,0,Q96EE3;K7ENI5;K7EP88;K7ELV2;K7EPZ5,Q96EE3;K7ENI5;K7EP88;K7ELV2,5;4;4;4;1,5;4;4;4;1,5;4;4;4;1,Nucleoporin SEH1,SEH1L,sp|Q96EE3|SEH1_HUMAN Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3;tr|K7ENI5|K7ENI5_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=1;tr|K7EP88|K7EP88_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH,5,5,23.3,360
ERO1L,-0.1932915123,0.332426706100366,0,Q96HE7;G3V3E6;G3V503;G3V5B3;G3V2H0,Q96HE7;G3V3E6,11;6;3;3;1,11;6;3;3;1,11;6;3;3;1,ERO1-like protein alpha,ERO1L,sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2;tr|G3V3E6|G3V3E6_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=1,11,11,27.6,468
PGAM5,1.1748275053,0.298193930594556,0,Q96HS1;F5GXG4,Q96HS1;F5GXG4,9;5,9;5,9;5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5,"sp|Q96HS1|PGAM5_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2;tr|F5GXG4|F5GXG4_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=1",9,9,33.2,289
FUBP3,0.1501046712,0.543751522334392,0,Q96I24;A0A494C1K6,Q96I24,9;2,8;2,8;2,Far upstream element-binding protein 3,FUBP3,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,9,8,21.7,572
ABHD14B,0.1665418967,0.29171267233991,0,Q96IU4;F8W9U3;B4DQI4,Q96IU4;F8W9U3;B4DQI4,6;5;4,6;5;4,6;5;4,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|F8W9U3|F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|B4DQI4|B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,6,6,41,210
CNDP2,-0.0051918146,0.968527879882904,0,Q96KP4;J3QKT2;J3KSV5;A0A087WYZ1;J3KSS4;J3QQN6;J3QR27;J3QLU1;J3QKQ0;J3QRD0;J3QRA8;J3QL02;J3QRP4;A0A087WVS2;J3QRH4;J3KRD5,Q96KP4,14;6;5;5;4;4;4;4;4;4;4;4;2;2;2;1,14;6;5;5;4;4;4;4;4;4;4;4;2;2;2;1,14;6;5;5;4;4;4;4;4;4;4;4;2;2;2;1,Cytosolic non-specific dipeptidase,CNDP2,sp|Q96KP4|CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2,14,14,41.3,475
PRRC1,0.3229343347,0.083022804651654,0,Q96M27,Q96M27,3,3,3,Protein PRRC1,PRRC1,sp|Q96M27|PRRC1_HUMAN Protein PRRC1 OS=Homo sapiens OX=9606 GN=PRRC1 PE=1 SV=1,3,3,7.4,445
RBM14,0.053342953,0.662301352824437,0,Q96PK6;A0A0A6YYI9;F8WDX3;A0A0A0MSL8;B8ZZ74,Q96PK6,19;4;4;4;4,19;4;4;4;4,19;4;4;4;4,RNA-binding protein 14,RBM14,sp|Q96PK6|RBM14_HUMAN RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,19,19,31.7,669
VPS35,-0.0354467629,0.812408017119673,0,Q96QK1;I3L4S0;A0A1W2PP10;A0A3B3ITD4,Q96QK1,8;1;1;1,8;1;1;1,8;1;1;1,Vacuolar protein sorting-associated protein 35,VPS35,sp|Q96QK1|VPS35_HUMAN Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2,8,8,14.1,796
PURB,0.2900010777,0.318552559278345,0,Q96QR8,Q96QR8,5,5,4,Transcriptional activator protein Pur-beta,PURB,sp|Q96QR8|PURB_HUMAN Transcriptional activator protein Pur-beta OS=Homo sapiens OX=9606 GN=PURB PE=1 SV=3,5,4,23.4,312
CDC5L,-0.1129864656,0.541784579108406,0,Q99459,Q99459,11,11,11,Cell division cycle 5-like protein,CDC5L,sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2,11,11,14.7,802
PSMD1,-0.3581359322,0.142972646884249,0,Q99460;A0A087WW66;H7C378;F8WCE3;C9J9M4,Q99460;A0A087WW66;H7C378,8;7;4;1;1,8;7;4;1;1,8;7;4;1;1,26S proteasome non-ATPase regulatory subunit 1,PSMD1,sp|Q99460|PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2;tr|A0A087WW66|A0A087WW66_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=1;tr|H7C378|H7C378_HUMAN ,8,8,10.5,953
VAT1,-0.1005207733,0.514436640493408,0,Q99536;K7ERT7;K7ESA3;K7ENX2;K7EM19;K7EJM4,Q99536;K7ERT7,13;7;5;2;2;1,13;7;5;2;2;1,13;7;5;2;2;1,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,sp|Q99536|VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2;tr|K7ERT7|K7ERT7_HUMAN Synaptic vesicle membrane protein VAT-1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=1,13,13,29.8,393
PLIN2,0.3048792456,0.572793446411985,0,Q99541;Q5SYF3;Q5SYF5;Q5SYF4,Q99541,9;2;2;2,9;2;2;2,9;2;2;2,Perilipin-2,PLIN2,sp|Q99541|PLIN2_HUMAN Perilipin-2 OS=Homo sapiens OX=9606 GN=PLIN2 PE=1 SV=2,9,9,32,437
S100A13,-0.0035465846,0.984782966148974,0,Q99584,Q99584,2,2,2,Protein S100-A13,S100A13,sp|Q99584|S10AD_HUMAN Protein S100-A13 OS=Homo sapiens OX=9606 GN=S100A13 PE=1 SV=1,2,2,10.2,98
EIF3C;EIF3CL,0.1206293381,0.503773745415226,0,Q99613;B5ME19;H3BPE4;H3BTY8;H3BPE3,Q99613;B5ME19,18;16;3;2;2,18;16;3;2;2,18;16;3;2;2,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,18,18,20,913
PHB2,0.2002855273,0.247551693516618,0,Q99623;J3KPX7;F5GY37;F5GWA7;F5H3X6;F5H0C5;F5H2D2;U3KPZ5,Q99623;J3KPX7;F5GY37;F5GWA7,35;34;32;23;17;10;8;2,35;34;32;23;17;10;8;2,35;34;32;23;17;10;8;2,Prohibitin-2,PHB2,sp|Q99623|PHB2_HUMAN Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;tr|J3KPX7|J3KPX7_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;tr|F5GY37|F5GY37_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=1;tr|F5GWA7|F5GWA7_HUMAN Prohi,35,35,86,299
KIF2C,-0.3948939115,0.0456184377094008,0,Q99661;Q5JR91;Q8N4N8;H0Y5Z9;Q5JR89,Q99661;Q5JR91,6;3;1;1;1,6;3;1;1;1,6;3;1;1;1,Kinesin-like protein KIF2C;Kinesin-like protein,KIF2C,sp|Q99661|KIF2C_HUMAN Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2;tr|Q5JR91|Q5JR91_HUMAN Kinesin-like protein KIF2C (Fragment) OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=1,6,6,11.2,725
HSD17B10,0.3104376913,0.094060037635588,0,Q99714;Q5H928,Q99714;Q5H928,17;11,17;11,17;11,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,sp|Q99714|HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3;tr|Q5H928|Q5H928_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=1,17,17,92.3,261
NAP1L4,0.0062660987,0.9627614073769,0,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8;E9PKI2;C9J1B1;E9PP22;H0YCI4,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8;E9PKI2,11;10;10;9;9;9;9;8;8;6;5;5;2,9;8;8;7;7;7;7;6;6;6;5;5;2,9;8;8;7;7;7;7;6;6;6;5;5;2,Nucleosome assembly protein 1-like 4,NAP1L4,sp|Q99733|NP1L4_HUMAN Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9J6D1|C9J6D1_HUMAN Nucleosome assembly protein 1-like 4 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9JZI7|C9JZI7_HUMAN Nucleosome asse,11,9,32.8,375
CCT7,-0.0256905763,0.826979798591922,0,Q99832;F8WAM2;F8WBP8;A0A0D9SG95,Q99832,41;9;2;1,41;9;2;1,41;9;2;1,T-complex protein 1 subunit eta,CCT7,sp|Q99832|TCPH_HUMAN T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,41,41,72.6,543
HIST1H2BL,-0.3486416096,0.046468703833642,0,Q99880,Q99880,25,2,1,Histone H2B type 1-L,HIST1H2BL,sp|Q99880|H2B1L_HUMAN Histone H2B type 1-L OS=Homo sapiens OX=9606 GN=H2BC13 PE=1 SV=3,25,1,89.7,126
NIPSNAP1,-0.2237213357,0.177878245933459,0,Q9BPW8;H7C2U6;C9JDV8;F8WCR5,Q9BPW8;H7C2U6,8;5;3;1,8;5;3;1,8;5;3;1,Protein NipSnap homolog 1,NIPSNAP1,sp|Q9BPW8|NIPS1_HUMAN Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1;tr|H7C2U6|H7C2U6_HUMAN Protein NipSnap homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1,8,8,47.9,284
ARPC5L,0.141848018,0.290158566750518,0,Q9BPX5,Q9BPX5,1,1,1,Actin-related protein 2/3 complex subunit 5-like protein,ARPC5L,sp|Q9BPX5|ARP5L_HUMAN Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens OX=9606 GN=ARPC5L PE=1 SV=1,1,1,7.8,153
WDR77,-0.0290219235,0.884722509764015,0,Q9BQA1;H0Y711,Q9BQA1;H0Y711,4;2,4;2,4;2,Methylosome protein 50,WDR77,sp|Q9BQA1|MEP50_HUMAN Methylosome protein 50 OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1;tr|H0Y711|H0Y711_HUMAN Methylosome protein 50 (Fragment) OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1,4,4,11.1,342
MYBBP1A,1.7255339388,0.000579477127429985,1,Q9BQG0;I3L1L3,Q9BQG0;I3L1L3,8;5,8;5,8;5,Myb-binding protein 1A,MYBBP1A,sp|Q9BQG0|MBB1A_HUMAN Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2;tr|I3L1L3|I3L1L3_HUMAN Myb-binding protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=1,8,8,9.5,1328
CORO1B,-0.2780553841,0.0803758002295605,0,Q9BR76;A0A087WW53;F5H390;F5H0D2,Q9BR76;A0A087WW53;F5H390,10;6;6;2,10;6;6;2,10;6;6;2,Coronin-1B;Coronin,CORO1B,sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1;tr|A0A087WW53|A0A087WW53_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1;tr|F5H390|F5H390_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,10,10,27.4,489
ERP44,0.0045589139,0.973236053245348,0,Q9BS26,Q9BS26,10,10,10,Endoplasmic reticulum resident protein 44,ERP44,sp|Q9BS26|ERP44_HUMAN Endoplasmic reticulum resident protein 44 OS=Homo sapiens OX=9606 GN=ERP44 PE=1 SV=1,10,10,28.1,406
TACO1,0.7155566121,0.014808804628383,0,Q9BSH4,Q9BSH4,4,4,4,Translational activator of cytochrome c oxidase 1,TACO1,sp|Q9BSH4|TACO1_HUMAN Translational activator of cytochrome c oxidase 1 OS=Homo sapiens OX=9606 GN=TACO1 PE=1 SV=1,4,4,20.5,297
ESYT1,0.0037005092,0.981999496668389,0,Q9BSJ8;F8VZB1,Q9BSJ8,28;5,28;5,28;5,Extended synaptotagmin-1,ESYT1,sp|Q9BSJ8|ESYT1_HUMAN Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,28,28,33.3,1104
FAM103A1,-0.1173574562,0.731853838195454,0,Q9BTL3;A0A3B3IU46,Q9BTL3;A0A3B3IU46,2;1,2;1,2;1,RNMT-activating mini protein,FAM103A1,sp|Q9BTL3|RAMAC_HUMAN RNA guanine-N7 methyltransferase activating subunit OS=Homo sapiens OX=9606 GN=RAMAC PE=1 SV=1;tr|A0A3B3IU46|A0A3B3IU46_HUMAN RNA guanine-7 methyltransferase-activating subunit-like (pseudogene) OS=Homo sapiens OX=9606 GN=RAMACL PE=4 ,2,2,21.2,118
TUBB6,0.0020635049,0.988859379145705,0,Q9BUF5;K7ESM5;K7EL29;K7EN98;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EPE5;K7ES63,Q9BUF5;K7ESM5,31;23;8;7;6;6;6;6;6;6;5,21;13;7;7;6;6;6;6;6;6;2,18;10;7;7;6;6;6;6;6;6;2,Tubulin beta-6 chain,TUBB6,sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1;tr|K7ESM5|K7ESM5_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,31,18,69.5,446
TUBB2B,0.3052675613,0.0507359682432289,0,Q9BVA1,Q9BVA1,35,6,1,Tubulin beta-2B chain,TUBB2B,sp|Q9BVA1|TBB2B_HUMAN Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1,35,1,65.8,445
