Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity WDTC1-N1,Intensity WDTC1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q8NE71;H0YGW7;A0A0G2JIC2;Q5STZ8,Q8NE71;H0YGW7,14;12;4;3,14;12;4;3,14;12;4;3,ATP-binding cassette sub-family F member 1,ABCF1,sp|Q8NE71|ABCF1_HUMAN ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2;tr|H0YGW7|H0YGW7_HUMAN ATP-binding cassette sub-family F member 1 (Fragment) OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=1,14,14,20.6,23.1483183070303,20.673057128574,27.9493791539647,27.777936515309
Q9UJX5;D6RAP6;D6RFM7,Q9UJX5,14;3;2,14;3;2,14;3;2,Anaphase-promoting complex subunit 4,ANAPC4,sp|Q9UJX5|APC4_HUMAN Anaphase-promoting complex subunit 4 OS=Homo sapiens OX=9606 GN=ANAPC4 PE=1 SV=2,14,14,23.9,24.5944006961204,23.3527393683151,27.4883811401795,27.6148439422323
Q99700;V9GY86;A0A5F9ZHW5;H0YH87;A0A5F9ZHX3;A0A2R8Y7P6;A0A2R8YDM9;A0A2R8Y5A6;A0A2R8Y7E6;A0A5F9ZI57;F8VQP2;F8WB06;A0A5F9ZHH4;F8W0B5;A0A5F9ZH85;F8VRK6;F8WB05,Q99700;V9GY86;A0A5F9ZHW5;H0YH87;A0A5F9ZHX3;A0A2R8Y7P6;A0A2R8YDM9;A0A2R8Y5A6;A0A2R8Y7E6;A0A5F9ZI57;F8VQP2;F8WB06;A0A5F9ZHH4;F8W0B5;A0A5F9ZH85,14;14;14;14;14;14;14;14;14;14;13;13;13;9;8;4;1,14;14;14;14;14;14;14;14;14;14;13;13;13;9;8;4;1,14;14;14;14;14;14;14;14;14;14;13;13;13;9;8;4;1,Ataxin-2,ATXN2,sp|Q99700|ATX2_HUMAN Ataxin-2 OS=Homo sapiens OX=9606 GN=ATXN2 PE=1 SV=2;tr|V9GY86|V9GY86_HUMAN Ataxin-2 OS=Homo sapiens OX=9606 GN=ATXN2 PE=1 SV=1;tr|A0A5F9ZHW5|A0A5F9ZHW5_HUMAN Ataxin-2 OS=Homo sapiens OX=9606 GN=ATXN2 PE=1 SV=1;tr|H0YH87|H0YH87_HUMAN At,14,14,17.7,22.6885704740312,22.1249067806926,28.5826202605031,27.9542692735684
Q6FI81;H3BV90;H3BT65;H3BUG4;H3BPG7;H3BQ23,Q6FI81;H3BV90;H3BT65;H3BUG4;H3BPG7,15;13;12;11;10;7,15;13;12;11;10;7,14;13;12;11;10;7,Anamorsin,CIAPIN1,sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2;tr|H3BV90|H3BV90_HUMAN Fe-S cluster assembly protein DRE2 OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=1;tr|H3BT65|H3BT65_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=,15,14,57.4,26.7992179753419,25.6193571421625,29.6607984238152,29.8685744958408
P55060,P55060,14,14,14,Exportin-2,CSE1L,sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,14,14,18.6,24.432752911402,23.0781448815542,28.0115865984133,28.0132384072868
Q9NPI6;A0A087WT55;A0A087WXD0;A0A087WVE6,Q9NPI6,14;5;4;4,14;5;4;4,14;5;4;4,mRNA-decapping enzyme 1A,DCP1A,sp|Q9NPI6|DCP1A_HUMAN mRNA-decapping enzyme 1A OS=Homo sapiens OX=9606 GN=DCP1A PE=1 SV=3,14,14,38.8,23.7600986064026,22.6221758457908,29.1380213252995,28.7949495521943
P85037;U3KQ26,P85037,15;3,15;3,14;3,Forkhead box protein K1,FOXK1,sp|P85037|FOXK1_HUMAN Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1,15,14,24.0,4.09524828417093,4.01027517941627,27.8481049267248,27.6293006951018
P29084;E5RH41;E5RIW4;E5RK24,P29084;E5RH41,14;7;3;2,14;7;3;2,14;7;3;2,Transcription initiation factor IIE subunit beta,GTF2E2,sp|P29084|T2EB_HUMAN Transcription initiation factor IIE subunit beta OS=Homo sapiens OX=9606 GN=GTF2E2 PE=1 SV=1;tr|E5RH41|E5RH41_HUMAN Transcription initiation factor IIE subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=GTF2E2 PE=1 SV=1,14,14,50.9,4.09524828417093,4.01027517941627,29.2835678415735,28.9106221460097
Q9UKN8;F2Z356,Q9UKN8,14;1,14;1,14;1,General transcription factor 3C polypeptide 4,GTF3C4,sp|Q9UKN8|TF3C4_HUMAN General transcription factor 3C polypeptide 4 OS=Homo sapiens OX=9606 GN=GTF3C4 PE=1 SV=2,14,14,22.7,4.09524828417093,4.01027517941627,27.8071029208974,27.6575141749238
O14964;I3L1P5;I3L1E3;I3L165;I3L2H4,O14964;I3L1P5,14;8;4;3;2,14;8;4;3;2,14;8;4;3;2,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS,sp|O14964|HGS_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1;tr|I3L1P5|I3L1P5_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate (Fragment) OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=,14,14,19.0,24.0805839959689,22.9904045494219,28.1579325911905,27.9461470342471
P14866;M0QXS5;A0A3B3ITJ4;M0QYT0;M0R076;Q8WVV9;H7C464;M0QYL7;M0R1W6;B7WPG3;C9IYN3;V9GYK2,P14866;M0QXS5;A0A3B3ITJ4;M0QYT0,14;12;12;7;3;1;1;1;1;1;1;1,14;12;12;7;3;1;1;1;1;1;1;1,14;12;12;7;3;1;1;1;1;1;1;1,Heterogeneous nuclear ribonucleoprotein L,HNRNPL,sp|P14866|HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2;tr|M0QXS5|M0QXS5_HUMAN Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=1;tr|A0A3B3ITJ4|A0A3B3ITJ4_HUM,14,14,36.8,22.4351971652724,22.0664672431327,29.0412425423306,29.0454409366316
P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,P0DMV8;A0A0G2JIW1;P0DMV9;V9GZ37,26;26;26;16,25;25;25;16,14;14;14;8,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HSPA1B,sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1;tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1;sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Hom,26,14,48.2,31.3112718311251,30.4951462042291,28.4290212653014,28.1854633162742
P11142;E9PKE3;E9PN89;E9PNE6;E9PLF4;A8K7Q2;E9PQQ4;E9PQK7;E9PPY6;E9PI65;P54652;E9PN25;E9PS65;E9PM13,P11142;E9PKE3;E9PN89;E9PNE6,30;28;21;19;14;14;13;13;10;10;8;8;4;2,30;28;21;19;14;14;13;13;10;10;8;8;4;2,14;14;9;10;0;12;0;0;0;1;4;0;4;2,Heat shock cognate 71 kDa protein,HSPA8,sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein,30,14,49.5,31.4168444369671,30.7336001850291,31.3524761918679,31.1750996113414
O14879,O14879,14,14,14,Interferon-induced protein with tetratricopeptide repeats 3,IFIT3,sp|O14879|IFIT3_HUMAN Interferon-induced protein with tetratricopeptide repeats 3 OS=Homo sapiens OX=9606 GN=IFIT3 PE=1 SV=1,14,14,39.0,4.09524828417093,4.01027517941627,29.1664578340908,29.0123860969325
G3V2E7;G3V5R9;E7EVH7;G3V3H3;Q07866;F8W6L3;G5E9S8;G3V2P7;H0YG16;H0YJL0;H0YJT3;H0YJU9;Q9NSK0;C9J8T5;H7C4M1;C9JZE5;H0YGB8,G3V2E7;G3V5R9;E7EVH7;G3V3H3;Q07866;F8W6L3;G5E9S8,21;21;21;21;21;21;20;5;4;3;3;3;2;1;1;1;1,21;21;21;21;21;21;20;5;4;3;3;3;2;1;1;1;1,14;14;14;14;14;14;14;5;4;3;3;3;0;0;0;0;1,Kinesin light chain 1,KLC1,tr|G3V2E7|G3V2E7_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=1;tr|G3V5R9|G3V5R9_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=1;tr|E7EVH7|E7EVH7_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 PE=3 SV=1;tr|G3V3H3,21,14,44.3,24.8177772676828,23.7994650333168,28.9190884061098,28.6314186040916
Q96PV6;C9JMY0;A0A087WUE4;A0A0G2JNN3;E7EWC7;B0VJY8;A0A0G2JPW6,Q96PV6;C9JMY0;A0A087WUE4;A0A0G2JNN3,15;14;14;12;4;2;2,15;14;14;12;4;2;2,14;13;13;12;3;1;1,Leukocyte receptor cluster member 8,LENG8,sp|Q96PV6|LENG8_HUMAN Leukocyte receptor cluster member 8 OS=Homo sapiens OX=9606 GN=LENG8 PE=1 SV=3;tr|C9JMY0|C9JMY0_HUMAN Leukocyte receptor cluster member 8 OS=Homo sapiens OX=9606 GN=LENG8 PE=1 SV=2;tr|A0A087WUE4|A0A087WUE4_HUMAN Leukocyte receptor clu,15,14,26.6,4.09524828417093,4.01027517941627,28.7986619401609,28.5581537203975
Q9H089;F8WFC6;H7C2X7,Q9H089,14;5;5,14;5;5,14;5;5,Large subunit GTPase 1 homolog,LSG1,sp|Q9H089|LSG1_HUMAN Large subunit GTPase 1 homolog OS=Homo sapiens OX=9606 GN=LSG1 PE=1 SV=2,14,14,28.3,4.09524828417093,4.01027517941627,27.6826439274468,27.8132331886445
Q86U44;H0YFV6;F5H6D8;B4DTN4;B4E349,Q86U44;H0YFV6,14;7;6;6;3,14;7;6;6;3,14;7;6;6;3,N6-adenosine-methyltransferase 70 kDa subunit,METTL3,sp|Q86U44|MTA70_HUMAN N6-adenosine-methyltransferase catalytic subunit OS=Homo sapiens OX=9606 GN=METTL3 PE=1 SV=2;tr|H0YFV6|H0YFV6_HUMAN N6-adenosine-methyltransferase catalytic subunit (Fragment) OS=Homo sapiens OX=9606 GN=METTL3 PE=1 SV=2,14,14,34.5,4.09524828417093,4.01027517941627,28.1664817778458,27.8695602397742
P19838;A0A494C1E9;A0A494C157;D6RF93;D6RH30;D6RC45,P19838;A0A494C1E9,14;8;5;4;3;2,14;8;5;4;3;2,14;8;5;4;3;2,Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit,NFKB1,sp|P19838|NFKB1_HUMAN Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens OX=9606 GN=NFKB1 PE=1 SV=2;tr|A0A494C1E9|A0A494C1E9_HUMAN Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens OX=9606 GN=NFKB1 PE=1 SV=1,14,14,20.6,22.0544731607948,21.3154525395721,27.8493583283658,27.7132561308314
Q6ZUJ8,Q6ZUJ8,14,14,14,Phosphoinositide 3-kinase adapter protein 1,PIK3AP1,sp|Q6ZUJ8|BCAP_HUMAN Phosphoinositide 3-kinase adapter protein 1 OS=Homo sapiens OX=9606 GN=PIK3AP1 PE=1 SV=2,14,14,24.6,24.0650498972451,23.3802052664085,28.2803852297386,27.5205829545524
P29590;H3BT57;H3BT29;H3BUJ5;H3BVD2,P29590;H3BT57;H3BT29,14;9;7;6;3,14;9;7;6;3,14;9;7;6;3,Protein PML,PML,sp|P29590|PML_HUMAN Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=3;tr|H3BT57|H3BT57_HUMAN Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=1;tr|H3BT29|H3BT29_HUMAN Protein PML (Fragment) OS=Homo sapiens OX=9606 GN=PML PE=1 SV=1,14,14,18.0,4.09524828417093,4.01027517941627,28.1936164206052,28.0402498322588
Q96QC0,Q96QC0,14,14,14,Serine/threonine-protein phosphatase 1 regulatory subunit 10,PPP1R10,sp|Q96QC0|PP1RA_HUMAN Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PPP1R10 PE=1 SV=1,14,14,21.2,4.09524828417093,4.01027517941627,28.8328276887196,28.7466956479296
Q8TF05;J3KRU1;J3QL26;J3KSB0;J3QLA6;J3QQV0;J3QRV2;F8WAJ9;J3KSS1,Q8TF05,14;4;4;4;4;4;2;2;2,14;4;4;4;4;4;2;2;2,14;4;4;4;4;4;2;2;2,Serine/threonine-protein phosphatase 4 regulatory subunit 1,PPP4R1,sp|Q8TF05|PP4R1_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP4R1 PE=1 SV=1,14,14,15.7,27.2110398649686,26.0410753968825,4.51797218234219,4.43654697102791
Q9NTZ6;A6PVI1;A6PVI0;Q5JX62,Q9NTZ6,14;3;3;3,14;3;3;3,14;3;3;3,RNA-binding protein 12,RBM12,sp|Q9NTZ6|RBM12_HUMAN RNA-binding protein 12 OS=Homo sapiens OX=9606 GN=RBM12 PE=1 SV=1,14,14,18.2,4.09524828417093,4.01027517941627,27.7242287387004,27.4820075469314
Q15418;E9PGT3;P51812;B7ZB17;B1AXG1;B4DG22;B7Z3B5;Q5SVM6;F2Z2J1;Q15349;Q9UK32;D6R910;E9PAN7;E9PMM7;A0A2R8Y7S9;D6RA62;D6RE03;D6RHW7;Q5SVM7,Q15418;E9PGT3,16;16;5;5;5;5;4;4;4;4;4;3;3;3;3;2;2;2;1,16;16;5;5;5;5;4;4;4;4;4;3;3;3;3;2;2;2;1,14;14;3;3;3;3;3;3;3;3;2;3;3;3;3;2;2;2;1,Ribosomal protein S6 kinase alpha-1;Ribosomal protein S6 kinase,RPS6KA1,sp|Q15418|KS6A1_HUMAN Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens OX=9606 GN=RPS6KA1 PE=1 SV=2;tr|E9PGT3|E9PGT3_HUMAN Ribosomal protein S6 kinase OS=Homo sapiens OX=9606 GN=RPS6KA1 PE=1 SV=1,16,14,28.0,23.043451221297,20.8204968609087,27.6774781418281,27.6051249933143
A3KN83;Q9Y2G9;K7ES28,A3KN83,14;3;3,14;3;3,14;3;3,Protein strawberry notch homolog 1,SBNO1,sp|A3KN83|SBNO1_HUMAN Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1,14,14,15.1,4.09524828417093,4.01027517941627,27.8569746524655,27.0619846872841
Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,14;13;4,14;13;4,14;13;4,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,"sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",14,14,7.8,22.1838025477973,21.9151926756085,26.4585450415058,25.4917943917238
Q9Y6A5;A0A494BZT8;Q8IX09;C9JWI7;H0Y8F2;C9JA91;E7EMT0;A0A494C117;F8WC55,Q9Y6A5;A0A494BZT8,14;14;3;3;3;3;3;3;1,14;14;3;3;3;3;3;3;1,14;14;3;3;3;3;3;3;1,Transforming acidic coiled-coil-containing protein 3,TACC3,sp|Q9Y6A5|TACC3_HUMAN Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens OX=9606 GN=TACC3 PE=1 SV=1;tr|A0A494BZT8|A0A494BZT8_HUMAN Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens OX=9606 GN=TACC3 PE=1 SV=1,14,14,22.9,4.09524828417093,4.01027517941627,27.9432431027051,28.1480719373868
O95801,O95801,14,14,14,Tetratricopeptide repeat protein 4,TTC4,sp|O95801|TTC4_HUMAN Tetratricopeptide repeat protein 4 OS=Homo sapiens OX=9606 GN=TTC4 PE=1 SV=3,14,14,49.9,28.7883986806006,27.2714185722088,23.4309680286565,22.6676971576115
P12956;B1AHC9,P12956;B1AHC9,14;13,14;13,14;13,X-ray repair cross-complementing protein 6,XRCC6,sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2;tr|B1AHC9|B1AHC9_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=1,14,14,31.4,4.09524828417093,4.01027517941627,28.3498428632047,28.1293750001618
O14617;A0A2R8Y611;A0A2R8Y4J3;A0A087WYN6,O14617;A0A2R8Y611;A0A2R8Y4J3,15;11;9;3,15;11;9;3,15;11;9;3,AP-3 complex subunit delta-1,AP3D1,sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;tr|A0A2R8Y611|A0A2R8Y611_HUMAN AP-3 complex subunit delta-1 (Fragment) OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;tr|A0A2R8Y4J3|A0A2R8Y4J3_HUMAN AP-3 complex subu,15,15,17.2,4.09524828417093,4.01027517941627,28.1783091678173,27.5967623420646
Q9NP61;H0Y6A0;B0QYV8;B0QYV9,Q9NP61;H0Y6A0,16;8;5;2,16;8;5;2,15;8;4;1,ADP-ribosylation factor GTPase-activating protein 3,ARFGAP3,sp|Q9NP61|ARFG3_HUMAN ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens OX=9606 GN=ARFGAP3 PE=1 SV=1;tr|H0Y6A0|H0Y6A0_HUMAN ADP-ribosylation factor GTPase-activating protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP3 PE=1 SV=1,16,15,36.8,26.0010559309212,24.9677201977857,28.2524142369699,28.1223315628485
Q12830;E7ETD6;E9PE19;A0A2R8Y7Q1;F5GXF5;J3QQK4;A0A0A0MR81;J3KSY0;J3QQQ8,Q12830;E7ETD6;E9PE19;A0A2R8Y7Q1;F5GXF5,15;15;15;15;14;3;3;1;1,15;15;15;15;14;3;3;1;1,15;15;15;15;14;3;3;1;1,Nucleosome-remodeling factor subunit BPTF,BPTF,sp|Q12830|BPTF_HUMAN Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3;tr|E7ETD6|E7ETD6_HUMAN Nucleosome-remodeling factor subunit BPTF (Fragment) OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3;tr|E9PE19|E9PE19_HUMAN Nucleosome,15,15,6.1,4.09524828417093,4.01027517941627,27.667564526986,27.3548946163941
Q08AD1;H0Y4Z1,Q08AD1,15;2,15;2,15;2,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,sp|Q08AD1|CAMP2_HUMAN Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens OX=9606 GN=CAMSAP2 PE=1 SV=3,15,15,15.2,22.9637928652199,21.8461188116496,28.0820267012899,28.6990247449907
Q8N163;G3V119;H0YB24;H0YC69;E5RFJ3;H0YC58;A0A087X2B6;E5RGU7;E5RHJ4,Q8N163;G3V119;H0YB24,15;10;10;4;4;4;4;3;2,15;10;10;4;4;4;4;3;2,15;10;10;4;4;4;4;3;2,Cell cycle and apoptosis regulator protein 2,CCAR2,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2;tr|G3V119|G3V119_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=1;tr|H0YB24|H0YB24_HUMAN Cell cycle a,15,15,22.2,4.09524828417093,4.01027517941627,28.3345379720321,28.1271622395638
Q15417;E9PDU6,Q15417;E9PDU6,16;9,16;9,15;9,Calponin-3;Calponin,CNN3,sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1;tr|E9PDU6|E9PDU6_HUMAN Calponin (Fragment) OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,16,15,57.4,27.1547980261663,26.2316922938932,30.1262023216481,29.8257648700526
Q8IZD4;F5GZK9;F5H4R4;B4DVJ6,Q8IZD4;F5GZK9,15;9;5;5,15;9;5;5,15;9;5;5,mRNA-decapping enzyme 1B,DCP1B,sp|Q8IZD4|DCP1B_HUMAN mRNA-decapping enzyme 1B OS=Homo sapiens OX=9606 GN=DCP1B PE=1 SV=2;tr|F5GZK9|F5GZK9_HUMAN mRNA-decapping enzyme 1B OS=Homo sapiens OX=9606 GN=DCP1B PE=1 SV=1,15,15,36.0,26.2039837418249,24.6601421718835,28.7134528038657,28.4977748627897
O60443;C9JSR4;H7C147;H7BZJ0,O60443;C9JSR4,15;12;5;4,15;12;5;4,15;12;5;4,Non-syndromic hearing impairment protein 5,DFNA5,sp|O60443|GSDME_HUMAN Gasdermin-E OS=Homo sapiens OX=9606 GN=GSDME PE=1 SV=2;tr|C9JSR4|C9JSR4_HUMAN Gasdermin-E OS=Homo sapiens OX=9606 GN=GSDME PE=1 SV=2,15,15,34.7,25.7081726751881,24.8003540918795,29.3377948375936,28.9697193795936
O95905;C9J316;F2Z2R1;C9JGV1,O95905;C9J316,15;8;4;4,15;8;4;4,15;8;4;4,Protein SGT1,ECD,sp|O95905|ECD_HUMAN Protein ecdysoneless homolog OS=Homo sapiens OX=9606 GN=ECD PE=1 SV=1;tr|C9J316|C9J316_HUMAN Protein ecdysoneless homolog (Fragment) OS=Homo sapiens OX=9606 GN=ECD PE=1 SV=1,15,15,28.6,23.7700161618726,20.8738766254804,27.7883053254433,28.2404991196817
Q9NZB2;A0A0C4DG79;A0A494C0Y9;A0A0C4DH52;Q5T035,Q9NZB2;A0A0C4DG79,15;9;5;3;1,15;9;5;3;1,15;9;5;3;1,Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A,sp|Q9NZB2|F120A_HUMAN Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=2;tr|A0A0C4DG79|A0A0C4DG79_HUMAN Constitutive coactivator of PPAR-gamma-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FAM120A PE=1,15,15,18.9,4.09524828417093,4.01027517941627,27.5692077943489,27.5061242549841
Q5VWN6;A0A2R8YH03,Q5VWN6;A0A2R8YH03,15;15,15;15,15;15,Protein FAM208B,FAM208B,sp|Q5VWN6|TASO2_HUMAN Protein TASOR 2 OS=Homo sapiens OX=9606 GN=TASOR2 PE=1 SV=1;tr|A0A2R8YH03|A0A2R8YH03_HUMAN Protein TASOR 2 OS=Homo sapiens OX=9606 GN=TASOR2 PE=1 SV=1,15,15,9.3,4.09524828417093,4.01027517941627,27.530216639974,27.1419963997257
P22102;C9JZG2;C9JKQ7;C9JBJ1;C9JTV6;F8WD69;A0A140TA71,P22102,15;2;2;2;2;2;1,15;2;2;2;2;2;1,15;2;2;2;2;2;1,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,15,15,22.2,24.5880649398777,23.2576744250006,28.0841576386113,27.7263743005708
P49915,P49915,15,15,15,GMP synthase [glutamine-hydrolyzing],GMPS,sp|P49915|GUAA_HUMAN GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1,15,15,32.2,24.5727099396914,23.3320377259654,27.955655494096,27.5172822781023
Q9P2D0;E7EPI0;E9PDR5;D6R9F4,Q9P2D0;E7EPI0;E9PDR5,15;15;13;4,15;15;13;4,15;15;13;4,Inhibitor of Bruton tyrosine kinase,IBTK,sp|Q9P2D0|IBTK_HUMAN Inhibitor of Bruton tyrosine kinase OS=Homo sapiens OX=9606 GN=IBTK PE=1 SV=3;tr|E7EPI0|E7EPI0_HUMAN Inhibitor of Bruton tyrosine kinase OS=Homo sapiens OX=9606 GN=IBTK PE=1 SV=1;tr|E9PDR5|E9PDR5_HUMAN Inhibitor of Bruton tyrosine kina,15,15,14.9,21.8548699047301,21.1043326720857,27.5435523846676,27.6491079127153
F8W930;Q9Y6M1;Q9NZI8,F8W930;Q9Y6M1,16;16;1,16;16;1,15;15;0,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,tr|F8W930|F8W930_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=1;sp|Q9Y6M1|IF2B2_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2,16,15,33.9,23.2965611428765,22.9968134284967,28.8549851989536,28.8866372137339
Q8IWI9;H3BP52;H3BTF4;H3BU53;H3BTN2,Q8IWI9,15;6;6;3;1,15;6;6;3;1,15;6;6;3;1,MAX gene-associated protein,MGA,sp|Q8IWI9|MGAP_HUMAN MAX gene-associated protein OS=Homo sapiens OX=9606 GN=MGA PE=1 SV=4,15,15,6.2,4.09524828417093,4.01027517941627,27.1631737774658,26.9689507913273
O60934;A0A0C4DG07;A0A087X1V5;E5RGU1;E2QRP0;E5RGR7;E5RGN7,O60934;A0A0C4DG07,15;13;4;3;2;2;1,15;13;4;3;2;2;1,15;13;4;3;2;2;1,Nibrin,NBN,sp|O60934|NBN_HUMAN Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1;tr|A0A0C4DG07|A0A0C4DG07_HUMAN Nibrin OS=Homo sapiens OX=9606 GN=NBN PE=1 SV=1,15,15,28.8,4.09524828417093,4.01027517941627,28.1569206301003,27.9652118128346
Q9BPX3;H0Y9Z8;D6RA93,Q9BPX3,15;3;2,15;3;2,15;3;2,Condensin complex subunit 3,NCAPG,sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1,15,15,18.9,23.8024264336879,22.6603598221881,28.4271438221247,28.2629334198196
