PHIP_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
VAMP3;VAMP2,0.2643373125,0.0815457266435307,0,Q15836;K7ENK9;K7EKX0;P23763;F5GZV7,Q15836;K7ENK9;K7EKX0,3;2;2;1;1,1;0;0;0;0,1;0;0;0;0,Vesicle-associated membrane protein 3,VAMP3;VAMP2,sp|Q15836|VAMP3_HUMAN Vesicle-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=VAMP3 PE=1 SV=3;tr|K7ENK9|K7ENK9_HUMAN Vesicle-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=VAMP2 PE=4 SV=1;tr|K7EKX0|K7EKX0_HUMAN Vesicle-associated membran,3,1,49,100
NEDD8;NEDD8-MDP1,0.27365452,0.056077889976044,0,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,3;2;2;2;2,3;2;2;2;2,3;2;2;2;2,NEDD8,NEDD8;NEDD8-MDP1,sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1;tr|F8VSA6|F8VSA6_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=4 SV=1;tr|E9PS38|E9PS38_HUMAN NEDD8-MDP1 readthrough OS=Homo sapiens OX=9606 GN=NEDD8-MDP1 PE=4 SV=2;tr|S4R3E9|S4R3E9_HU,3,3,40.7,81
RAB11B;RAB11A,-0.3609472334,0.0231032217157085,0,Q15907;P62491;H3BMH2;H3BSC1;B4DQU5;P57735;M0R2D0,Q15907;P62491;H3BMH2;H3BSC1,14;13;13;13;3;1;1,14;13;13;13;3;1;1,14;13;13;13;3;1;1,Ras-related protein Rab-11B;Ras-related protein Rab-11A,RAB11B;RAB11A,sp|Q15907|RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4;sp|P62491|RB11A_HUMAN Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3;tr|H3BMH2|H3BMH2_HUMAN Ras-related protein Rab-11A (Fragment) OS=Hom,14,14,60.6,218
ADRM1,0.1445921031,0.288179159094903,0,Q16186;A0A087WUX6;A0A087WX59,Q16186;A0A087WUX6;A0A087WX59,3;2;2,3;2;2,3;2;2,Proteasomal ubiquitin receptor ADRM1,ADRM1,sp|Q16186|ADRM1_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2;tr|A0A087WUX6|A0A087WUX6_HUMAN Proteasomal ubiquitin receptor ADRM1 (Fragment) OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=1;tr|A0A087WX59|A0A087WX59_HUMAN P,3,3,8.6,407
UAP1,0.3685657185,0.261476590944253,0,Q16222,Q16222,6,6,5,UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase,UAP1,sp|Q16222|UAP1_HUMAN UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3,6,5,16.1,522
DDB1,-0.5132542823,0.0163649117905975,0,Q16531;F5GY55;F5GWI0;F5GZY8;F5H198;F5H2L3,Q16531;F5GY55,19;17;2;2;2;2,19;17;2;2;2;2,19;17;2;2;2;2,DNA damage-binding protein 1,DDB1,sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,19,19,22.6,1140
MRPL23,-0.5647300088,0.0330832473299968,0,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,4;3;3;3;2,4;3;3;3;2,4;3;3;3;2,"39S ribosomal protein L23, mitochondrial",MRPL23,"sp|Q16540|RM23_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A6NJD9|A6NJD9_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A8MVT4|A8MVT4_HUMAN 39S ribosomal prote",4,4,35.9,153
CDC37,-0.0184521608,0.902633371512731,0,Q16543;K7EQA9;K7EKQ2;K7EL68;K7EIU0;K7EJ06,Q16543;K7EQA9;K7EKQ2,11;8;6;5;2;1,11;8;6;5;2;1,11;8;6;5;2;1,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EKQ2|K7EKQ2_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,11,11,38.6,378
DBN1,-0.2804200093,0.312508532384524,0,Q16643;D6R9W4;D6RFI1;D6R9Q9;D6RCR4,Q16643;D6R9W4,9;7;4;4;2,9;7;4;4;2,9;7;4;4;2,Drebrin,DBN1,sp|Q16643|DREB_HUMAN Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4;tr|D6R9W4|D6R9W4_HUMAN Drebrin (Fragment) OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=1,9,9,15.1,649
FSCN1,0.2245985853,0.175712844111702,0,Q16658;C9JPH9;C9JFC0;A0A0A0MSB2,Q16658,27;4;4;4,27;4;4;4,27;4;4;4,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,27,27,59.4,493
DECR1,-0.4458724892,0.00973185651043679,0,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2;H0YAW3,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2,6;4;4;3;3;1,6;4;4;3;3;1,6;4;4;3;3;1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",6,6,25.1,335
NDUFA5,-0.0349176619,0.785873795024815,0,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5;A0A087WXR5,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5,4;3;3;3;2;1,4;3;3;3;2;1,4;3;3;3;2;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3;tr|F8WAS3|F8WAS3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=1;t,4,4,42.2,116
TST,-0.4485380214,0.0494232497364314,0,Q16762;B1AH48,Q16762,3;1,3;1,3;1,Thiosulfate sulfurtransferase,TST,sp|Q16762|THTR_HUMAN Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4,3,3,18.5,297
NDUFA9,0.9012560314,0.00120592184189951,0,Q16795;A0A3B3ISG8;H3BRM9;F5H0J3;F5GY40,Q16795;A0A3B3ISG8,12;11;2;2;1,12;11;2;2;1,12;11;2;2;1,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,"sp|Q16795|NDUA9_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2;tr|A0A3B3ISG8|A0A3B3ISG8_HUMAN Ricin B-type lectin domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1",12,12,39,377
CDO1,0.4145371555,0.0329957359770583,0,Q16878,Q16878,2,2,2,Cysteine dioxygenase type 1,CDO1,sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,2,2,21,200
HNRNPUL2;HNRNPUL2-BSCL2,-0.158634354,0.218734695520648,0,Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,17;16,17;16,17;16,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,17,17,32.1,747
SMU1,-0.1382355024,0.368107071577799,0,Q2TAY7,Q2TAY7,10,10,10,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,10,10,23,513
LEPRE1,-0.140938275,0.343749195581111,0,Q32P28;E2QRI1;H7C2W6,Q32P28,10;3;3,10;3;3,10;3;3,Prolyl 3-hydroxylase 1,LEPRE1,sp|Q32P28|P3H1_HUMAN Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2,10,10,18.3,736
TUBB8,-0.2707908357,0.0562209961289179,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,12;11;11,2;2;2,2;2;2,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,12,2,25.2,444
TIMM50,-1.6291178779,5.67044537912776e-05,1,Q3ZCQ8;M0R0C3;M0R2F8;M0R003;M0R2Q2;M0R1Y4,Q3ZCQ8;M0R0C3;M0R2F8,5;4;4;2;1;1,5;4;4;2;1;1,5;4;4;2;1;1,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50,sp|Q3ZCQ8|TIM50_HUMAN Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2;tr|M0R0C3|M0R0C3_HUMAN Mitochondrial import inner membrane translocase subunit TIM50 (Fragment) OS=Homo sapiens OX=9606 GN=TIMM5,5,5,14.7,353
MRPL51,-0.4312797993,0.263957500698413,0,Q4U2R6;M0R176;A0A087WU28;A0A0B4J2C1,Q4U2R6;M0R176;A0A087WU28;A0A0B4J2C1,2;1;1;1,2;1;1;1,2;1;1;1,"39S ribosomal protein L51, mitochondrial",MRPL51,"sp|Q4U2R6|RM51_HUMAN 39S ribosomal protein L51, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL51 PE=1 SV=1;tr|M0R176|M0R176_HUMAN 39S ribosomal protein L51, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL51 PE=1 SV=1;tr|A0A087WU28|A0A087WU28_HUMAN 39S ribosom",2,2,25,128
FAM98B,0.1691702425,0.376702469178525,0,Q52LJ0,Q52LJ0,7,7,5,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,7,5,19.9,433
HSP90AB2P,-0.5030427821,0.0295729388505811,0,Q58FF8,Q58FF8,12,2,2,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,12,2,20.5,381
ZNF326,-0.2118505521,0.159717779118464,0,Q5BKZ1;A0A0A0MRN4;E2QRN4,Q5BKZ1;A0A0A0MRN4,9;5;1,9;5;1,9;5;1,DBIRD complex subunit ZNF326,ZNF326,sp|Q5BKZ1|ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2;tr|A0A0A0MRN4|A0A0A0MRN4_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=1,9,9,23.9,582
MAGED2,-0.6902846888,0.0174750217566676,0,Q9UNF1;Q5H909;Q5H907,Q9UNF1;Q5H909;Q5H907,5;5;3,5;5;3,5;5;3,Melanoma-associated antigen D2,MAGED2,"sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H909|Q5H909_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H907|Q5H907_HUMAN Melanoma antigen family D, 2, isoform ",5,5,12.4,606
RRP12,0.2710863531,0.0528376306813879,0,Q5JTH9;A0A087X1U8,Q5JTH9,10;1,10;1,10;1,RRP12-like protein,RRP12,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,10,10,10.9,1297
SH3BGRL3,-0.002249026,0.985977396069937,0,Q9H299;Q5T123,Q9H299;Q5T123,3;3,3;3,3;3,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,3,3,38.7,93
TM9SF3,-0.5119828413,0.0098407888440789,0,Q9HD45;Q5TB53,Q9HD45;Q5TB53,3;3,3;3,3;3,Transmembrane 9 superfamily member 3,TM9SF3,sp|Q9HD45|TM9S3_HUMAN Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2;tr|Q5TB53|Q5TB53_HUMAN Transmembrane 9 superfamily member (Fragment) OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=8,3,3,3.4,589
CROCC,-0.8162818972,0.123292712070279,0,Q5TZA2;B1AKD8,Q5TZA2,4;1,4;1,4;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1,4,4,2.2,2017
TPP2,-0.906605553,0.100175618522458,0,Q5VZU9;P29144;A0A494C1B8;A0A494C0U1,Q5VZU9;P29144;A0A494C1B8;A0A494C0U1,3;2;2;2,3;2;2;2,3;2;2;2,Tripeptidyl-peptidase 2,TPP2,tr|Q5VZU9|Q5VZU9_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=1;sp|P29144|TPP2_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4;tr|A0A494C1B8|A0A494C1B8_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 G,3,3,3.2,1262
FLNA,0.0140499207,0.918139267731176,0,Q60FE5;P21333;A0A087WWY3;F8WE98;H0Y5C6;H0Y5F3;A0A669KBC6;H7C2E7,Q60FE5;P21333;A0A087WWY3,84;83;77;17;8;4;2;1,78;77;73;13;6;4;2;1,78;77;73;13;6;4;2;1,Filamin-A,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,84,78,43.3,2620
ATL3,-0.3210173835,0.0285143834254567,0,Q6DD88;F5H6I7;F5GWF8,Q6DD88;F5H6I7,9;8;1,9;8;1,9;8;1,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,9,9,29.4,541
HIST2H2AA3;HIST2H2AC,-0.2677240201,0.083194706502965,0,Q6FI13;Q16777,Q6FI13;Q16777,14;13,14;13,3;3,Histone H2A type 2-A;Histone H2A type 2-C,HIST2H2AA3;HIST2H2AC,sp|Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3;sp|Q16777|H2A2C_HUMAN Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,14,3,76.2,130
LAMTOR1,-0.4516323586,0.0129730097869363,0,Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,6;4;4;3;3,6;4;4;3;3,6;4;4;3;3,Ragulator complex protein LAMTOR1,LAMTOR1,sp|Q6IAA8|LTOR1_HUMAN Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2;tr|F5GX19|F5GX19_HUMAN Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=1;tr|F5H3Y3|F5H3Y3_HUMAN Ragulator complex protein LAMT,6,6,67.7,161
SLC25A24,-0.6312601545,0.0143888204639594,0,Q6NUK1;A0A3B3IU96,Q6NUK1,7;1,7;1,7;1,Calcium-binding mitochondrial carrier protein SCaMC-1,SLC25A24,sp|Q6NUK1|SCMC1_HUMAN Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2,7,7,21.8,477
HIBCH,-1.2112346551,0.106043889276519,0,Q6NVY1;B9A058;B8ZZZ0;H7C400;H7C1A5;F8W8A6,Q6NVY1;B9A058;B8ZZZ0,4;2;2;1;1;1,4;2;2;1;1;1,4;2;2;1;1;1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH,"sp|Q6NVY1|HIBCH_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=2;tr|B9A058|B9A058_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=1;tr|B8ZZZ0|B8ZZZ0_HUMAN 3-hy",4,4,11.4,386
PTRF,-1.7941722406,6.42407339593087e-05,1,Q6NZI2,Q6NZI2,10,10,10,Polymerase I and transcript release factor,PTRF,sp|Q6NZI2|CAVN1_HUMAN Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,10,10,31.3,390
PRPF8,-0.1013992794,0.44047707107352,0,Q6P2Q9;I3L3Z8;I3L1T8,Q6P2Q9,44;9;1,44;9;1,30;9;1,Pre-mRNA-processing-splicing factor 8,PRPF8,sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2,44,30,25.6,2335
FAHD1,-0.1315177849,0.291226855714715,0,Q6P587,Q6P587,4,4,4,"Acylpyruvase FAHD1, mitochondrial",FAHD1,"sp|Q6P587|FAHD1_HUMAN Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2",4,4,33.9,224
CXorf22,0.5106483963,0.207821608582087,0,Q6ZTR5,Q6ZTR5,2,2,2,Uncharacterized protein CXorf22,CXorf22,sp|Q6ZTR5|CFA47_HUMAN Cilia- and flagella-associated protein 47 OS=Homo sapiens OX=9606 GN=CFAP47 PE=2 SV=5,2,2,0.9,3187
HIST2H3A,-0.5000482805,0.00967609997827179,0,Q71DI3,Q71DI3,16,16,1,Histone H3.2,HIST2H3A,sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C15 PE=1 SV=3,16,1,64.7,136
SND1,0.1446410219,0.237490279555998,0,Q7KZF4;H7C597,Q7KZF4,42;9,42;9,42;9,Staphylococcal nuclease domain-containing protein 1,SND1,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,42,42,60.8,910
TRMT10C,-0.0276793249,0.851756480379116,0,Q7L0Y3;C9JVB6,Q7L0Y3;C9JVB6,12;9,12;9,12;9,Mitochondrial ribonuclease P protein 1,TRMT10C,sp|Q7L0Y3|TM10C_HUMAN tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2;tr|C9JVB6|C9JVB6_HUMAN tRNA methyltransferase 10 homolog C (Fragment) OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=1,12,12,41.2,403
EIF3M,-0.1119534808,0.407757916567794,0,Q7L2H7;E9PRI2;E7ESM3;H0YCQ8;E9PRY0;J3KNJ2,Q7L2H7,6;2;2;2;1;1,6;2;2;2;1;1,6;2;2;2;1;1,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1,6,6,15.2,374
CYFIP1,0.1415888817,0.345039886762396,0,Q7L576;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1;A0A0G2JR96;A0A0G2JQT1,Q7L576,5;1;1;1;1;1;1,5;1;1;1;1;1;1,3;1;1;1;1;1;1,Cytoplasmic FMR1-interacting protein 1,CYFIP1,sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,5,3,4.4,1253
MYH14,0.1183923331,0.457519104464501,0,Q7Z406;M0QY43,Q7Z406;M0QY43,7;4,1;1,1;1,Myosin-14,MYH14,sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2;tr|M0QY43|M0QY43_HUMAN Myosin-14 (Fragment) OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=8,7,1,3.9,1995
HUWE1,-0.1710799468,0.237560883740713,0,Q7Z6Z7;H0Y659,Q7Z6Z7;H0Y659,5;3,5;3,5;3,E3 ubiquitin-protein ligase HUWE1,HUWE1,sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3;tr|H0Y659|H0Y659_HUMAN E3 ubiquitin-protein ligase HUWE1 (Fragment) OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=1,5,5,1.6,4374
PABPN1,-0.3928867033,0.053907595660046,0,Q86U42;B4DEH8;G3V4T2;H0YJH9;A6NDY0,Q86U42;B4DEH8;G3V4T2,6;3;3;2;1,6;3;3;2;1,6;3;3;2;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|G3V4T2|G3V4T2_HUMAN Polyadenylate-binding protein 2 OS=H,6,6,35,306
KTN1,-0.2173008764,0.119421265063836,0,Q86UP2;G3V4Y7;B7Z6P3;G3V5G2;H0YJZ8;G3V5P0;H0YJP2,Q86UP2,23;9;5;4;3;3;2,23;9;5;4;3;3;2,23;9;5;4;3;3;2,Kinectin,KTN1,sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,23,23,25.9,1357
ALYREF,-0.0728362346,0.521754090451986,0,Q86V81;E9PB61,Q86V81;E9PB61,8;6,8;6,8;6,THO complex subunit 4,ALYREF,sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3;tr|E9PB61|E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1,8,8,49,257
CAND1,-0.341206245,0.0293673202690014,0,Q86VP6;A0A0C4DGH5;H0YH27;O75155;F5H6I6;A0A3B3ISC4;F8WBB8,Q86VP6;A0A0C4DGH5,8;5;2;1;1;1;1,8;5;2;1;1;1;1,8;5;2;1;1;1;1,Cullin-associated NEDD8-dissociated protein 1,CAND1,sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2;tr|A0A0C4DGH5|A0A0C4DGH5_HUMAN Cullin-associated NEDD8-dissociated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=1,8,8,9,1230
RTTN,0.2845145649,0.09357896494604,0,Q86VV8;J3KTD2;A0A1W2PQI7;A0A1W2PPP3,Q86VV8;J3KTD2;A0A1W2PQI7;A0A1W2PPP3,2;1;1;1,2;1;1;1,2;1;1;1,Rotatin,RTTN,sp|Q86VV8|RTTN_HUMAN Rotatin OS=Homo sapiens OX=9606 GN=RTTN PE=1 SV=3;tr|J3KTD2|J3KTD2_HUMAN Rotatin OS=Homo sapiens OX=9606 GN=RTTN PE=1 SV=1;tr|A0A1W2PQI7|A0A1W2PQI7_HUMAN Rotatin OS=Homo sapiens OX=9606 GN=RTTN PE=1 SV=1;tr|A0A1W2PPP3|A0A1W2PPP3_HUMAN ,2,2,1.3,2226
TSPYL5,-0.3555512214,0.145498498213082,0,Q86VY4,Q86VY4,4,4,4,Testis-specific Y-encoded-like protein 5,TSPYL5,sp|Q86VY4|TSYL5_HUMAN Testis-specific Y-encoded-like protein 5 OS=Homo sapiens OX=9606 GN=TSPYL5 PE=1 SV=2,4,4,12.7,417
THOC6,-0.7026886036,0.0477557940980154,0,Q86W42,Q86W42,3,3,3,THO complex subunit 6 homolog,THOC6,sp|Q86W42|THOC6_HUMAN THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1,3,3,13.8,341
CXorf67,-0.1149531017,0.450404496279155,0,Q86X51,Q86X51,3,3,3,Uncharacterized protein CXorf67,CXorf67,sp|Q86X51|EZHIP_HUMAN EZH inhibitory protein OS=Homo sapiens OX=9606 GN=EZHIP PE=1 SV=1,3,3,6.6,503
