Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF12_N1,Intensity DCAF12_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
O75410;E7EVI4;E7ET87;H0YAY0;E5RFM9;R4GMT7;H0YBT8;B4E3H6;E5RJU4;E5RJG6;A0A0C4DGD3;A0A0C4DGD5,O75410;E7EVI4;E7ET87;H0YAY0;E5RFM9;R4GMT7,15;11;11;10;8;8;6;5;3;2;1;1,15;11;11;10;8;8;6;5;3;2;1;1,14;10;10;10;8;8;6;5;3;2;1;1,Transforming acidic coiled-coil-containing protein 1,TACC1,sp|O75410|TACC1_HUMAN Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=2;tr|E7EVI4|E7EVI4_HUMAN Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=1;tr|E7ET87|E7ET87_HU,15,14,28.1,4.25377280271413,4.41538556284283,27.7530874666385,27.7971781311173
Q9Y6A5;A0A494BZT8;Q8IX09;C9JWI7;H0Y8F2;C9JA91;E7EMT0;A0A494C117;F8WC55,Q9Y6A5;A0A494BZT8,14;14;3;3;3;3;3;3;1,14;14;3;3;3;3;3;3;1,14;14;3;3;3;3;3;3;1,Transforming acidic coiled-coil-containing protein 3,TACC3,sp|Q9Y6A5|TACC3_HUMAN Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens OX=9606 GN=TACC3 PE=1 SV=1;tr|A0A494BZT8|A0A494BZT8_HUMAN Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens OX=9606 GN=TACC3 PE=1 SV=1,14,14,22.9,4.25377280271413,4.41538556284283,28.262261409075,28.0248540732021
Q9NXF1;A0A0A0MSR3,Q9NXF1,14;3,14;3,14;3,Testis-expressed sequence 10 protein,TEX10,sp|Q9NXF1|TEX10_HUMAN Testis-expressed protein 10 OS=Homo sapiens OX=9606 GN=TEX10 PE=1 SV=2,14,14,21.1,27.6468442155888,27.7666083683189,27.0986855995516,27.309299677674
Q9UPT8;M0QY97,Q9UPT8;M0QY97,14;13,14;13,14;13,Zinc finger CCCH domain-containing protein 4,ZC3H4,sp|Q9UPT8|ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=3;tr|M0QY97|M0QY97_HUMAN Zinc finger CCCH domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=ZC3H4 PE=1 SV=1,14,14,18.0,26.9776011840784,28.2586720555435,28.4291011023309,28.1045460474951
Q7Z3T8,Q7Z3T8,14,14,14,Zinc finger FYVE domain-containing protein 16,ZFYVE16,sp|Q7Z3T8|ZFY16_HUMAN Zinc finger FYVE domain-containing protein 16 OS=Homo sapiens OX=9606 GN=ZFYVE16 PE=1 SV=3,14,14,13.8,24.2767520165118,24.91051803781,26.9852229869273,27.267762678743
O14617;A0A2R8Y611;A0A2R8Y4J3;A0A087WYN6,O14617;A0A2R8Y611;A0A2R8Y4J3,15;11;9;3,15;11;9;3,15;11;9;3,AP-3 complex subunit delta-1,AP3D1,sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;tr|A0A2R8Y611|A0A2R8Y611_HUMAN AP-3 complex subunit delta-1 (Fragment) OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;tr|A0A2R8Y4J3|A0A2R8Y4J3_HUMAN AP-3 complex subu,15,15,17.2,4.25377280271413,4.41538556284283,28.1783091678173,27.5967623420646
P27708;F8VPD4;H7BZB3;H7C2E4;H7C3Z5,P27708;F8VPD4,15;15;2;2;1,15;15;2;2;1,15;15;2;2;1,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,15,15,8.6,25.3094905092042,25.7630911719424,26.0691950447985,25.9925022289216
Q08AD1;H0Y4Z1,Q08AD1,15;2,15;2,15;2,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,sp|Q08AD1|CAMP2_HUMAN Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens OX=9606 GN=CAMSAP2 PE=1 SV=3,15,15,14.4,24.8453342713732,26.1254979756947,28.0820267012899,27.6843171607313
P22681;A0A0U1RR39;A0A1B0GW38;A0A0U1RQX8;Q13191;A0A2R8YDW4;C9JU85;A0A2R8Y7I2;A0A2R8Y8D8;A0A2R8Y5E1;A0A2R8YFD4;H0Y3L9,P22681;A0A0U1RR39;A0A1B0GW38;A0A0U1RQX8,15;14;14;14;1;1;1;1;1;1;1;1,15;14;14;14;1;1;1;1;1;1;1;1,15;14;14;14;1;1;1;1;1;1;1;1,E3 ubiquitin-protein ligase CBL,CBL,sp|P22681|CBL_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=2;tr|A0A0U1RR39|A0A0U1RR39_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=1;tr|A0A1B0GW38|A0A1B0GW38_HUMAN E3 ubiquitin-protein ligase,15,15,20.4,4.25377280271413,4.41538556284283,28.0285472056947,27.61329892476
Q6PII3;A0A0B4J1R8;A0A087WYA9,Q6PII3;A0A0B4J1R8;A0A087WYA9,15;13;12,15;13;12,15;13;12,Coiled-coil domain-containing protein 174,CCDC174,sp|Q6PII3|CC174_HUMAN Coiled-coil domain-containing protein 174 OS=Homo sapiens OX=9606 GN=CCDC174 PE=1 SV=3;tr|A0A0B4J1R8|A0A0B4J1R8_HUMAN Coiled-coil domain-containing protein 174 OS=Homo sapiens OX=9606 GN=CCDC174 PE=1 SV=1;tr|A0A087WYA9|A0A087WYA9_HUMA,15,15,29.3,25.1080908158731,27.6101334988411,28.1250939298254,27.9939385685488
O60563;A0A1W2PQ16;C9JUL2;H7BZ27;F8WDY7;F2Z2C9,O60563,17;5;1;1;1;1,17;5;1;1;1;1,15;4;0;0;0;0,Cyclin-T1,CCNT1,sp|O60563|CCNT1_HUMAN Cyclin-T1 OS=Homo sapiens OX=9606 GN=CCNT1 PE=1 SV=1,17,15,35.3,27.4871546845159,29.5355101217208,28.8890189056713,28.9034282170398
Q6FI81;H3BV90;H3BT65;H3BUG4;H3BPG7;H3BQ23;H3BTZ8,Q6FI81;H3BV90;H3BT65;H3BUG4;H3BPG7,15;13;12;11;10;7;1,15;13;12;11;10;7;1,15;13;12;11;10;7;1,Anamorsin,CIAPIN1,sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2;tr|H3BV90|H3BV90_HUMAN Fe-S cluster assembly protein DRE2 OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=1;tr|H3BT65|H3BT65_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=,15,15,57.4,25.0917627108342,27.5521549797761,29.6607984238152,29.8685744958408
Q15417;E9PDU6,Q15417;E9PDU6,16;9,16;9,15;9,Calponin-3;Calponin,CNN3,sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1;tr|E9PDU6|E9PDU6_HUMAN Calponin (Fragment) OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,16,15,57.1,25.4614207426803,26.8414616530942,29.9923995784933,29.7464554029638
P60842;J3KT12;J3QS69;J3KTB5;J3KSZ0;J3QL43;J3QR64;Q14240;E7EQG2;J3QLN6;J3KTN0;J3KS25;J3QKZ9;J3KT04;J3KSN7;E7EMV8;J3KS93;J3QL52;F8WE11;E9PBH4;J3QQP0,P60842;J3KT12;J3QS69;J3KTB5;J3KSZ0;J3QL43,16;13;11;11;10;8;7;6;6;6;6;5;5;2;2;2;2;2;1;1;1,16;13;11;11;10;8;7;6;6;6;6;5;5;2;2;2;2;2;1;1;1,15;12;10;10;10;7;6;5;5;5;6;4;4;1;1;1;1;2;0;0;0,Eukaryotic initiation factor 4A-I,EIF4A1,sp|P60842|IF4A1_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1;tr|J3KT12|J3KT12_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1;tr|J3QS69|J3QS69_HUMAN Eukaryotic initiation factor 4A-,16,15,42.1,25.6224046672433,27.3605149140937,27.8843098165107,27.8663799016065
Q9NRA8;B1AKL4;B1AKL5;B0QYZ7;B1AKL6;H7C0J7,Q9NRA8;B1AKL4,15;13;5;4;2;1,15;13;5;4;2;1,15;13;5;4;2;1,Eukaryotic translation initiation factor 4E transporter,EIF4ENIF1,sp|Q9NRA8|4ET_HUMAN Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens OX=9606 GN=EIF4ENIF1 PE=1 SV=2;tr|B1AKL4|B1AKL4_HUMAN Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens OX=9606 GN=EIF4ENIF1 PE=1 SV=1,15,15,26.9,4.25377280271413,4.41538556284283,27.9585898839464,27.7118130421005
P85037;U3KQ26,P85037,17;3,17;3,15;3,Forkhead box protein K1,FOXK1,sp|P85037|FOXK1_HUMAN Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1,17,15,26.2,26.1812414468888,27.5145760965319,27.8481049267248,27.6293006951018
P09651;F8W6I7;F8VZ49;F8VTQ5;A0A2R8Y4L2;Q32P51;F8W646;F8VYN5;H0YH80,P09651;F8W6I7;F8VZ49;F8VTQ5;A0A2R8Y4L2;Q32P51;F8W646,15;15;12;10;10;8;8;7;5,15;15;12;10;10;8;8;7;5,15;15;12;10;10;8;8;7;5,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2",HNRNPA1;HNRNPA1L2,sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5;tr|F8W6I7|F8W6I7_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2;tr|F8VZ49|F8VZ49_HUMAN Heterogeneous,15,15,34.9,29.1703076694131,30.2244653247333,29.3895854894828,29.3794989750639
P34932;A0A087WYC1;A0A087WTS8,P34932;A0A087WYC1;A0A087WTS8,17;15;10,16;14;10,15;13;9,Heat shock 70 kDa protein 4,HSPA4,sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4;tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1;tr|A0A087WTS8|A0A087WTS8_HUMAN Heat shock 70 kDa protein 4 OS,17,15,28.2,26.0903297136346,23.6900849578717,28.5583727142564,28.3399832344524
Q9ULH0;E9PH70;A0A1W2PPB7;H0Y8E4;H7C584;A0A1W2PPY4,Q9ULH0;E9PH70;A0A1W2PPB7;H0Y8E4,15;11;11;10;1;1,15;11;11;10;1;1,15;11;11;10;1;1,Kinase D-interacting substrate of 220 kDa,KIDINS220,sp|Q9ULH0|KDIS_HUMAN Kinase D-interacting substrate of 220 kDa OS=Homo sapiens OX=9606 GN=KIDINS220 PE=1 SV=3;tr|E9PH70|E9PH70_HUMAN Kinase D-interacting substrate of 220 kDa (Fragment) OS=Homo sapiens OX=9606 GN=KIDINS220 PE=1 SV=1;tr|A0A1W2PPB7|A0A1W2PPB,15,15,12.1,4.25377280271413,4.41538556284283,27.0891176194311,26.726244357311
Q9H089;F8WFC6;H7C2X7,Q9H089,15;5;5,15;5;5,15;5;5,Large subunit GTPase 1 homolog,LSG1,sp|Q9H089|LSG1_HUMAN Large subunit GTPase 1 homolog OS=Homo sapiens OX=9606 GN=LSG1 PE=1 SV=2,15,15,30.5,20.8888145829259,21.9208892648786,27.8367148543583,27.8132331886445
O43795;E9PDF6;H7C2Y7;E7EQD9;C9JYW1;C9JUP5;A0A0U1RRI3;C9K0I9;G3V342,O43795;E9PDF6,17;17;5;4;3;2;2;1;1,17;17;5;4;3;2;2;1;1,15;15;5;3;2;2;2;1;0,Unconventional myosin-Ib,MYO1B,sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3;tr|E9PDF6|E9PDF6_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=1,17,15,18.0,4.25377280271413,4.41538556284283,27.7260494204738,27.0602331558642
Q0ZGT2;H7BXY5;E7EUA0;E7ETM8,Q0ZGT2;H7BXY5;E7EUA0;E7ETM8,15;13;10;9,15;13;10;9,15;13;10;9,Nexilin,NEXN,sp|Q0ZGT2|NEXN_HUMAN Nexilin OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1;tr|H7BXY5|H7BXY5_HUMAN Nexilin (Fragment) OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1;tr|E7EUA0|E7EUA0_HUMAN Nexilin (Fragment) OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1;tr|E7ETM8|E7ETM8_,15,15,25.0,4.25377280271413,4.41538556284283,27.9220129520225,26.8857648797111
Q7Z417,Q7Z417,15,15,15,Nuclear fragile X mental retardation-interacting protein 2,NUFIP2,sp|Q7Z417|NUFP2_HUMAN Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens OX=9606 GN=NUFIP2 PE=1 SV=1,15,15,33.1,4.25377280271413,4.41538556284283,29.3676137780781,28.8662619765581
P11940;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2;Q9H361;H0YBN4;H0YB86;E5RJB9;H0YAP2;E5RGH3;Q4VXU2;E5RH24;H0YAS6;H0YB75;H0YAS7;E5RHG7;H0YC10;E5RGC4;E5RFD8;Q5JQF8;Q96DU9,P11940;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2,23;23;22;21;13;11;10;6;5;5;5;5;4;3;3;2;2;2;1;1;1;1,23;23;22;21;13;11;10;6;5;5;5;5;4;3;3;2;2;2;1;1;1;1,15;15;14;14;8;9;5;4;2;5;2;3;2;3;3;2;1;2;1;1;1;1,Polyadenylate-binding protein 1;Polyadenylate-binding protein,PABPC1,sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2;tr|A0A087WTT1|A0A087WTT1_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=1;tr|E7EQV3|E7EQV3_HUMAN Polyadenylate-binding protein,23,15,37.1,4.25377280271413,4.41538556284283,29.883538037589,29.8431253415825
P50542;B4E0T2;J3KPV0;F5H3X7;F5H5C0;F5H432;F5GXX3;F5H205;F5H637;F5GZ41;F5H0L9;F5GYB4,P50542;B4E0T2;J3KPV0,15;14;8;4;4;3;3;3;3;2;2;2,15;14;8;4;4;3;3;3;3;2;2;2,15;14;8;4;4;3;3;3;3;2;2;2,Peroxisomal targeting signal 1 receptor,PEX5,sp|P50542|PEX5_HUMAN Peroxisomal targeting signal 1 receptor OS=Homo sapiens OX=9606 GN=PEX5 PE=1 SV=3;tr|B4E0T2|B4E0T2_HUMAN Peroxisomal targeting signal 1 receptor OS=Homo sapiens OX=9606 GN=PEX5 PE=1 SV=1;tr|J3KPV0|J3KPV0_HUMAN Peroxisomal targeting sig,15,15,33.8,4.25377280271413,4.41538556284283,27.8165937656145,27.7893629969957
Q9H814,Q9H814,15,15,15,Phosphorylated adapter RNA export protein,PHAX,sp|Q9H814|PHAX_HUMAN Phosphorylated adapter RNA export protein OS=Homo sapiens OX=9606 GN=PHAX PE=1 SV=1,15,15,42.4,27.2263730893186,28.4371816646093,28.0476005627713,28.5132964107787
Q6ZUJ8,Q6ZUJ8,15,15,15,Phosphoinositide 3-kinase adapter protein 1,PIK3AP1,sp|Q6ZUJ8|BCAP_HUMAN Phosphoinositide 3-kinase adapter protein 1 OS=Homo sapiens OX=9606 GN=PIK3AP1 PE=1 SV=2,15,15,29.2,4.25377280271413,4.41538556284283,28.1213931282042,27.8583389592893
Q16513;B1AL79;H0Y5V5,Q16513;B1AL79,15;8;2,15;8;2,15;8;2,Serine/threonine-protein kinase N2,PKN2,"sp|Q16513|PKN2_HUMAN Serine/threonine-protein kinase N2 OS=Homo sapiens OX=9606 GN=PKN2 PE=1 SV=1;tr|B1AL79|B1AL79_HUMAN Protein kinase N2, isoform CRA_b OS=Homo sapiens OX=9606 GN=PKN2 PE=1 SV=1",15,15,19.6,22.3944846755123,24.7581476832879,27.7242287387004,27.0333867035516
Q06190;H7C1M1;Q9Y5P8;A0A0G2JNR6;A0A0G2JN52,Q06190,15;3;1;1;1,15;3;1;1;1,15;3;1;1;1,Serine/threonine-protein phosphatase 2A regulatory subunit B subunit alpha,PPP2R3A,sp|Q06190|P2R3A_HUMAN Serine/threonine-protein phosphatase 2A regulatory subunit B subunit alpha OS=Homo sapiens OX=9606 GN=PPP2R3A PE=1 SV=1,15,15,16.4,4.25377280271413,4.41538556284283,27.4275834427619,26.8084538165441
Q99460;A0A087WW66;H7C378;H7BZR6;C9J9M4,Q99460;A0A087WW66,15;15;4;1;1,15;15;4;1;1,15;15;4;1;1,26S proteasome non-ATPase regulatory subunit 1,PSMD1,sp|Q99460|PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2;tr|A0A087WW66|A0A087WW66_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=1,15,15,23.3,27.5163807814842,27.8922076958155,27.7856265723038,27.4896831079226
P47897;A0A1B0GVU9;B4DDN1;H7C0R3;A0A0U1RQT0;C9J165;A0A1B0GTT3;A0A0U1RQM8;A0A0U1RQQ5;A0A0U1RQE9;A0A0U1RRI9;A0A0U1RQU2;A0A0U1RQX5;A0A0U1RRC8;A0A0U1RQX9;A0A0U1RQL2;A0A0U1RR66;F2Z2V6;A0A0U1RQJ6;A0A0U1RR79,P47897;A0A1B0GVU9;B4DDN1,15;14;11;7;5;5;4;4;4;3;3;3;3;3;2;2;1;1;1;1,15;14;11;7;5;5;4;4;4;3;3;3;3;3;2;2;1;1;1;1,15;14;11;7;5;5;4;4;4;3;3;3;3;3;2;2;1;1;1;1,Glutamine--tRNA ligase,QARS,sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|A0A1B0GVU9|A0A1B0GVU9_HUMAN Glutamine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|B4DDN1|B4DDN1_HUMAN Glutamine--tRNA ligase OS=Homo sapiens,15,15,23.9,4.25377280271413,4.41538556284283,27.2950901128707,26.9163857436178
Q6IN85;G3V5Z3;H0YIY8;H0YJN6;G3V5A2,Q6IN85;G3V5Z3;H0YIY8,18;17;13;4;3,18;17;13;4;3,15;14;11;4;1,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,SMEK1,sp|Q6IN85|P4R3A_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens OX=9606 GN=PPP4R3A PE=1 SV=1;tr|G3V5Z3|G3V5Z3_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens OX=9606 GN=PPP4R3A PE=1 SV=1,18,15,24.6,26.5969044865093,27.733761786266,28.091792970075,28.2919328458676
O60749;D6RC15,O60749,17;6,15;6,15;6,Sorting nexin-2,SNX2,sp|O60749|SNX2_HUMAN Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2,17,15,38.0,23.2683689367184,23.2369262888782,28.3593423317027,28.4463615109868
O60763;REV__R4GMN2;REV__Q5VZ89,O60763,15;1;1,15;1;1,15;1;1,General vesicular transport factor p115,USO1,sp|O60763|USO1_HUMAN General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,15,15,21.6,4.25377280271413,4.41538556284283,28.2691904713167,27.7579263794722
Q9Y4P8,Q9Y4P8,15,15,15,WD repeat domain phosphoinositide-interacting protein 2,WIPI2,sp|Q9Y4P8|WIPI2_HUMAN WD repeat domain phosphoinositide-interacting protein 2 OS=Homo sapiens OX=9606 GN=WIPI2 PE=1 SV=1,15,15,45.2,26.8014399755019,27.5386029152728,30.1627897500354,30.4595342104581
P12814;H9KV75;G3V2W4;H7C5W8;G3V2N5;P35609;A0A494C1A0;H0YJW3;H0YJ11;G3V2X9;F6THM6;G3V5M4;A0A494C033;A0A494C166;A0A494C060;G3V2E8;G3V380;A0A494C0Q3;A0A494C031,P12814;H9KV75,27;26;11;10;10;7;7;7;6;5;4;4;3;3;3;3;1;1;1,27;26;11;10;10;7;7;7;6;5;4;4;3;3;3;3;1;1;1,16;15;6;6;6;2;2;4;3;2;1;2;1;1;0;1;1;1;1,Alpha-actinin-1,ACTN1,sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2;tr|H9KV75|H9KV75_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=1,27,16,39.8,4.25377280271413,4.41538556284283,29.1947908138459,29.0992375968261
Q9UEY8,Q9UEY8,16,16,16,Gamma-adducin,ADD3,sp|Q9UEY8|ADDG_HUMAN Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1,16,16,27.2,4.25377280271413,4.41538556284283,28.6323203752303,28.6387551199059
O95433;G3V438;H0YJG7;H0YJU2;H0YJ63;G3V3W9,O95433;G3V438,16;12;7;6;5;3,16;12;7;6;5;3,16;12;7;6;5;3,Activator of 90 kDa heat shock protein ATPase homolog 1,AHSA1,sp|O95433|AHSA1_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1;tr|G3V438|G3V438_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1,16,16,57.4,26.4405834353039,28.4553265304139,29.3292004234309,29.3382200288084
Q9UJX5;D6RAP6;D6RFM7,Q9UJX5,16;4;3,16;4;3,16;4;3,Anaphase-promoting complex subunit 4,ANAPC4,sp|Q9UJX5|APC4_HUMAN Anaphase-promoting complex subunit 4 OS=Homo sapiens OX=9606 GN=ANAPC4 PE=1 SV=2,16,16,24.8,27.165475797832,26.9783651788979,27.4883811401795,27.7180342463976
Q07960;H0YE29;E9PNR6,Q07960;H0YE29,16;13;6,16;13;6,16;13;6,Rho GTPase-activating protein 1,ARHGAP1,sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1;tr|H0YE29|H0YE29_HUMAN Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,16,16,53.5,4.25377280271413,4.41538556284283,28.6980312217499,29.0662772399468
P38432;I3L369,P38432,16;1,16;1,16;1,Coilin,COIL,sp|P38432|COIL_HUMAN Coilin OS=Homo sapiens OX=9606 GN=COIL PE=1 SV=1,16,16,31.4,28.5988575537512,28.7176421209027,27.365195736409,27.2740877589848
Q9P2B4;B1AMN7,Q9P2B4;B1AMN7,16;10,16;10,16;10,CTTNBP2 N-terminal-like protein,CTTNBP2NL,sp|Q9P2B4|CT2NL_HUMAN CTTNBP2 N-terminal-like protein OS=Homo sapiens OX=9606 GN=CTTNBP2NL PE=1 SV=2;tr|B1AMN7|B1AMN7_HUMAN CTTNBP2 N-terminal-like protein (Fragment) OS=Homo sapiens OX=9606 GN=CTTNBP2NL PE=1 SV=1,16,16,29.7,4.25377280271413,4.41538556284283,28.1879188072482,27.7250743409939
Q9NPI6;A0A087WT55;A0A087WXD0;A0A087WVE6,Q9NPI6,16;7;5;5,16;7;5;5,16;7;5;5,mRNA-decapping enzyme 1A,DCP1A,sp|Q9NPI6|DCP1A_HUMAN mRNA-decapping enzyme 1A OS=Homo sapiens OX=9606 GN=DCP1A PE=1 SV=3,16,16,43.3,4.25377280271413,4.41538556284283,29.4285421503224,28.7949495521943
O95786;A2A376,O95786;A2A376,16;13,16;13,16;13,Probable ATP-dependent RNA helicase DDX58,DDX58,sp|O95786|DDX58_HUMAN Antiviral innate immune response receptor RIG-I OS=Homo sapiens OX=9606 GN=DDX58 PE=1 SV=2;tr|A2A376|A2A376_HUMAN Antiviral innate immune response receptor RIG-I OS=Homo sapiens OX=9606 GN=DDX58 PE=1 SV=1,16,16,19.1,4.25377280271413,4.41538556284283,27.7716540848931,27.5904940808165
O60443;C9JSR4;H7C147;H7BZJ0,O60443;C9JSR4,16;13;6;5,16;13;6;5,16;13;6;5,Non-syndromic hearing impairment protein 5,DFNA5,sp|O60443|GSDME_HUMAN Gasdermin-E OS=Homo sapiens OX=9606 GN=GSDME PE=1 SV=2;tr|C9JSR4|C9JSR4_HUMAN Gasdermin-E OS=Homo sapiens OX=9606 GN=GSDME PE=1 SV=2,16,16,39.7,23.8944877038554,25.4621964230648,29.4811799879724,28.9697193795936
P25685;M0R080;M0QYT3;M0QXK0;M0R1D6;M0QZD0;Q9UDY4;M0R128;A0A1B0GX60,P25685,16;6;4;4;3;3;1;1;1,16;6;4;4;3;3;1;1;1,16;6;4;4;3;3;1;1;1,DnaJ homolog subfamily B member 1,DNAJB1,sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4,16,16,39.1,26.7427826868374,27.7405327442434,28.7867173628125,28.9628424477739
