Unnamed: 0,CIAO1_vs_BirA,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
MRPL1,1.330506383,0.154680097558987,0,Q9BYD6;H0Y8N7,Q9BYD6;H0Y8N7,2;1,2;1,2;1,"39S ribosomal protein L1, mitochondrial",MRPL1,"sp|Q9BYD6|RM01_HUMAN 39S ribosomal protein L1, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL1 PE=1 SV=2;tr|H0Y8N7|H0Y8N7_HUMAN 39S ribosomal protein L1, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL1 PE=1 SV=1",2,2,6.8,325,-1.33050638298466,0.154680097558987
SRXN1,-1.8858293884,0.0464015672539948,1,Q9BYN0,Q9BYN0,3,3,3,Sulfiredoxin-1,SRXN1,sp|Q9BYN0|SRXN1_HUMAN Sulfiredoxin-1 OS=Homo sapiens OX=9606 GN=SRXN1 PE=1 SV=2,3,3,21.9,137,1.88582938835102,0.0464015672539948
NLN,-3.6828061791,0.000339898540065557,1,Q9BYT8;H0YAF7;H0YAK4;E9PCB6,Q9BYT8;H0YAF7;H0YAK4;E9PCB6,2;1;1;1,2;1;1;1,2;1;1;1,"Neurolysin, mitochondrial",NLN,"sp|Q9BYT8|NEUL_HUMAN Neurolysin, mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1;tr|H0YAF7|H0YAF7_HUMAN Neurolysin, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=2;tr|H0YAK4|H0YAK4_HUMAN Neurolysin, mitochondrial (Fragment) OS=Homo",2,2,3.7,704,3.68280617905085,0.000339898540065557
SETD2,-1.3301993648,0.0437797971051858,1,Q9BYW2;A0A1W2PPX9;C9JG86;H7C3H4,Q9BYW2;A0A1W2PPX9;C9JG86;H7C3H4,2;1;1;1,2;1;1;1,2;1;1;1,Histone-lysine N-methyltransferase SETD2,SETD2,sp|Q9BYW2|SETD2_HUMAN Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens OX=9606 GN=SETD2 PE=1 SV=3;tr|A0A1W2PPX9|A0A1W2PPX9_HUMAN Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens OX=9606 GN=SETD2 PE=1 SV=1;tr|C9JG86|C9JG86_HUMAN Histone-lysi,2,2,0.8,2564,1.33019936477185,0.0437797971051858
DEFB126,2.7922244876,0.14227557609954,0,Q9BYW3,Q9BYW3,2,2,2,Beta-defensin 126,DEFB126,sp|Q9BYW3|DB126_HUMAN Beta-defensin 126 OS=Homo sapiens OX=9606 GN=DEFB126 PE=1 SV=2,2,2,23.4,111,-2.79222448756291,0.14227557609954
GTPBP4,16.5910139054,6.12434054482121e-07,1,Q9BZE4;Q5T3R7,Q9BZE4;Q5T3R7,2;1,2;1,2;1,Nucleolar GTP-binding protein 1,GTPBP4,sp|Q9BZE4|NOG1_HUMAN Nucleolar GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP4 PE=1 SV=3;tr|Q5T3R7|Q5T3R7_HUMAN Nucleolar GTP-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=GTPBP4 PE=1 SV=1,2,2,6.8,634,-16.5910139053759,6.12434054482121e-07
UBE2O,0.8496311478,0.036351523382188,0,Q9C0C9;K7ES11,Q9C0C9;K7ES11,3;2,3;2,3;2,E2/E3 hybrid ubiquitin-protein ligase UBE2O,UBE2O,sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3;tr|K7ES11|K7ES11_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme (Fragment) OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=1,3,3,4.1,1292,-0.849631147790766,0.036351523382188
WDR12,2.0149469112,0.0200437543160487,1,Q9GZL7,Q9GZL7,2,2,2,Ribosome biogenesis protein WDR12,WDR12,sp|Q9GZL7|WDR12_HUMAN Ribosome biogenesis protein WDR12 OS=Homo sapiens OX=9606 GN=WDR12 PE=1 SV=2,2,2,5.4,423,-2.01494691118843,0.0200437543160487
NAT10,-1.7206510313,0.00232266920791265,1,Q9H0A0;A0A087WV29,Q9H0A0;A0A087WV29,5;4,5;4,5;4,N-acetyltransferase 10,NAT10,sp|Q9H0A0|NAT10_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2;tr|A0A087WV29|A0A087WV29_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=1,5,5,5.5,1025,1.7206510313434,0.00232266920791265
KLC2,-1.8939778662,0.00170250068966409,1,Q9H0B6;E9PQ02;A8MX29;E9PI24;E9PP09;C9JHT2;E9PM83;A8MZ87;Q07866;G5E9S8;G3V2E7;F8W6L3;G3V3H3;G3V5R9;E7EVH7,Q9H0B6;E9PQ02;A8MX29;E9PI24;E9PP09;C9JHT2;E9PM83;A8MZ87,4;3;3;2;2;2;2;2;1;1;1;1;1;1;1,4;3;3;2;2;2;2;2;1;1;1;1;1;1;1,4;3;3;2;2;2;2;2;1;1;1;1;1;1;1,Kinesin light chain 2,KLC2,sp|Q9H0B6|KLC2_HUMAN Kinesin light chain 2 OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1;tr|E9PQ02|E9PQ02_HUMAN Kinesin light chain (Fragment) OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1;tr|A8MX29|A8MX29_HUMAN Kinesin light chain OS=Homo sapiens OX=9606 GN=KLC2,4,4,9.2,622,1.89397786617395,0.00170250068966409
ILKAP,-1.6187009785,0.0728117986271178,0,Q9H0C8;E9PC05;H7C2I8;F8SNU7,Q9H0C8;E9PC05,3;2;1;1,3;2;1;1,3;2;1;1,Integrin-linked kinase-associated serine/threonine phosphatase 2C,ILKAP,sp|Q9H0C8|ILKAP_HUMAN Integrin-linked kinase-associated serine/threonine phosphatase 2C OS=Homo sapiens OX=9606 GN=ILKAP PE=1 SV=1;tr|E9PC05|E9PC05_HUMAN Integrin-linked kinase-associated serine/threonine phosphatase 2C (Fragment) OS=Homo sapiens OX=9606 G,3,3,8.9,392,1.6187009785254,0.0728117986271178
XRN2,-1.5647341625,0.00815166217665284,1,Q9H0D6,Q9H0D6,7,7,7,5-3 exoribonuclease 2,XRN2,sp|Q9H0D6|XRN2_HUMAN 5-3 exoribonuclease 2 OS=Homo sapiens OX=9606 GN=XRN2 PE=1 SV=1,7,7,10.6,950,1.56473416247355,0.00815166217665284
DDX47,-2.2139354279,0.000741281209938606,1,Q9H0S4,Q9H0S4,5,5,5,Probable ATP-dependent RNA helicase DDX47,DDX47,sp|Q9H0S4|DDX47_HUMAN Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1,5,5,15.4,455,2.2139354278765,0.000741281209938606
RAB1B,-2.35094761,0.000708517872154806,1,Q9H0U4;E9PLD0;Q92928,Q9H0U4;E9PLD0,13;10;6,13;10;6,5;5;3,Ras-related protein Rab-1B,RAB1B,sp|Q9H0U4|RAB1B_HUMAN Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1;tr|E9PLD0|E9PLD0_HUMAN Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1,13,5,68.2,201,2.35094760998685,0.000708517872154806
IRF2BPL,-0.1358090892,0.711358470195026,0,Q9H1B7,Q9H1B7,2,2,2,Interferon regulatory factor 2-binding protein-like,IRF2BPL,sp|Q9H1B7|I2BPL_HUMAN Probable E3 ubiquitin-protein ligase IRF2BPL OS=Homo sapiens OX=9606 GN=IRF2BPL PE=1 SV=1,2,2,3.9,796,0.135809089150986,0.711358470195026
EHD4,-1.909188263,0.00408831981183993,1,Q9H223,Q9H223,7,6,5,EH domain-containing protein 4,EHD4,sp|Q9H223|EHD4_HUMAN EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,7,5,17.6,541,1.9091882629719,0.00408831981183993
PNN,-1.6239736608,0.0369390618324994,1,Q9H307,Q9H307,2,2,2,Pinin,PNN,sp|Q9H307|PININ_HUMAN Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5,2,2,3.9,717,1.6239736608141,0.0369390618324994
TMX1,-1.8496527312,0.0260678963322436,1,Q9H3N1;G3V448,Q9H3N1;G3V448,4;2,4;2,4;2,Thioredoxin-related transmembrane protein 1,TMX1,sp|Q9H3N1|TMX1_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1;tr|G3V448|G3V448_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1,4,4,15.7,280,1.8496527311778,0.0260678963322436
CHMP4B,-3.561822602,0.012359595314275,1,Q9H444,Q9H444,2,2,2,Charged multivesicular body protein 4b,CHMP4B,sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1,2,2,12.1,224,3.56182260196172,0.012359595314275
EHD1,-0.7968827759,0.127787122664108,0,Q9H4M9;A0A024R571;C9JC03;C9JIJ3;C9IZH1;C9JDQ8;C9J2Z4,Q9H4M9;A0A024R571;C9JC03,7;5;4;3;3;3;3,7;5;4;3;3;3;3,4;2;1;2;2;1;1,EH domain-containing protein 1,EHD1,sp|Q9H4M9|EHD1_HUMAN EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2;tr|A0A024R571|A0A024R571_HUMAN EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=1;tr|C9JC03|C9JC03_HUMAN EH domain-containing protein 1 (Fra,7,4,15.4,534,0.796882775929898,0.127787122664108
NOL6,2.2703856971,0.0148778029691394,1,Q9H6R4;A0A0A0MRW6;A0A0C4DFX0,Q9H6R4;A0A0A0MRW6,5;4;1,5;4;1,5;4;1,Nucleolar protein 6,NOL6,sp|Q9H6R4|NOL6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2;tr|A0A0A0MRW6|A0A0A0MRW6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=1,5,5,7.2,1146,-2.27038569712985,0.0148778029691394
RPAP3,-4.0799393837,0.0082552179273903,1,Q9H6T3,Q9H6T3,2,2,2,RNA polymerase II-associated protein 3,RPAP3,sp|Q9H6T3|RPAP3_HUMAN RNA polymerase II-associated protein 3 OS=Homo sapiens OX=9606 GN=RPAP3 PE=1 SV=2,2,2,4.8,665,4.07993938368175,0.0082552179273903
PTGES2,0.7113001394,0.0973771463007912,0,Q9H7Z7;A6NHH0;X6RJ95,Q9H7Z7,5;2;2,5;2;2,5;2;2,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,PTGES2,sp|Q9H7Z7|PGES2_HUMAN Prostaglandin E synthase 2 OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=1,5,5,17.2,377,-0.711300139354546,0.0973771463007912
UBE2Z,-2.9029445131,0.00898059943600325,1,Q9H832;I3L286;D6RB11;I3L4C5;H0Y9X8,Q9H832,5;2;2;1;1,5;2;2;1;1,5;2;2;1;1,Ubiquitin-conjugating enzyme E2 Z,UBE2Z,sp|Q9H832|UBE2Z_HUMAN Ubiquitin-conjugating enzyme E2 Z OS=Homo sapiens OX=9606 GN=UBE2Z PE=1 SV=2,5,5,13.8,354,2.90294451313705,0.00898059943600325
NOL11,-1.5478541374,0.00674848120478616,1,Q9H8H0;J3QLQ6,Q9H8H0;J3QLQ6,2;1,2;1,2;1,Nucleolar protein 11,NOL11,sp|Q9H8H0|NOL11_HUMAN Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1;tr|J3QLQ6|J3QLQ6_HUMAN Nucleolar protein 11 (Fragment) OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1,2,2,4.7,719,1.54785413740535,0.00674848120478616
CNNM2,-3.5150712321,0.00188051051043799,1,Q9H8M5,Q9H8M5,2,2,2,Metal transporter CNNM2,CNNM2,sp|Q9H8M5|CNNM2_HUMAN Metal transporter CNNM2 OS=Homo sapiens OX=9606 GN=CNNM2 PE=1 SV=2,2,2,6.2,875,3.51507123208169,0.00188051051043799
MOB1A;MOB1B,-1.9866115541,0.0261424324402141,1,Q9H8S9;Q7L9L4;D6RCK3,Q9H8S9;Q7L9L4,3;2;1,3;2;1,3;2;1,MOB kinase activator 1A;MOB kinase activator 1B,MOB1A;MOB1B,sp|Q9H8S9|MOB1A_HUMAN MOB kinase activator 1A OS=Homo sapiens OX=9606 GN=MOB1A PE=1 SV=4;sp|Q7L9L4|MOB1B_HUMAN MOB kinase activator 1B OS=Homo sapiens OX=9606 GN=MOB1B PE=1 SV=3,3,3,13.9,216,1.98661155412825,0.0261424324402141
LRRC40,0.0061447814,0.984370784279204,0,Q9H9A6,Q9H9A6,2,2,2,Leucine-rich repeat-containing protein 40,LRRC40,sp|Q9H9A6|LRC40_HUMAN Leucine-rich repeat-containing protein 40 OS=Homo sapiens OX=9606 GN=LRRC40 PE=1 SV=1,2,2,4,602,-0.00614478136016572,0.984370784279204
SFXN1,-2.1211723932,0.00128229075917065,1,Q9H9B4;D6RDG7;S4R2X2;D6RFI0;D6RAE9,Q9H9B4;D6RDG7;S4R2X2;D6RFI0,7;5;5;5;3,6;5;5;5;3,6;5;5;5;3,Sideroflexin-1,SFXN1,sp|Q9H9B4|SFXN1_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4;tr|D6RDG7|D6RDG7_HUMAN Sideroflexin-1 (Fragment) OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=1;tr|S4R2X2|S4R2X2_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=1;tr|,7,6,27.6,322,2.12117239323855,0.00128229075917065
PLEKHA5,0.8204955483,0.155289258729937,0,Q9HAU0,Q9HAU0,2,2,2,Pleckstrin homology domain-containing family A member 5,PLEKHA5,sp|Q9HAU0|PKHA5_HUMAN Pleckstrin homology domain-containing family A member 5 OS=Homo sapiens OX=9606 GN=PLEKHA5 PE=1 SV=1,2,2,2,1116,-0.820495548278271,0.155289258729937
GRPEL1,-1.2902952233,0.0087360710240075,1,Q9HAV7,Q9HAV7,5,5,5,"GrpE protein homolog 1, mitochondrial",GRPEL1,"sp|Q9HAV7|GRPE1_HUMAN GrpE protein homolog 1, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL1 PE=1 SV=2",5,5,27.6,217,1.2902952233444,0.0087360710240075
C12orf10,-0.8583421492,0.0381202319339118,0,Q9HB07;F8VQQ3;F8VR84;H3BPH3,Q9HB07;F8VQQ3;F8VR84,11;9;8;1,11;9;8;1,11;9;8;1,"UPF0160 protein MYG1, mitochondrial",C12orf10,sp|Q9HB07|MYG1_HUMAN MYG1 exonuclease OS=Homo sapiens OX=9606 GN=MYG1 PE=1 SV=3;tr|F8VQQ3|F8VQQ3_HUMAN MYG1 exonuclease OS=Homo sapiens OX=9606 GN=MYG1 PE=1 SV=1;tr|F8VR84|F8VR84_HUMAN MYG1 exonuclease OS=Homo sapiens OX=9606 GN=MYG1 PE=1 SV=1,11,11,34,376,0.858342149167547,0.0381202319339118
CACYBP,-1.8469867437,0.00296254574147782,1,Q9HB71;B2ZWH1,Q9HB71,7;2,7;2,7;2,Calcyclin-binding protein,CACYBP,sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2,7,7,36,228,1.84698674366455,0.00296254574147782
GLOD4,-0.6549525678,0.308828746616884,0,Q9HC38;I3L3Q4;F6TLX2;I3NI27;I3NI24;I3L2C2;I3L1F4;I3L277;I3L1I0,Q9HC38;I3L3Q4;F6TLX2,6;5;5;2;2;2;2;2;1,6;5;5;2;2;2;2;2;1,6;5;5;2;2;2;2;2;1,Glyoxalase domain-containing protein 4,GLOD4,sp|Q9HC38|GLOD4_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|I3L3Q4|I3L3Q4_HUMAN Glyoxalase domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|F6TLX2|F6TLX2_HUMAN Glyoxalase do,6,6,25.6,313,0.654952567805301,0.308828746616884
MCCC2,-0.9005578359,0.313320419781589,0,Q9HCC0;D6RD67,Q9HCC0;D6RD67,2;1,2;1,2;1,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,"sp|Q9HCC0|MCCB_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=1;tr|D6RD67|D6RD67_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=2",2,2,4.4,563,0.900557835906586,0.313320419781589
SDF2L1,-0.6440270883,0.0742708047681889,0,Q9HCN8,Q9HCN8,3,3,3,Stromal cell-derived factor 2-like protein 1,SDF2L1,sp|Q9HCN8|SDF2L_HUMAN Stromal cell-derived factor 2-like protein 1 OS=Homo sapiens OX=9606 GN=SDF2L1 PE=1 SV=2,3,3,28.5,221,0.644027088294501,0.0742708047681889
TM9SF3,-2.0275616664,0.0212368464193926,1,Q9HD45;Q5TB53,Q9HD45;Q5TB53,3;2,3;2,3;2,Transmembrane 9 superfamily member 3,TM9SF3,sp|Q9HD45|TM9S3_HUMAN Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2;tr|Q5TB53|Q5TB53_HUMAN Transmembrane 9 superfamily member (Fragment) OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=8,3,3,3.9,589,2.0275616664064,0.0212368464193926
RAB18,-1.6008523785,0.0058397181210332,1,Q9NP72;A0A087X163;Q5W0J0;H0Y6T8,Q9NP72;A0A087X163,5;4;2;2,5;4;2;2,5;4;2;2,Ras-related protein Rab-18,RAB18,sp|Q9NP72|RAB18_HUMAN Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1;tr|A0A087X163|A0A087X163_HUMAN Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1,5,5,26.2,206,1.60085237852505,0.0058397181210332
ENY2,-2.2582912595,0.00106918888571253,1,Q9NPA8;E5RHX8,Q9NPA8;E5RHX8,2;1,2;1,2;1,Transcription and mRNA export factor ENY2,ENY2,sp|Q9NPA8|ENY2_HUMAN Transcription and mRNA export factor ENY2 OS=Homo sapiens OX=9606 GN=ENY2 PE=1 SV=1;tr|E5RHX8|E5RHX8_HUMAN Transcription and mRNA export factor ENY2 OS=Homo sapiens OX=9606 GN=ENY2 PE=1 SV=1,2,2,25.7,101,2.25829125950327,0.00106918888571253
EXOSC4,-0.2887298177,0.326013259219604,0,Q9NPD3;E9PPI9;E9PI41,Q9NPD3;E9PPI9;E9PI41,6;3;3,6;3;3,6;3;3,Exosome complex component RRP41,EXOSC4,sp|Q9NPD3|EXOS4_HUMAN Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3;tr|E9PPI9|E9PPI9_HUMAN Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=1;tr|E9PI41|E9PI41_HUMAN Exosome complex component RRP41 (Fra,6,6,25.3,245,0.288729817662403,0.326013259219604
NOP10,0.9188250912,0.040022674543369,0,Q9NPE3;H0YM60,Q9NPE3;H0YM60,2;1,2;1,2;1,H/ACA ribonucleoprotein complex subunit 3,NOP10,sp|Q9NPE3|NOP10_HUMAN H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1;tr|H0YM60|H0YM60_HUMAN H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1,2,2,48.4,64,-0.918825091230566,0.040022674543369
LZTFL1,0.4565028159,0.148294246156743,0,Q9NQ48;C9J0R9,Q9NQ48,3;1,3;1,3;1,Leucine zipper transcription factor-like protein 1,LZTFL1,sp|Q9NQ48|LZTL1_HUMAN Leucine zipper transcription factor-like protein 1 OS=Homo sapiens OX=9606 GN=LZTFL1 PE=1 SV=1,3,3,17.4,299,-0.456502815929164,0.148294246156743
TIGAR,-1.316863284,0.0638810616389782,0,Q9NQ88;A0A0U1RQD1,Q9NQ88,8;3,8;3,8;3,"Fructose-2,6-bisphosphatase TIGAR",TIGAR,"sp|Q9NQ88|TIGAR_HUMAN Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1",8,8,33,270,1.3168632840443,0.0638810616389782
RTN4,-2.600357524,0.00084455491972853,1,Q9NQC3;F8W914;H7C106;A0A0U1RQR6,Q9NQC3;F8W914;H7C106,6;5;3;1,6;5;3;1,6;5;3;1,Reticulon-4;Reticulon,RTN4,sp|Q9NQC3|RTN4_HUMAN Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2;tr|F8W914|F8W914_HUMAN Reticulon OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=1;tr|H7C106|H7C106_HUMAN Reticulon (Fragment) OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=1,6,6,8.6,1192,2.60035752404594,0.00084455491972853
RPRD1B,-2.0218124475,0.00824172943878865,1,Q9NQG5;A2A2M0,Q9NQG5,4;1,4;1,4;1,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B,sp|Q9NQG5|RPR1B_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1,4,4,15.6,326,2.02181244753789,0.00824172943878865
NIT2,-2.0518360091,0.00646631736944095,1,Q9NQR4;H7C579;F8WF70,Q9NQR4;H7C579,5;4;1,5;4;1,5;4;1,Omega-amidase NIT2,NIT2,sp|Q9NQR4|NIT2_HUMAN Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1;tr|H7C579|H7C579_HUMAN Omega-amidase NIT2 (Fragment) OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=8,5,5,28.3,276,2.05183600913305,0.00646631736944095
EXOSC3,0.0438840892,0.935909357209267,0,Q9NQT5,Q9NQT5,2,2,2,Exosome complex component RRP40,EXOSC3,sp|Q9NQT5|EXOS3_HUMAN Exosome complex component RRP40 OS=Homo sapiens OX=9606 GN=EXOSC3 PE=1 SV=3,2,2,11.3,275,-0.0438840891650989,0.935909357209267
XPNPEP1,-2.7576668029,0.0054880207314836,1,Q9NQW7;Q5T6H3;Q5T6H2;Q5T6H7,Q9NQW7;Q5T6H3;Q5T6H2;Q5T6H7,6;4;4;4,6;4;4;4,6;4;4;4,Xaa-Pro aminopeptidase 1,XPNPEP1,sp|Q9NQW7|XPP1_HUMAN Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=3;tr|Q5T6H3|Q5T6H3_HUMAN Xaa-Pro aminopeptidase 1 (Fragment) OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=1;tr|Q5T6H2|Q5T6H2_HUMAN Xaa-Pro aminopeptidase 1 (Fragment) OS,6,6,13.5,623,2.7576668028997,0.0054880207314836
DIABLO,-0.7778733304,0.183769729406902,0,Q9NR28;H7BZQ7;H7BZK7;A0A2U3TZH2,Q9NR28;H7BZQ7;H7BZK7;A0A2U3TZH2,2;1;1;1,2;1;1;1,2;1;1;1,"Diablo homolog, mitochondrial",DIABLO,"sp|Q9NR28|DBLOH_HUMAN Diablo homolog, mitochondrial OS=Homo sapiens OX=9606 GN=DIABLO PE=1 SV=1;tr|H7BZQ7|H7BZQ7_HUMAN Diablo homolog, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DIABLO PE=1 SV=2;tr|H7BZK7|H7BZK7_HUMAN Diablo homolog, mitochondrial",2,2,8.8,239,0.777873330366148,0.183769729406902
DDX21,-1.258347313,0.00913822818498701,1,Q9NR30;Q9BQ39;A0A087WVC1,Q9NR30,18;2;2,18;2;2,18;2;2,Nucleolar RNA helicase 2,DDX21,sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,18,18,29.6,783,1.2583473129671,0.00913822818498701
SAR1A;SAR1B,-2.6698950962,0.0469004665858663,1,Q9NR31;Q9Y6B6;H0Y5E8;X1WI22;D6RAA2;Q5SQT8;D6RDB2;D6RD69,Q9NR31;Q9Y6B6;H0Y5E8;X1WI22;D6RAA2;Q5SQT8;D6RDB2;D6RD69,4;2;2;2;2;2;2;2,4;2;2;2;2;2;2;2,4;2;2;2;2;2;2;2,GTP-binding protein SAR1a;GTP-binding protein SAR1b,SAR1A;SAR1B,sp|Q9NR31|SAR1A_HUMAN GTP-binding protein SAR1a OS=Homo sapiens OX=9606 GN=SAR1A PE=1 SV=1;sp|Q9Y6B6|SAR1B_HUMAN GTP-binding protein SAR1b OS=Homo sapiens OX=9606 GN=SAR1B PE=1 SV=1;tr|H0Y5E8|H0Y5E8_HUMAN GTP-binding protein SAR1a (Fragment) OS=Homo sapien,4,4,25.8,198,2.6698950961992,0.0469004665858663
NANS,-0.0636535606,0.854598568553081,0,Q9NR45;Q5TBR0;Q5TBR1,Q9NR45,8;1;1,8;1;1,8;1;1,Sialic acid synthase,NANS,sp|Q9NR45|SIAS_HUMAN Sialic acid synthase OS=Homo sapiens OX=9606 GN=NANS PE=1 SV=2,8,8,28.4,359,0.0636535605760971,0.854598568553081
ASH1L,-21.0678368166,5.69200652976144e-08,1,Q9NR48;H0YI82,Q9NR48,3;1,3;1,3;1,Histone-lysine N-methyltransferase ASH1L,ASH1L,sp|Q9NR48|ASH1L_HUMAN Histone-lysine N-methyltransferase ASH1L OS=Homo sapiens OX=9606 GN=ASH1L PE=1 SV=2,3,3,1.9,2969,21.067836816605,5.69200652976144e-08
EIF2B3,-2.2793933059,0.00084485877305381,1,Q9NR50;H0Y580;A0A0D9SEN0,Q9NR50;H0Y580,6;3;2,6;3;2,6;3;2,Translation initiation factor eIF-2B subunit gamma,EIF2B3,sp|Q9NR50|EI2BG_HUMAN Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1;tr|H0Y580|H0Y580_HUMAN Translation initiation factor eIF-2B subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1,6,6,19.9,452,2.27939330586066,0.00084485877305381
POLE3,-2.5524818071,0.000665444545055284,1,Q9NRF9,Q9NRF9,3,3,3,DNA polymerase epsilon subunit 3,POLE3,sp|Q9NRF9|DPOE3_HUMAN DNA polymerase epsilon subunit 3 OS=Homo sapiens OX=9606 GN=POLE3 PE=1 SV=1,3,3,32,147,2.5524818071015,0.000665444545055284
