DCAF6_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RBM4;RBM4B,-0.1682467727,0.209127914887052,0,Q9BWF3;E9PB51;Q9BQ04;E9PLB0;E9PM61;D6R9K7;U3KQD5;J3QRR5,Q9BWF3;E9PB51;Q9BQ04,5;4;3;2;2;2;2;2,5;4;3;2;2;2;2;2,5;4;3;2;2;2;2;2,RNA-binding protein 4;RNA-binding protein 4B,RBM4;RBM4B,sp|Q9BWF3|RBM4_HUMAN RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1;tr|E9PB51|E9PB51_HUMAN RNA-binding protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1;sp|Q9BQ04|RBM4B_HUMAN RNA-binding protein 4B OS=Homo sapiens OX=9606 GN=R,5,5,17.3,364
SF3B5,-0.2533375319,0.115958977377561,0,Q9BWJ5,Q9BWJ5,4,4,4,Splicing factor 3B subunit 5,SF3B5,sp|Q9BWJ5|SF3B5_HUMAN Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1,4,4,59.3,86
HINT2,-0.6613274346,0.00891045933145118,0,Q9BX68,Q9BX68,4,4,4,"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2,"sp|Q9BX68|HINT2_HUMAN Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1",4,4,35,163
SRRT,-0.1835707758,0.476610812231453,0,Q9BXP5;H7C3A1;H7C1K0,Q9BXP5;H7C3A1,16;15;4,16;15;4,16;15;4,Serrate RNA effector molecule homolog,SRRT,sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1;tr|H7C3A1|H7C3A1_HUMAN Serrate RNA effector molecule homolog (Fragment) OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,16,16,19.3,876
CECR5,-0.0065641243,0.98166323547835,0,Q9BXW7;A8MYZ9,Q9BXW7,3;1,3;1,3;1,Cat eye syndrome critical region protein 5,CECR5,sp|Q9BXW7|HDHD5_HUMAN Haloacid dehalogenase-like hydrolase domain-containing 5 OS=Homo sapiens OX=9606 GN=HDHD5 PE=1 SV=1,3,3,9.2,423
MRPL13,0.1792442805,0.501211591433922,0,Q9BYD1;E5RJI7;H0YAX3;E5RFI2,Q9BYD1;E5RJI7,4;3;1;1,4;3;1;1,4;3;1;1,"39S ribosomal protein L13, mitochondrial",MRPL13,"sp|Q9BYD1|RM13_HUMAN 39S ribosomal protein L13, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL13 PE=1 SV=1;tr|E5RJI7|E5RJI7_HUMAN 39S ribosomal protein L13, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL13 PE=1 SV=8",4,4,35.4,178
MRPL1,-0.2680358643,0.573279012373856,0,Q9BYD6;H0Y8N7,Q9BYD6;H0Y8N7,2;1,2;1,2;1,"39S ribosomal protein L1, mitochondrial",MRPL1,"sp|Q9BYD6|RM01_HUMAN 39S ribosomal protein L1, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL1 PE=1 SV=2;tr|H0Y8N7|H0Y8N7_HUMAN 39S ribosomal protein L1, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL1 PE=1 SV=1",2,2,6.8,325
NLN,-0.2311926029,0.120411382995838,0,Q9BYT8;E9PCB6;H0YAF7;H0YAK4,Q9BYT8;E9PCB6;H0YAF7,4;3;2;1,4;3;2;1,4;3;2;1,"Neurolysin, mitochondrial",NLN,"sp|Q9BYT8|NEUL_HUMAN Neurolysin, mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1;tr|E9PCB6|E9PCB6_HUMAN Neurolysin, mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1;tr|H0YAF7|H0YAF7_HUMAN Neurolysin, mitochondrial (Fragment) OS=Homo sapiens OX",4,4,8.4,704
RAB34,-0.2177165351,0.244283303974547,0,Q9BZG1;V9GY61;K7EJW7;K7EIF2;H7C0Y7;C9JBG0;Q96PJ7;E7ES60;C9JY26,Q9BZG1;V9GY61;K7EJW7;K7EIF2;H7C0Y7;C9JBG0;Q96PJ7;E7ES60,4;3;3;3;3;3;3;3;1,4;3;3;3;3;3;3;3;1,4;3;3;3;3;3;3;3;1,Ras-related protein Rab-34,RAB34,"sp|Q9BZG1|RAB34_HUMAN Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1;tr|V9GY61|V9GY61_HUMAN Ras-related protein Rab-34, isoform NARR (Fragment) OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=8;tr|K7EJW7|K7EJW7_HUMAN Ras-related protein Rab",4,4,13.1,259
DPY30,-0.5594152747,0.0800297794937768,0,Q9C005,Q9C005,2,2,2,Protein dpy-30 homolog,DPY30,sp|Q9C005|DPY30_HUMAN Protein dpy-30 homolog OS=Homo sapiens OX=9606 GN=DPY30 PE=1 SV=1,2,2,11.1,99
NAT10,0.3164518021,0.0741484570495351,0,Q9H0A0;A0A087WV29;E9PMU0;E9PJN6,Q9H0A0;A0A087WV29,14;12;2;1,14;12;2;1,14;12;2;1,N-acetyltransferase 10,NAT10,sp|Q9H0A0|NAT10_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2;tr|A0A087WV29|A0A087WV29_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=1,14,14,18.1,1025
XRN2,-0.1368849764,0.312648808810886,0,Q9H0D6,Q9H0D6,17,17,17,5-3 exoribonuclease 2,XRN2,sp|Q9H0D6|XRN2_HUMAN 5-3 exoribonuclease 2 OS=Homo sapiens OX=9606 GN=XRN2 PE=1 SV=1,17,17,18.9,950
DDX47,0.0518174665,0.689263631023446,0,Q9H0S4;F5H1N9,Q9H0S4,10;3,10;3,10;3,Probable ATP-dependent RNA helicase DDX47,DDX47,sp|Q9H0S4|DDX47_HUMAN Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1,10,10,27.5,455
RAB1B,-0.3195753791,0.0581046273852655,0,Q9H0U4;E9PLD0;Q92928,Q9H0U4;E9PLD0,17;13;8,6;6;3,6;6;3,Ras-related protein Rab-1B,RAB1B,sp|Q9H0U4|RAB1B_HUMAN Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1;tr|E9PLD0|E9PLD0_HUMAN Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1,17,6,81.6,201
IRF2BPL,-0.1305245436,0.611810975438859,0,Q9H1B7,Q9H1B7,2,2,2,Interferon regulatory factor 2-binding protein-like,IRF2BPL,sp|Q9H1B7|I2BPL_HUMAN Probable E3 ubiquitin-protein ligase IRF2BPL OS=Homo sapiens OX=9606 GN=IRF2BPL PE=1 SV=1,2,2,3.9,796
EHD4,-0.4098523892,0.107527799716537,0,Q9H223;C9JDQ8,Q9H223,7;1,7;1,5;0,EH domain-containing protein 4,EHD4,sp|Q9H223|EHD4_HUMAN EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,7,5,18.7,541
TMX1,-0.574990717,0.0672725614357101,0,Q9H3N1;G3V448,Q9H3N1,5;2,5;2,5;2,Thioredoxin-related transmembrane protein 1,TMX1,sp|Q9H3N1|TMX1_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1,5,5,17.9,280
RNPEP,-0.0681062983,0.808260712796901,0,Q9H4A4;A0A087WUS4;A0A087WU27;A6NKB8;C9JMZ3;H7C2T3,Q9H4A4;A0A087WUS4;A0A087WU27;A6NKB8;C9JMZ3,5;4;4;4;3;1,5;4;4;4;3;1,5;4;4;4;3;1,Aminopeptidase B,RNPEP,sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2;tr|A0A087WUS4|A0A087WUS4_HUMAN Aminopeptidase B (Fragment) OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=1;tr|A0A087WU27|A0A087WU27_HUMAN Aminopeptidase B (Fragment) OS=Homo sapien,5,5,9.5,650
NOL6,-0.1172132447,0.373030877836258,0,Q9H6R4;A0A0A0MRW6;A0A0C4DFX0,Q9H6R4;A0A0A0MRW6,9;8;1,9;8;1,9;8;1,Nucleolar protein 6,NOL6,sp|Q9H6R4|NOL6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2;tr|A0A0A0MRW6|A0A0A0MRW6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=1,9,9,11.1,1146
PTGES2,0.1151782066,0.332502440911447,0,Q9H7Z7;A6NHH0;X6RJ95,Q9H7Z7;A6NHH0;X6RJ95,8;5;4,8;5;4,8;5;4,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,PTGES2,sp|Q9H7Z7|PGES2_HUMAN Prostaglandin E synthase 2 OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=1;tr|A6NHH0|A6NHH0_HUMAN Prostaglandin E synthase 2 OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=2;tr|X6RJ95|X6RJ95_HUMAN Prostaglandin E synthase 2 (Fragment) OS=Homo ,8,8,30.5,377
PHAX,-0.3634568178,0.0512098289111444,0,Q9H814,Q9H814,2,2,2,Phosphorylated adapter RNA export protein,PHAX,sp|Q9H814|PHAX_HUMAN Phosphorylated adapter RNA export protein OS=Homo sapiens OX=9606 GN=PHAX PE=1 SV=1,2,2,6.9,394
UBE2Z,-0.0484038379,0.8833298074748,0,Q9H832;I3L286;I3L4C5;H0Y9X8;D6RB11,Q9H832,3;1;1;1;1,3;1;1;1;1,3;1;1;1;1,Ubiquitin-conjugating enzyme E2 Z,UBE2Z,sp|Q9H832|UBE2Z_HUMAN Ubiquitin-conjugating enzyme E2 Z OS=Homo sapiens OX=9606 GN=UBE2Z PE=1 SV=2,3,3,10.7,354
SFXN1,-0.0397693453,0.74952145105902,0,Q9H9B4;D6RDG7;S4R2X2;D6RFI0;D6RAE9,Q9H9B4;D6RDG7;S4R2X2;D6RFI0,11;6;6;6;3,11;6;6;6;3,10;6;6;6;3,Sideroflexin-1,SFXN1,sp|Q9H9B4|SFXN1_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4;tr|D6RDG7|D6RDG7_HUMAN Sideroflexin-1 (Fragment) OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=1;tr|S4R2X2|S4R2X2_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=1;tr|,11,10,37,322
L2HGDH,0.2311257774,0.301104128358296,0,Q9H9P8;C9JVN9;G3V272,Q9H9P8;C9JVN9,6;5;1,6;5;1,6;5;1,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,"sp|Q9H9P8|L2HDH_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3;tr|C9JVN9|C9JVN9_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=1",6,6,16.8,463
GRPEL1,-0.1741144913,0.214465063665653,0,Q9HAV7,Q9HAV7,5,5,5,"GrpE protein homolog 1, mitochondrial",GRPEL1,"sp|Q9HAV7|GRPE1_HUMAN GrpE protein homolog 1, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL1 PE=1 SV=2",5,5,26.7,217
C12orf10,-0.1867654986,0.18095464314277,0,Q9HB07;F8VR84;H3BPH3,Q9HB07;F8VR84,11;8;1,11;8;1,2;2;0,"UPF0160 protein MYG1, mitochondrial",C12orf10,sp|Q9HB07|MYG1_HUMAN MYG1 exonuclease OS=Homo sapiens OX=9606 GN=MYG1 PE=1 SV=3;tr|F8VR84|F8VR84_HUMAN MYG1 exonuclease OS=Homo sapiens OX=9606 GN=MYG1 PE=1 SV=1,11,2,34,376
CACYBP,0.2745123227,0.145727334223457,0,Q9HB71;B2ZWH1,Q9HB71,3;1,3;1,3;1,Calcyclin-binding protein,CACYBP,sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2,3,3,15.4,228
MCCC2,-1.5837262998,0.0785069099754349,0,Q9HCC0;D6RD67;A0A0G2JM88;D6R9R1;D6RDF7,Q9HCC0;D6RD67,5;3;1;1;1,5;3;1;1;1,5;3;1;1;1,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,"sp|Q9HCC0|MCCB_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=1;tr|D6RD67|D6RD67_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=2",5,5,11,563
SDF2L1,0.52484798,0.011786263058744,0,Q9HCN8,Q9HCN8,2,2,2,Stromal cell-derived factor 2-like protein 1,SDF2L1,sp|Q9HCN8|SDF2L_HUMAN Stromal cell-derived factor 2-like protein 1 OS=Homo sapiens OX=9606 GN=SDF2L1 PE=1 SV=2,2,2,19,221
TM9SF3,0.5392056896,0.00770580482552393,0,Q9HD45;Q5TB53,Q9HD45;Q5TB53,3;2,3;2,3;2,Transmembrane 9 superfamily member 3,TM9SF3,sp|Q9HD45|TM9S3_HUMAN Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2;tr|Q5TB53|Q5TB53_HUMAN Transmembrane 9 superfamily member (Fragment) OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=8,3,3,3.9,589
EXOSC4,-0.243618369,0.230593773390014,0,Q9NPD3;E9PI41;E9PPI9,Q9NPD3;E9PI41,9;6;3,9;6;3,9;6;3,Exosome complex component RRP41,EXOSC4,sp|Q9NPD3|EXOS4_HUMAN Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3;tr|E9PI41|E9PI41_HUMAN Exosome complex component RRP41 (Fragment) OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=8,9,9,35.9,245
NOP10,0.2038323822,0.191380830018147,0,Q9NPE3,Q9NPE3,6,6,5,H/ACA ribonucleoprotein complex subunit 3,NOP10,sp|Q9NPE3|NOP10_HUMAN H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1,6,5,65.6,64
TIGAR,-0.3332599176,0.172389721551392,0,Q9NQ88;A0A0U1RQD1,Q9NQ88,3;1,3;1,3;1,"Fructose-2,6-bisphosphatase TIGAR",TIGAR,"sp|Q9NQ88|TIGAR_HUMAN Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1",3,3,10.7,270
RTN4,0.0638518255,0.566644971346294,0,Q9NQC3;F8W914;H7C106;A0A0U1RQR6,Q9NQC3;F8W914,7;6;3;2,7;6;3;2,7;6;3;2,Reticulon-4;Reticulon,RTN4,sp|Q9NQC3|RTN4_HUMAN Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2;tr|F8W914|F8W914_HUMAN Reticulon OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=1,7,7,9.4,1192
RPRD1B,0.0191829086,0.883166254170464,0,Q9NQG5;E9PQF3;E9PIQ9;Q96P16;K7EQR8;A2A2M0;A0A0C4DGQ6,Q9NQG5,6;2;2;1;1;1;1,6;2;2;1;1;1;1,6;2;2;1;1;1;1,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B,sp|Q9NQG5|RPR1B_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1,6,6,26.1,326
NIT2,0.9653093713,0.0832830941547451,0,Q9NQR4;H7C579;F8WF70,Q9NQR4;H7C579,4;3;1,4;3;1,4;3;1,Omega-amidase NIT2,NIT2,sp|Q9NQR4|NIT2_HUMAN Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1;tr|H7C579|H7C579_HUMAN Omega-amidase NIT2 (Fragment) OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=8,4,4,22.1,276
ANLN,-0.0618000526,0.891178211481176,0,Q9NQW6;H7C3S1;H7C1C2;H7C1K5,Q9NQW6;H7C3S1,7;4;2;1,7;4;2;1,7;4;2;1,Actin-binding protein anillin,ANLN,sp|Q9NQW6|ANLN_HUMAN Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2;tr|H7C3S1|H7C3S1_HUMAN Anillin (Fragment) OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=1,7,7,7.6,1124
PDLIM7,-0.2373277377,0.124901671041023,0,Q9NR12;D6RF83;H7BYK4;D6RH06;D6RAN1,Q9NR12;D6RF83;H7BYK4;D6RH06,4;3;3;3;1,4;3;3;3;1,4;3;3;3;1,PDZ and LIM domain protein 7,PDLIM7,sp|Q9NR12|PDLI7_HUMAN PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|D6RF83|D6RF83_HUMAN PDZ and LIM domain protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|H7BYK4|H7BYK4_HUMAN PDZ and LIM domain protein 7 (F,4,4,12.3,457
DDX21,0.0966796092,0.607805723781011,0,Q9NR30,Q9NR30,31,31,27,Nucleolar RNA helicase 2,DDX21,sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,31,27,33.7,783
NANS,0.5711289172,0.00849399972192123,0,Q9NR45;Q5TBR0;Q5TBR1,Q9NR45,8;1;1,8;1;1,8;1;1,Sialic acid synthase,NANS,sp|Q9NR45|SIAS_HUMAN Sialic acid synthase OS=Homo sapiens OX=9606 GN=NANS PE=1 SV=2,8,8,25.6,359
EIF2B3,0.1709292309,0.231352335755324,0,Q9NR50;H0Y580;A0A0D9SEN0,Q9NR50;H0Y580,4;2;1,4;2;1,4;2;1,Translation initiation factor eIF-2B subunit gamma,EIF2B3,sp|Q9NR50|EI2BG_HUMAN Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1;tr|H0Y580|H0Y580_HUMAN Translation initiation factor eIF-2B subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1,4,4,12.4,452
AASDHPPT,-0.2744118218,0.0584159066406031,0,Q9NRN7,Q9NRN7,3,3,3,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,AASDHPPT,sp|Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens OX=9606 GN=AASDHPPT PE=1 SV=2,3,3,9.1,309
APOBEC3C,-0.1913667183,0.372000370496112,0,Q9NRW3;Q8IUX4;A0A087WX48,Q9NRW3,4;1;1,4;1;1,3;0;0,DNA dC->dU-editing enzyme APOBEC-3C,APOBEC3C,sp|Q9NRW3|ABC3C_HUMAN DNA dC->dU-editing enzyme APOBEC-3C OS=Homo sapiens OX=9606 GN=APOBEC3C PE=1 SV=2,4,3,25.8,190
FARSB,0.0767183826,0.596084346361788,0,Q9NSD9,Q9NSD9,11,11,11,Phenylalanine--tRNA ligase beta subunit,FARSB,sp|Q9NSD9|SYFB_HUMAN Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,11,11,19.7,589
IARS2,-0.5664391901,0.409228950597912,0,Q9NSE4,Q9NSE4,6,6,6,"Isoleucine--tRNA ligase, mitochondrial",IARS2,"sp|Q9NSE4|SYIM_HUMAN Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=IARS2 PE=1 SV=2",6,6,7.2,1012
LIN7C,-0.0013727562,0.990400059767695,0,Q9NUP9;G3V1D4;O14910;H0YI92;H0YIA8,Q9NUP9;G3V1D4,6;4;1;1;1,6;4;1;1;1,6;4;1;1;1,Protein lin-7 homolog C,LIN7C,"sp|Q9NUP9|LIN7C_HUMAN Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1;tr|G3V1D4|G3V1D4_HUMAN Lin-7 homolog C (C. elegans), isoform CRA_b OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1",6,6,32,197
FAM49B,0.2870304116,0.095284503881871,0,Q9NUQ9;A0A1W2PRQ0;A0A087X178;Q9H0Q0;E5RI16,Q9NUQ9;A0A1W2PRQ0;A0A087X178,7;6;4;2;1,7;6;4;2;1,7;6;4;2;1,Protein FAM49B,FAM49B,sp|Q9NUQ9|CYRIB_HUMAN CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1;tr|A0A1W2PRQ0|A0A1W2PRQ0_HUMAN CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1;tr|A0A087X178|A0A087X178_HUMAN CYFIP-related Rac1 int,7,7,26.5,324
IMP3,-0.8998558101,0.0319098706012564,0,Q9NV31,Q9NV31,2,2,2,U3 small nucleolar ribonucleoprotein protein IMP3,IMP3,sp|Q9NV31|IMP3_HUMAN U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens OX=9606 GN=IMP3 PE=1 SV=1,2,2,15.2,184
DDX18,-0.0814482743,0.723040870162658,0,Q9NVP1;H7C452,Q9NVP1,17;4,17;4,17;4,ATP-dependent RNA helicase DDX18,DDX18,sp|Q9NVP1|DDX18_HUMAN ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2,17,17,30.6,670
ARMC1,0.0126191005,0.917796212350736,0,Q9NVT9,Q9NVT9,1,1,1,Armadillo repeat-containing protein 1,ARMC1,sp|Q9NVT9|ARMC1_HUMAN Armadillo repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=ARMC1 PE=1 SV=1,1,1,7.4,282
SLTM,-0.307049148,0.0369489765687537,0,Q9NWH9;H7C3F4;H0YLW7;H0YMW8;H0YNF3;H0YMR6;H0YLE6;H0YL55;H7BXE3;H0YKH2;H0YMM0,Q9NWH9;H7C3F4,8;5;3;3;3;3;3;3;3;2;1,8;5;3;3;3;3;3;3;3;2;1,8;5;3;3;3;3;3;3;3;2;1,SAFB-like transcription modulator,SLTM,sp|Q9NWH9|SLTM_HUMAN SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2;tr|H7C3F4|H7C3F4_HUMAN SAFB-like transcription modulator (Fragment) OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=1,8,8,9.6,1034
COMMD8,-0.8397646752,0.0218735410386758,0,Q9NX08,Q9NX08,2,2,2,COMM domain-containing protein 8,COMMD8,sp|Q9NX08|COMD8_HUMAN COMM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=COMMD8 PE=1 SV=1,2,2,17.5,183
OCIAD1,-0.3319705203,0.039242495423757,0,Q9NX40;D6RG39;D6RIT9;D6R918;D6RBC5;D6RDI5;D6RA54;D6RC55;D6RDK6;D6RBN5;D6RF07;D6RI08;D6RDK1;D6RIV2;D6R9T5,Q9NX40;D6RG39;D6RIT9;D6R918;D6RBC5;D6RDI5;D6RA54;D6RC55;D6RDK6;D6RBN5,8;5;5;4;4;4;4;4;4;4;3;1;1;1;1,8;5;5;4;4;4;4;4;4;4;3;1;1;1;1,8;5;5;4;4;4;4;4;4;4;3;1;1;1;1,OCIA domain-containing protein 1,OCIAD1,sp|Q9NX40|OCAD1_HUMAN OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1;tr|D6RG39|D6RG39_HUMAN OCIA domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1;tr|D6RIT9|D6RIT9_HUMAN OCIA domain-containing ,8,8,36.7,245
TRMT1,-0.3946582451,0.0312156839830011,0,Q9NXH9;K7EQU7;K7EQQ8,Q9NXH9;K7EQU7;K7EQQ8,2;1;1,2;1;1,2;1;1,tRNA (guanine(26)-N(2))-dimethyltransferase,TRMT1,sp|Q9NXH9|TRM1_HUMAN tRNA (guanine(26)-N(2))-dimethyltransferase OS=Homo sapiens OX=9606 GN=TRMT1 PE=1 SV=1;tr|K7EQU7|K7EQU7_HUMAN tRNA (guanine(26)-N(2))-dimethyltransferase (Fragment) OS=Homo sapiens OX=9606 GN=TRMT1 PE=1 SV=1;tr|K7EQQ8|K7EQQ8_HUMAN tRNA,2,2,3.9,659
GAR1,-0.1095447813,0.467215272876484,0,Q9NY12,Q9NY12,3,3,3,H/ACA ribonucleoprotein complex subunit 1,GAR1,sp|Q9NY12|GAR1_HUMAN H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens OX=9606 GN=GAR1 PE=1 SV=1,3,3,17.5,217
AATF,-0.1681166415,0.166694549668186,0,Q9NY61;A0A087WTH8;A0A087WWS8,Q9NY61;A0A087WTH8;A0A087WWS8,3;2;2,3;2;2,3;2;2,Protein AATF,AATF,sp|Q9NY61|AATF_HUMAN Protein AATF OS=Homo sapiens OX=9606 GN=AATF PE=1 SV=1;tr|A0A087WTH8|A0A087WTH8_HUMAN Protein AATF (Fragment) OS=Homo sapiens OX=9606 GN=AATF PE=1 SV=1;tr|A0A087WWS8|A0A087WWS8_HUMAN Protein AATF (Fragment) OS=Homo sapiens OX=9606 GN=A,3,3,5.7,560
DDX56,0.5659572295,0.0186513689761134,0,Q9NY93;F8WDT8;G3V0G3;H7C3E9;F8WEI3;H7BZN7,Q9NY93;F8WDT8;G3V0G3;H7C3E9,5;4;4;4;1;1,5;4;4;4;1;1,5;4;4;4;1;1,Probable ATP-dependent RNA helicase DDX56,DDX56,sp|Q9NY93|DDX56_HUMAN Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens OX=9606 GN=DDX56 PE=1 SV=1;tr|F8WDT8|F8WDT8_HUMAN Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens OX=9606 GN=DDX56 PE=1 SV=1;tr|G3V0G3|G3V0G3_HUMAN DEAD (Asp-Glu-Ala-,5,5,12.1,547
COA4,0.0799764247,0.665528337257486,0,Q9NYJ1,Q9NYJ1,1,1,1,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial",COA4,"sp|Q9NYJ1|COA4_HUMAN Cytochrome c oxidase assembly factor 4 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=COA4 PE=1 SV=2",1,1,14.9,87
