POC1B_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
CTTN,-0.1549751294,0.176720490811041,0,Q14247,Q14247,2,2,2,Src substrate cortactin,CTTN,sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,2,2,10,550
TRIM25,-0.3256527556,0.0308523342379131,0,Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,5;4,5;4,5;4,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,5,5,11.3,630
FLNC,1.0107156288,0.00201206260944514,1,Q14315,Q14315,55,55,49,Filamin-C,FLNC,sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,55,49,23.4,2725
GALE,-0.742955846,0.000806530776600848,0,Q14376;Q5QPP3;Q5QPP1;Q5QPP4;Q5QPP9,Q14376;Q5QPP3;Q5QPP1,11;7;6;5;3,11;7;6;5;3,11;7;6;5;3,UDP-glucose 4-epimerase,GALE,sp|Q14376|GALE_HUMAN UDP-glucose 4-epimerase OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=2;tr|Q5QPP3|Q5QPP3_HUMAN UDP-glucose 4-epimerase (Fragment) OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=1;tr|Q5QPP1|Q5QPP1_HUMAN UDP-glucose 4-epimerase (Fragment) OS=Homo sap,11,11,44.3,348
MCM6,-0.2500590078,0.128986614494037,0,Q14566,Q14566,22,22,22,DNA replication licensing factor MCM6,MCM6,sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,22,22,31.7,821
USP10,0.1915574004,0.683533984557517,0,Q14694;H3BNL0;Q68D90;H3BNS8;H3BQP1;H3BNA1;H3BVF1;J3KT19,Q14694,4;1;1;1;1;1;1;1,4;1;1;1;1;1;1;1,4;1;1;1;1;1;1;1,Ubiquitin carboxyl-terminal hydrolase 10,USP10,sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2,4,4,8.3,798
GANAB,-0.2894004673,0.0686805225663295,0,Q14697;F5H6X6;E9PKU7;E9PNH1,Q14697;F5H6X6;E9PKU7,27;25;23;5,27;25;23;5,27;25;23;5,Neutral alpha-glucosidase AB,GANAB,sp|Q14697|GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3;tr|F5H6X6|F5H6X6_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=1;tr|E9PKU7|E9PKU7_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens,27,27,41.1,944
MVP,-0.4480458846,0.0232880673498635,0,Q14764;H3BRL2;H3BQK6;H3BP76;H3BUK7;H3BNF6;H3BPZ2;H3BNF2;H3BUP3;H3BQE7,Q14764,23;6;6;5;5;5;2;2;2;2,23;6;6;5;5;5;2;2;2;2,23;6;6;5;5;5;2;2;2;2,Major vault protein,MVP,sp|Q14764|MVP_HUMAN Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,23,23,37,893
LASP1,0.1463489725,0.291090302166837,0,Q14847;C9J9W2,Q14847;C9J9W2,7;5,7;5,5;4,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,7,5,27.6,261
RAB39A;RAB6A;RAB6B,-0.1240595693,0.311171525063203,0,Q14964;P20340;C9JB90;C9JU14;J3KR73,Q14964;P20340;C9JB90;C9JU14;J3KR73,3;2;2;2;2,3;2;2;2;2,1;0;0;0;0,Ras-related protein Rab-39A;Ras-related protein Rab-6A,RAB39A;RAB6A;RAB6B,sp|Q14964|RB39A_HUMAN Ras-related protein Rab-39A OS=Homo sapiens OX=9606 GN=RAB39A PE=1 SV=2;sp|P20340|RAB6A_HUMAN Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3;tr|C9JB90|C9JB90_HUMAN Ras-related protein Rab-6B (Fragment) OS=Homo s,3,1,6.9,217
KPNB1,-0.0217285675,0.82579046131161,0,Q14974;J3KTM9;J3QR48;J3QKQ5;J3KS06,Q14974;J3KTM9,22;12;9;3;1,22;12;9;3;1,22;12;9;3;1,Importin subunit beta-1,KPNB1,sp|Q14974|IMB1_HUMAN Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2;tr|J3KTM9|J3KTM9_HUMAN Importin subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=1,22,22,27.9,876
PSMD6,0.5034458162,0.160876075785289,0,Q15008;C9J0E9;C9J7B7;H7C531,Q15008;C9J0E9,5;3;2;1,5;3;2;1,5;3;2;1,26S proteasome non-ATPase regulatory subunit 6,PSMD6,sp|Q15008|PSMD6_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1;tr|C9J0E9|C9J0E9_HUMAN 26S proteasome non-ATPase regulatory subunit 6 (Fragment) OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,5,5,16.2,389
02-Sep,-0.4155048769,0.0187576995564343,0,Q15019;B5MCX3;C9J2Q4;H7C2Y0;C9J938;C9JB25;H7C310;C9IZU3;C9IY94;C9JQJ4;C9JZI2;B5MD47;F8WB65;C9JFT1;A0A1B0GXJ2;C9JT15;C9JSE7;H7C1T1,Q15019;B5MCX3;C9J2Q4;H7C2Y0,11;10;7;6;5;5;5;5;4;4;2;2;2;2;2;1;1;1,11;10;7;6;5;5;5;5;4;4;2;2;2;2;2;1;1;1,11;10;7;6;5;5;5;5;4;4;2;2;2;2;2;1;1;1,Septin-2,02-Sep,sp|Q15019|SEPT2_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|B5MCX3|B5MCX3_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|C9J2Q4|C9J2Q4_HUMAN Septin-2 (Fragment) OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|H7C2Y0|H7C2Y,11,11,41,361
EFTUD2,-0.2627609018,0.0848477509675988,0,Q15029;K7EP67;K7EJ74,Q15029,18;6;4,16;4;2,16;4;2,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,18,16,20,972
KARS,0.0486290118,0.707747913916508,0,Q15046;H3BVA8;J3KRL2;H3BPV7;H3BRC9,Q15046,14;5;4;2;1,14;5;4;2;1,14;5;4;2;1,Lysine--tRNA ligase,KARS,sp|Q15046|SYK_HUMAN Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,14,14,25.3,597
EIF4H,-0.2417098225,0.0640446012060778,0,Q15056,Q15056,5,5,5,Eukaryotic translation initiation factor 4H,EIF4H,sp|Q15056|IF4H_HUMAN Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5,5,5,26.6,248
PDIA6,-0.2156579637,0.0828100346042914,0,Q15084,Q15084,17,17,17,Protein disulfide-isomerase A6,PDIA6,sp|Q15084|PDIA6_HUMAN Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,17,17,44.3,440
PAFAH1B3,-0.4432677944,0.0264539214898032,0,Q15102;M0R1K3;M0R389;M0QXS6;M0R323;M0QZT2,Q15102;M0R1K3;M0R389,9;6;5;3;3;3,9;6;5;3;3;3,9;6;5;3;3;3,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,sp|Q15102|PA1B3_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1;tr|M0R1K3|M0R1K3_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=PAFAH1B,9,9,64.9,231
PLEC,0.4702897503,0.00494052309446306,0,Q15149;H0YDN1;E9PMV1;E9PKG0;P58107;A0A075B730;E9PQ28;E9PIA2;A0A5F9ZGX0,Q15149;H0YDN1,191;144;17;7;5;5;2;1;1,191;144;17;7;5;5;2;1;1,190;143;17;7;5;5;2;1;0,Plectin,PLEC,sp|Q15149|PLEC_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3;tr|H0YDN1|H0YDN1_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=9,191,190,43.6,4684
PPA1,0.0875727041,0.389697739177086,0,Q15181;Q5SQT6,Q15181;Q5SQT6,18;9,18;9,18;9,Inorganic pyrophosphatase,PPA1,sp|Q15181|IPYR_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2;tr|Q5SQT6|Q5SQT6_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=1,18,18,74.4,289
NONO,-0.315640806,0.0419423874089975,0,Q15233;C9JYS8;C9IZL7;H7C367;C9J4X2;C9JJ13,Q15233;C9JYS8;C9IZL7,23;15;14;8;6;2,21;15;12;6;6;2,21;15;12;6;6;2,Non-POU domain-containing octamer-binding protein,NONO,sp|Q15233|NONO_HUMAN Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4;tr|C9JYS8|C9JYS8_HUMAN Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=8;tr|C9IZL7|C9IZL7_,23,21,48.4,471
QPRT,-0.9099037044,0.00265822741133647,0,Q15274,Q15274,4,4,4,Nicotinate-nucleotide pyrophosphorylase [carboxylating],QPRT,sp|Q15274|NADC_HUMAN Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Homo sapiens OX=9606 GN=QPRT PE=1 SV=3,4,4,13.5,297
RCN1,-0.2616277747,0.341033270477082,0,Q15293,Q15293,4,4,4,Reticulocalbin-1,RCN1,sp|Q15293|RCN1_HUMAN Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,4,4,14.2,331
PCBP1,-0.3640670272,0.0130679684329814,0,Q15365;F8VTZ0;H3BSP4;P57723;C9K0A2;F8WC71;C9IZV9;C9J7A9;C9JSA6;C9J5V4;C9JTY5;C9JZY3;C9J0A4,Q15365,20;3;2;1;1;1;1;1;1;1;1;1;1,20;3;2;1;1;1;1;1;1;1;1;1;1,16;0;0;0;0;0;0;0;0;0;0;0;0,Poly(rC)-binding protein 1,PCBP1,sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,20,16,85.1,356
SF3B3,-0.2878613118,0.0395980919614489,0,Q15393;H3BMB0;J3QRB2;J3QL37;I3L4G7,Q15393,32;1;1;1;1,32;1;1;1;1,32;1;1;1;1,Splicing factor 3B subunit 3,SF3B3,sp|Q15393|SF3B3_HUMAN Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,32,32,29,1217
CNN3,0.0907178247,0.369900708693296,0,Q15417;E9PDU6,Q15417,7;3,6;3,6;3,Calponin-3,CNN3,sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,7,6,22.8,329
SAFB,-0.0375123903,0.717247100217764,0,Q15424;K7ES42;Q14151,Q15424,6;2;1,6;2;1,6;2;1,Scaffold attachment factor B1,SAFB,sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,6,6,8.7,915
SF3A2,0.4699222299,0.0054566087401921,0,Q15428;K7EMT0,Q15428;K7EMT0,2;1,2;1,2;1,Splicing factor 3A subunit 2,SF3A2,sp|Q15428|SF3A2_HUMAN Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2;tr|K7EMT0|K7EMT0_HUMAN Splicing factor 3A subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2,2,2,6.7,464
SF3A1,-0.0670981847,0.560532695373256,0,Q15459;H7C1L2,Q15459,6;1,6;1,6;1,Splicing factor 3A subunit 1,SF3A1,sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,6,6,7.7,793
TRIP11,-0.3997295807,0.259395371293223,0,Q15643;H0YJ97,Q15643,3;1,3;1,3;1,Thyroid receptor-interacting protein 11,TRIP11,sp|Q15643|TRIPB_HUMAN Thyroid receptor-interacting protein 11 OS=Homo sapiens OX=9606 GN=TRIP11 PE=1 SV=3,3,3,1.5,1979
TRIP13,0.3559035294,0.117142850588389,0,Q15645;H0YAL2,Q15645,3;1,3;1,3;1,Pachytene checkpoint protein 2 homolog,TRIP13,sp|Q15645|PCH2_HUMAN Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2,3,3,10.2,432
MAPRE1,0.0916124788,0.401587937732705,0,Q15691,Q15691,10,10,10,Microtubule-associated protein RP/EB family member 1,MAPRE1,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,10,10,48.5,268
ELAVL1,0.0566579147,0.603485328350859,0,Q15717;M0QZR9;M0R055;Q12926;P26378;A0A494C0Q5;A0A494C0M6;A0A494C011;A0A494C173;B1AM48;A0A494C015;A0A494C1D9;A0A494C0F8;B1APY9;A0A494C147;A0A0A0MRX1,Q15717;M0QZR9,9;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1,9;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1,8;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0,ELAV-like protein 1,ELAVL1,sp|Q15717|ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2;tr|M0QZR9|M0QZR9_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=1,9,8,41.1,326
MYLK,-0.6648047628,0.0026969181944544,0,Q15746,Q15746,1,1,1,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,"sp|Q15746|MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4",1,1,0.4,1914
TOMM34,-0.07021631,0.589544034709056,0,Q15785,Q15785,10,10,10,Mitochondrial import receptor subunit TOM34,TOMM34,sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,10,10,47.2,309
UBE2V2,0.1500464816,0.225028532082079,0,Q15819;G3V113;H0YBP9,Q15819;G3V113;H0YBP9,4;3;2,2;1;1,2;1;1,Ubiquitin-conjugating enzyme E2 variant 2,UBE2V2,sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=4;tr|G3V113|G3V113_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=1;tr|H0YBP9|H0YBP9_HUMAN Ubiquitin-conjug,4,2,30.3,145
NEDD8;NEDD8-MDP1,0.1685440297,0.15861291243897,0,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,3;2;2;2;2,3;2;2;2;2,3;2;2;2;2,NEDD8,NEDD8;NEDD8-MDP1,sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1;tr|F8VSA6|F8VSA6_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=4 SV=1;tr|E9PS38|E9PS38_HUMAN NEDD8-MDP1 readthrough OS=Homo sapiens OX=9606 GN=NEDD8-MDP1 PE=4 SV=2;tr|S4R3E9|S4R3E9_HU,3,3,40.7,81
ADRM1,0.0235381831,0.817991780913852,0,Q16186;A0A087WUX6;A0A087WX59,Q16186;A0A087WUX6;A0A087WX59,4;2;2,4;2;2,4;2;2,Proteasomal ubiquitin receptor ADRM1,ADRM1,sp|Q16186|ADRM1_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2;tr|A0A087WUX6|A0A087WUX6_HUMAN Proteasomal ubiquitin receptor ADRM1 (Fragment) OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=1;tr|A0A087WX59|A0A087WX59_HUMAN P,4,4,15.5,407
UAP1,0.5127296973,0.13718066628105,0,Q16222,Q16222,9,9,8,UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase,UAP1,sp|Q16222|UAP1_HUMAN UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3,9,8,20.1,522
DDB1,-0.1116874783,0.279670486527684,0,Q16531;F5GY55;F5GWI0;F5GZY8;F5H2L3;F5H198,Q16531;F5GY55,20;17;2;2;2;1,20;17;2;2;2;1,20;17;2;2;2;1,DNA damage-binding protein 1,DDB1,sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,20,20,26.8,1140
MRPL23,0.0127261006,0.936437237682248,0,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,Q16540;A6NJD9;A8MVT4;A8MYK1,3;2;2;2;1,3;2;2;2;1,3;2;2;2;1,"39S ribosomal protein L23, mitochondrial",MRPL23,"sp|Q16540|RM23_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A6NJD9|A6NJD9_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A8MVT4|A8MVT4_HUMAN 39S ribosomal prote",3,3,21.6,153
CDC37,-0.0476859675,0.778844884847037,0,Q16543;K7EQA9;K7EKQ2;K7EL68,Q16543;K7EQA9;K7EKQ2,5;3;3;2,5;3;3;2,5;3;3;2,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EKQ2|K7EKQ2_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,5,5,18.3,378
FSCN1,0.1420571581,0.254014890335801,0,Q16658;C9JPH9;C9JFC0;A0A0A0MSB2,Q16658,26;4;4;4,26;4;4;4,26;4;4;4,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,26,26,63.3,493
DECR1,-0.7172617079,0.0013363821333248,0,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2;H0YAW3,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2,4;3;3;2;2;1,4;3;3;2;2;1,4;3;3;2;2;1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",4,4,15.5,335
NDUFA5,-0.156645699,0.21892336151732,0,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5;A0A087WXR5,Q16718;F8WAS3;A0A087X1G1;H7BYD0;C9IZN5,4;3;3;3;2;1,4;3;3;3;2;1,4;3;3;3;2;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3;tr|F8WAS3|F8WAS3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=1;t,4,4,42.2,116
TST,-1.3182940649,0.000682610720862354,1,Q16762;B1AH48,Q16762,3;1,3;1,3;1,Thiosulfate sulfurtransferase,TST,sp|Q16762|THTR_HUMAN Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4,3,3,20.9,297
HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ,-0.2819148534,0.0318506181725513,0,Q16778;P33778;P23527;P06899;Q6DRA6;Q6DN03,Q16778;P33778;P23527;P06899,15;14;14;14;5;5,5;5;5;5;5;5,1;1;1;1;1;1,Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ,sp|Q16778|H2B2E_HUMAN Histone H2B type 2-E OS=Homo sapiens OX=9606 GN=H2BC21 PE=1 SV=3;sp|P33778|H2B1B_HUMAN Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=H2BC3 PE=1 SV=2;sp|P23527|H2B1O_HUMAN Histone H2B type 1-O OS=Homo sapiens OX=9606 GN=H2BC17 PE=1 S,15,1,77.8,126
UPP1,-0.5301797457,0.141145238796946,0,Q16831;F8WD51;C9J486;C9JIP2;B4DND0;C9K0J2,Q16831;F8WD51;C9J486;C9JIP2;B4DND0,4;3;3;3;3;1,4;3;3;3;3;1,4;3;3;3;3;1,Uridine phosphorylase 1,UPP1,sp|Q16831|UPP1_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|F8WD51|F8WD51_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|C9J486|C9J486_HUMAN Uridine phosphorylase 1 (Fragment) OS=Homo sapiens OX=960,4,4,14.5,310
CDO1,0.0833380588,0.449647457458958,0,Q16878,Q16878,2,2,2,Cysteine dioxygenase type 1,CDO1,sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,2,2,21,200
HNRNPUL2;HNRNPUL2-BSCL2,-0.3476393673,0.0997214423666377,0,Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,10;9,10;9,10;9,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,10,10,19.9,747
SMU1,-0.5022654989,0.0158027753837587,0,Q2TAY7,Q2TAY7,4,4,4,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,4,4,10.1,513
TRMT5,0.1453956681,0.271327898140696,0,Q32P41,Q32P41,2,2,2,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,sp|Q32P41|TRM5_HUMAN tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,2,2,4.7,509
UAP1L1,-1.0262458561,0.000686058963248612,1,Q3KQV9;A0A087X226,Q3KQV9,3;1,2;1,2;1,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,UAP1L1,sp|Q3KQV9|UAP1L_HUMAN UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Homo sapiens OX=9606 GN=UAP1L1 PE=1 SV=2,3,2,5.9,507
TUBB8,0.0525816053,0.59120984682856,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,11;10;10,2;2;2,2;2;2,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,11,2,23.4,444
FAM98B,-0.0218291537,0.834328641713147,0,Q52LJ0,Q52LJ0,6,6,4,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,6,4,14.5,433
HSP90AB2P,-0.3018582093,0.0996283117965049,0,Q58FF8,Q58FF8,10,2,2,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,10,2,19.9,381
MAGED2,-0.6964595386,0.0189124859734336,0,Q9UNF1;Q5H909;Q5H907,Q9UNF1;Q5H909;Q5H907,5;5;3,5;5;3,5;5;3,Melanoma-associated antigen D2,MAGED2,"sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H909|Q5H909_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H907|Q5H907_HUMAN Melanoma antigen family D, 2, isoform ",5,5,12.4,606
