Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity WSB2-N1,Intensity WSB2-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
Q9P270;D6RIF6;H0Y9L2,Q9P270;D6RIF6,18;9;3,18;9;3,18;9;3,SLAIN motif-containing protein 2,SLAIN2,sp|Q9P270|SLAI2_HUMAN SLAIN motif-containing protein 2 OS=Homo sapiens OX=9606 GN=SLAIN2 PE=1 SV=2;tr|D6RIF6|D6RIF6_HUMAN SLAIN motif-containing protein 2 OS=Homo sapiens OX=9606 GN=SLAIN2 PE=1 SV=1,18,18,44.2,4.25717907948666,4.09415654932906,28.7913828604999,28.3319784130517
P55011;G3XAL9,P55011;G3XAL9,3;2,3;2,3;2,Solute carrier family 12 member 2,SLC12A2,"sp|P55011|S12A2_HUMAN Solute carrier family 12 member 2 OS=Homo sapiens OX=9606 GN=SLC12A2 PE=1 SV=1;tr|G3XAL9|G3XAL9_HUMAN Solute carrier family 12 (Sodium/potassium/chloride transporters), member 2, isoform CRA_a OS=Homo sapiens OX=9606 GN=SLC12A2 PE=1 S",3,3,3.8,4.25717907948666,4.09415654932906,25.0655430139324,23.8313242554478
Q9UP95;I3L4N6;Q9UHW9;B3KXX3;H0YMQ9;H0YKQ8;Q9H2X9;A0A1B0GVB1;J3QSF2,Q9UP95;I3L4N6;Q9UHW9;B3KXX3;H0YMQ9;H0YKQ8,4;4;3;3;2;2;1;1;1,4;4;3;3;2;2;1;1;1,4;4;3;3;2;2;1;1;1,Solute carrier family 12 member 4;Solute carrier family 12 member 6,SLC12A4;SLC12A6,sp|Q9UP95|S12A4_HUMAN Solute carrier family 12 member 4 OS=Homo sapiens OX=9606 GN=SLC12A4 PE=1 SV=2;tr|I3L4N6|I3L4N6_HUMAN Solute carrier family 12 member 4 OS=Homo sapiens OX=9606 GN=SLC12A4 PE=1 SV=1;sp|Q9UHW9|S12A6_HUMAN Solute carrier family 12 member,4,4,4.3,22.1941520624989,22.812528307907,22.464508857697,25.0245793486133
Q15758;M0QXM4;M0QX44;M0R144,Q15758;M0QXM4;M0QX44,6;4;3;1,6;4;3;1,6;4;3;1,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2;tr|M0QXM4|M0QXM4_HUMAN Amino acid transporter OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=1;tr|M0QX44|M0QX44_HUMAN Amino acid transporter (Fragment) OS=Homo,6,6,12.9,24.1061347812905,21.1804069709644,26.7836922880676,26.6865896481778
Q9UJS0;O75746,Q9UJS0;O75746,2;1,2;1,2;1,Calcium-binding mitochondrial carrier protein Aralar2;Calcium-binding mitochondrial carrier protein Aralar1,SLC25A13;SLC25A12,sp|Q9UJS0|CMC2_HUMAN Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2;sp|O75746|CMC1_HUMAN Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens OX=9606 GN=SLC25A12 PE=1 SV=2,2,2,3.3,23.1171021465898,23.131636844311,4.51247618958678,4.42747165566269
F8VVM2;Q00325;F8VWQ0;F8VZL5;F8VWR4,F8VVM2;Q00325;F8VWQ0,4;3;2;1;1,4;3;2;1;1,4;3;2;1;1,"Phosphate carrier protein, mitochondrial",SLC25A3,"tr|F8VVM2|F8VVM2_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1;sp|Q00325|MPCP_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2;tr|F8VWQ0|F8VWQ0_HUMAN Phosphate carrier",4,4,17.6,27.1466646903004,24.2157125054863,24.5025778722715,24.6641091306323
P05141;P12235;V9GYG0;Q9H0C2,P05141,13;5;4;3,13;5;4;3,6;0;0;0,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",SLC25A5,sp|P05141|ADT2_HUMAN ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7,13,6,40.6,30.293183423719,28.1223315628485,28.9423204399279,28.6233469779174
P12236,P12236,9,2,2,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,9,2,30.9,25.113585438501,24.8212564363579,24.025852364603,23.3599789946815
P11169;Q8TDB8;F5GYR5,P11169;Q8TDB8;F5GYR5,2;1;1,2;1;1,2;1;1,"Solute carrier family 2, facilitated glucose transporter member 3;Solute carrier family 2, facilitated glucose transporter member 14",SLC2A3;SLC2A14,"sp|P11169|GTR3_HUMAN Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens OX=9606 GN=SLC2A3 PE=1 SV=1;sp|Q8TDB8|GTR14_HUMAN Solute carrier family 2, facilitated glucose transporter member 14 OS=Homo sapiens OX=9606 GN=SLC2A14 P",2,2,3.6,22.4475080485197,21.9182343430211,25.110362871196,24.0834273860512
Q9Y6M5,Q9Y6M5,2,2,2,Zinc transporter 1,SLC30A1,sp|Q9Y6M5|ZNT1_HUMAN Zinc transporter 1 OS=Homo sapiens OX=9606 GN=SLC30A1 PE=1 SV=3,2,2,6.3,4.25717907948666,4.09415654932906,23.8960596197741,25.3087617438785
Q96QD8;F8VUY8,Q96QD8;F8VUY8,2;1,2;1,2;1,Sodium-coupled neutral amino acid transporter 2,SLC38A2,sp|Q96QD8|S38A2_HUMAN Sodium-coupled neutral amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC38A2 PE=1 SV=2;tr|F8VUY8|F8VUY8_HUMAN Sodium-coupled neutral amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC38A2 PE=1 SV=1,2,2,7.3,4.25717907948666,4.09415654932906,26.1842718424596,25.9810033053832
P08195;F5GZS6;J3KPF3;F5H0E2;H0YFS2;F5H867;F5GZI0;H0YFX4;F5GZR9,P08195;F5GZS6;J3KPF3,22;22;22;8;8;5;5;3;2,22;22;22;8;8;5;5;3;2,22;22;22;8;8;5;5;3;2,4F2 cell-surface antigen heavy chain,SLC3A2,sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3;tr|F5GZS6|F5GZS6_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1;tr|J3KPF3|J3KPF3_HUMAN 4F2 cell-surface antigen hea,22,22,42.1,25.513522320173,23.7991685586696,30.040485009542,29.5768847488327
A0A087X0M4;Q9BWU0;A0A087WWF4;H7C256,A0A087X0M4;Q9BWU0,8;7;3;1,8;7;3;1,8;7;3;1,Kanadaptin,SLC4A1AP,tr|A0A087X0M4|A0A087X0M4_HUMAN Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1;sp|Q9BWU0|NADAP_HUMAN Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1,8,8,15.6,4.25717907948666,4.09415654932906,26.8599388923431,26.3046947270831
E9PFN4;A0A0A0MST8;Q9Y6M7;H7C3C4;C9JRP1,E9PFN4;A0A0A0MST8;Q9Y6M7;H7C3C4;C9JRP1,6;5;4;4;4,6;5;4;4;4,6;5;4;4;4,Anion exchange protein;Sodium bicarbonate cotransporter 3,SLC4A7,tr|E9PFN4|E9PFN4_HUMAN Anion exchange protein OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=1;tr|A0A0A0MST8|A0A0A0MST8_HUMAN Anion exchange protein OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=1;sp|Q9Y6M7|S4A7_HUMAN Sodium bicarbonate cotransporter 3 OS=Homo sapi,6,6,6.3,4.25717907948666,4.09415654932906,26.096978089644,25.8753258374062
P48029;H7C249;H7C222,P48029,6;1;1,6;1;1,5;1;1,Sodium- and chloride-dependent creatine transporter 1,SLC6A8,sp|P48029|SC6A8_HUMAN Sodium- and chloride-dependent creatine transporter 1 OS=Homo sapiens OX=9606 GN=SLC6A8 PE=1 SV=1,6,5,9.4,4.25717907948666,4.09415654932906,26.8301397270758,26.67734371881
Q01650;Q92536;Q9UM01;H0YJ95;A0A0C4DGL4;G3V4Z6,Q01650;Q92536;Q9UM01;H0YJ95;A0A0C4DGL4;G3V4Z6,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,Large neutral amino acids transporter small subunit 1;Y+L amino acid transporter 2;Y+L amino acid transporter 1,SLC7A5;SLC7A6;SLC7A7,sp|Q01650|LAT1_HUMAN Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2;sp|Q92536|YLAT2_HUMAN Y+L amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC7A6 PE=1 SV=3;sp|Q9UM01|YLAT1_HUMAN Y+L amino acid trans,2,2,4.1,20.9895386379615,22.0564932808362,23.1205074764445,24.7521049694139
O14745;J3QRP6,O14745;J3QRP6,3;2,3;2,3;2,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,SLC9A3R1,sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4;tr|J3QRP6|J3QRP6_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (Fragment) OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=1,3,3,12.6,4.25717907948666,4.09415654932906,25.2110398649686,24.5131005940185
Q9H2G2;A0A5F9ZH68,Q9H2G2,38;1,38;1,37;1,STE20-like serine/threonine-protein kinase,SLK,sp|Q9H2G2|SLK_HUMAN STE20-like serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=SLK PE=1 SV=1,38,37,33.8,23.2678519571886,25.4657235752549,31.4798606860779,31.1097354241086
Q9NWH9;H7C3F4;H7BXE3;H0YLW7;H0YMW8;H0YNF3;H0YMR6;H0YLE6;H0YL55;H0YKH2;H0YMM0,Q9NWH9;H7C3F4,9;6;4;2;2;2;2;2;2;1;1,9;6;4;2;2;2;2;2;2;1;1,9;6;4;2;2;2;2;2;2;1;1,SAFB-like transcription modulator,SLTM,sp|Q9NWH9|SLTM_HUMAN SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2;tr|H7C3F4|H7C3F4_HUMAN SAFB-like transcription modulator (Fragment) OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=1,9,9,10.7,4.25717907948666,4.09415654932906,26.6071022555497,27.2203885134147
O95391;A0A0C4DGD2;E5RGM7;E5RK41,O95391,4;1;1;1,4;1;1;1,4;1;1;1,Pre-mRNA-splicing factor SLU7,SLU7,sp|O95391|SLU7_HUMAN Pre-mRNA-splicing factor SLU7 OS=Homo sapiens OX=9606 GN=SLU7 PE=1 SV=2,4,4,11.4,4.25717907948666,4.09415654932906,26.8382186957196,26.1062945570303
O00193;E9PM92;E9PQA1;E9PRZ9,O00193;E9PM92;E9PQA1,5;5;3;2,5;5;3;2,5;5;3;2,Small acidic protein,SMAP;C11orf58,sp|O00193|SMAP_HUMAN Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1;tr|E9PM92|E9PM92_HUMAN Chromosome 11 open reading frame 58 OS=Homo sapiens OX=9606 GN=C11orf58 PE=1 SV=2;tr|E9PQA1|E9PQA1_HUMAN Chromosome 11 open reading frame 58 OS=Homo,5,5,23.0,4.25717907948666,4.09415654932906,29.4269839268553,29.3178190868242
Q8IYB5;A0A087X1X9,Q8IYB5;A0A087X1X9,3;2,3;2,3;2,Stromal membrane-associated protein 1,SMAP1,sp|Q8IYB5|SMAP1_HUMAN Stromal membrane-associated protein 1 OS=Homo sapiens OX=9606 GN=SMAP1 PE=1 SV=2;tr|A0A087X1X9|A0A087X1X9_HUMAN Stromal membrane-associated protein 1 OS=Homo sapiens OX=9606 GN=SMAP1 PE=1 SV=1,3,3,7.7,23.8909678040963,24.6941831480787,27.7330506053849,27.4090840055084
Q8WU79;X6RCC3;A0A087WV97,Q8WU79;X6RCC3;A0A087WV97,2;2;2,2;2;2,2;2;2,Stromal membrane-associated protein 2,SMAP2,sp|Q8WU79|SMAP2_HUMAN Stromal membrane-associated protein 2 OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1;tr|X6RCC3|X6RCC3_HUMAN Stromal membrane-associated protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1;tr|A0A087WV97|A0A087WV97_HUMAN Stromal,2,2,5.6,4.25717907948666,4.09415654932906,24.6505329050837,24.5535032108207
O60264;P28370;A0A0A0MRP6;B7ZLQ5,O60264,21;8;8;8,21;8;8;8,21;8;8;8,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,SMARCA5,sp|O60264|SMCA5_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1,21,21,19.4,4.25717907948666,4.09415654932906,28.063425529933,27.560415055522
Q9H4L7;F8W9M2;D6RAY8,Q9H4L7,3;1;1,3;1;1,3;1;1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens OX=9606 GN=SMARCAD1 PE=1 SV=2,3,3,4.0,4.25717907948666,4.09415654932906,24.6881649198259,23.8018346397202
Q969G3;A0A2R8Y765;J3QKS7;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8Y7I9;A0A2R8Y4T4;A0A2R8YES3;A0A2R8Y855;B4DGM3;J3QR61;J3KT85;A0A2R8YD78,Q969G3;A0A2R8Y765;J3QKS7;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8Y7I9;A0A2R8Y4T4;A0A2R8YES3;A0A2R8Y855;B4DGM3;J3QR61,6;6;6;6;6;6;6;6;6;6;5;2;2,6;6;6;6;6;6;6;6;6;6;5;2;2,6;6;6;6;6;6;6;6;6;6;5;2;2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,sp|Q969G3|SMCE1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=2;tr|A0A2R8Y765|A0A2R8Y765_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of c,6,6,19.7,4.25717907948666,4.09415654932906,25.3098374109662,25.9975931600503
A6NHR9;J3KTL8;A0A2R8YE92;J3QSH1;A0A2R8YCU7,A6NHR9;J3KTL8,27;20;3;1;1,27;20;3;1;1,27;20;3;1;1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,SMCHD1,sp|A6NHR9|SMHD1_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SMCHD1 PE=1 SV=2;tr|J3KTL8|J3KTL8_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (Frag,27,27,18.4,4.25717907948666,4.09415654932906,28.4149813028532,27.9860372255197
Q8TEV9,Q8TEV9,30,30,30,Smith-Magenis syndrome chromosomal region candidate gene 8 protein,SMCR8,sp|Q8TEV9|SMCR8_HUMAN Guanine nucleotide exchange protein SMCR8 OS=Homo sapiens OX=9606 GN=SMCR8 PE=1 SV=2,30,30,47.4,23.2200895547741,23.2487568469207,30.0046389889385,29.8002368169124
Q6IN85;G3V5Z3;H0YIY8;H0YJN6;G3V5A2,Q6IN85;G3V5Z3;H0YIY8,15;14;10;3;2,15;14;10;3;2,13;12;9;3;1,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,SMEK1,sp|Q6IN85|P4R3A_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens OX=9606 GN=PPP4R3A PE=1 SV=1;tr|G3V5Z3|G3V5Z3_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens OX=9606 GN=PPP4R3A PE=1 SV=1,15,13,21.2,4.25717907948666,4.09415654932906,28.022316164391,28.2919328458676
Q5MIZ7;G3V4R3;G3V231,Q5MIZ7,7;1;1,5;0;0,5;0;0,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,SMEK2,sp|Q5MIZ7|P4R3B_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3B OS=Homo sapiens OX=9606 GN=PPP4R3B PE=1 SV=2,7,5,11.8,4.25717907948666,4.09415654932906,25.5878361041185,24.0911977551454
Q92540;E9PD50;D6RAD0;E9PEK3;B1ALB4,Q92540;E9PD50;D6RAD0;E9PEK3;B1ALB4,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Protein SMG7,SMG7,sp|Q92540|SMG7_HUMAN Protein SMG7 OS=Homo sapiens OX=9606 GN=SMG7 PE=1 SV=2;tr|E9PD50|E9PD50_HUMAN Protein SMG7 OS=Homo sapiens OX=9606 GN=SMG7 PE=1 SV=1;tr|D6RAD0|D6RAD0_HUMAN Protein SMG7 (Fragment) OS=Homo sapiens OX=9606 GN=SMG7 PE=1 SV=5;tr|E9PEK3|E9P,2,2,2.0,4.25717907948666,4.09415654932906,22.279489296501,21.1527032368812
Q8ND04;J3QRE1;J3KTD7,Q8ND04,3;1;1,3;1;1,3;1;1,Protein SMG8,SMG8,sp|Q8ND04|SMG8_HUMAN Protein SMG8 OS=Homo sapiens OX=9606 GN=SMG8 PE=1 SV=1,3,3,3.9,4.25717907948666,4.09415654932906,24.3452980334292,23.2289801158461
Q9H0W8;M0R0U0;M0R2N0;M0QZC7;M0QZH1;M0QX70;M0QYR7,Q9H0W8,7;3;2;2;1;1;1,7;3;2;2;1;1;1,7;3;2;2;1;1;1,Protein SMG9,SMG9,sp|Q9H0W8|SMG9_HUMAN Protein SMG9 OS=Homo sapiens OX=9606 GN=SMG9 PE=1 SV=1,7,7,21.7,24.0185221342119,24.2692907879062,26.3399747422412,26.0156328341126
O75940,O75940,3,3,3,Survival of motor neuron-related-splicing factor 30,SMNDC1,sp|O75940|SPF30_HUMAN Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens OX=9606 GN=SMNDC1 PE=1 SV=1,3,3,20.6,4.25717907948666,4.09415654932906,25.4760539555603,24.1393833509397
Q9NXE4;H7C1Q6;H7C2J2;H7C2E2;H7C0W5;H7C235,Q9NXE4;H7C1Q6;H7C2J2,8;6;5;3;3;2,8;6;5;3;3;2,6;6;5;3;3;2,Sphingomyelin phosphodiesterase 4,SMPD4,sp|Q9NXE4|NSMA3_HUMAN Sphingomyelin phosphodiesterase 4 OS=Homo sapiens OX=9606 GN=SMPD4 PE=1 SV=3;tr|H7C1Q6|H7C1Q6_HUMAN Sphingomyelin phosphodiesterase 4 (Fragment) OS=Homo sapiens OX=9606 GN=SMPD4 PE=1 SV=1;tr|H7C2J2|H7C2J2_HUMAN Sphingomyelin phosphodi,8,6,13.3,26.226170939818,25.1726841733471,23.5103865497474,23.772517501028
Q2TAL5,Q2TAL5,2,2,2,Smoothelin-like protein 2,SMTNL2,sp|Q2TAL5|SMTL2_HUMAN Smoothelin-like protein 2 OS=Homo sapiens OX=9606 GN=SMTNL2 PE=2 SV=1,2,2,5.0,19.0743871466489,19.9445310083948,27.6514364976685,27.4602471526224
O00161;H3BM38;H3BNE1;H3BR18;H3BPJ0;H3BNG6;H3BU94;H3BR99;H3BP15;H3BQY9,O00161;H3BM38;H3BNE1;H3BR18;H3BPJ0,8;8;7;7;7;3;3;3;2;2,8;8;7;7;7;3;3;3;2;2,6;6;6;6;6;3;3;2;0;0,Synaptosomal-associated protein 23;Synaptosomal-associated protein,SNAP23,sp|O00161|SNP23_HUMAN Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1;tr|H3BM38|H3BM38_HUMAN Synaptosomal-associated protein (Fragment) OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1;tr|H3BNE1|H3BNE1_HUMAN Synaptosomal-associate,8,6,38.4,23.9601377215209,22.6232367244644,27.7772467856112,28.0273875253042
O95721;C9JAF7,O95721;C9JAF7,9;5,9;5,9;5,Synaptosomal-associated protein 29;Synaptosomal-associated protein,SNAP29,sp|O95721|SNP29_HUMAN Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1;tr|C9JAF7|C9JAF7_HUMAN Synaptosomal-associated protein 29 (Fragment) OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,9,9,47.3,25.5354025881087,25.8411976847396,28.7821617427115,28.5138987572373
P37840;E7EPV7;A0A669KB41;A0A669KBH5;H6UYS7;D6RA31,P37840;E7EPV7;A0A669KB41;A0A669KBH5;H6UYS7,4;3;3;3;2;1,4;3;3;3;2;1,4;3;3;3;2;1,Alpha-synuclein,SNCA,sp|P37840|SYUA_HUMAN Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1;tr|E7EPV7|E7EPV7_HUMAN Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1;tr|A0A669KB41|A0A669KB41_HUMAN Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=4 SV=1;tr|A0A6,4,4,52.1,4.25717907948666,4.09415654932906,25.260548606728,24.9764435068977
Q7KZF4;H7C597,Q7KZF4,25;5,25;5,25;5,Staphylococcal nuclease domain-containing protein 1,SND1,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,25,25,35.7,24.3581017074408,24.3404841864504,29.4576765160686,29.3493156201915
O75643;A0A494C1A5,O75643;A0A494C1A5,27;17,27;17,27;17,U5 small nuclear ribonucleoprotein 200 kDa helicase,SNRNP200,sp|O75643|U520_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2;tr|A0A494C1A5|A0A494C1A5_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase (Fragment) OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV,27,27,16.1,4.25717907948666,4.09415654932906,28.5116763574189,27.9238271638114
P09661;H0YKK0;H0YMA0;H0YLR3,P09661;H0YKK0,10;6;4;3,10;6;4;3,10;6;4;3,U2 small nuclear ribonucleoprotein A,SNRPA1,"sp|P09661|RU2A_HUMAN U2 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2;tr|H0YKK0|H0YKK0_HUMAN Small nuclear ribonucleoprotein polypeptide A, isoform CRA_a OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=1",10,10,44.3,4.25717907948666,4.09415654932906,29.918690436952,30.1278018301938
P62314;J3QLR7;J3QLI9,P62314;J3QLR7;J3QLI9,2;1;1,2;1;1,2;1;1,Small nuclear ribonucleoprotein Sm D1,SNRPD1,sp|P62314|SMD1_HUMAN Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1;tr|J3QLR7|J3QLR7_HUMAN Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1;tr|J3QLI9|J3QLI9_HUMAN Small nuclear ribonucleop,2,2,20.2,24.2522698519577,23.8342210405203,25.2128958989837,25.4083066739003
P62316;K7ERG4;K7EJB5,P62316;K7ERG4,6;3;2,6;3;2,6;3;2,Small nuclear ribonucleoprotein Sm D2,SNRPD2,sp|P62316|SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1;tr|K7ERG4|K7ERG4_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1,6,6,55.9,23.9110765843298,21.7860031440655,26.5549526186444,25.8508371350379
P62318;H3BT13,P62318,3;1,3;1,3;1,Small nuclear ribonucleoprotein Sm D3,SNRPD3,sp|P62318|SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1,3,3,20.6,23.9677201977857,23.0641783123041,26.2394342086058,26.186937112316
P62304;A6NHK2,P62304,3;1,3;1,3;1,Small nuclear ribonucleoprotein E,SNRPE,sp|P62304|RUXE_HUMAN Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1,3,3,38.0,4.25717907948666,4.09415654932906,23.5975297557396,25.682603745992
P63162;P14678;J3QLE5;J3KRY3;S4R3P3,P63162;P14678;J3QLE5;J3KRY3;S4R3P3,4;3;3;2;2,4;3;3;2;2,4;3;3;2;2,Small nuclear ribonucleoprotein-associated protein N;Small nuclear ribonucleoprotein-associated proteins B and B,SNRPN;SNRPB,sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1;sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2;tr|J3QLE5|J3QL,4,4,26.2,23.5483967359291,23.1494816895244,28.1248475048456,25.2481125911108
Q13573;G3V3A4;G3V4X8;G3V5R3,Q13573;G3V3A4;G3V4X8,20;17;14;6,20;17;14;6,20;17;14;6,SNW domain-containing protein 1,SNW1,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V3A4|G3V3A4_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V4X8|G3V4X8_HUMAN SNW domain-containing protein 1 OS=Homo s,20,20,44.0,4.25717907948666,4.09415654932906,30.1360174461009,29.7614815373676
Q13596;H0YK42;H0YK43;J3KPH4;H0YKD5;H0YKL5;H0YK58,Q13596;H0YK42,24;18;1;1;1;1;1,24;18;1;1;1;1;1,22;16;1;1;1;1;1,Sorting nexin-1,SNX1,sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3;tr|H0YK42|H0YK42_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=1,24,22,47.5,28.4306171670581,28.4245032813793,31.5659258704621,31.3527392605656
O60749;D6RC15,O60749,16;5,14;5,14;5,Sorting nexin-2,SNX2,sp|O60749|SNX2_HUMAN Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2,16,14,35.6,23.8899472808905,24.2606203879575,28.2890765886668,28.3704019975293
