ATG_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
PPP3CA;PPP3CB,-0.6269110061,0.247882607442826,0,Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8;P48454;H0YC26,Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8,3;2;2;2;2;2;1;1,3;2;2;2;2;2;1;1,3;2;2;2;2;2;1;1,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase,PPP3CA;PPP3CB,sp|Q08209|PP2BA_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1;sp|P16298|PP2BB_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens OX=9606 G,3,3,7.5,521,-0.626911006066148,0.247882607442826
DHX9,-0.8212339981,0.0565068407856895,0,Q08211,Q08211,39,39,39,ATP-dependent RNA helicase A,DHX9,sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,39,39,32.1,1270,-0.821233998104752,0.0565068407856895
LGALS3BP,-3.5147962544,0.000360260511632463,1,Q08380,Q08380,2,2,2,Galectin-3-binding protein,LGALS3BP,sp|Q08380|LG3BP_HUMAN Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1,2,2,5,585,-3.5147962544178,0.000360260511632463
PPID,-1.6082404908,0.00428328589193422,1,Q08752,Q08752,3,3,3,Peptidyl-prolyl cis-trans isomerase D,PPID,sp|Q08752|PPID_HUMAN Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3,3,3,6.2,370,-1.60824049075965,0.00428328589193422
SSRP1,-1.6058012154,0.00797888945776108,1,Q08945;E9PMD4,Q08945,11;2,11;2,11;2,FACT complex subunit SSRP1,SSRP1,sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,11,11,20.5,709,-1.60580121535416,0.00797888945776108
VAC14,-3.1822760544,0.00678090621749003,1,Q08AM6;H3BUU8;H3BQD9,Q08AM6,3;1;1,3;1;1,3;1;1,Protein VAC14 homolog,VAC14,sp|Q08AM6|VAC14_HUMAN Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1,3,3,7.5,782,-3.1822760544441,0.00678090621749003
NSUN2,0.5784985995,0.219833563946551,0,Q08J23;A0A140T9Y7,Q08J23,13;1,13;1,13;1,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2,13,13,20.2,767,0.578498599465101,0.219833563946551
RBBP4,-1.418867843,0.0110499180699095,1,Q09028;H0YCT5;H0YF10;H0YDK2;H0YEU5;Q5JP02;E9PNS2;E9PIC4;E9PNS6;Q5JNZ6,Q09028;H0YCT5;H0YF10;H0YDK2,9;5;5;5;4;4;2;2;2;1,9;5;5;5;4;4;2;2;2;1,4;1;1;1;1;0;1;1;1;0,Histone-binding protein RBBP4,RBBP4,sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3;tr|H0YCT5|H0YCT5_HUMAN Histone-binding protein RBBP4 (Fragment) OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=1;tr|H0YF10|H0YF10_HUMAN Histone-binding protein RBBP4 (,9,4,27.5,425,-1.4188678429975,0.0110499180699095
AHNAK,-1.1090534491,0.0474233332857406,1,Q09666,Q09666,71,71,71,Neuroblast differentiation-associated protein AHNAK,AHNAK,sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,71,71,30.4,5890,-1.10905344906155,0.0474233332857406
HSPA14,0.7256041043,0.0467424011514812,0,Q0VDF9,Q0VDF9,2,2,2,Heat shock 70 kDa protein 14,HSPA14,sp|Q0VDF9|HSP7E_HUMAN Heat shock 70 kDa protein 14 OS=Homo sapiens OX=9606 GN=HSPA14 PE=1 SV=1,2,2,4.1,509,0.725604104311405,0.0467424011514812
AP1B1,-2.7349898094,0.00292967799925744,1,Q10567;C9J1E7,Q10567;C9J1E7,8;5,4;2,4;2,AP-1 complex subunit beta-1,AP1B1,sp|Q10567|AP1B1_HUMAN AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2;tr|C9J1E7|C9J1E7_HUMAN AP-1 complex subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=1,8,4,9.1,949,-2.73498980940285,0.00292967799925744
CPSF1,-0.4600605908,0.286888324903683,0,Q10570,Q10570,2,2,2,Cleavage and polyadenylation specificity factor subunit 1,CPSF1,sp|Q10570|CPSF1_HUMAN Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens OX=9606 GN=CPSF1 PE=1 SV=2,2,2,1.5,1443,-0.460060590809898,0.286888324903683
PMPCA,-1.3489123208,0.274997445776904,0,Q10713;Q5SXN9,Q10713,9;3,9;3,9;3,Mitochondrial-processing peptidase subunit alpha,PMPCA,sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2,9,9,18.9,525,-1.34891232081795,0.274997445776904
SCRN1,-2.1610795356,0.0281689727502933,1,Q12765;B8ZZP4;C9J7U9;C9K052,Q12765,4;1;1;1,4;1;1;1,4;1;1;1,Secernin-1,SCRN1,sp|Q12765|SCRN1_HUMAN Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1 PE=1 SV=2,4,4,11.6,414,-2.16107953558066,0.0281689727502933
TBL3,-2.5297406184,0.000490054073349406,1,Q12788;J3KNP2,Q12788;J3KNP2,2;1,2;1,2;1,Transducin beta-like protein 3,TBL3,sp|Q12788|TBL3_HUMAN Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2;tr|J3KNP2|J3KNP2_HUMAN Transducin beta-like protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=1,2,2,3.1,808,-2.52974061837542,0.000490054073349406
TWF1,-1.7382628876,0.00374962012504747,1,Q12792;F8VS81;F8VRG3,Q12792;F8VS81,4;2;1,4;2;1,3;1;1,Twinfilin-1,TWF1,sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3;tr|F8VS81|F8VS81_HUMAN Twinfilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=1,4,3,12.9,350,-1.73826288755604,0.00374962012504747
ASPH,0.6774398343,0.080935253056014,0,Q12797,Q12797,2,2,2,Aspartyl/asparaginyl beta-hydroxylase,ASPH,sp|Q12797|ASPH_HUMAN Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3,2,2,2.1,758,0.677439834308438,0.080935253056014
SF3A3,-0.6674629262,0.402049789613633,0,Q12874,Q12874,9,9,9,Splicing factor 3A subunit 3,SF3A3,sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1,9,9,19.6,501,-0.66746292618445,0.402049789613633
AIMP1,-0.5975063053,0.151254176349866,0,Q12904;A0A5F9ZHC5;D6R937,Q12904;A0A5F9ZHC5,7;6;2,7;6;2,7;6;2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,sp|Q12904|AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2;tr|A0A5F9ZHC5|A0A5F9ZHC5_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9,7,7,32.7,312,-0.5975063052944,0.151254176349866
ILF2,-0.9516500693,0.122030283177139,0,Q12905;B4DY09;X6R6Z1;A0A0A0MRL0,Q12905;B4DY09,10;9;4;4,10;9;4;4,10;9;4;4,Interleukin enhancer-binding factor 2,ILF2,sp|Q12905|ILF2_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2;tr|B4DY09|B4DY09_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=1,10,10,37.4,390,-0.951650069314451,0.122030283177139
ILF3,-1.7116387573,0.0215611349079943,1,Q12906;K7EQR9;K7EKJ9;K7ERM6;K7ENK6;K7EM82;K7EJ09;K7ER69,Q12906,14;6;6;2;2;2;2;2,14;6;6;2;2;2;2;2,13;6;6;2;2;2;2;2,Interleukin enhancer-binding factor 3,ILF3,sp|Q12906|ILF3_HUMAN Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,14,13,21.7,894,-1.7116387572777,0.0215611349079943
TRAP1,-1.1599791584,0.0462344292055289,1,Q12931;I3L0K7;I3L239;I3L2D5;I3L253,Q12931;I3L0K7,20;14;6;2;1,20;14;6;2;1,20;14;6;2;1,"Heat shock protein 75 kDa, mitochondrial",TRAP1,"sp|Q12931|TRAP1_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3;tr|I3L0K7|I3L0K7_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=1",20,20,32.7,704,-1.1599791583527,0.0462344292055289
TRAF2,0.0084085822,0.985115505197413,0,Q12933,Q12933,2,2,2,TNF receptor-associated factor 2,TRAF2,sp|Q12933|TRAF2_HUMAN TNF receptor-associated factor 2 OS=Homo sapiens OX=9606 GN=TRAF2 PE=1 SV=2,2,2,4.2,501,0.00840858215121076,0.985115505197413
ECH1,-2.0626536168,0.00411381177783338,1,Q13011;M0R248;M0QZW4,Q13011;M0R248;M0QZW4,5;4;3,3;2;1,3;2;1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1,"sp|Q13011|ECH1_HUMAN Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=2;tr|M0R248|M0R248_HUMAN Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=1",5,3,18,328,-2.0626536167566,0.00411381177783338
STK4;STK3,-0.9442207857,0.0822029046316585,0,Q13043;Q13188;A0A087WVN8;F5H5B4,Q13043;Q13188;A0A087WVN8;F5H5B4,2;1;1;1,2;1;1;1,2;1;1;1,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit;Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit,STK4;STK3,sp|Q13043|STK4_HUMAN Serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=STK4 PE=1 SV=2;sp|Q13188|STK3_HUMAN Serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=STK3 PE=1 SV=2;tr|A0A087WVN8|A0A087WVN8_HUMAN Serine/threonine-protein kinase,2,2,6.2,487,-0.944220785682355,0.0822029046316585
FLII,-2.4591391544,0.0020067213702613,1,Q13045;J3KS54;J3QQQ2;J3KS39,Q13045;J3KS54,7;4;2;1,7;4;2;1,7;4;2;1,Protein flightless-1 homolog,FLII,sp|Q13045|FLII_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2;tr|J3KS54|J3KS54_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=1,7,7,8.5,1269,-2.4591391544412,0.0020067213702613
ACACA,-0.2553855781,0.546475862332348,0,Q13085;Q59FY4,Q13085;Q59FY4,2;2,2;2,2;2,Acetyl-CoA carboxylase 1;Biotin carboxylase,ACACA,sp|Q13085|ACACA_HUMAN Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2;tr|Q59FY4|Q59FY4_HUMAN Acetyl-CoA carboxylase 1 (Fragment) OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=1,2,2,1.2,2346,-0.255385578109699,0.546475862332348
IK,-1.9684062033,0.00201861312868563,1,Q13123;D6REL4;E7EQZ7,Q13123;D6REL4;E7EQZ7,2;1;1,2;1;1,2;1;1,Protein Red,IK,sp|Q13123|RED_HUMAN Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3;tr|D6REL4|D6REL4_HUMAN Protein Red (Fragment) OS=Homo sapiens OX=9606 GN=IK PE=1 SV=6;tr|E7EQZ7|E7EQZ7_HUMAN Protein Red (Fragment) OS=Homo sapiens OX=9606 GN=IK PE=1 SV=1,2,2,3.2,557,-1.9684062033007,0.00201861312868563
PRKAA1;PRKAA2,-19.3235408893,6.46325299136027e-06,1,Q13131;Q96E92;P54646;A0A087WXX9,Q13131;Q96E92;P54646;A0A087WXX9,2;2;1;1,2;2;1;1,2;2;1;1,5-AMP-activated protein kinase catalytic subunit alpha-1;5-AMP-activated protein kinase catalytic subunit alpha-2,PRKAA1;PRKAA2,sp|Q13131|AAPK1_HUMAN 5-AMP-activated protein kinase catalytic subunit alpha-1 OS=Homo sapiens OX=9606 GN=PRKAA1 PE=1 SV=4;tr|Q96E92|Q96E92_HUMAN 5-AMP-activated protein kinase catalytic subunit alpha-1 OS=Homo sapiens OX=9606 GN=PRKAA1 PE=1 SV=1;sp|P546,2,2,6.1,559,-19.3235408893461,6.46325299136027e-06
HNRNPA0,-2.4235529095,0.00189428048781336,1,Q13151,Q13151,5,5,5,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,5,5,25.2,305,-2.42355290952665,0.00189428048781336
AIMP2,-1.857030423,0.0135435883615745,1,Q13155;A8MU58,Q13155;A8MU58,4;3,4;3,4;3,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,sp|Q13155|AIMP2_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=AIMP2 PE=1 SV=2;tr|A8MU58|A8MU58_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens OX=9606 GN=A,4,4,16.9,320,-1.8570304229965,0.0135435883615745
PRDX4,-0.6547542385,0.185694615868521,0,Q13162;H7C3T4;A6NG45;A6NJJ0,Q13162;H7C3T4,7;5;2;1,5;3;2;1,5;3;2;1,Peroxiredoxin-4,PRDX4,sp|Q13162|PRDX4_HUMAN Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1;tr|H7C3T4|H7C3T4_HUMAN Peroxiredoxin-4 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,7,5,35.1,271,-0.654754238538244,0.185694615868521
PAK2,-1.4539421266,0.060333649259527,0,Q13177;O75914;H7C1X3;A0A087X294;Q13153;E9PM17;B3KNX7;H0YCG5;B1AKS5,Q13177,14;5;5;5;4;4;4;3;2,14;5;5;5;4;4;4;3;2,14;5;5;5;4;4;4;3;2,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,sp|Q13177|PAK2_HUMAN Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,14,14,46.2,524,-1.4539421265567,0.060333649259527
CBX3,-1.4356931376,0.00736690483233578,1,Q13185;B8ZZ43;C9JMM0;S4R2Y4,Q13185,6;1;1;1,6;1;1;1,5;1;1;1,Chromobox protein homolog 3,CBX3,sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,6,5,34.4,183,-1.4356931375692,0.00736690483233578
PSMD2,-1.4476347051,0.0271271526945476,1,Q13200;H7C1H2;H7C2Q3;C9JPC0,Q13200,19;5;3;3,19;5;3;3,19;5;3;3,26S proteasome non-ATPase regulatory subunit 2,PSMD2,sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3,19,19,28,908,-1.44763470514695,0.0271271526945476
SRSF9,-0.5036115776,0.594123476353869,0,Q13242;S4R3G0;H0YIB4,Q13242;S4R3G0;H0YIB4,4;4;3,3;3;3,3;3;3,Serine/arginine-rich splicing factor 9,SRSF9,sp|Q13242|SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1;tr|S4R3G0|S4R3G0_HUMAN Serine/arginine-rich-splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1;tr|H0YIB4|H0YIB4_HUMAN Serine/arginine-rich-spl,4,3,14,221,-0.503611577566602,0.594123476353869
SRSF5,-18.9262952821,1.78422791874406e-07,1,Q13243,Q13243,3,2,2,Serine/arginine-rich splicing factor 5,SRSF5,sp|Q13243|SRSF5_HUMAN Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1,3,2,12.5,272,-18.9262952820914,1.78422791874406e-07
TRIM28,-2.0927883948,0.00699912904445103,1,Q13263;M0R0K9;M0R3C0;M0R2I3,Q13263;M0R0K9,17;9;2;1,17;9;2;1,17;9;2;1,Transcription intermediary factor 1-beta,TRIM28,sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5;tr|M0R0K9|M0R0K9_HUMAN Transcription intermediary factor 1-beta (Fragment) OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=1,17,17,28.1,835,-2.0927883947851,0.00699912904445103
DHRS2,-2.8635350632,0.000538740605245644,1,Q13268;C9JZP6;H0YJG9;H0YJP4,Q13268;C9JZP6;H0YJG9,16;14;10;6,16;14;10;6,16;14;10;6,"Dehydrogenase/reductase SDR family member 2, mitochondrial",DHRS2,"sp|Q13268|DHRS2_HUMAN Dehydrogenase/reductase SDR family member 2, mitochondrial OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 SV=4;tr|C9JZP6|C9JZP6_HUMAN Dehydrogenase/reductase SDR family member 2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 S",16,16,53.2,280,-2.8635350631873,0.000538740605245644
G3BP1,-1.5083893931,0.147584637531513,0,Q13283;E5RIZ6;E5RI46;E5RIF8;E5RH42;E5RJU8;E5RH00;D6R9X5;D6R9A4,Q13283,15;7;6;6;6;6;3;2;2,15;7;6;6;6;6;3;2;2,13;5;4;4;4;4;1;0;0,Ras GTPase-activating protein-binding protein 1,G3BP1,sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,15,13,29.8,466,-1.50838939307,0.147584637531513
EIF3I,-2.9763523879,0.00124921133602008,1,Q13347;Q5TFK1,Q13347,13;3,13;3,13;3,Eukaryotic translation initiation factor 3 subunit I,EIF3I,sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1,13,13,51.4,325,-2.97635238790215,0.00124921133602008
UBE2V1;TMEM189-UBE2V1,-2.2011832116,0.00180576032419316,1,Q13404;G3V2F7;I3L0A0;A0A0A0MSL3;E5RIF1;D6RG00;H0YBX6,Q13404;G3V2F7;I3L0A0;A0A0A0MSL3,6;4;4;3;1;1;1,6;4;4;3;1;1;1,5;3;3;3;0;0;0,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1;TMEM189-UBE2V1,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;tr|G3V2F7|G3V2F7_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=4 SV=2;tr|I3L0A0|I3L0A0_HUMAN HCG2044781 OS=Ho,6,5,41.5,147,-2.20118321156195,0.00180576032419316
DYNC1I2,-2.4109527206,0.000802849117687516,1,Q13409;E9PGG1;E7EU01;E7EUM4;E7ERR6;E7ERH4;E7ET01;E7ETL8;E7EQU2;E7ESD3;E7EMU4;E7EV09;E7EQL5,Q13409,5;1;1;1;1;1;1;1;1;1;1;1;1,5;1;1;1;1;1;1;1;1;1;1;1;1,5;1;1;1;1;1;1;1;1;1;1;1;1,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,sp|Q13409|DC1I2_HUMAN Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3,5,5,16.6,638,-2.41095272057525,0.000802849117687516
NNT,-0.1398060296,0.79597335640207,0,Q13423;A0A590UJM2;A0A590UK29;E9PCX7;A0A590UK15;D6RAI5;D6RHU2;A0A590UJA4;A0A590UKC7,Q13423;A0A590UJM2;A0A590UK29;E9PCX7;A0A590UK15,7;6;6;6;4;3;1;1;1,7;6;6;6;4;3;1;1;1,2;1;1;1;2;1;1;1;1,"NAD(P) transhydrogenase, mitochondrial",NNT,"sp|Q13423|NNTM_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3;tr|A0A590UJM2|A0A590UJM2_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=1;tr|A0A590UK29|A0A590UK29_HUMAN NAD(P) transh",7,2,9.9,1086,-0.139806029552548,0.79597335640207
SF3B2,-1.6442399854,0.051474864470792,0,Q13435;E9PPJ0;H0YEX5;E9PJ04;H0YCG1;E9PJT3,Q13435;E9PPJ0,8;7;3;3;3;2,8;7;3;3;3;2,8;7;3;3;3;2,Splicing factor 3B subunit 2,SF3B2,sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2;tr|E9PPJ0|E9PPJ0_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=1,8,8,15.5,895,-1.6442399854496,0.051474864470792
PDAP1,-0.0359778599,0.976643960443545,0,Q13442,Q13442,4,4,4,28 kDa heat- and acid-stable phosphoprotein,PDAP1,sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,4,4,23.8,181,-0.0359778599478984,0.976643960443545
SQSTM1,-1.8954237276,0.00944766916255467,1,Q13501;E7EMC7;C9JRJ8;E9PFW8;E3W990;D6RBF1;C9J6J8,Q13501;E7EMC7;C9JRJ8;E9PFW8;E3W990,4;3;2;2;2;1;1,4;3;2;2;2;1;1,4;3;2;2;2;1;1,Sequestosome-1,SQSTM1,sp|Q13501|SQSTM_HUMAN Sequestosome-1 OS=Homo sapiens OX=9606 GN=SQSTM1 PE=1 SV=1;tr|E7EMC7|E7EMC7_HUMAN Sequestosome-1 OS=Homo sapiens OX=9606 GN=SQSTM1 PE=1 SV=1;tr|C9JRJ8|C9JRJ8_HUMAN Sequestosome-1 (Fragment) OS=Homo sapiens OX=9606 GN=SQSTM1 PE=1 SV=1;,4,4,15.7,440,-1.89542372764894,0.00944766916255467
TUBB3,-2.0224525921,0.00291056305121366,1,Q13509;A0A0B4J269;G3V2A3;G3V5W4;G3V2R8;G3V3R4;G3V2N6;G3V542;G3V3J6;G3V3W7,Q13509;A0A0B4J269,27;26;7;4;4;4;4;1;1;1,7;6;2;3;3;3;3;1;1;1,7;6;2;3;3;3;3;1;1;1,Tubulin beta-3 chain,TUBB3,sp|Q13509|TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2;tr|A0A0B4J269|A0A0B4J269_HUMAN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1,27,7,54.4,450,-2.02245259214755,0.00291056305121366
DCTN2,-0.7720720365,0.0773217157128494,0,Q13561;F8W1I6;F8VW18;F8VRV7;H0YI98;H0YHL1;F8VX93;F8W0U6,Q13561;F8W1I6;F8VW18,11;9;7;5;5;3;3;2,11;9;7;5;5;3;3;2,11;9;7;5;5;3;3;2,Dynactin subunit 2,DCTN2,sp|Q13561|DCTN2_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4;tr|F8W1I6|F8W1I6_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=1;tr|F8VW18|F8VW18_HUMAN Dynactin subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=DCTN2 P,11,11,33.2,401,-0.772072036456351,0.0773217157128494
NAE1,0.4134465035,0.184475715787275,0,Q13564;J3KTE3,Q13564,3;1,3;1,3;1,NEDD8-activating enzyme E1 regulatory subunit,NAE1,sp|Q13564|ULA1_HUMAN NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens OX=9606 GN=NAE1 PE=1 SV=1,3,3,7.1,534,0.413446503536311,0.184475715787275
TRA2A,-1.7011393111,0.0432257394488659,1,Q13595,Q13595,3,3,3,Transformer-2 protein homolog alpha,TRA2A,sp|Q13595|TRA2A_HUMAN Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1,3,3,11.3,282,-1.70113931113925,0.0432257394488659
SNX1,-1.2984329948,0.00700846846448383,1,Q13596;H0YK42;H0YK43,Q13596;H0YK42,6;5;1,5;4;1,5;4;1,Sorting nexin-1,SNX1,sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3;tr|H0YK42|H0YK42_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=1,6,5,13.8,522,-1.2984329947543,0.00700846846448383
CUL4B;CUL4A,0.0401574263,0.927226574458461,0,Q13620;Q13619;A0A0A0MR50;A0A669KAX4;K4DI93,Q13620;Q13619;A0A0A0MR50;A0A669KAX4;K4DI93,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Cullin-4B;Cullin-4A,CUL4B;CUL4A,sp|Q13620|CUL4B_HUMAN Cullin-4B OS=Homo sapiens OX=9606 GN=CUL4B PE=1 SV=4;sp|Q13619|CUL4A_HUMAN Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=3;tr|A0A0A0MR50|A0A0A0MR50_HUMAN Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=1;tr|A0A669KAX4|A0A669KA,2,2,5.3,913,0.0401574262796097,0.927226574458461
