RFWD2_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ILF3,0.1657588056,0.220587810720175,0,Q12906;K7EQR9;K7EKJ9;K7ERM6;K7ENK6;K7EM82;K7ELV3;K7EJ09;K7ER69,Q12906,27;7;6;2;2;2;2;2;2,27;7;6;2;2;2;2;2;2,26;7;6;2;2;2;2;2;2,Interleukin enhancer-binding factor 3,ILF3,sp|Q12906|ILF3_HUMAN Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,27,26,36.8,894;180;254;77;79;99;116;122;161
TRAP1,0.2647734019,0.0834359876613313,0,Q12931;I3L0K7;I3L239;I3L2D5;I3L253,Q12931;I3L0K7,24;18;8;2;1,24;18;8;2;1,24;18;8;2;1,"Heat shock protein 75 kDa, mitochondrial",TRAP1,"sp|Q12931|TRAP1_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3;tr|I3L0K7|I3L0K7_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=1",24,24,38.5,704;495;215;108;59
PPP1R8,-0.5052422932,0.042828637952127,0,Q12972;A0A0A0MT09,Q12972;A0A0A0MT09,4;2,4;2,4;2,Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay,PPP1R8,sp|Q12972|PP1R8_HUMAN Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=2;tr|A0A0A0MT09|A0A0A0MT09_HUMAN Nuclear inhibitor of protein phosphatase 1 (Fragment) OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=1,4,4,13.4,351;205
ECH1,-0.0200229577,0.927573553252677,0,Q13011;M0R248;M0QZW4,Q13011;M0R248;M0QZW4,6;5;3,4;3;1,4;3;1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ECH1,"sp|Q13011|ECH1_HUMAN Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=2;tr|M0R248|M0R248_HUMAN Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=1",6,4,23.5,328;267;181
FLII,0.0976342839,0.532870134583916,0,Q13045;J3KS54;J3QQQ2;J3KS39;J3QQU5;J3QLR6,Q13045;J3KS54,7;4;2;1;1;1,7;4;2;1;1;1,7;4;2;1;1;1,Protein flightless-1 homolog,FLII,sp|Q13045|FLII_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2;tr|J3KS54|J3KS54_HUMAN Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=1,7,7,6.9,1269;700;279;51;117;185
IK,-0.0547286497,0.740571997190596,0,Q13123;E7EQZ7;D6REL4,Q13123;E7EQZ7,3;2;1,3;2;1,3;2;1,Protein Red,IK,sp|Q13123|RED_HUMAN Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3;tr|E7EQZ7|E7EQZ7_HUMAN Protein Red (Fragment) OS=Homo sapiens OX=9606 GN=IK PE=1 SV=1,3,3,5.7,557;267;212
TARDBP;TDP43,-0.2230343656,0.249042711139717,0,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A0A0N0M3;K7EJM5;A0A087WXQ5;A0A087WV68;K7EN94;A0A087WXV3;A0A1W2PNU8;A0A087WX67;A0A087WW61;A0A087WZC9;A0A087WYE7;A0A0A0MSV7;K7EJ99;K7EL26;A0A087WZM1;A0A087WTZ4,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A0A0N0M3;K7EJM5;A0A087WXQ5;A0A087WV68;K7EN94,11;10;9;9;9;9;8;7;6;6;6;5;5;4;4;2;2;2;2;1;1;1,11;10;9;9;9;9;8;7;6;6;6;5;5;4;4;2;2;2;2;1;1;1,11;10;9;9;9;9;8;7;6;6;6;5;5;4;4;2;2;2;2;1;1;1,TAR DNA-binding protein 43,TARDBP;TDP43,sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WX29|A0A087WX29_HUMAN TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WYY0|A0A087WYY0_HUMAN TAR DNA-binding pro,11,11,34.3,414;243;304;301;298;295;269;201;200;212;275;175;258;149;138;127;89;84;80;65;78;61
HNRNPA0,-0.2537428885,0.0948445550706769,0,Q13151,Q13151,10,10,10,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1,10,10,44.6,305
PRDX4,0.2021341125,0.285222261105333,0,Q13162;H7C3T4;A6NG45;A6NJJ0,Q13162;H7C3T4,11;6;4;1,9;4;4;1,9;4;4;1,Peroxiredoxin-4,PRDX4,sp|Q13162|PRDX4_HUMAN Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1;tr|H7C3T4|H7C3T4_HUMAN Peroxiredoxin-4 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,11,9,55.4,271;161;186;185
CBX3,-0.3071286056,0.05603072068918,0,Q13185;B8ZZ43;C9JMM0;S4R2Y4,Q13185,8;2;2;2,8;2;2;2,6;2;2;2,Chromobox protein homolog 3,CBX3,sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,8,6,48.6,183;101;62;107
PSMD2,-0.4636488272,0.0481230141460874,0,Q13200;H7C1H2;H7C2Q3;C9JPC0,Q13200,22;7;5;5,22;7;5;5,22;7;5;5,26S proteasome non-ATPase regulatory subunit 2,PSMD2,sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3,22,22,33.6,908;203;143;217
SRSF9,0.2944165866,0.16489791428673,0,Q13242;H0YIB4;S4R3G0,Q13242;H0YIB4;S4R3G0,8;6;6,7;6;5,7;6;5,Serine/arginine-rich splicing factor 9,SRSF9,sp|Q13242|SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1;tr|H0YIB4|H0YIB4_HUMAN Serine/arginine-rich-splicing factor 9 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=8;tr|S4R3G0|S4R3G0_HUMAN Serine/argini,8,7,37.1,221;109;119
SRSF5,0.3354103698,0.179814438100763,0,Q13243,Q13243,5,4,4,Serine/arginine-rich splicing factor 5,SRSF5,sp|Q13243|SRSF5_HUMAN Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1,5,4,18,272
TRIM28,0.6641284006,0.0051442597909359,0,Q13263;M0R0K9;M0R3C0;M0R2I3,Q13263,23;11;3;2,23;11;3;2,23;11;3;2,Transcription intermediary factor 1-beta,TRIM28,sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5,23,23,37,835;460;178;162
DHRS2,-0.1723393532,0.578990411083225,0,Q13268;C9JZP6;H0YJG9;H0YJP4,Q13268;C9JZP6;H0YJG9,17;16;11;8,17;16;11;8,17;16;11;8,"Dehydrogenase/reductase SDR family member 2, mitochondrial",DHRS2,"sp|Q13268|DHRS2_HUMAN Dehydrogenase/reductase SDR family member 2, mitochondrial OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 SV=4;tr|C9JZP6|C9JZP6_HUMAN Dehydrogenase/reductase SDR family member 2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 S",17,17,55.7,280;225;161;180
G3BP1,0.0664559592,0.67810176103662,0,Q13283;E5RIZ6;E5RH42;E5RJU8;E5RI46;E5RIF8;E5RH00;D6R9X5;D6R9A4,Q13283,19;8;7;7;6;6;3;2;2,19;8;7;7;6;6;3;2;2,17;6;5;5;4;4;1;0;0,Ras GTPase-activating protein-binding protein 1,G3BP1,sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,19,17,50.2,466;148;117;153;105;106;37;56;59
EIF3I,-0.0513702441,0.723434244626763,0,Q13347;Q5TFK1,Q13347,15;2,15;2,15;2,Eukaryotic translation initiation factor 3 subunit I,EIF3I,sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1,15,15,54.5,325;125
CTBP1,-0.0724635796,0.810783969384321,0,Q13363;D6RAX2;E7ESU7;E7EPF8;E9PGB1;H0Y8W7;H0Y9M9;E7EUB3;H0Y8U5,Q13363;D6RAX2;E7ESU7;E7EPF8,7;5;4;4;3;3;2;2;1,7;5;4;4;3;3;2;2;1,4;3;2;2;2;2;1;1;0,C-terminal-binding protein 1,CTBP1,sp|Q13363|CTBP1_HUMAN C-terminal-binding protein 1 OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=2;tr|D6RAX2|D6RAX2_HUMAN C-terminal-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=8;tr|E7ESU7|E7ESU7_HUMAN C-terminal-binding protein 1 (Fra,7,4,21.8,440;186;171;202;145;287;145;168;184
UBE2V1;TMEM189-UBE2V1,0.0769254079,0.534584646577885,0,Q13404;G3V2F7;I3L0A0;A0A0A0MSL3;G3V113;E5RIF1;D6RG00;H0YBP9;H0YBX6,Q13404;G3V2F7;I3L0A0,5;3;3;2;2;1;1;1;1,5;3;3;2;2;1;1;1;1,3;1;1;1;0;0;0;0;0,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1;TMEM189-UBE2V1,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;tr|G3V2F7|G3V2F7_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=4 SV=2;tr|I3L0A0|I3L0A0_HUMAN HCG2044781 OS=Ho,5,3,36.1,147;105;370;103;105;52;89;109;154
NNT,-0.0927923477,0.661212309248241,0,Q13423;A0A590UJM2;A0A590UK29;E9PCX7;A0A590UK15;D6RAI5;D6RHU2;A0A590UJA4;A0A590UKC7,Q13423;A0A590UJM2;A0A590UK29;E9PCX7;A0A590UK15,13;11;11;10;9;6;4;4;4,13;11;11;10;9;6;4;4;4,5;3;3;2;5;3;3;3;3,"NAD(P) transhydrogenase, mitochondrial",NNT,"sp|Q13423|NNTM_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3;tr|A0A590UJM2|A0A590UJM2_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=1;tr|A0A590UK29|A0A590UK29_HUMAN NAD(P) transh",13,5,18.6,1086;487;521;955;1027;217;199;201;212
TCOF1,0.1279937308,0.468338954909317,0,Q13428,Q13428,16,16,1,Treacle protein,TCOF1,sp|Q13428|TCOF_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3,16,1,13.6,1488
SF3B2,-0.1814833563,0.259059796521208,0,Q13435;E9PPJ0;H0YEX5;E9PJT3;E9PJ04;H0YCG1,Q13435;E9PPJ0,15;13;7;5;5;5,15;13;7;5;5;5,15;13;7;5;5;5,Splicing factor 3B subunit 2,SF3B2,sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2;tr|E9PPJ0|E9PPJ0_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=1,15,15,22.9,895;878;315;273;353;387
PDAP1,0.3232746515,0.0986692075324085,0,Q13442,Q13442,6,6,6,28 kDa heat- and acid-stable phosphoprotein,PDAP1,sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,6,6,23.8,181
PICALM,-0.3261529009,0.0482287900198272,0,Q13492;E9PJT1;E9PK13,Q13492;E9PJT1;E9PK13,3;2;2,3;2;2,3;2;2,Phosphatidylinositol-binding clathrin assembly protein,PICALM,sp|Q13492|PICAL_HUMAN Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=2;tr|E9PJT1|E9PJT1_HUMAN Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=1;tr|E9PK13|E9P,3,3,6.6,652;48;105
TUBB3,-0.026806992,0.861594035599796,0,Q13509;A0A0B4J269;G3V2A3;Q9H4B7;G3V5W4;G3V2R8;G3V3R4;G3V2N6;G3V542;G3V3J6;G3V3W7,Q13509;A0A0B4J269,27;26;7;5;4;4;4;4;1;1;1,7;6;2;0;3;3;3;3;1;1;1,7;6;2;0;3;3;3;3;1;1;1,Tubulin beta-3 chain,TUBB3,sp|Q13509|TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2;tr|A0A0B4J269|A0A0B4J269_HUMAN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1,27,7,54.4,450;797;189;451;97;118;148;164;46;55;87
DCTN2,0.0204861488,0.878849008129146,0,Q13561;F8W1I6;F8VW18;H0YI98;F8VRV7;H0YHL1;F8VX93;F8W0U6,Q13561;F8W1I6;F8VW18;H0YI98,13;11;9;7;5;3;3;2,13;11;9;7;5;3;3;2,13;11;9;7;5;3;3;2,Dynactin subunit 2,DCTN2,sp|Q13561|DCTN2_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4;tr|F8W1I6|F8W1I6_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=1;tr|F8VW18|F8VW18_HUMAN Dynactin subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=DCTN2 P,13,13,36.2,401;315;278;268;152;128;135;45
TRA2A,-0.1067656213,0.497737802612071,0,Q13595,Q13595,7,7,7,Transformer-2 protein homolog alpha,TRA2A,sp|Q13595|TRA2A_HUMAN Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1,7,7,31.6,282
SNX1,-0.3609192742,0.071869461056003,0,Q13596;H0YK42;H0YK43;J3KPH4;H0YKD5;H0YKL5;H0YK58,Q13596;H0YK42,8;5;1;1;1;1;1,7;4;1;1;1;1;1,7;4;1;1;1;1;1,Sorting nexin-1,SNX1,sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3;tr|H0YK42|H0YK42_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=1,8,7,18.6,522;304;19;102;107;111;128
TSTA3,-0.1021703908,0.424924530904522,0,Q13630;E9PKL9;E9PLH9;E9PP14;A0A0J9YX13;H0YCP7;E9PP60,Q13630;E9PKL9,7;5;3;3;3;2;1,7;5;3;3;3;2;1,7;5;3;3;3;2;1,GDP-L-fucose synthase,TSTA3,sp|Q13630|FCL_HUMAN GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=TSTA3 PE=1 SV=1;tr|E9PKL9|E9PKL9_HUMAN GDP-L-fucose synthase (Fragment) OS=Homo sapiens OX=9606 GN=TSTA3 PE=1 SV=1,7,7,23.7,321;268;118;198;221;64;115
MOGS,-0.3069781321,0.0553187592095757,0,Q13724;A0A3B3IRK6;A0A3B3IRW2;A0A3B3IS52;A0A3B3ITC1;A0A3B3IRI7;C9JDQ1;A0A3B3ITU6;B8ZZE2,Q13724;A0A3B3IRK6;A0A3B3IRW2,11;10;9;5;2;1;1;1;1,11;10;9;5;2;1;1;1;1,11;10;9;5;2;1;1;1;1,Mannosyl-oligosaccharide glucosidase,MOGS,sp|Q13724|MOGS_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5;tr|A0A3B3IRK6|A0A3B3IRK6_HUMAN Mannosyl-oligosaccharide glucosidase (Fragment) OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=1;tr|A0A3B3IRW2|A0A3B3IRW2_HUMAN Mann,11,11,22.2,837;715;562;428;294;113;145;208;209
ALCAM,0.4532598523,0.016212119076406,0,Q13740;F5GXJ9;H7C543,Q13740;F5GXJ9,15;14;5,15;14;5,15;14;5,CD166 antigen,ALCAM,sp|Q13740|CD166_HUMAN CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=2;tr|F5GXJ9|F5GXJ9_HUMAN CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=1,15,15,35.7,583;532;344
SPTAN1,0.1413682525,0.520522387772107,0,Q13813;A0A0D9SF54;A0A0D9SGF6;A0A0D9SFF6;A0A1B0GTB7;A0A1B0GUH3,Q13813;A0A0D9SF54;A0A0D9SGF6,35;34;34;3;2;1,35;34;34;3;2;1,35;34;34;3;2;1,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Sp",35,35,17.7,2472;2457;2498;153;22;51
DDX39B,0.1134600065,0.433911424713488,0,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A0A0MT12;F6S4E6;A0A140T996;A0A140TA18;F6UJC5;A0A140T9X9;H0Y400;A0A140T9K1;A0A140T973;A0A140T9L4;F6R6M7;A0A0G2JJL7;F6QYI9;A0A0G2JHN7;F6S2B7;F6U6E2;H0YCC6;A0A140T9N3;A0A140T9K2,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A0A0MT12;F6S4E6,24;23;19;18;16;14;14;13;11;11;11;11;9;9;9;8;7;6;6;5;5;5;4;2;2,24;23;19;18;16;14;14;13;11;11;11;11;9;9;9;8;7;6;6;5;5;5;4;2;2,11;11;10;10;8;7;7;6;7;8;8;8;3;6;6;5;2;1;1;1;1;1;3;1;1,Spliceosome RNA helicase DDX39B,DDX39B,sp|Q13838|DX39B_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|Q5STU3|Q5STU3_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=2;tr|A0A0G2JJZ9|A0A0G2JJZ9_HUMAN Spliceosome RNA helicase DDX,24,11,61.7,428;425;328;325;289;238;235;231;189;247;245;179;187;138;135;131;197;187;187;95;132;125;141;97;64
EXOSC2,-0.2221563174,0.291073306034486,0,Q13868;A3KFL2;A3KFL5;A3KFL1,Q13868;A3KFL2;A3KFL5,7;5;5;3,7;5;5;3,7;5;5;3,Exosome complex component RRP4,EXOSC2,sp|Q13868|EXOS2_HUMAN Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2 PE=1 SV=2;tr|A3KFL2|A3KFL2_HUMAN Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2 PE=1 SV=1;tr|A3KFL5|A3KFL5_HUMAN Exosome complex component RRP4 (Fragme,7,7,25.6,293;285;237;200
CKAP5,0.031366157,0.86088953488212,0,Q14008;E9PQH5;H0YCF6;H0YEK7;H0YDX5,Q14008,15;2;1;1;1,15;2;1;1;1,15;2;1;1;1,Cytoskeleton-associated protein 5,CKAP5,sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,15,15,9.3,2032;151;166;190;203
IL18,0.5808859684,0.0152611387170165,0,Q14116,Q14116,9,9,9,Interleukin-18,IL18,sp|Q14116|IL18_HUMAN Interleukin-18 OS=Homo sapiens OX=9606 GN=IL18 PE=1 SV=1,9,9,53.4,193
BOP1,0.3718403858,0.0297218669527613,0,Q14137;A0A075B729,Q14137,16;4,16;4,16;4,Ribosome biogenesis protein BOP1,BOP1,sp|Q14137|BOP1_HUMAN Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,16,16,26.7,746;217
EIF3A,-0.0188781911,0.901639639559525,0,Q14152,Q14152,31,31,31,Eukaryotic translation initiation factor 3 subunit A,EIF3A,sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,31,31,23.7,1382
DPYSL3,0.0239893793,0.860791391699716,0,Q14195;H0YBT4;D6RF19,Q14195,14;5;1,12;3;1,11;2;1,Dihydropyrimidinase-related protein 3,DPYSL3,sp|Q14195|DPYL3_HUMAN Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,14,11,36.1,570;209;92
DYNC1H1,0.0397405444,0.749299922614447,0,Q14204;A0A2R8Y706;A0A2R8Y5T0;A0A2R8YFZ7;A0A2R8Y6H2;A0A2R8Y542;H0YJ21;A0A2R8YGC7;A0A2R8Y6I5,Q14204;A0A2R8Y706,66;39;30;28;27;20;8;7;6,66;39;30;28;27;20;8;7;6,66;39;30;28;27;20;8;7;6,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5;tr|A0A2R8Y706|A0A2R8Y706_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1,66,66,20.2,4646;1942;1476;1686;1400;1076;309;421;355
EIF2B1,0.5299607734,0.142690630531865,0,Q14232,Q14232,2,2,2,Translation initiation factor eIF-2B subunit alpha,EIF2B1,sp|Q14232|EI2BA_HUMAN Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1,2,2,8.2,305
EIF4A2,-0.3412418686,0.193301179925035,0,Q14240;E7EQG2,Q14240;E7EQG2,15;13,4;2,4;2,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A2,sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2;tr|E7EQG2|E7EQG2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=1,15,4,38.6,407;362
CTTN,-0.3161788269,0.105276835736054,0,Q14247;H0YEV2;H0YCD9,Q14247,8;1;1,8;1;1,8;1;1,Src substrate cortactin,CTTN,sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,8,8,22.9,550;128;265
TRIM25,-0.3697034652,0.134144354302243,0,Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,7;6,7;6,7;6,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,7,7,15.2,630;456
FLNC,0.4967268273,0.0482976450467004,0,Q14315,Q14315,105,105,96,Filamin-C,FLNC,sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,105,96,43.2,2725
FKBP8,-0.2780592342,0.368573834286889,0,Q14318;A0A0A0MTJ1;U3KQI1;U3KQ64;M0R2K9;M0R1Q0;M0R1S6;M0R2Q6,Q14318;A0A0A0MTJ1,5;3;2;2;2;1;1;1,5;3;2;2;2;1;1;1,5;3;2;2;2;1;1;1,Peptidyl-prolyl cis-trans isomerase FKBP8,FKBP8,sp|Q14318|FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2;tr|A0A0A0MTJ1|A0A0A0MTJ1_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=1,5,5,17.2,412;249;103;182;257;163;167;204
GNA13,1.0479312792,0.383019659895577,0,Q14344,Q14344,2,2,2,Guanine nucleotide-binding protein subunit alpha-13,GNA13,sp|Q14344|GNA13_HUMAN Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens OX=9606 GN=GNA13 PE=1 SV=2,2,2,5.3,377
RBM39,-0.0249180202,0.869368839554264,0,Q14498;A0A0U1RQH7;H0Y4X3;G3XAC6;Q5QP23;A0A0U1RQW2;Q5QP22;Q86U06;A0A087X122,Q14498;A0A0U1RQH7;H0Y4X3;G3XAC6,10;8;8;8;4;3;2;1;1,10;8;8;8;4;3;2;1;1,10;8;8;8;4;3;2;1;1,RNA-binding protein 39,RBM39,sp|Q14498|RBM39_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2;tr|A0A0U1RQH7|A0A0U1RQH7_HUMAN RNA-binding protein 39 (Fragment) OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=1;tr|H0Y4X3|H0Y4X3_HUMAN RNA-binding protein 39 (Fragment) OS=,10,10,27.2,530;245;336;423;231;163;193;439;59
MCM6,-0.229642711,0.296391612911915,0,Q14566,Q14566,24,24,24,DNA replication licensing factor MCM6,MCM6,sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,24,24,34,821
SMC1A,0.0016013786,0.990362718749552,0,Q14683;G8JLG1;H0Y7K8;V9GYN9;V9GY57,Q14683;G8JLG1,20;18;8;1;1,20;18;8;1;1,19;17;8;1;1,Structural maintenance of chromosomes protein 1A;Structural maintenance of chromosomes protein,SMC1A,sp|Q14683|SMC1A_HUMAN Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2;tr|G8JLG1|G8JLG1_HUMAN Structural maintenance of chromosomes protein OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,20,19,20.1,1233;1211;262;54;279
