CRBN_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
PLBD2,0.8961712625,0.0316151637597279,0,Q8NHP8,Q8NHP8,5,5,5,Putative phospholipase B-like 2;Putative phospholipase B-like 2 32 kDa form;Putative phospholipase B-like 2 45 kDa form,PLBD2,sp|Q8NHP8|PLBL2_HUMAN Putative phospholipase B-like 2 OS=Homo sapiens OX=9606 GN=PLBD2 PE=1 SV=2,5,5,12.1,589
NPLOC4,-0.1805959158,0.320226222075303,0,Q8TAT6,Q8TAT6,8,8,8,Nuclear protein localization protein 4 homolog,NPLOC4,sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,8,8,9.7,608
RDH11,-0.1701108955,0.248149658560227,0,Q8TC12;G3V2G6;G3V234;H0YIZ8;H0YJ46,Q8TC12;G3V2G6;G3V234;H0YIZ8,7;6;5;4;3,7;6;5;4;3,7;6;5;4;3,Retinol dehydrogenase 11,RDH11,sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2;tr|G3V2G6|G3V2G6_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=1;tr|G3V234|G3V234_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Ho,7,7,27.7,318
LRRC20,-0.1787547208,0.62893873778296,0,Q8TCA0;X6RK58;A0A0A0MS58,Q8TCA0;X6RK58;A0A0A0MS58,4;4;2,4;4;2,4;4;2,Leucine-rich repeat-containing protein 20,LRRC20,sp|Q8TCA0|LRC20_HUMAN Leucine-rich repeat-containing protein 20 OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=1;tr|X6RK58|X6RK58_HUMAN Leucine-rich repeat-containing protein 20 (Fragment) OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=7;tr|A0A0A0MS58|A0A0A0MS58_HUM,4,4,33.2,184
PNPT1,0.3184311746,0.049868927911231,0,Q8TCS8;H7BXF6;H7C3C5;F8WBI3,Q8TCS8,24;4;3;1,24;4;3;1,24;4;3;1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,"sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",24,24,33.2,783
GEMIN5,-0.5345687293,0.00799816153714955,0,Q8TEQ6,Q8TEQ6,13,13,13,Gem-associated protein 5,GEMIN5,sp|Q8TEQ6|GEMI5_HUMAN Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,13,13,12.3,1508
IPO4,-0.0227917978,0.877641324356862,0,Q8TEX9;H0YN14;H0YN07;H0YMR4;H0YLV0;H0YL92;H0YK93;H0YKG5,Q8TEX9;H0YN14,14;12;4;4;3;3;1;1,14;12;4;4;3;3;1;1,14;12;4;4;3;3;1;1,Importin-4,IPO4,sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2;tr|H0YN14|H0YN14_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=1,14,14,20.4,1081
PPP4R1,-0.1525992409,0.403734610439099,0,Q8TF05;J3KRU1;J3QL26;J3KSB0;J3QLA6;J3QQV0,Q8TF05;J3KRU1;J3QL26;J3KSB0;J3QLA6;J3QQV0,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,Serine/threonine-protein phosphatase 4 regulatory subunit 1,PPP4R1,sp|Q8TF05|PP4R1_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP4R1 PE=1 SV=1;tr|J3KRU1|J3KRU1_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=PPP4R1 PE,2,2,2.3,950
ZC3H15,0.3455529193,0.0911197712322182,0,Q8WU90,Q8WU90,1,1,1,Zinc finger CCCH domain-containing protein 15,ZC3H15,sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,1,1,2.3,426
PPP1R13L,-0.3595427623,0.0355930884589118,0,Q8WUF5;K7EPP1;K7EN03,Q8WUF5,5;2;2,5;2;2,5;2;2,RelA-associated inhibitor,PPP1R13L,sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4,5,5,7.5,828
PDCD6IP,-0.0517154793,0.664775958968316,0,Q8WUM4;A0A3B3IT07;C9IZF9;F8WEQ7;F8WBR8;F8WDK9,Q8WUM4,26;8;6;5;5;4,26;8;6;5;5;4,26;8;6;5;5;4,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,26,26,34.9,868
SCFD1,-0.3987092995,0.018910585053956,0,Q8WVM8;J3KNG4;G3V2M8;G3V4I1;G3V5F3;G3V3K9;G3V363;H0YJS6,Q8WVM8,13;5;4;3;3;2;2;2,13;5;4;3;3;2;2;2,13;5;4;3;3;2;2;2,Sec1 family domain-containing protein 1,SCFD1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,13,13,31,642
UBLCP1,-0.0762804116,0.588951320082232,0,Q8WVY7,Q8WVY7,3,3,3,Ubiquitin-like domain-containing CTD phosphatase 1,UBLCP1,sp|Q8WVY7|UBCP1_HUMAN Ubiquitin-like domain-containing CTD phosphatase 1 OS=Homo sapiens OX=9606 GN=UBLCP1 PE=1 SV=2,3,3,11,318
ATXN2L,0.2074392428,0.514466533614792,0,Q8WWM7;H3BUF6;H3BSK9;H3BSQ5;H3BUE3;H3BRB0;A0A0C4DGL7,Q8WWM7;H3BUF6,6;4;2;1;1;1;1,6;4;2;1;1;1;1,6;4;2;1;1;1;1,Ataxin-2-like protein,ATXN2L,sp|Q8WWM7|ATX2L_HUMAN Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2;tr|H3BUF6|H3BUF6_HUMAN Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=1,6,6,8.4,1075
PSPC1,0.316311746,0.207831118941453,0,Q8WXF1;X6RDA4,Q8WXF1;X6RDA4,7;6,7;6,7;6,Paraspeckle component 1,PSPC1,sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1;tr|X6RDA4|X6RDA4_HUMAN Paraspeckle component 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,7,7,19.9,523
DNAJC9,0.299605595,0.0584538130012602,0,Q8WXX5,Q8WXX5,5,5,5,DnaJ homolog subfamily C member 9,DNAJC9,sp|Q8WXX5|DNJC9_HUMAN DnaJ homolog subfamily C member 9 OS=Homo sapiens OX=9606 GN=DNAJC9 PE=1 SV=1,5,5,28.1,260
DDX1,-0.1081614884,0.404768085242291,0,Q92499;F1T0B3;A0A087X2G1,Q92499;F1T0B3;A0A087X2G1,32;30;30,32;30;30,32;30;30,ATP-dependent RNA helicase DDX1,DDX1,sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;tr|F1T0B3|F1T0B3_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=1;tr|A0A087X2G1|A0A087X2G1_HUMAN ATP-dependent RNA helicase DDX1 O,32,32,54.5,740
H1FX,0.0500531397,0.683103876192444,0,Q92522,Q92522,5,5,5,Histone H1x,H1FX,sp|Q92522|H1X_HUMAN Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,5,5,24.4,213
CCT6B,-0.1190957453,0.421761198876721,0,Q92526,Q92526,8,1,1,T-complex protein 1 subunit zeta-2,CCT6B,sp|Q92526|TCPW_HUMAN T-complex protein 1 subunit zeta-2 OS=Homo sapiens OX=9606 GN=CCT6B PE=1 SV=5,8,1,15.5,530
HSPH1,-0.4225892227,0.0675537724608651,0,Q92598;R4GN69,Q92598,46;9,42;9,8;4,Heat shock protein 105 kDa,HSPH1,sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,46,8,57.1,858
GCN1L1,0.1157091198,0.422914931554309,0,Q92616,Q92616,44,44,44,Translational activator GCN1,GCN1L1,sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,44,44,23,2671
TFG,-0.9932348309,0.0102257586331375,0,Q92734;C9JTY3;C9JUE0;C9JJP5,Q92734;C9JTY3;C9JUE0;C9JJP5,5;4;4;4,5;4;4;4,5;4;4;4,Protein TFG,TFG,sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2;tr|C9JTY3|C9JTY3_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JUE0|C9JUE0_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JJP5,5,5,16.2,400
HDAC2,-0.2218381733,0.142210001814255,0,Q92769;H3BM24;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;E5RFI6,Q92769;H3BM24,12;6;3;3;3;3;3;3;2,12;6;3;3;3;3;3;3;2,7;3;0;0;0;0;0;0;0,Histone deacetylase 2,HDAC2,sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2;tr|H3BM24|H3BM24_HUMAN Histone deacetylase 2 (Fragment) OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=1,12,7,33.4,488
RAD50,-0.3061700592,0.253228437022963,0,Q92878;A0A1W2PQ90;A0A494C1B7;E7ESD9;A0A494BZX5;A0A494C122;E7EN38;A0A494C0Y7;A0A494BZW0;E9PM98;H7C0V2;H7C0P8;A0A494BZX8,Q92878;A0A1W2PQ90;A0A494C1B7,13;12;10;6;6;6;6;5;1;1;1;1;1,13;12;10;6;6;6;6;5;1;1;1;1;1,13;12;10;6;6;6;6;5;1;1;1;1;1,DNA repair protein RAD50,RAD50,sp|Q92878|RAD50_HUMAN DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1;tr|A0A1W2PQ90|A0A1W2PQ90_HUMAN Zinc-hook domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=2;tr|A0A494C1B7|A0A494C1B7_HUMAN DNA repair protein RAD50 (Fragment,13,13,13.4,1312
UFD1L,0.1486219209,0.284069594668433,0,Q92890;C9J6N9;C9IZG3,Q92890;C9J6N9;C9IZG3,4;2;2,4;2;2,4;2;2,Ubiquitin fusion degradation protein 1 homolog,UFD1L,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3;tr|C9J6N9|C9J6N9_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 (Fragment) OS=Homo sapiens OX=9606,4,4,18.9,307
UPF1,-0.1075839284,0.434614272742111,0,Q92900,Q92900,19,19,19,Regulator of nonsense transcripts 1,UPF1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,19,19,20.5,1129
SMARCC1,-0.295120707,0.153065012600294,0,Q92922;F8WE13,Q92922,14;2,14;2,7;2,SWI/SNF complex subunit SMARCC1,SMARCC1,sp|Q92922|SMRC1_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,14,7,17.3,1105
TNPO1,0.0039790183,0.97486295524879,0,Q92973;E7EW37;S4R398,Q92973,18;4;4,18;4;4,13;2;2,Transportin-1,TNPO1,sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,18,13,29.5,898
EMG1,0.0176728814,0.917081354804683,0,Q92979;A0A087WVM7;V9GYP5;A0A087WWQ2,Q92979;A0A087WVM7;V9GYP5;A0A087WWQ2,7;4;4;4,7;4;4;4,7;4;4;4,Ribosomal RNA small subunit methyltransferase NEP1,EMG1,sp|Q92979|NEP1_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4;tr|A0A087WVM7|A0A087WVM7_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 (Fragment) OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=1;tr|V9GY,7,7,39.3,244
HIST1H2AC;HIST3H2A;HIST1H2AB,-0.0864608444,0.529900307198273,0,Q93077;Q7L7L0;P04908;A0A3B3IS11,Q93077;Q7L7L0;P04908;A0A3B3IS11,13;12;12;7,2;2;2;0,2;2;2;0,Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E,HIST1H2AC;HIST3H2A;HIST1H2AB,sp|Q93077|H2A1C_HUMAN Histone H2A type 1-C OS=Homo sapiens OX=9606 GN=H2AC6 PE=1 SV=3;sp|Q7L7L0|H2A3_HUMAN Histone H2A type 3 OS=Homo sapiens OX=9606 GN=H2AW PE=1 SV=3;sp|P04908|H2A1B_HUMAN Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=H2AC4 PE=1 SV=2;,13,2,76.2,130
TSR2,-0.4551210749,0.0141059879551888,0,Q969E8,Q969E8,1,1,1,Pre-rRNA-processing protein TSR2 homolog,TSR2,sp|Q969E8|TSR2_HUMAN Pre-rRNA-processing protein TSR2 homolog OS=Homo sapiens OX=9606 GN=TSR2 PE=1 SV=1,1,1,6.3,191
MYDGF,-0.0325158769,0.795350502635556,0,Q969H8;M0QXF7;M0QYN0,Q969H8;M0QXF7;M0QYN0,7;4;4,7;4;4,7;4;4,Myeloid-derived growth factor,MYDGF,sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QXF7|M0QXF7_HUMAN Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QYN0|M0QYN0_HUMAN Myeloid-derived growth factor O,7,7,37.6,173
NCLN,-1.1190227841,0.0185947084719154,1,Q969V3;K7EMW4;K7ENM2;K7ELZ9;A0A0C4DGP7;K7EQ66,Q969V3;K7EMW4,13;10;6;5;5;3,13;10;6;5;5;3,13;10;6;5;5;3,Nicalin,NCLN,sp|Q969V3|NCLN_HUMAN Nicalin OS=Homo sapiens OX=9606 GN=NCLN PE=1 SV=2;tr|K7EMW4|K7EMW4_HUMAN Nicalin OS=Homo sapiens OX=9606 GN=NCLN PE=1 SV=1,13,13,29.1,563
MRPL24,-0.2802651795,0.111952978724709,0,Q96A35;X6RJ73;X6RHI2,Q96A35;X6RJ73,4;3;1,4;3;1,4;3;1,"39S ribosomal protein L24, mitochondrial",MRPL24,"sp|Q96A35|RM24_HUMAN 39S ribosomal protein L24, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL24 PE=1 SV=1;tr|X6RJ73|X6RJ73_HUMAN 39S ribosomal protein L24, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL24 PE=1 SV=1",4,4,25,216
LRRC59,0.2933387701,0.0581534608416654,0,Q96AG4;I3L223,Q96AG4,19;1,19;1,19;1,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,19,19,47.2,307
FKBP10,-0.2324861405,0.222298327595492,0,Q96AY3;K7ESG6;K7ELI6;C9JPC3;K7EM43;H0Y827,Q96AY3,11;5;4;2;2;1,11;5;4;2;2;1,11;5;4;2;2;1,Peptidyl-prolyl cis-trans isomerase FKBP10,FKBP10,sp|Q96AY3|FKB10_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1,11,11,23.4,582
COA7,-0.6526704495,0.0116357289444509,0,Q96BR5,Q96BR5,3,3,3,Cytochrome c oxidase assembly factor 7,COA7,sp|Q96BR5|COA7_HUMAN Cytochrome c oxidase assembly factor 7 OS=Homo sapiens OX=9606 GN=COA7 PE=1 SV=2,3,3,14.7,231
FAM136A,-0.1924443453,0.271925791378763,0,Q96C01;E7EQY1;C9J2Y4,Q96C01;E7EQY1,7;5;2,7;5;2,7;5;2,Protein FAM136A,FAM136A,sp|Q96C01|F136A_HUMAN Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1;tr|E7EQY1|E7EQY1_HUMAN Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1,7,7,26.1,138
EFHD2,0.1626155088,0.571587518312963,0,Q96C19;H0Y4Y4,Q96C19,5;1,5;1,5;1,EF-hand domain-containing protein D2,EFHD2,sp|Q96C19|EFHD2_HUMAN EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1,5,5,19.2,240
PYCR2,-0.3044317531,0.0846124595119023,0,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9;A0A087WX69;A0A087WZF0,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9,10;9;8;5;2;2,9;8;7;4;2;2,9;8;7;4;2;2,Pyrroline-5-carboxylate reductase 2;Pyrroline-5-carboxylate reductase,PYCR2,sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|A0A087WTV6|A0A087WTV6_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|J3KR12|J3KR12_HUMAN Uncharacterized protei,10,9,34.1,320
PPP1R14B,0.7646587446,0.0268465539261011,0,Q96C90,Q96C90,2,2,2,Protein phosphatase 1 regulatory subunit 14B,PPP1R14B,sp|Q96C90|PP14B_HUMAN Protein phosphatase 1 regulatory subunit 14B OS=Homo sapiens OX=9606 GN=PPP1R14B PE=1 SV=3,2,2,34.7,147
SNRNP40;DKFZp434D199,0.2113950623,0.219006893824619,0,Q96DI7;Q9NSS8,Q96DI7;Q9NSS8,10;5,10;5,10;5,U5 small nuclear ribonucleoprotein 40 kDa protein,SNRNP40;DKFZp434D199,sp|Q96DI7|SNR40_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP40 PE=1 SV=1;tr|Q9NSS8|Q9NSS8_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP40 PE=1 SV=1,10,10,45.7,357
SEH1L,-0.6067256641,0.00846200244778237,0,Q96EE3;K7ELV2;K7ENI5;K7EP88;K7EPZ5,Q96EE3;K7ELV2,5;4;2;2;1,5;4;2;2;1,5;4;2;2;1,Nucleoporin SEH1,SEH1L,sp|Q96EE3|SEH1_HUMAN Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3;tr|K7ELV2|K7ELV2_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=1,5,5,22.5,360
PGM2,0.2512044334,0.383953102835447,0,Q96G03;E7ENQ8;E9PD70,Q96G03;E7ENQ8,3;2;1,3;2;1,3;2;1,Phosphoglucomutase-2,PGM2,sp|Q96G03|PGM2_HUMAN Phosphoglucomutase-2 OS=Homo sapiens OX=9606 GN=PGM2 PE=1 SV=4;tr|E7ENQ8|E7ENQ8_HUMAN Phosphoglucomutase-2 OS=Homo sapiens OX=9606 GN=PGM2 PE=1 SV=1,3,3,5.9,612
FAHD2A;FAHD2B,-0.0034714127,0.986800050796134,0,Q96GK7;C9JGM0;Q6P2I3;C9J5B6,Q96GK7;C9JGM0;Q6P2I3,4;3;2;1,4;3;2;1,4;3;2;1,Fumarylacetoacetate hydrolase domain-containing protein 2A;Fumarylacetoacetate hydrolase domain-containing protein 2B,FAHD2A;FAHD2B,sp|Q96GK7|FAH2A_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens OX=9606 GN=FAHD2A PE=1 SV=1;tr|C9JGM0|C9JGM0_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A (Fragment) OS=Homo sapiens OX=9606 GN=FAHD2A PE=1,4,4,20.1,314
ERO1L,-0.2681470598,0.195581691084827,0,Q96HE7;G3V3E6;G3V503;G3V5B3;Q86YB8;Q5TAE8,Q96HE7,17;7;4;3;1;1,17;7;4;3;1;1,14;7;4;3;0;0,ERO1-like protein alpha,ERO1L,sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2,17,14,44,468
PGAM5,-0.1715757073,0.255416186905193,0,Q96HS1;F5GXG4,Q96HS1,9;4,9;4,9;4,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5,"sp|Q96HS1|PGAM5_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2",9,9,34.6,289
FUBP3,-0.2410747897,0.664094337581091,0,Q96I24;A0A494C1K6,Q96I24,15;3,13;3,13;3,Far upstream element-binding protein 3,FUBP3,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,15,13,33.7,572
SUCLG2,-0.1878970308,0.169643813881651,0,Q96I99;E9PDQ8;H0Y852,Q96I99;E9PDQ8,15;12;7,15;12;7,15;12;7,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,"sp|Q96I99|SUCB2_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2;tr|E9PDQ8|E9PDQ8_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 ",15,15,35.9,432
GMPPA,0.0503023536,0.837491806348536,0,Q96IJ6;A0A087WUI8;C9J255;F8WD54;A0A0U1RRC2;C9JAH0,Q96IJ6;A0A087WUI8;C9J255;F8WD54,4;3;2;2;1;1,4;3;2;2;1;1,4;3;2;2;1;1,Mannose-1-phosphate guanyltransferase alpha,GMPPA,sp|Q96IJ6|GMPPA_HUMAN Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1;tr|A0A087WUI8|A0A087WUI8_HUMAN Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1;tr|C9J255|C9J255_HUMAN Mannos,4,4,13.6,420
ABHD14B,0.2711963143,0.0783364209496139,0,Q96IU4;F8W9U3;B4DQI4,Q96IU4;F8W9U3;B4DQI4,8;7;5,8;7;5,8;7;5,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|F8W9U3|F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|B4DQI4|B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,8,8,53.3,210
THOC3,-0.6214843878,0.0102109845416757,0,Q96J01;D6RGZ2;D6REC9,Q96J01;D6RGZ2;D6REC9,2;1;1,2;1;1,2;1;1,THO complex subunit 3,THOC3,sp|Q96J01|THOC3_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1;tr|D6RGZ2|D6RGZ2_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1;tr|D6REC9|D6REC9_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=,2,2,5.1,351
DNAH8,-1.5457593704,0.191786154428642,0,Q96JB1;A0A075B6F3;H0Y7V4,Q96JB1;A0A075B6F3;H0Y7V4,6;5;4,6;5;4,6;5;4,"Dynein heavy chain 8, axonemal",DNAH8,"sp|Q96JB1|DYH8_HUMAN Dynein heavy chain 8, axonemal OS=Homo sapiens OX=9606 GN=DNAH8 PE=1 SV=2;tr|A0A075B6F3|A0A075B6F3_HUMAN Dynein heavy chain 8, axonemal OS=Homo sapiens OX=9606 GN=DNAH8 PE=1 SV=2;tr|H0Y7V4|H0Y7V4_HUMAN Dynein heavy chain 8, axonemal OS",6,6,2.8,4490
CLPTM1L,-0.1811053286,0.175715915365929,0,Q96KA5;G5E9Z2,Q96KA5;G5E9Z2,3;2,3;2,3;2,Cleft lip and palate transmembrane protein 1-like protein,CLPTM1L,"sp|Q96KA5|CLP1L_HUMAN Cleft lip and palate transmembrane protein 1-like protein OS=Homo sapiens OX=9606 GN=CLPTM1L PE=1 SV=1;tr|G5E9Z2|G5E9Z2_HUMAN Cisplatin resistance related protein CRR9p, isoform CRA_c OS=Homo sapiens OX=9606 GN=CLPTM1L PE=1 SV=1",3,3,9.1,538
PBK,-0.4581738016,0.0203836655802191,0,Q96KB5;E5RFX4;E5RIE1,Q96KB5;E5RFX4,10;7;3,10;7;3,10;7;3,Lymphokine-activated killer T-cell-originated protein kinase,PBK,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3;tr|E5RFX4|E5RFX4_HUMAN Lymphokine-activated killer T-cell-originated protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=PBK PE=1 SV,10,10,37.3,322
CNDP2,-0.1088055482,0.386919630543815,0,Q96KP4;J3QKT2;J3KSV5;A0A087WYZ1;J3QQN6;J3QR27;J3QLU1;J3QKQ0;J3QRD0;J3QL02;J3QRA8;J3KSS4;A0A087WVS2;J3KRD5;J3QRH4;J3QRP4,Q96KP4,25;11;9;9;8;8;8;8;8;8;7;5;5;4;3;2,25;11;9;9;8;8;8;8;8;8;7;5;5;4;3;2,25;11;9;9;8;8;8;8;8;8;7;5;5;4;3;2,Cytosolic non-specific dipeptidase,CNDP2,sp|Q96KP4|CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2,25,25,68.6,475
PRRC1,-0.2492691206,0.11768189755438,0,Q96M27,Q96M27,5,5,5,Protein PRRC1,PRRC1,sp|Q96M27|PRRC1_HUMAN Protein PRRC1 OS=Homo sapiens OX=9606 GN=PRRC1 PE=1 SV=1,5,5,18,445
