Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity CIAO1-N1,Intensity CIAO1-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
Q9UQ35;I3L1C0;A0A087X1W1;I3L1I8;I3L182;I3L4D8,Q9UQ35,8;2;2;2;2;2,8;2;2;2;2;2,8;2;2;2;2;2,Serine/arginine repetitive matrix protein 2,SRRM2,sp|Q9UQ35|SRRM2_HUMAN Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2,8,8,5.1,26.5913504490892,26.0965358164827,4.42522191267267,4.39210376514955
Q05519;Q5T760;B4DWT1;Q5T757;S4R3C4,Q05519;Q5T760;B4DWT1,6;6;3;2;1,6;6;3;2;1,6;6;3;2;1,Serine/arginine-rich splicing factor 11,SRSF11,sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|Q5T760|Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|B4DWT1|B4DWT1_HUMAN Serine/ar,6,6,18.2,28.5905297729787,27.9377543692705,27.9098786214226,27.5328193739307
P05455;E7ERC4;E9PGX9;E9PFL9,P05455;E7ERC4,14;8;6;5,14;8;6;5,14;8;6;5,Lupus La protein,SSB,sp|P05455|LA_HUMAN Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2;tr|E7ERC4|E7ERC4_HUMAN Lupus La protein (Fragment) OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=1,14,14,38.0,28.1480234344689,25.8997054131265,27.7205804675176,27.5983961582337
P28290;E9PHV5;E7EUL7;H7BZ26,P28290;E9PHV5;E7EUL7,11;11;7;1,11;11;7;1,11;11;7;1,Sperm-specific antigen 2,SSFA2,sp|P28290|ITPI2_HUMAN Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=3;tr|E9PHV5|E9PHV5_HUMAN Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=1;tr|E7EUL7|E7EUL7_HUMAN Protein ITPRID2 OS=Homo sapiens OX=9606 GN=ITPRID2 PE=1 SV=1,11,11,11.1,25.1249460798885,24.1973054955378,26.7054330632075,26.1205035214227
Q8WYL5;H0YHR3,Q8WYL5,5;1,5;1,5;1,Protein phosphatase Slingshot homolog 1,SSH1,sp|Q8WYL5|SSH1_HUMAN Protein phosphatase Slingshot homolog 1 OS=Homo sapiens OX=9606 GN=SSH1 PE=1 SV=2,5,5,7.0,22.6658554789408,22.4463638120922,24.7416002973351,25.2566671070917
Q8TE77;A0A087WWG1;E9PIT5;C9JUG3,Q8TE77;A0A087WWG1,13;10;5;3,13;10;5;3,13;10;5;3,Protein phosphatase Slingshot homolog 3,SSH3,sp|Q8TE77|SSH3_HUMAN Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2;tr|A0A087WWG1|A0A087WWG1_HUMAN Protein phosphatase Slingshot homolog 3 (Fragment) OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=1,13,13,22.5,26.9254693249616,25.1873336464545,27.8126213327293,27.5613623034931
Q08945;A0A0U1RRK2,Q08945,5;1,5;1,5;1,FACT complex subunit SSRP1,SSRP1,sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,5,5,7.6,24.7852648711232,26.430760711662,23.5359957771475,23.5309027227283
P50502;H7C3I1;Q8IZP2;F6VDH7;Q3KNR6;Q8NFI4,P50502;H7C3I1;Q8IZP2;F6VDH7;Q3KNR6;Q8NFI4,4;4;3;2;2;2,4;4;3;2;2;2,4;4;3;2;2;2,Hsc70-interacting protein;Putative protein FAM10A4;Putative protein FAM10A5,ST13;ST13P4;ST13P5,sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2;tr|H7C3I1|H7C3I1_HUMAN Hsc70-interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=1;sp|Q8IZP2|ST134_HUMAN Putative protein FAM10A4 OS=Homo sapiens O,4,4,14.4,25.5298537681105,24.5103865497474,25.5197434985502,23.9822443896413
Q8WVM7;Q68DW7;H7C595;C9JJQ0,Q8WVM7;Q68DW7,18;15;1;1,18;15;1;1,14;12;1;1,Cohesin subunit SA-1,STAG1;DKFZp781D1416,sp|Q8WVM7|STAG1_HUMAN Cohesin subunit SA-1 OS=Homo sapiens OX=9606 GN=STAG1 PE=1 SV=3;tr|Q68DW7|Q68DW7_HUMAN Cohesin subunit SA-1 OS=Homo sapiens OX=9606 GN=STAG1 PE=1 SV=1,18,14,17.8,4.29321427599828,4.26311898798562,28.1260792090448,27.788367562886
Q8N3U4;B1AMT4,Q8N3U4,7;3,3;1,3;1,Cohesin subunit SA-2,STAG2,sp|Q8N3U4|STAG2_HUMAN Cohesin subunit SA-2 OS=Homo sapiens OX=9606 GN=STAG2 PE=1 SV=3,7,3,5.8,4.29321427599828,4.26311898798562,24.2375390903086,24.0591193126479
Q92783;A6NMU3;C9J1E5,Q92783,13;6;1,11;6;1,11;6;1,Signal transducing adapter molecule 1,STAM,sp|Q92783|STAM1_HUMAN Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM PE=1 SV=3,13,11,33.3,26.2090884559655,26.0321047655435,27.8960827234108,27.1022948454557
O75886,O75886,15,15,13,Signal transducing adapter molecule 2,STAM2,sp|O75886|STAM2_HUMAN Signal transducing adapter molecule 2 OS=Homo sapiens OX=9606 GN=STAM2 PE=1 SV=1,15,13,34.1,27.998680203577,27.194696897559,28.462169983841,28.82920229354
O95630;C9JK83;F5H5B9;C9JEK5;C9JZ93,O95630;C9JK83;F5H5B9,9;8;5;4;3,9;8;5;4;3,9;8;5;4;3,STAM-binding protein,STAMBP,sp|O95630|STABP_HUMAN STAM-binding protein OS=Homo sapiens OX=9606 GN=STAMBP PE=1 SV=1;tr|C9JK83|C9JK83_HUMAN STAM-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=STAMBP PE=1 SV=1;tr|F5H5B9|F5H5B9_HUMAN STAM-binding protein OS=Homo sapiens OX=9606 GN,9,9,28.8,26.8524573109737,25.1773304155496,26.91067932434,27.0795874840141
P42224;A0A669KB53;A0A669KBA4;A0A669KB56;A0A669KB68;A0A669KBI6;J3KPM9;A0A669KB52;A0A669KB75;E7EPD2;A0A669KB17;D2KFR9;E7ENM1;E9PH66;Q67C41;H7BZ88;Q14765;A0A669KBK4,P42224;A0A669KB53;A0A669KBA4;A0A669KB56;A0A669KB68;A0A669KBI6;J3KPM9;A0A669KB52;A0A669KB75;E7EPD2,49;48;48;48;48;46;45;39;36;26;21;16;13;5;3;2;1;1,49;48;48;48;48;46;45;39;36;26;21;16;13;5;3;2;1;1,49;48;48;48;48;46;45;39;36;26;21;16;13;5;3;2;1;1,Signal transducer and activator of transcription 1-alpha/beta;Signal transducer and activator of transcription,STAT1,sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2;tr|A0A669KB53|A0A669KB53_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=,49,49,65.2,31.9696987977439,31.0541377615406,32.4496807358675,32.247425716587
P52630;A0A494C164;B4DLC8;A0A494C1L3;A0A494C0B5;B4DHE0;G3V319,P52630;A0A494C164;B4DLC8,30;30;17;8;6;6;1,30;30;17;8;6;6;1,30;30;17;8;6;6;1,Signal transducer and activator of transcription 2,STAT2,sp|P52630|STAT2_HUMAN Signal transducer and activator of transcription 2 OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1;tr|A0A494C164|A0A494C164_HUMAN Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1;tr|B4DLC8|B4DLC8_,30,30,43.2,28.4236620947921,27.9124507295043,30.0486921550285,30.0352497863759
P40763,P40763,36,36,4,Signal transducer and activator of transcription 3,STAT3,sp|P40763|STAT3_HUMAN Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2,36,4,52.9,30.6098165739233,29.7120591252107,31.2478501010704,31.1952485682143
P42226;H0YJH6;A0A494C0T4;A0A1W2PNW1;Q5FBW6;G3V2L2;G3V2M3;G3V2H4;G3V5I8;G3V568;G3V370;G3V5K5,P42226;H0YJH6;A0A494C0T4;A0A1W2PNW1,10;10;9;9;2;2;2;2;2;2;2;2,10;10;9;9;2;2;2;2;2;2;2;2,10;10;9;9;2;2;2;2;2;2;2;2,Signal transducer and activator of transcription 6,STAT6,sp|P42226|STAT6_HUMAN Signal transducer and activator of transcription 6 OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=1;tr|H0YJH6|H0YJH6_HUMAN Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=2;tr|A0A494C0T4|A0A494C0T4_,10,10,18.5,28.8227446940787,27.8449367290039,25.1437098607147,25.4816996734686
O95793;A0A087X1A5;Q5JW30;Q5JW28;F6UDC6,O95793;A0A087X1A5;Q5JW30,20;19;19;6;1,19;18;18;6;1,19;18;18;6;1,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,20,19,47.3,28.7969925476373,27.9040314765263,28.6178589799877,28.4938873245969
Q9NUL3;E7EPX0;E7EVJ4;E5RJN7;E7EVI1;E5RJ67;H0YBY0;E5RFK1;E5RGT3;E5RGQ5,Q9NUL3;E7EPX0;E7EVJ4;E5RJN7;E7EVI1,23;22;22;19;17;7;5;5;2;1,23;22;22;19;17;7;5;5;2;1,22;21;21;18;16;7;5;5;2;1,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,sp|Q9NUL3|STAU2_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=2;tr|E7EPX0|E7EPX0_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=1;tr|E7EVJ4|E7EVJ4_,23,22,49.8,28.8953316657669,28.2873160770955,27.2326988998425,27.431972296903
O95210,O95210,15,15,15,Starch-binding domain-containing protein 1,STBD1,sp|O95210|STBD1_HUMAN Starch-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=STBD1 PE=1 SV=1,15,15,47.5,29.0628853825576,27.8449367290039,27.6405834342274,27.7643320257415
Q658P3;B8ZZX6,Q658P3;B8ZZX6,6;5,6;5,6;5,Metalloreductase STEAP3,STEAP3,sp|Q658P3|STEA3_HUMAN Metalloreductase STEAP3 OS=Homo sapiens OX=9606 GN=STEAP3 PE=1 SV=2;tr|B8ZZX6|B8ZZX6_HUMAN Metalloreductase STEAP3 OS=Homo sapiens OX=9606 GN=STEAP3 PE=1 SV=1,6,6,16.4,25.318000172299,24.9619046476951,27.3506017547952,27.3972165953065
Q13586;G0XQ39;E9PNJ4;E9PIQ8;E9PRE4;E9PR07;E9PJ19;E9PMB4;E9PRZ7;E9PR09;E9PN27,Q13586;G0XQ39;E9PNJ4,5;5;4;2;1;1;1;1;1;1;1,5;5;4;2;1;1;1;1;1;1;1,2;2;1;2;1;1;1;1;1;1;1,Stromal interaction molecule 1,STIM1,sp|Q13586|STIM1_HUMAN Stromal interaction molecule 1 OS=Homo sapiens OX=9606 GN=STIM1 PE=1 SV=3;tr|G0XQ39|G0XQ39_HUMAN STIM1L OS=Homo sapiens OX=9606 GN=STIM1 PE=1 SV=1;tr|E9PNJ4|E9PNJ4_HUMAN Stromal interaction molecule 1 OS=Homo sapiens OX=9606 GN=STIM1,5,2,9.8,22.3147613486958,24.5516270679421,24.8679709470492,24.2670661171905
Q9P246;A0A1X7SBY3;H0Y860;A0A1W2PRA1;H7C5C6;H7C5A5;R4GN82;R4GMP0,Q9P246;A0A1X7SBY3;H0Y860;A0A1W2PRA1;H7C5C6;H7C5A5,3;3;3;3;2;2;1;1,3;3;3;3;2;2;1;1,3;3;3;3;2;2;1;1,Stromal interaction molecule 2,STIM2,sp|Q9P246|STIM2_HUMAN Stromal interaction molecule 2 OS=Homo sapiens OX=9606 GN=STIM2 PE=1 SV=2;tr|A0A1X7SBY3|A0A1X7SBY3_HUMAN Stromal interaction molecule 2 OS=Homo sapiens OX=9606 GN=STIM2 PE=1 SV=1;tr|H0Y860|H0Y860_HUMAN Stromal interaction molecule 2 O,3,3,6.6,25.4830520181755,24.6321192597388,22.8801694168175,23.1957018943216
P31948;F5H783;F5GXD8;H0YGI8,P31948;F5H783,26;14;10;4,26;14;10;4,26;14;10;4,Stress-induced-phosphoprotein 1,STIP1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,26,26,50.1,29.5657080202247,28.5650724357391,29.0601558334205,29.1731227781201
O94804,O94804,3,2,2,Serine/threonine-protein kinase 10,STK10,sp|O94804|STK10_HUMAN Serine/threonine-protein kinase 10 OS=Homo sapiens OX=9606 GN=STK10 PE=1 SV=1,3,2,3.4,4.29321427599828,4.26311898798562,23.351781459935,24.5147867594709
Q15208;H0YGN4,Q15208,27;2,27;2,24;0,Serine/threonine-protein kinase 38,STK38,sp|Q15208|STK38_HUMAN Serine/threonine-protein kinase 38 OS=Homo sapiens OX=9606 GN=STK38 PE=1 SV=1,27,24,55.5,30.2726425625217,29.468495683048,29.5436445643532,29.1751948120304
Q9Y2H1;F5H277;F5H5E6;F5H0V1;F5H7Z3;F5GY51,Q9Y2H1;F5H277,5;5;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Serine/threonine-protein kinase 38-like,STK38L,sp|Q9Y2H1|ST38L_HUMAN Serine/threonine-protein kinase 38-like OS=Homo sapiens OX=9606 GN=STK38L PE=1 SV=3;tr|F5H277|F5H277_HUMAN Serine/threonine-protein kinase 38-like (Fragment) OS=Homo sapiens OX=9606 GN=STK38L PE=1 SV=8,5,2,15.3,4.29321427599828,4.26311898798562,22.688549131915,23.9869377808647
Q13043;Q13188;A0A087WVN8;F5H5B4,Q13043;Q13188;A0A087WVN8;F5H5B4,4;2;2;2,4;2;2;2,4;2;2;2,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit;Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit,STK4;STK3,sp|Q13043|STK4_HUMAN Serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=STK4 PE=1 SV=2;sp|Q13188|STK3_HUMAN Serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=STK3 PE=1 SV=2;tr|A0A087WVN8|A0A087WVN8_HUMAN Serine/threonine-protein kinase,4,4,10.7,24.0389986342419,22.9482788172598,22.8388822934222,25.4177358757613
P16949;A2A2D0,P16949;A2A2D0,7;7,7;7,5;5,Stathmin,STMN1,sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3;tr|A2A2D0|A2A2D0_HUMAN Stathmin (Fragment) OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=8,7,5,30.9,29.1316579595854,28.2761751780976,28.9002353625194,28.7629708283315
Q8WXE9;A0A3B3IU55;H0YJ05,Q8WXE9;A0A3B3IU55,7;7;2,7;7;2,7;7;2,Stonin-2,STON2,sp|Q8WXE9|STON2_HUMAN Stonin-2 OS=Homo sapiens OX=9606 GN=STON2 PE=1 SV=1;tr|A0A3B3IU55|A0A3B3IU55_HUMAN Stonin-2 OS=Homo sapiens OX=9606 GN=STON2 PE=1 SV=1,7,7,10.6,4.29321427599828,4.26311898798562,26.0201554260837,26.5506880807774
Q9Y3F4;H0YH33,Q9Y3F4,22;6,22;6,22;6,Serine-threonine kinase receptor-associated protein,STRAP,sp|Q9Y3F4|STRAP_HUMAN Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1,22,22,68.9,29.510337499214,28.9416210599194,30.3611845335259,30.325602464692
Q5VSL9,Q5VSL9,4,4,4,Striatin-interacting protein 1,STRIP1,sp|Q5VSL9|STRP1_HUMAN Striatin-interacting protein 1 OS=Homo sapiens OX=9606 GN=STRIP1 PE=1 SV=1,4,4,7.4,25.191009320787,24.1029355449404,26.3846745497121,26.1060349124667
O43815,O43815,19,19,18,Striatin,STRN,sp|O43815|STRN_HUMAN Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4,19,18,37.3,27.4027560297112,26.3701608422137,28.5700768877733,28.291537701223
Q13033;G3V340;G3V3G7,Q13033;G3V340,10;6;3,9;5;2,8;5;2,Striatin-3,STRN3,sp|Q13033|STRN3_HUMAN Striatin-3 OS=Homo sapiens OX=9606 GN=STRN3 PE=1 SV=3;tr|G3V340|G3V340_HUMAN Striatin-3 OS=Homo sapiens OX=9606 GN=STRN3 PE=1 SV=1,10,8,16.8,25.712324847832,25.4180069690212,27.5246982091255,26.4957790438087
Q9NRL3;F5GYK2;M0R317;M0R0P4;M0QXN2;M0R2A7;M0QYS2;M0R0W8;R4GN16;M0QZM0,Q9NRL3;F5GYK2;M0R317,6;6;3;2;1;1;1;1;1;1,4;4;2;1;0;0;0;0;1;1,4;4;2;1;0;0;0;0;1;1,Striatin-4,STRN4,sp|Q9NRL3|STRN4_HUMAN Striatin-4 OS=Homo sapiens OX=9606 GN=STRN4 PE=1 SV=2;tr|F5GYK2|F5GYK2_HUMAN Striatin-4 OS=Homo sapiens OX=9606 GN=STRN4 PE=1 SV=1;tr|M0R317|M0R317_HUMAN Striatin-4 (Fragment) OS=Homo sapiens OX=9606 GN=STRN4 PE=1 SV=1,6,4,11.6,4.29321427599828,4.26311898798562,26.2678162464734,24.9663565294188
Q8TCJ2,Q8TCJ2,6,6,6,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,STT3B,sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens OX=9606 GN=STT3B PE=1 SV=1,6,6,7.7,25.8228419238295,26.7854394968082,23.751543241872,23.3165853762308
Q13190;H7C3X5;E9PNU4,Q13190;H7C3X5;E9PNU4,9;6;5,9;6;5,9;6;5,Syntaxin-5,STX5,sp|Q13190|STX5_HUMAN Syntaxin-5 OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=2;tr|H7C3X5|H7C3X5_HUMAN Syntaxin-5 (Fragment) OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=1;tr|E9PNU4|E9PNU4_HUMAN Syntaxin-5 OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=1,9,9,31.3,28.1813931179404,27.525893173249,26.5272810760865,26.5171020238385
Q6ZWJ1;E7EPP7;B5MCT9,Q6ZWJ1;E7EPP7;B5MCT9,2;2;1,2;2;1,2;2;1,Syntaxin-binding protein 4,STXBP4,sp|Q6ZWJ1|STXB4_HUMAN Syntaxin-binding protein 4 OS=Homo sapiens OX=9606 GN=STXBP4 PE=1 SV=2;tr|E7EPP7|E7EPP7_HUMAN Syntaxin-binding protein 4 OS=Homo sapiens OX=9606 GN=STXBP4 PE=1 SV=1;tr|B5MCT9|B5MCT9_HUMAN Syntaxin-binding protein 4 OS=Homo sapiens OX=,2,2,4.9,24.0590367715236,23.8902159638418,23.4067672375701,23.0773764317368
P53999,P53999,6,6,6,Activated RNA polymerase II transcriptional coactivator p15,SUB1,sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3,6,6,37.8,27.5011963657157,27.0020652366034,27.5576426054145,27.5102809003723
Q8IWZ8;V9GZ08;B4DVK3;K7ESM0;K7EM86;K7ELR6,Q8IWZ8,26;7;6;2;2;2,26;7;6;2;2;2,26;7;6;2;2;2,SURP and G-patch domain-containing protein 1,SUGP1,sp|Q8IWZ8|SUGP1_HUMAN SURP and G-patch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUGP1 PE=1 SV=2,26,26,47.9,29.0997893829788,28.7128627043111,28.87859177481,28.8432901071779
Q8IX01;M0R2Z9;M0R3F6;M0R065;M0R216;M0R2Y3,Q8IX01;M0R2Z9;M0R3F6,31;31;27;5;4;1,31;31;27;5;4;1,31;31;27;5;4;1,SURP and G-patch domain-containing protein 2,SUGP2,sp|Q8IX01|SUGP2_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2;tr|M0R2Z9|M0R2Z9_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=1;tr|M0R3F6|M0R3F6_HUMAN SURP and G-p,31,31,37.5,28.980028196694,27.6454705472718,28.2436800663169,28.4379356622272
Q9Y2Z0,Q9Y2Z0,18,18,18,Suppressor of G2 allele of SKP1 homolog,SUGT1,sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3,18,18,56.2,28.8899182782059,27.8032274346067,30.2886806608299,28.5688817492895
P63165;G2XKQ0;B8ZZN6;B8ZZJ0;B8ZZ67;B9A032,P63165;G2XKQ0;B8ZZN6;B8ZZJ0;B8ZZ67;B9A032,2;2;2;1;1;1,2;2;2;1;1;1,2;2;2;1;1;1,Small ubiquitin-related modifier 1;Small ubiquitin-related modifier,SUMO1,sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;sp|G2XKQ0|SUMO5_HUMAN Small ubiquitin-related modifier 5 OS=Homo sapiens OX=9606 GN=SUMO1P1 PE=1 SV=2;tr|B8ZZN6|B8ZZN6_HUMAN Small ubiquitin-related modifie,2,2,18.8,23.6091895617778,23.7790644531129,23.718164931215,23.4266240976922
Q9Y5B9;G3V5A4;G3V401;G3V2X0,Q9Y5B9,7;1;1;1,7;1;1;1,7;1;1;1,FACT complex subunit SPT16,SUPT16H,sp|Q9Y5B9|SP16H_HUMAN FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1,7,7,10.6,26.7039821240727,24.2203700609715,4.42522191267267,4.39210376514955
O00267,O00267,5,5,5,Transcription elongation factor SPT5,SUPT5H,sp|O00267|SPT5H_HUMAN Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1,5,5,5.4,4.29321427599828,4.26311898798562,24.6277293513644,25.0443103978595
Q7KZ85,Q7KZ85,2,2,2,Transcription elongation factor SPT6,SUPT6H,sp|Q7KZ85|SPT6H_HUMAN Transcription elongation factor SPT6 OS=Homo sapiens OX=9606 GN=SUPT6H PE=1 SV=2,2,2,1.8,26.9357328438941,26.3826153554547,23.9193441854671,23.0465352043136
O15260;Q5T8U5;B7Z1G8,O15260;Q5T8U5;B7Z1G8,2;2;1,2;2;1,2;2;1,Surfeit locus protein 4,SURF4,"sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3;tr|Q5T8U5|Q5T8U5_HUMAN Surfeit 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=1;tr|B7Z1G8|B7Z1G8_HUMAN Surfeit 4, isoform CRA_b OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=1",2,2,10.4,23.9398403072877,22.5100484445101,23.4787715940811,24.5021529342159
O75683,O75683,5,5,5,Surfeit locus protein 6,SURF6,sp|O75683|SURF6_HUMAN Surfeit locus protein 6 OS=Homo sapiens OX=9606 GN=SURF6 PE=1 SV=3,5,5,19.1,23.5198934372361,24.5066308644362,25.0771237570473,24.2469174226244
Q6UWL2;H3BLV4;F8WAQ1;H0Y6B2,Q6UWL2;H3BLV4;F8WAQ1;H0Y6B2,3;3;3;2,3;3;3;2,3;3;3;2,Sushi domain-containing protein 1,SUSD1,sp|Q6UWL2|SUSD1_HUMAN Sushi domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUSD1 PE=1 SV=1;tr|H3BLV4|H3BLV4_HUMAN Sushi domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=SUSD1 PE=1 SV=1;tr|F8WAQ1|F8WAQ1_HUMAN Sushi domain-containing,3,3,7.5,29.4398189340474,28.6719565017925,27.2232457925002,27.9543247479706
O95425;A0A0J9YWY6,O95425,22;10,22;10,22;10,Supervillin,SVIL,sp|O95425|SVIL_HUMAN Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2,22,22,14.8,23.3434015326329,21.2302268848887,27.5669602100931,27.5538400718063
Q9UH65;E7EMB1;E9PJM7;E9PJK8,Q9UH65;E7EMB1,33;30;10;4,33;30;10;4,33;30;10;4,Switch-associated protein 70,SWAP70,sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1;tr|E7EMB1|E7EMB1_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1,33,33,55.4,29.5460575758686,28.3516129896783,30.3022559761314,30.0630397310161
Q96A49,Q96A49,7,7,7,Synapse-associated protein 1,SYAP1,sp|Q96A49|SYAP1_HUMAN Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1,7,7,27.3,27.0476005627713,23.9127819122951,26.5266395235196,26.6404455290473
Q8N0S2;A0A0B4J1R9,Q8N0S2;A0A0B4J1R9,5;5,5;5,5;5,Synaptonemal complex central element protein 1,SYCE1,sp|Q8N0S2|SYCE1_HUMAN Synaptonemal complex central element protein 1 OS=Homo sapiens OX=9606 GN=SYCE1 PE=1 SV=2;tr|A0A0B4J1R9|A0A0B4J1R9_HUMAN Synaptonemal complex central element protein 1 OS=Homo sapiens OX=9606 GN=SYCE1 PE=1 SV=1,5,5,23.9,25.7381246354947,25.1073326682495,4.42522191267267,4.39210376514955
Q92797;A0A087WUE9;M0R3C7;M0R180;M0QXP5;M0R033;M0R1C2;M0R039,Q92797;A0A087WUE9;M0R3C7,18;14;10;3;3;2;2;1,18;14;10;3;3;2;2;1,18;14;10;3;3;2;2;1,Symplekin,SYMPK,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,18,18,20.0,4.29321427599828,4.26311898798562,27.6075256022659,27.5132964107787
