WDTC1_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ACTA1;ACTC1,0.4169547301,0.038817213865898,0,P68133;P68032;A6NL76,P68133;P68032;A6NL76,30;30;24,5;5;5,2;2;2,"Actin, alpha skeletal muscle;Actin, alpha cardiac muscle 1",ACTA1;ACTC1,"sp|P68133|ACTS_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1;sp|P68032|ACTC_HUMAN Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1;tr|A6NL76|A6NL76_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens O",30,2,36.6,377
EEF1A1;EEF1A1P5,0.2610209495,0.063675030102,0,P68104;Q5VTE0;A0A087WVQ9;A0A087WV01;Q5JR01;A6PW80,P68104;Q5VTE0;A0A087WVQ9;A0A087WV01,33;32;30;23;11;10,33;32;30;23;11;10,16;16;16;11;4;4,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1;sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;tr|A0A087WVQ9|A0A087WVQ9_HUMAN Elongation factor 1-a,33,16,64.9,462
TUBA1B;TUBA4A,0.060095991,0.516546699866473,0,P68363;P68366;C9JDS9,P68363;P68366,44;28;9,44;28;9,5;5;0,Tubulin alpha-1B chain;Tubulin alpha-4A chain,TUBA1B;TUBA4A,sp|P68363|TBA1B_HUMAN Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1;sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,44,5,72.5,451
TUBB4B,0.0979391532,0.293940846920348,0,P68371,P68371,40,40,2,Tubulin beta-4B chain,TUBB4B,sp|P68371|TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,40,2,70.6,445
PAFAH1B2,-0.2498877547,0.0974879522779831,0,P68402;J3KNE3,P68402;J3KNE3,4;2,4;2,4;2,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH1B2,sp|P68402|PA1B2_HUMAN Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens OX=9606 GN=PAFAH1B2 PE=1 SV=1;tr|J3KNE3|J3KNE3_HUMAN Platelet-activating factor acetylhydrolase IB subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=PAFAH1B2 ,4,4,41.5,229
HIST1H3A,-0.7183561701,0.00207110848490202,0,P68431,P68431,14,14,2,Histone H3.1,HIST1H3A,sp|P68431|H31_HUMAN Histone H3.1 OS=Homo sapiens OX=9606 GN=H3C1 PE=1 SV=2,14,2,60.3,136
EIF4G2,-0.1589023575,0.286443420826094,0,P78344;D3DQV9;H0Y3P2;H0YCH5;E9PKF8;H0YD77;H0YE22;H0YEC5,P78344;D3DQV9;H0Y3P2,9;8;7;4;3;3;2;1,9;8;7;4;3;3;2;1,9;8;7;4;3;3;2;1,Eukaryotic translation initiation factor 4 gamma 2,EIF4G2,sp|P78344|IF4G2_HUMAN Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1;tr|D3DQV9|D3DQV9_HUMAN Eukaryotic translation initiation factor 4 gamma 2 (Fragment) OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1;tr|H0Y3P2|,9,9,13.3,907
CCT2,0.3293566722,0.0252772679852053,0,P78371;F5GWF6;F8VQ14,P78371;F5GWF6;F8VQ14,43;42;36,43;42;36,43;42;36,T-complex protein 1 subunit beta,CCT2,sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4;tr|F5GWF6|F5GWF6_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=2;tr|F8VQ14|F8VQ14_HUMAN T-complex protein 1 subunit beta OS=Hom,43,43,77.8,535
GSTO1,-0.2836035492,0.257044514400603,0,P78417;Q5TA02;Q5TA01,P78417;Q5TA02;Q5TA01,12;10;8,12;10;8,12;10;8,Glutathione S-transferase omega-1,GSTO1,sp|P78417|GSTO1_HUMAN Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2;tr|Q5TA02|Q5TA02_HUMAN Glutathione S-transferase omega-1 (Fragment) OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=1;tr|Q5TA01|Q5TA01_HUMAN Glutathione S-transfera,12,12,47.3,241
PRKDC,0.6506592402,0.00953910745914915,0,P78527,P78527,23,23,23,DNA-dependent protein kinase catalytic subunit,PRKDC,sp|P78527|PRKDC_HUMAN DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3,23,23,7.6,4128
SRPX,-0.2278057669,0.212235564710237,0,P78539,P78539,1,1,1,Sushi repeat-containing protein SRPX,SRPX,sp|P78539|SRPX_HUMAN Sushi repeat-containing protein SRPX OS=Homo sapiens OX=9606 GN=SRPX PE=1 SV=1,1,1,2.8,464
MRPS5,0.1084543442,0.419811492263508,0,P82675,P82675,2,2,2,"28S ribosomal protein S5, mitochondrial",MRPS5,"sp|P82675|RT05_HUMAN 28S ribosomal protein S5, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS5 PE=1 SV=2",2,2,7,430
MRPS9,0.1405337529,0.255302911612485,0,P82933,P82933,4,4,4,"28S ribosomal protein S9, mitochondrial",MRPS9,"sp|P82933|RT09_HUMAN 28S ribosomal protein S9, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS9 PE=1 SV=2",4,4,15.4,396
HMGN5,-1.0525534589,0.0282834187006934,1,P82970;Q5JSK7;Q5JSK8;Q5JSL0;Q5JSK6,P82970;Q5JSK7;Q5JSK8;Q5JSL0;Q5JSK6,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,High mobility group nucleosome-binding domain-containing protein 5,HMGN5,sp|P82970|HMGN5_HUMAN High mobility group nucleosome-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=HMGN5 PE=1 SV=1;tr|Q5JSK7|Q5JSK7_HUMAN High mobility group nucleosome-binding domain-containing protein 5 (Fragment) OS=Homo sapiens OX=9606,1,1,5.3,282
SARNP,-0.4571637987,0.0195118600690069,0,P82979;F8VZQ9;H0YHG0;F8VS12,P82979;F8VZQ9;H0YHG0,11;10;9;4,11;10;9;4,11;10;9;4,SAP domain-containing ribonucleoprotein,SARNP,sp|P82979|SARNP_HUMAN SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=3;tr|F8VZQ9|F8VZQ9_HUMAN SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=1;tr|H0YHG0|H0YHG0_HUMAN Uncharacterized protei,11,11,45.2,210
ARF1,-0.1405547881,0.330024819347741,0,P84077,P84077,5,5,1,ADP-ribosylation factor 1,ARF1,sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2,5,1,49.7,181
ERH,0.3175255744,0.0798291057955466,0,P84090;G3V279,P84090;G3V279,7;4,7;4,7;4,Enhancer of rudimentary homolog,ERH,sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1;tr|G3V279|G3V279_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,7,7,55.8,104
FOXK1,-0.3810396881,0.129997783414016,0,P85037,P85037,4,4,4,Forkhead box protein K1,FOXK1,sp|P85037|FOXK1_HUMAN Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1,4,4,5.2,733
RBM10,0.110262561,0.656106275758527,0,P98175;P78332;E9PGM9,P98175,3;1;1,3;1;1,3;1;1,RNA-binding protein 10,RBM10,sp|P98175|RBM10_HUMAN RNA-binding protein 10 OS=Homo sapiens OX=9606 GN=RBM10 PE=1 SV=3,3,3,4,930
RBM3,-0.1003018765,0.530797024571928,0,P98179,P98179,5,5,5,RNA-binding protein 3,RBM3,sp|P98179|RBM3_HUMAN RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1,5,5,40.8,157
TFAM,-0.0920308349,0.389343552278506,0,Q00059;H7BYN3,Q00059;H7BYN3,4;3,4;3,4;3,"Transcription factor A, mitochondrial",TFAM,"sp|Q00059|TFAM_HUMAN Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1;tr|H7BYN3|H7BYN3_HUMAN Transcription factor A, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1",4,4,20.7,246
PURA,-0.1895780322,0.299632283705072,0,Q00577;A0A494C0H6,Q00577,5;1,3;0,3;0,Transcriptional activator protein Pur-alpha,PURA,sp|Q00577|PURA_HUMAN Transcriptional activator protein Pur-alpha OS=Homo sapiens OX=9606 GN=PURA PE=1 SV=2,5,3,22.7,322
CLTC,-0.1987832767,0.0708496102552973,0,Q00610;A0A087WVQ6;J3KS13;P53675;A0A087WX41;K7EJJ5;J3KSQ2;J3KRF5;J3QL20;F5H5N6;A0A087WV74;A0A087WXH4,Q00610;A0A087WVQ6,76;75;27;14;13;8;5;4;2;1;1;1,76;75;27;14;13;8;5;4;2;1;1;1,76;75;27;14;13;8;5;4;2;1;1;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,76,76,46.1,1675
FKBP3,-0.3564719872,0.0266411375499295,0,Q00688;G3V5F2,Q00688,14;4,14;4,14;4,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,sp|Q00688|FKBP3_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,14,14,62.1,224
SORD,0.1054781453,0.476667695818703,0,Q00796;H0YLA4;H0YKB3,Q00796;H0YLA4,8;7;2,8;7;2,8;7;2,Sorbitol dehydrogenase,SORD,sp|Q00796|DHSO_HUMAN Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=4;tr|H0YLA4|H0YLA4_HUMAN Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=1,8,8,38.4,357
HNRNPU,-0.117267646,0.227410734340171,0,Q00839;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PPE9;A0A1W2PRI6;A0A1W2PP22;A0A1W2PNG3,Q00839;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PRZ7;A0A1W2PQD4,39;38;37;35;33;31;31;30;30;30;27;22;6;4;3;2,39;38;37;35;33;31;31;30;30;30;27;22;6;4;3;2,39;38;37;35;33;31;31;30;30;30;27;22;6;4;3;2,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6;tr|A0A1W2PPS1|A0A1W2PPS1_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=1;tr|A0A1X7SBS1|A0A1X7SBS1_HUMAN ,39,39,39.6,825
FABP5,0.0183271518,0.92410417334557,0,Q01469;I6L8B7;A8MUU1,Q01469;I6L8B7,19;10;3,19;10;3,19;10;3,"Fatty acid-binding protein, epidermal",FABP5,sp|Q01469|FABP5_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3;tr|I6L8B7|I6L8B7_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=1,19,19,94.8,135
CAP1,0.0327632191,0.736403439560477,0,Q01518;Q5T0R1;Q5T0R9;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R8;Q5T0S3,Q01518,22;10;10;9;9;9;9;9;9;4;4,22;10;10;9;9;9;9;9;9;4;4,21;10;10;9;9;9;9;9;9;4;4,Adenylyl cyclase-associated protein 1,CAP1,sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5,22,21,65.9,475
HMGCS1,0.3643164669,0.0134988602489053,0,Q01581;D6RIW1,Q01581,13;2,13;2,13;2,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMGCS1,"sp|Q01581|HMCS1_HUMAN Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2",13,13,45.4,520
DR1,0.6454739187,0.262721859961614,0,Q01658,Q01658,2,2,2,Protein Dr1,DR1,sp|Q01658|NC2B_HUMAN Protein Dr1 OS=Homo sapiens OX=9606 GN=DR1 PE=1 SV=1,2,2,13.6,176
PFKP,0.2383110575,0.0611782766231831,0,Q01813;B1APP6;H0Y757;H0Y3Y3;Q5VSR5;V9GYV7,Q01813;B1APP6,9;6;2;2;2;1,9;6;2;2;2;1,7;6;2;2;1;1,"ATP-dependent 6-phosphofructokinase, platelet type",PFKP,"sp|Q01813|PFKAP_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2;tr|B1APP6|B1APP6_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",9,7,15.1,784
PLCB3,-0.2995638026,0.290675424441582,0,Q01970,Q01970,3,3,3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",PLCB3,"sp|Q01970|PLCB3_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 OS=Homo sapiens OX=9606 GN=PLCB3 PE=1 SV=2",3,3,3.2,1234
ALDH6A1,-2.1974724907,0.00867263768683251,1,Q02252;G3V4Z4,Q02252;G3V4Z4,3;2,3;2,3;2,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,"sp|Q02252|MMSA_HUMAN Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2;tr|G3V4Z4|G3V4Z4_HUMAN Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=AL",3,3,14.2,535
FKBP4,0.5395478717,0.0034320032858346,0,Q02790;F5H1U3,Q02790,26;2,26;2,19;2,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,26,19,47.3,459
PLOD1,-0.1648289058,0.46506669183228,0,Q02809;Q5JXB8;Q5JXB7,Q02809;Q5JXB8;Q5JXB7,2;1;1,2;1;1,2;1;1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,"sp|Q02809|PLOD1_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2;tr|Q5JXB8|Q5JXB8_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (Fragment) OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=1;tr|Q5JXB7|Q5JX",2,2,4.4,727
RPL6,0.2994885642,0.0217403345894876,0,Q02878;F8VR69;F8VZ45;U3KQR5,Q02878,13;3;3;3,13;3;3;3,13;3;3;3,60S ribosomal protein L6,RPL6,sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,13,13,37.8,288
LMNB2,-0.2070070461,0.238382260677805,0,Q03252,Q03252,20,16,16,Lamin-B2,LMNB2,sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,20,16,35.6,620
GLO1,-0.2232559239,0.0724898185694256,0,Q04760,Q04760,9,9,9,Lactoylglutathione lyase,GLO1,sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,9,9,40.8,184
YWHAH,0.0375251317,0.767895682901248,0,Q04917;A2IDB2;F8WEB6;A2IDB1,Q04917,10;4;3;3,6;1;3;3,6;1;3;3,14-3-3 protein eta,YWHAH,sp|Q04917|1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,10,6,37,246
CSTF1,-0.0393431446,0.775197698954907,0,Q05048;A0A0A0MSZ9;A3KFI9,Q05048;A0A0A0MSZ9,5;3;1,5;3;1,5;3;1,Cleavage stimulation factor subunit 1,CSTF1,sp|Q05048|CSTF1_HUMAN Cleavage stimulation factor subunit 1 OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1;tr|A0A0A0MSZ9|A0A0A0MSZ9_HUMAN Cleavage stimulation factor subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=CSTF1 PE=1 SV=1,5,5,17.6,431
SRSF11,-0.3249091858,0.101680326541366,0,Q05519;Q5T760;B4DWT1;S4R3C4,Q05519;Q5T760;B4DWT1,3;3;2;1,3;3;2;1,3;3;2;1,Serine/arginine-rich splicing factor 11,SRSF11,sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|Q5T760|Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|B4DWT1|B4DWT1_HUMAN Serine/ar,3,3,9.5,484
CALD1,0.7444394421,0.203217039621812,0,Q05682;E9PGZ1;E7EX44;C9J813,Q05682;E9PGZ1;E7EX44;C9J813,6;5;5;3,6;5;5;3,6;5;5;3,Caldesmon,CALD1,sp|Q05682|CALD1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3;tr|E9PGZ1|E9PGZ1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|E7EX44|E7EX44_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|C9J813|C9J813_HUMAN Caldes,6,6,12.1,793
PTPN11,-0.6564230362,0.00277757316279932,0,Q06124;A0A1W2PPU4,Q06124;A0A1W2PPU4,2;1,2;1,2;1,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,sp|Q06124|PTN11_HUMAN Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=3;tr|A0A1W2PPU4|A0A1W2PPU4_HUMAN Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=1,2,2,6.2,593
PPAT,0.2179235913,0.0589348763102737,0,Q06203;D6RCC8;D6RE15,Q06203,13;5;1,13;5;1,13;5;1,Amidophosphoribosyltransferase,PPAT,sp|Q06203|PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens OX=9606 GN=PPAT PE=1 SV=1,13,13,31.3,517
GFPT1,0.1381205374,0.255623680657423,0,Q06210;O94808;E5RJP4,Q06210,8;3;1,8;3;1,8;3;1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1,sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3,8,8,15.2,699
PSME1,-0.5537081551,0.0030625273409972,0,Q06323;H0YKK6;H0YLU2,Q06323,11;5;4,11;5;4,11;5;4,Proteasome activator complex subunit 1,PSME1,sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,11,11,46.6,249
RING1;RNF2,-0.3280327631,0.0692734769584735,0,Q06587;Q99496;X6RFN3,Q06587;Q99496;X6RFN3,1;1;1,1;1;1,1;1;1,E3 ubiquitin-protein ligase RING1;E3 ubiquitin-protein ligase RING2,RING1;RNF2,sp|Q06587|RING1_HUMAN E3 ubiquitin-protein ligase RING1 OS=Homo sapiens OX=9606 GN=RING1 PE=1 SV=2;sp|Q99496|RING2_HUMAN E3 ubiquitin-protein ligase RING2 OS=Homo sapiens OX=9606 GN=RNF2 PE=1 SV=1;tr|X6RFN3|X6RFN3_HUMAN E3 ubiquitin-protein ligase RING2 (F,1,1,3.4,406
PRDX1,0.1877994296,0.103398801589874,0,Q06830;A0A0A0MSI0;A0A0A0MRQ5,Q06830;A0A0A0MSI0,26;25;8,26;25;8,23;22;5,Peroxiredoxin-1,PRDX1,sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1;tr|A0A0A0MSI0|A0A0A0MSI0_HUMAN Peroxiredoxin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,26,23,91.5,199
CKAP4,-0.2228482964,0.137232297793681,0,Q07065,Q07065,8,8,8,Cytoskeleton-associated protein 4,CKAP4,sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2,8,8,22.1,602
KHDRBS1,-0.053502146,0.620573680269755,0,Q07666;Q5VWX1,Q07666,5;1,5;1,5;1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,"sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",5,5,11.1,443
ARHGAP1,-0.2231524219,0.539289098120175,0,Q07960;H0YE29;E9PNR6,Q07960;H0YE29,4;2;1,4;2;1,4;2;1,Rho GTPase-activating protein 1,ARHGAP1,sp|Q07960|RHG01_HUMAN Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1;tr|H0YE29|H0YE29_HUMAN Rho GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,4,4,13.4,439
PPP3CA;PPP3CB;PPP3CC,0.3246577194,0.0306303617117875,0,Q08209;P16298;P48454;E9PPC8;E9PK68;H0YC26;E7ETC2;Q5F2F8,Q08209;P16298;P48454;E9PPC8;E9PK68;H0YC26;E7ETC2;Q5F2F8,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform;Serine/threonine-protein phosphatase,PPP3CA;PPP3CB;PPP3CC,sp|Q08209|PP2BA_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1;sp|P16298|PP2BB_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens OX=9606 G,2,2,5.2,521
DHX9,0.0331863081,0.748988185832811,0,Q08211,Q08211,31,31,31,ATP-dependent RNA helicase A,DHX9,sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,31,31,29.3,1270
LGALS3BP,-0.3650637715,0.0193295210748239,0,Q08380,Q08380,2,2,2,Galectin-3-binding protein,LGALS3BP,sp|Q08380|LG3BP_HUMAN Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1,2,2,5.1,585
PPID,0.1324825955,0.514954827704685,0,Q08752,Q08752,6,6,6,Peptidyl-prolyl cis-trans isomerase D,PPID,sp|Q08752|PPID_HUMAN Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3,6,6,18.4,370
SSRP1,-0.4321686477,0.0120070196179263,0,Q08945;E9PMD4,Q08945,12;2,12;2,12;2,FACT complex subunit SSRP1,SSRP1,sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,12,12,20.3,709
NSUN2,0.5383975226,0.0186834521640348,0,Q08J23;A0A140T9Y7,Q08J23,12;1,12;1,12;1,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2,12,12,19,767
RBBP4,-0.181813909,0.146914194509658,0,Q09028;H0YCT5;H0YF10;H0YDK2;H0YEU5;E9PNS2;E9PIC4;E9PNS6,Q09028;H0YCT5;H0YF10;H0YDK2,9;5;5;5;4;2;2;2,9;5;5;5;4;2;2;2,4;1;1;1;1;1;1;1,Histone-binding protein RBBP4,RBBP4,sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3;tr|H0YCT5|H0YCT5_HUMAN Histone-binding protein RBBP4 (Fragment) OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=1;tr|H0YF10|H0YF10_HUMAN Histone-binding protein RBBP4 (,9,4,27.5,425
AHNAK,0.0360065001,0.921340993856905,0,Q09666;E9PQE3;E9PJZ0;E9PKR9;E9PJC6;E9PLK4,Q09666,131;1;1;1;1;1,131;1;1;1;1;1,131;1;1;1;1;1,Neuroblast differentiation-associated protein AHNAK,AHNAK,sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,131,131,41.7,5890
AP1B1,0.0235488975,0.920378170425004,0,Q10567;C9J1E7;K7EJX1;A0A087WYD1,Q10567,5;2;1;1,5;2;1;1,3;1;0;0,AP-1 complex subunit beta-1,AP1B1,sp|Q10567|AP1B1_HUMAN AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2,5,3,5.7,949
