FBXW8_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
TRMT5,0.3496371266,0.0164149065755652,0,Q32P41,Q32P41,2,2,2,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,sp|Q32P41|TRM5_HUMAN tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,2,2,4.7,509
UAP1L1,-0.4065543154,0.0386296655250324,0,Q3KQV9;A0A087X226,Q3KQV9,4;1,3;1,3;1,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,UAP1L1,sp|Q3KQV9|UAP1L_HUMAN UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Homo sapiens OX=9606 GN=UAP1L1 PE=1 SV=2,4,3,7.9,507
TUBB8,0.0749060034,0.441684437970139,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,12;11;11,2;2;2,2;2;2,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,12,2,25.2,444
FAM98B,0.1145371628,0.44387751822175,0,Q52LJ0,Q52LJ0,5,5,3,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,5,3,10.6,433
HSP90AB2P,-0.0924445833,0.551638976997157,0,Q58FF8,Q58FF8,13,2,2,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,13,2,23.9,381
ZNF326,-0.3144504058,0.0398776683799677,0,Q5BKZ1;A0A0A0MRN4;E2QRN4,Q5BKZ1;A0A0A0MRN4,5;3;1,5;3;1,5;3;1,DBIRD complex subunit ZNF326,ZNF326,sp|Q5BKZ1|ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2;tr|A0A0A0MRN4|A0A0A0MRN4_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=1,5,5,11.2,582
DPCD,-0.5676094394,0.0212372087607863,0,Q9BVM2;Q5JQQ4,Q9BVM2;Q5JQQ4,1;1,1;1,1;1,Protein DPCD,DPCD,sp|Q9BVM2|DPCD_HUMAN Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=2;tr|Q5JQQ4|Q5JQQ4_HUMAN Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=1,1,1,4.9,203
RRP12,0.051723564,0.626204955555019,0,Q5JTH9,Q5JTH9,4,4,4,RRP12-like protein,RRP12,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,4,4,3.5,1297
SH3BGRL3,-0.1142086265,0.247372225185175,0,Q9H299;Q5T123,Q9H299;Q5T123,4;4,4;4,4;4,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,4,4,38.7,93
C9orf64,-0.3199228244,0.0292899940999045,0,Q5T6V5;Q5T6V6;Q5T6V7,Q5T6V5,3;1;1,3;1;1,3;1;1,UPF0553 protein C9orf64,C9orf64,sp|Q5T6V5|QSPP_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1,3,3,10.3,341
NT5DC1,-0.3137307347,0.0358823344240153,0,Q5TFE4;Q5QPD0,Q5TFE4;Q5QPD0,2;1,2;1,2;1,5-nucleotidase domain-containing protein 1,NT5DC1,sp|Q5TFE4|NT5D1_HUMAN 5-nucleotidase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NT5DC1 PE=1 SV=1;tr|Q5QPD0|Q5QPD0_HUMAN 5-nucleotidase domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NT5DC1 PE=1 SV=1,2,2,7.9,455
NDRG3,-0.0420655283,0.778636069631241,0,Q9UGV2;Q5TH30;F8WBF9;Q5TH29,Q9UGV2;Q5TH30;F8WBF9;Q5TH29,4;4;3;2,4;4;3;2,4;4;3;2,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 ",4,4,18.4,375
CROCC,0.7015922463,0.045803563362235,0,Q5TZA2;B1AKD8,Q5TZA2;B1AKD8,2;1,2;1,2;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1;tr|B1AKD8|B1AKD8_HUMAN Rootletin (Fragment) OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=2,2,2,1.2,2017
KIAA1614,0.4412955744,0.0206629003498074,0,Q5VZ46,Q5VZ46,3,3,3,Uncharacterized protein KIAA1614,KIAA1614,sp|Q5VZ46|K1614_HUMAN Uncharacterized protein KIAA1614 OS=Homo sapiens OX=9606 GN=KIAA1614 PE=2 SV=3,3,3,2.1,1190
FLNA,0.0525379954,0.670695094800534,0,Q60FE5;P21333;A0A087WWY3;F8WE98;H0Y5C6;A0A669KBC6;H0Y5F3,Q60FE5;P21333;A0A087WWY3,69;68;63;14;5;2;2,69;68;63;14;5;2;2,64;63;60;11;3;2;2,Filamin-A,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,69,64,36,2620
HIST2H2AA3;HIST2H2AC,-0.4861475512,0.00430774592799113,0,Q6FI13;Q16777,Q6FI13;Q16777,13;12,3;3,3;3,Histone H2A type 2-A;Histone H2A type 2-C,HIST2H2AA3;HIST2H2AC,sp|Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3;sp|Q16777|H2A2C_HUMAN Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,13,3,76.2,130
CIAPIN1,-0.3225503245,0.0199706267396451,0,Q6FI81;H3BV90;H3BT65;H3BQ23;H3BUG4;H3BPG7,Q6FI81;H3BV90;H3BT65,4;3;2;1;1;1,4;3;2;1;1;1,4;3;2;1;1;1,Anamorsin,CIAPIN1,sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2;tr|H3BV90|H3BV90_HUMAN Fe-S cluster assembly protein DRE2 OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=1;tr|H3BT65|H3BT65_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=,4,4,19.9,312
SMYD5,-2.5100431558,0.00543677194064917,1,Q6GMV2,Q6GMV2,5,5,1,SET and MYND domain-containing protein 5,SMYD5,sp|Q6GMV2|SMYD5_HUMAN SET and MYND domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SMYD5 PE=1 SV=2,5,1,22,418
SLC25A24,-0.378489629,0.342980908851975,0,Q6NUK1;A0A3B3IU96,Q6NUK1,5;1,5;1,5;1,Calcium-binding mitochondrial carrier protein SCaMC-1,SLC25A24,sp|Q6NUK1|SCMC1_HUMAN Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2,5,5,14.9,477
PTRF,-0.2283322806,0.397700055622068,0,Q6NZI2,Q6NZI2,4,4,4,Polymerase I and transcript release factor,PTRF,sp|Q6NZI2|CAVN1_HUMAN Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,4,4,9.2,390
PRPF8,0.1085836097,0.419270706637174,0,Q6P2Q9;I3L3Z8;I3L0J9,Q6P2Q9,12;3;2,12;3;2,12;3;2,Pre-mRNA-processing-splicing factor 8,PRPF8,sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2,12,12,7.6,2335
FAHD1,-0.097759329,0.425009207880025,0,Q6P587,Q6P587,3,3,3,"Acylpyruvase FAHD1, mitochondrial",FAHD1,"sp|Q6P587|FAHD1_HUMAN Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2",3,3,20.1,224
SND1,0.1436283175,0.184002698780544,0,Q7KZF4;H7C597,Q7KZF4,40;9,40;9,40;9,Staphylococcal nuclease domain-containing protein 1,SND1,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,40,40,58.4,910
EIF3M,0.0981377138,0.47637427029592,0,Q7L2H7;E9PRI2;E7ESM3,Q7L2H7;E9PRI2;E7ESM3,4;2;2,4;2;2,4;2;2,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E9PRI2|E9PRI2_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1;tr|E7ESM3|E7ESM3_HU,4,4,8.8,374
CYFIP1,0.1331583545,0.444902008164886,0,Q7L576;A0A0G2JR96;A0A0G2JQT1;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1,Q7L576,6;2;2;1;1;1;1,6;2;2;1;1;1;1,3;1;1;1;1;1;1,Cytoplasmic FMR1-interacting protein 1,CYFIP1,sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,6,3,5.1,1253
HUWE1,-0.2264545068,0.161439615683747,0,Q7Z6Z7;H0Y659,Q7Z6Z7;H0Y659,7;5,7;5,7;5,E3 ubiquitin-protein ligase HUWE1,HUWE1,sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3;tr|H0Y659|H0Y659_HUMAN E3 ubiquitin-protein ligase HUWE1 (Fragment) OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=1,7,7,2.1,4374
PABPN1,0.1393982988,0.394929215933565,0,Q86U42;B4DEH8;G3V4T2;H0YJH9;A6NDY0,Q86U42;B4DEH8;G3V4T2,6;4;4;2;1,6;4;4;2;1,6;4;4;2;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|G3V4T2|G3V4T2_HUMAN Polyadenylate-binding protein 2 OS=H,6,6,28.8,306
KTN1,-0.3433409208,0.0258003512102463,0,Q86UP2;G3V4Y7;B7Z6P3;H0YJP2;H0YJZ8;G3V5P0;G3V5G2,Q86UP2,7;3;2;1;1;1;1,7;3;2;1;1;1;1,7;3;2;1;1;1;1,Kinectin,KTN1,sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,7,7,7.4,1357
ALYREF,0.124847713,0.218041746813306,0,Q86V81;E9PB61,Q86V81;E9PB61,7;5,7;5,7;5,THO complex subunit 4,ALYREF,sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3;tr|E9PB61|E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1,7,7,38.5,257
RTTN,0.1386308925,0.234021600129004,0,Q86VV8;J3KTD2;A0A1W2PQI7;A0A1W2PPP3,Q86VV8;J3KTD2;A0A1W2PQI7;A0A1W2PPP3,2;1;1;1,2;1;1;1,2;1;1;1,Rotatin,RTTN,sp|Q86VV8|RTTN_HUMAN Rotatin OS=Homo sapiens OX=9606 GN=RTTN PE=1 SV=3;tr|J3KTD2|J3KTD2_HUMAN Rotatin OS=Homo sapiens OX=9606 GN=RTTN PE=1 SV=1;tr|A0A1W2PQI7|A0A1W2PQI7_HUMAN Rotatin OS=Homo sapiens OX=9606 GN=RTTN PE=1 SV=1;tr|A0A1W2PPP3|A0A1W2PPP3_HUMAN ,2,2,1.3,2226
TSPYL5,-0.2257988565,0.301355135240543,0,Q86VY4,Q86VY4,4,4,4,Testis-specific Y-encoded-like protein 5,TSPYL5,sp|Q86VY4|TSYL5_HUMAN Testis-specific Y-encoded-like protein 5 OS=Homo sapiens OX=9606 GN=TSPYL5 PE=1 SV=2,4,4,19.2,417
THOC6,-0.8209618702,0.0359534821187018,0,Q86W42,Q86W42,1,1,1,THO complex subunit 6 homolog,THOC6,sp|Q86W42|THOC6_HUMAN THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1,1,1,5.6,341
CXorf67,-0.15542115,0.356077907743743,0,Q86X51,Q86X51,6,6,6,Uncharacterized protein CXorf67,CXorf67,sp|Q86X51|EZHIP_HUMAN EZH inhibitory protein OS=Homo sapiens OX=9606 GN=EZHIP PE=1 SV=1,6,6,13.3,503
CARM1,-0.19705428,0.22997992424068,0,Q86X55;K7EK20;K7EPK1;K7EQB9;K7EQA8,Q86X55,5;2;2;1;1,5;2;2;1;1,5;2;2;1;1,Histone-arginine methyltransferase CARM1,CARM1,sp|Q86X55|CARM1_HUMAN Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3,5,5,15.6,608
HIST2H2AB,-0.1286178162,0.681578863276114,0,Q8IUE6,Q8IUE6,10,4,3,Histone H2A type 2-B,HIST2H2AB,sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3,10,3,70.8,130
AHNAK2,-0.9642612243,0.000643917023836528,0,Q8IVF2,Q8IVF2,8,8,8,Protein AHNAK2,AHNAK2,sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,8,8,7.8,5795
RHOT2,-0.0182804914,0.854510302017809,0,Q8IXI1;H3BST5;I3L2C6;Q8IXI2;H3BMP9;H3BVI5;H3BUX4;H7BXZ6,Q8IXI1;H3BST5;I3L2C6,3;2;2;1;1;1;1;1,3;2;2;1;1;1;1;1,3;2;2;1;1;1;1;1,Mitochondrial Rho GTPase 2,RHOT2,sp|Q8IXI1|MIRO2_HUMAN Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2;tr|H3BST5|H3BST5_HUMAN Mitochondrial Rho GTPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2;tr|I3L2C6|I3L2C6_HUMAN Mitochondrial Rho GTPase 2 (Fragment),3,3,5.2,618
MRPL41,-0.3358289322,0.104047422725642,0,Q8IXM3,Q8IXM3,3,3,3,"39S ribosomal protein L41, mitochondrial",MRPL41,"sp|Q8IXM3|RM41_HUMAN 39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1",3,3,23.4,137
FTSJ3,-0.3186824031,0.0418347439380086,0,Q8IY81,Q8IY81,7,7,7,pre-rRNA processing protein FTSJ3,FTSJ3,sp|Q8IY81|SPB1_HUMAN pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,7,7,10.2,847
CCAR2,-0.0179309496,0.906317036139553,0,Q8N163;G3V119;H0YB24;E5RHJ4;H0YC69;E5RGU7;E5RFJ3;H0YC58;A0A087X2B6,Q8N163;G3V119;H0YB24,15;10;10;4;2;2;2;2;2,15;10;10;4;2;2;2;2;2,15;10;10;4;2;2;2;2;2,Cell cycle and apoptosis regulator protein 2,CCAR2,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2;tr|G3V119|G3V119_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=1;tr|H0YB24|H0YB24_HUMAN Cell cycle a,15,15,21,923
NUP93,-0.2375398004,0.0459635433813196,0,Q8N1F7;H3BVG0;H3BV15;H3BMX0;H3BP95;H3BPA9;H3BVE2;H3BRD9,Q8N1F7;H3BVG0,6;4;2;2;2;2;1;1,6;4;2;2;2;2;1;1,6;4;2;2;2;2;1;1,Nuclear pore complex protein Nup93,NUP93,sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2;tr|H3BVG0|H3BVG0_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=1,6,6,9.3,819
ARFGAP1,-0.0193840309,0.856900903155533,0,Q8N6T3;E5RHC5;F8W1U7;E5RIU2;F8VWB3;E5RGL6;E5RHH7;E5RHT6;F8VWH9,Q8N6T3;E5RHC5;F8W1U7,5;3;3;2;2;2;2;2;2,5;3;3;2;2;2;2;2;2,5;3;3;2;2;2;2;2;2,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5RHC5|E5RHC5_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|F8W,5,5,16.5,406
COLGALT1,-0.7607929817,0.0615514815571574,0,Q8NBJ5;M0QX72;M0QYH0,Q8NBJ5,6;2;1,6;2;1,6;2;1,Procollagen galactosyltransferase 1,COLGALT1,sp|Q8NBJ5|GT251_HUMAN Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1,6,6,14.6,622
TXNDC5,-0.2022357259,0.0720680373556083,0,Q8NBS9,Q8NBS9,11,11,11,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,11,11,33.3,432
PDPR,-0.4863884103,0.0447677345612323,0,Q8NCN5;A8MT40;H3BQG3;B7ZAR9,Q8NCN5;A8MT40;H3BQG3,7;5;4;1,7;5;4;1,7;5;4;1,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",PDPR,"sp|Q8NCN5|PDPR_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR PE=1 SV=2;tr|A8MT40|A8MT40_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR ",7,7,10.7,879
NUP43,0.234605126,0.0497174359795449,0,Q8NFH3,Q8NFH3,2,2,2,Nucleoporin Nup43,NUP43,sp|Q8NFH3|NUP43_HUMAN Nucleoporin Nup43 OS=Homo sapiens OX=9606 GN=NUP43 PE=1 SV=1,2,2,8.2,380
GADD45GIP1,-0.1595423857,0.152661129890196,0,Q8TAE8,Q8TAE8,2,2,2,Growth arrest and DNA damage-inducible proteins-interacting protein 1,GADD45GIP1,sp|Q8TAE8|G45IP_HUMAN Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens OX=9606 GN=GADD45GIP1 PE=1 SV=1,2,2,14.9,222
NPLOC4,0.2668374663,0.193868211714337,0,Q8TAT6,Q8TAT6,8,8,8,Nuclear protein localization protein 4 homolog,NPLOC4,sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,8,8,11.7,608
LRRC20,-0.1074071561,0.608468053154238,0,Q8TCA0;X6RK58;A0A0A0MS58,Q8TCA0;X6RK58;A0A0A0MS58,7;6;4,7;6;4,7;6;4,Leucine-rich repeat-containing protein 20,LRRC20,sp|Q8TCA0|LRC20_HUMAN Leucine-rich repeat-containing protein 20 OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=1;tr|X6RK58|X6RK58_HUMAN Leucine-rich repeat-containing protein 20 (Fragment) OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=7;tr|A0A0A0MS58|A0A0A0MS58_HUM,7,7,45.7,184
PNPT1,0.5025442588,0.00441869876300405,0,Q8TCS8;H7BXF6;H7C3C5,Q8TCS8,10;2;1,10;2;1,10;2;1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,"sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",10,10,14.4,783
GEMIN5,-0.3490468215,0.0301477209561211,0,Q8TEQ6,Q8TEQ6,4,4,4,Gem-associated protein 5,GEMIN5,sp|Q8TEQ6|GEMI5_HUMAN Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,4,4,4.2,1508
IPO4,0.0780249046,0.590443425022365,0,Q8TEX9;H0YN07;H0YMR4;H0YN14;H0YK93;H0YLV0;H0YL92;H0YKG5,Q8TEX9;H0YN07;H0YMR4;H0YN14,8;5;5;5;1;1;1;1,8;5;5;5;1;1;1;1,8;5;5;5;1;1;1;1,Importin-4,IPO4,sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2;tr|H0YN07|H0YN07_HUMAN Importin-4 (Fragment) OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=1;tr|H0YMR4|H0YMR4_HUMAN Importin-4 (Fragment) OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=1;tr|H0YN1,8,8,10.3,1081
ZC3H15,-0.0169774164,0.916525991840431,0,Q8WU90,Q8WU90,1,1,1,Zinc finger CCCH domain-containing protein 15,ZC3H15,sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,1,1,2.3,426
PPP1R13L,-0.030026633,0.827837926118054,0,Q8WUF5,Q8WUF5,4,4,4,RelA-associated inhibitor,PPP1R13L,sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4,4,4,5.9,828
PDCD6IP,-0.1130208457,0.25068416917397,0,Q8WUM4;A0A3B3IT07;C9IZF9;F8WEQ7;F8WBR8;F8WDK9,Q8WUM4,20;7;5;4;4;4,20;7;5;4;4;4,20;7;5;4;4;4,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,20,20,28.2,868
SCFD1,-0.2834779744,0.128170253982975,0,Q8WVM8;G3V3K9;G3V4I1;G3V5F3;J3KNG4;H0YJY1,Q8WVM8,5;2;2;2;2;1,5;2;2;2;2;1,5;2;2;2;2;1,Sec1 family domain-containing protein 1,SCFD1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,5,5,12,642
PCNP,-0.3429436759,0.0426923741236518,0,Q8WW12,Q8WW12,5,5,5,PEST proteolytic signal-containing nuclear protein,PCNP,sp|Q8WW12|PCNP_HUMAN PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2,5,5,30.9,178
PSPC1,0.1607474819,0.69987636887207,0,Q8WXF1;X6RDA4,Q8WXF1;X6RDA4,7;5,7;5,7;5,Paraspeckle component 1,PSPC1,sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1;tr|X6RDA4|X6RDA4_HUMAN Paraspeckle component 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,7,7,22,523
DNAJC9,-0.0778605636,0.440823309583435,0,Q8WXX5,Q8WXX5,5,5,5,DnaJ homolog subfamily C member 9,DNAJC9,sp|Q8WXX5|DNJC9_HUMAN DnaJ homolog subfamily C member 9 OS=Homo sapiens OX=9606 GN=DNAJC9 PE=1 SV=1,5,5,21.9,260
H1FX,-0.6675898898,0.0619183778695327,0,Q92522,Q92522,9,9,9,Histone H1x,H1FX,sp|Q92522|H1X_HUMAN Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,9,9,34.3,213
CCT6B,0.2594602367,0.048671894547753,0,Q92526,Q92526,7,1,1,T-complex protein 1 subunit zeta-2,CCT6B,sp|Q92526|TCPW_HUMAN T-complex protein 1 subunit zeta-2 OS=Homo sapiens OX=9606 GN=CCT6B PE=1 SV=5,7,1,14.9,530
HSPH1,0.5228320419,0.00486371664193902,0,Q92598;R4GN69,Q92598,32;5,28;5,8;4,Heat shock protein 105 kDa,HSPH1,sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,32,8,40.9,858
GCN1L1,0.0496363794,0.721368627926151,0,Q92616,Q92616,16,16,16,Translational activator GCN1,GCN1L1,sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,16,16,7.5,2671
TFG,-0.0378320202,0.885123999538787,0,Q92734;C9JTY3;C9JUE0;C9JJP5,Q92734;C9JTY3;C9JUE0;C9JJP5,4;3;3;3,4;3;3;3,4;3;3;3,Protein TFG,TFG,sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2;tr|C9JTY3|C9JTY3_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JUE0|C9JUE0_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JJP5,4,4,13.8,400
