Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity POC1B-N1,Intensity POC1B-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8Y6Q1;A0A2R8YFL4;A0A2R8YER9;A0A2R8Y809;A0A2R8Y4V6;A0A2R8Y784;A0A2R8Y6L2;A0A2R8Y4E7;A0A2R8Y4P2;A0A2R8YFM3;A0A2R8Y787;A0A2R8Y5H6;A0A2R8Y897;A0A2R8Y597;A0A2R8Y6G3;A0A2R8Y7H8;A0A2R8YF12;A0A2R8YH53,Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8Y6Q1;A0A2R8YFL4,9;8;8;7;7;7;5;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,9;8;8;7;7;7;5;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,9;8;8;7;7;7;5;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,Tubulin-specific chaperone E,TBCE,sp|Q15813|TBCE_HUMAN Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;tr|A0A2R8Y5Q8|A0A2R8Y5Q8_HUMAN Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;tr|A0A2R8YHI9|A0A2R8YHI9_HUMAN Tubulin-specific chaperone E OS,9,9,22.4,4.12024628707503,4.14613732404923,25.341197106255,26.578307267632
Q5QJ74;A0A2R8YFB7;E9PP54;E9PNS0,Q5QJ74;A0A2R8YFB7;E9PP54,3;3;2;1,3;3;2;1,3;3;2;1,Tubulin-specific chaperone cofactor E-like protein,TBCEL,sp|Q5QJ74|TBCEL_HUMAN Tubulin-specific chaperone cofactor E-like protein OS=Homo sapiens OX=9606 GN=TBCEL PE=1 SV=2;tr|A0A2R8YFB7|A0A2R8YFB7_HUMAN NIDO domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;tr|E9PP54|E9PP54_HUMAN Tubulin-sp,3,3,12.7,4.12024628707503,4.14613732404923,25.5137331370299,25.8648343189992
Q15369;E5RHG8;R4GMY8,Q15369;E5RHG8;R4GMY8,3;3;2,3;3;2,3;3;2,Transcription elongation factor B polypeptide 1,TCEB1,sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|E5RHG8|E5RHG8_HUMAN Elongin-C (Fragment) OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|R4GMY8|R4GMY8_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,3,3,41.1,4.12024628707503,4.14613732404923,27.1967616449125,27.1688263402245
Q14241;A0A024RAC6,Q14241;A0A024RAC6,9;8,9;8,9;8,Transcription elongation factor B polypeptide 3,TCEB3,sp|Q14241|ELOA1_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2;tr|A0A024RAC6|A0A024RAC6_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=1,9,9,14.2,24.0763795506223,23.7270238413683,27.4469530299611,26.5100846738616
O14776;G3V220;Q5VWI1,O14776;G3V220,37;33;1,37;33;1,37;33;1,Transcription elongation regulator 1,TCERG1,sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2;tr|G3V220|G3V220_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=1,37,37,28.7,4.12024628707503,4.14613732404923,30.803165834938,30.8914980751245
Q9UGU0;I3L1M7;A9JX13,Q9UGU0,21;1;1,21;1;1,21;1;1,Transcription factor 20,TCF20,sp|Q9UGU0|TCF20_HUMAN Transcription factor 20 OS=Homo sapiens OX=9606 GN=TCF20 PE=1 SV=3,21,21,18.3,4.12024628707503,4.14613732404923,28.5647454546534,27.8471492226095
C6ZRJ6;Q9UJU2;H0YEE5;E2GH26;A0A0D9SGH8;C6ZRK5;B7WNT5;C6ZRJ7;Q5VVR7;H0YBP2;Q9NQB0;H0YBC8;Q5JRY3;H0YAR8;A0A1B0GUV5;Q5JRY5;Q9HCS4;P36402;A0A0A0MTL7,C6ZRJ6;Q9UJU2;H0YEE5;E2GH26;A0A0D9SGH8;C6ZRK5;B7WNT5;C6ZRJ7;Q5VVR7;H0YBP2;Q9NQB0;H0YBC8;Q5JRY3;H0YAR8;A0A1B0GUV5;Q5JRY5;Q9HCS4;P36402;A0A0A0MTL7,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Lymphoid enhancer-binding factor 1;Transcription factor 7-like 2;Transcription factor 7-like 1;Transcription factor 7,TCF7L2;LEF1;TCF7;TCF7L1,"tr|C6ZRJ6|C6ZRJ6_HUMAN TCF7L2 isoform pFC8A_TCF7L2_D5_ex3,4a-11,12,13a,14 OS=Homo sapiens OX=9606 GN=TCF7L2 PE=1 SV=1;sp|Q9UJU2|LEF1_HUMAN Lymphoid enhancer-binding factor 1 OS=Homo sapiens OX=9606 GN=LEF1 PE=1 SV=1;tr|H0YEE5|H0YEE5_HUMAN Transcription fac",2,2,9.6,25.4803853427123,25.4371102128173,23.4865257216567,23.8669340202543
Q9BT92;F5GWH6,Q9BT92;F5GWH6,4;2,4;2,4;2,Trichoplein keratin filament-binding protein,TCHP,sp|Q9BT92|TCHP_HUMAN Trichoplein keratin filament-binding protein OS=Homo sapiens OX=9606 GN=TCHP PE=1 SV=1;tr|F5GWH6|F5GWH6_HUMAN Trichoplein keratin filament-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=TCHP PE=1 SV=1,4,4,10.2,25.3366078911428,24.7947723587015,23.1501482726068,21.7083042563234
E7ETY2;A0A3B3IS06;H0Y8Y7;A0A2R8Y857;H0YA99;A0A2R8Y4M7,E7ETY2;A0A3B3IS06;H0Y8Y7,35;33;20;6;3;2,3;2;1;0;0;0,3;2;1;0;0;0,,TCOF1,tr|E7ETY2|E7ETY2_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=1;tr|A0A3B3IS06|A0A3B3IS06_HUMAN Treacle protein (Fragment) OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=1;tr|H0Y8Y7|H0Y8Y7_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 P,35,3,29.1,4.12024628707503,4.14613732404923,25.6563006860336,26.2682268663406
Q13428,Q13428,36,36,4,Treacle protein,TCOF1,sp|Q13428|TCOF_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3,36,4,29.5,4.12024628707503,4.14613732404923,31.5572774123886,31.4116013839081
P17987;E7ERF2;E7EQR6;F5H282;F5GZ03;F5H136;F5GZI8;F5H676;F5H726;F5GYL4;F5H7Y1,P17987;E7ERF2;E7EQR6;F5H282,26;20;16;15;10;8;6;6;5;3;2,26;20;16;15;10;8;6;6;5;3;2,26;20;16;15;10;8;6;6;5;3;2,T-complex protein 1 subunit alpha,TCP1,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7ERF2|E7ERF2_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7EQR6|E7EQR6_HUMAN T-complex protein 1 subunit alpha OS=,26,26,57.0,31.1495262671883,30.909063163614,27.4325299217842,27.1269161676464
O95551;X6R5A3,O95551;X6R5A3,2;2,2;2,2;2,Tyrosyl-DNA phosphodiesterase 2,TDP2,"sp|O95551|TYDP2_HUMAN Tyrosyl-DNA phosphodiesterase 2 OS=Homo sapiens OX=9606 GN=TDP2 PE=1 SV=1;tr|X6R5A3|X6R5A3_HUMAN TRAF and TNF receptor associated protein, isoform CRA_b OS=Homo sapiens OX=9606 GN=TDP2 PE=1 SV=1",2,2,5.5,4.12024628707503,4.14613732404923,23.4641348925917,23.6655330419105
Q9NXF1;A0A0A0MSR3,Q9NXF1,10;3,10;3,10;3,Testis-expressed sequence 10 protein,TEX10,sp|Q9NXF1|TEX10_HUMAN Testis-expressed protein 10 OS=Homo sapiens OX=9606 GN=TEX10 PE=1 SV=2,10,10,15.7,4.12024628707503,4.14613732404923,27.0986855995516,27.188107518176
Q8IWB9;A0A087WVA8;J3KRZ8,Q8IWB9;A0A087WVA8;J3KRZ8,14;13;12,14;13;12,14;13;12,Testis-expressed sequence 2 protein,TEX2,sp|Q8IWB9|TEX2_HUMAN Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=2;tr|A0A087WVA8|A0A087WVA8_HUMAN Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=1;tr|J3KRZ8|J3KRZ8_HUMAN Testis-expressed protein 2 (Fragment) OS=Ho,14,14,20.0,4.12024628707503,4.14613732404923,27.9423484080774,27.4320519707973
Q12800;F8VWL0;F8VX55;Q9NZI6,Q12800;F8VWL0;F8VX55,5;4;4;1,4;4;3;1,4;4;3;1,Alpha-globin transcription factor CP2,TFCP2,sp|Q12800|TFCP2_HUMAN Alpha-globin transcription factor CP2 OS=Homo sapiens OX=9606 GN=TFCP2 PE=1 SV=2;tr|F8VWL0|F8VWL0_HUMAN Alpha-globin transcription factor CP2 (Fragment) OS=Homo sapiens OX=9606 GN=TFCP2 PE=1 SV=1;tr|F8VX55|F8VX55_HUMAN Alpha-globin tr,5,4,15.3,25.2019853807898,23.4788950015523,25.4053554809385,26.0244948074448
P19532;O14948;B7Z757;C9JBI8,P19532,6;2;2;2,6;2;2;2,4;0;0;0,Transcription factor E3,TFE3,sp|P19532|TFE3_HUMAN Transcription factor E3 OS=Homo sapiens OX=9606 GN=TFE3 PE=1 SV=4,6,4,10.1,4.12024628707503,4.14613732404923,26.6963074923476,26.3496404246762
Q9UBB9;F6UKU9;F6SQZ1;F6XM96;H0Y4U8,Q9UBB9,20;1;1;1;1,20;1;1;1;1,20;1;1;1;1,Tuftelin-interacting protein 11,TFIP11,sp|Q9UBB9|TFP11_HUMAN Tuftelin-interacting protein 11 OS=Homo sapiens OX=9606 GN=TFIP11 PE=1 SV=1,20,20,31.8,4.12024628707503,4.14613732404923,28.2516018832482,27.9118224153124
P02786;G3V0E5,P02786;G3V0E5,10;10,10;10,7;7,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,"sp|P02786|TFR1_HUMAN Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2;tr|G3V0E5|G3V0E5_HUMAN Transferrin receptor (P90, CD71), isoform CRA_c OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=1",10,7,15.3,4.12024628707503,4.14613732404923,26.8083310601057,26.5527852880699
Q8NI27;A0A0C4DG98;H0Y815;F2Z2V2,Q8NI27;A0A0C4DG98,25;23;8;2,25;23;8;2,25;23;8;2,THO complex subunit 2,THOC2,sp|Q8NI27|THOC2_HUMAN THO complex subunit 2 OS=Homo sapiens OX=9606 GN=THOC2 PE=1 SV=2;tr|A0A0C4DG98|A0A0C4DG98_HUMAN THO complex subunit 2 OS=Homo sapiens OX=9606 GN=THOC2 PE=1 SV=1,25,25,19.8,4.12024628707503,4.14613732404923,29.3112718311251,29.0169879140426
Q9Y2W1;A0A3B3ITZ9,Q9Y2W1;A0A3B3ITZ9,22;22,22;22,21;21,Thyroid hormone receptor-associated protein 3,THRAP3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2;tr|A0A3B3ITZ9|A0A3B3ITZ9_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=1,22,21,23.8,4.12024628707503,4.14613732404923,30.2718637797547,30.2515793113362
Q9BV44;H7C0R6;H7C3J3,Q9BV44;H7C0R6,6;3;2,6;3;2,6;3;2,THUMP domain-containing protein 3,THUMPD3,sp|Q9BV44|THUM3_HUMAN THUMP domain-containing protein 3 OS=Homo sapiens OX=9606 GN=THUMPD3 PE=1 SV=1;tr|H7C0R6|H7C0R6_HUMAN THUMP domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=THUMPD3 PE=1 SV=1,6,6,13.6,4.12024628707503,4.14613732404923,25.6318695601186,23.8101958316689
P31483;E5RGV5;E5RG67;C9JTN7;F8W8I6;H7BY49,P31483;E5RGV5;E5RG67;C9JTN7;F8W8I6;H7BY49,2;2;2;2;2;1,2;2;2;2;2;1,2;2;2;2;2;1,Nucleolysin TIA-1 isoform p40,TIA1,sp|P31483|TIA1_HUMAN Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3;tr|E5RGV5|E5RGV5_HUMAN Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1;tr|E5RG67|E5RG67_HUMAN Nucleolysin TIA-1 isoform p40 OS=Homo sapiens,2,2,10.1,4.12024628707503,4.14613732404923,22.9093430463481,24.0200170184527
O75663,O75663,15,15,15,TIP41-like protein,TIPRL,sp|O75663|TIPRL_HUMAN TIP41-like protein OS=Homo sapiens OX=9606 GN=TIPRL PE=1 SV=2,15,15,67.6,25.5571313092905,25.41908707539,30.8956927999751,30.8118408399041
Q07157;G3V1L9;H0YKB1;H0Y3R8;H0YLT6,Q07157;G3V1L9,61;61;9;7;3,61;61;9;7;3,3;3;0;0;0,Tight junction protein ZO-1,TJP1,"sp|Q07157|ZO1_HUMAN Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3;tr|G3V1L9|G3V1L9_HUMAN Tight junction protein 1 (Zona occludens 1), isoform CRA_a OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=1",61,3,47.9,22.5839632795308,22.8075824644907,31.0966011608265,30.7346502696493
P04183;K7ES52;K7ERJ1;K7ERV3;K7ENW5,P04183;K7ES52;K7ERJ1;K7ERV3;K7ENW5,2;2;2;2;1,2;2;2;2;1,2;2;2;2;1,"Thymidine kinase, cytosolic;Thymidine kinase",TK1,"sp|P04183|KITH_HUMAN Thymidine kinase, cytosolic OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=2;tr|K7ES52|K7ES52_HUMAN Thymidine kinase OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=1;tr|K7ERJ1|K7ERJ1_HUMAN Thymidine kinase (Fragment) OS=Homo sapiens OX=9606 GN=TK1 PE=",2,2,13.7,4.12024628707503,4.14613732404923,24.2358605618576,24.8038556010386
P29401;A0A0B4J1R6;E9PFF2,P29401;A0A0B4J1R6;E9PFF2,2;2;1,2;2;1,2;2;1,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1;tr|E9PFF2|E9PFF2_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1,2,2,5.0,4.12024628707503,4.14613732404923,24.2717905913419,23.7607077668793
H0YNT2;Q04726;Q04727;Q04724;Q04725;K7EK93;K7EQH5;K7EJR7;H0YNI7;F5H7D6;K7EMK7;A0A0D9SES8;H0YKT5;H0YKN8;H0YL70,H0YNT2;Q04726;Q04727;Q04724;Q04725;K7EK93;K7EQH5;K7EJR7;H0YNI7;F5H7D6;K7EMK7;A0A0D9SES8;H0YKT5;H0YKN8;H0YL70,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Transducin-like enhancer protein 3;Transducin-like enhancer protein 4;Transducin-like enhancer protein 1;Transducin-like enhancer protein 2,TLE3;TLE4;TLE1;TLE2;AES,tr|H0YNT2|H0YNT2_HUMAN Transducin-like enhancer protein 3 OS=Homo sapiens OX=9606 GN=TLE3 PE=1 SV=1;sp|Q04726|TLE3_HUMAN Transducin-like enhancer protein 3 OS=Homo sapiens OX=9606 GN=TLE3 PE=1 SV=2;sp|Q04727|TLE4_HUMAN Transducin-like enhancer protein 4 OS,2,2,4.5,25.5832804474557,25.4396731487827,25.3414007329371,23.672927686643
Q86UE8;J3KRK0;J3QLK5;J3QR10;J3QS73;J3KST4;J3QS44,Q86UE8;J3KRK0;J3QLK5,3;2;2;1;1;1;1,3;2;2;1;1;1;1,2;2;1;1;1;1;1,Serine/threonine-protein kinase tousled-like 2,TLK2,sp|Q86UE8|TLK2_HUMAN Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=2;tr|J3KRK0|J3KRK0_HUMAN Serine/threonine-protein kinase tousled-like 2 (Fragment) OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=1;tr|J3QLK5|J3QLK5_HUMAN,3,2,7.3,4.12024628707503,4.14613732404923,24.8114213418774,23.7961014144723
Q9Y490,Q9Y490,116,116,105,Talin-1,TLN1,sp|Q9Y490|TLN1_HUMAN Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3,116,105,59.8,28.2079721788777,27.2819774132684,33.752744625594,33.6809142754241
Q9Y4G6;A0A1B0GVU7;H0YMT1,Q9Y4G6;A0A1B0GVU7,17;9;8,6;4;3,6;4;3,Talin-2,TLN2,sp|Q9Y4G6|TLN2_HUMAN Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=4;tr|A0A1B0GVU7|A0A1B0GVU7_HUMAN Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=1,17,6,7.0,4.12024628707503,4.14613732404923,25.5937740689778,25.150194766912
Q8N511;J3KRW7;J3KS81,Q8N511;J3KRW7;J3KS81,2;2;2,2;2;2,2;2;2,Transmembrane protein 199,TMEM199,sp|Q8N511|TM199_HUMAN Transmembrane protein 199 OS=Homo sapiens OX=9606 GN=TMEM199 PE=1 SV=1;tr|J3KRW7|J3KRW7_HUMAN Transmembrane protein 199 OS=Homo sapiens OX=9606 GN=TMEM199 PE=1 SV=1;tr|J3KS81|J3KS81_HUMAN Transmembrane protein 199 OS=Homo sapiens OX=9,2,2,11.5,4.12024628707503,4.14613732404923,24.6909374885751,25.1353570226328
P57088;D6RAA6;J3KN43;D6RBY2;H0Y8N0,P57088;D6RAA6,5;4;2;2;1,5;4;2;2;1,5;4;2;2;1,Transmembrane protein 33,TMEM33,sp|P57088|TMM33_HUMAN Transmembrane protein 33 OS=Homo sapiens OX=9606 GN=TMEM33 PE=1 SV=2;tr|D6RAA6|D6RAA6_HUMAN Transmembrane protein 33 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM33 PE=1 SV=1,5,5,27.9,27.2864720413522,26.6887251949323,23.9683356257658,23.6442743909627
Q8NBN3,Q8NBN3,2,2,2,Transmembrane protein 87A,TMEM87A,sp|Q8NBN3|TM87A_HUMAN Transmembrane protein 87A OS=Homo sapiens OX=9606 GN=TMEM87A PE=1 SV=3,2,2,5.6,4.12024628707503,4.14613732404923,23.6204203131901,24.829244642384
Q9NYL9;H0YKU1;H0YNJ8;P28289,Q9NYL9;H0YKU1;H0YNJ8,11;6;6;1,11;6;6;1,11;6;6;1,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,11,11,39.8,4.12024628707503,4.14613732404923,27.4390460988411,27.6276319551701
P42166,P42166,17,8,8,"Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin",TMPO,"sp|P42166|LAP2A_HUMAN Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",17,8,34.0,4.12024628707503,4.14613732404923,26.776431225155,26.386451815155
P42167;G5E972;H0YJH7,P42167;G5E972,19;16;9,19;16;9,10;7;6,"Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO,"sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;tr|G5E972|G5E972_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=1",19,10,57.9,4.12024628707503,4.14613732404923,30.8665125557652,30.7937409663458
P62328,P62328,4,4,4,Thymosin beta-4;Hematopoietic system regulatory peptide,TMSB4X,sp|P62328|TYB4_HUMAN Thymosin beta-4 OS=Homo sapiens OX=9606 GN=TMSB4X PE=1 SV=2,4,4,63.6,4.12024628707503,4.14613732404923,27.5315557753185,27.9921564299198
Q15025;A0A0A0MRZ4;E7EMV7;H0YC17;E7EW15;E7EWG2;E7EW68,Q15025;A0A0A0MRZ4;E7EMV7,10;10;9;4;4;1;1,10;10;9;4;4;1;1,10;10;9;4;4;1;1,TNFAIP3-interacting protein 1,TNIP1,sp|Q15025|TNIP1_HUMAN TNFAIP3-interacting protein 1 OS=Homo sapiens OX=9606 GN=TNIP1 PE=1 SV=2;tr|A0A0A0MRZ4|A0A0A0MRZ4_HUMAN TNFAIP3-interacting protein 1 OS=Homo sapiens OX=9606 GN=TNIP1 PE=1 SV=1;tr|E7EMV7|E7EMV7_HUMAN TNFAIP3-interacting protein 1 OS=H,10,10,18.1,4.12024628707503,4.14613732404923,27.3665303295114,27.2249942351174
Q9C0C2;E9PKK0;E9PKE7,Q9C0C2,38;5;4,38;5;4,29;5;4,182 kDa tankyrase-1-binding protein,TNKS1BP1,sp|Q9C0C2|TB182_HUMAN 182 kDa tankyrase-1-binding protein OS=Homo sapiens OX=9606 GN=TNKS1BP1 PE=1 SV=4,38,29,36.8,4.12024628707503,4.14613732404923,29.9782833416592,29.4261841845798
A0A2R8Y4T1;Q9HBL0;A0A087WWW7;E9PGF5;E9PF55;A0A494C067;E7ERH1,A0A2R8Y4T1;Q9HBL0;A0A087WWW7;E9PGF5;E9PF55;A0A494C067,3;2;2;2;2;2;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Tensin-1,TNS1,tr|A0A2R8Y4T1|A0A2R8Y4T1_HUMAN Tensin-1 OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=1;sp|Q9HBL0|TENS1_HUMAN Tensin-1 OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=2;tr|A0A087WWW7|A0A087WWW7_HUMAN Tensin-1 OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=1;tr|E9PGF5|E9PGF5_HU,3,2,2.7,4.12024628707503,4.14613732404923,23.6899783561026,23.1156583963803
Q68CZ2;E9PCX8;C9JHU5;C9JWN9;C9JTD0;H0Y4U1;F8VV64,Q68CZ2;E9PCX8,14;10;6;2;2;1;1,14;10;6;2;2;1;1,13;10;6;2;2;0;0,Tensin-3,TNS3,sp|Q68CZ2|TENS3_HUMAN Tensin-3 OS=Homo sapiens OX=9606 GN=TNS3 PE=1 SV=2;tr|E9PCX8|E9PCX8_HUMAN Tensin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TNS3 PE=1 SV=8,14,13,17.0,4.12024628707503,4.14613732404923,27.4375388704975,26.8709127021587
O60784;B0QY01;V9GYF4;B0QY02;V9GZ68;Q6UW50,O60784;B0QY01,6;3;2;2;1;1,6;3;2;2;1;1,6;3;2;2;1;1,Target of Myb protein 1,TOM1,sp|O60784|TOM1_HUMAN Target of Myb protein 1 OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2;tr|B0QY01|B0QY01_HUMAN Target of Myb protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=8,6,6,16.5,4.12024628707503,4.14613732404923,25.9791069580875,25.6855206882023
Q15785,Q15785,5,5,5,Mitochondrial import receptor subunit TOM34,TOMM34,sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,5,5,25.6,25.544186461804,25.4064263915711,23.6839960504341,23.9256051442428
P11387;Q969P6;E5RIC7;E5RJ95;E5RFS0,P11387;Q969P6;E5RIC7,3;2;2;1;1,3;2;2;1;1,3;2;2;1;1,"DNA topoisomerase 1;DNA topoisomerase I, mitochondrial",TOP1;TOP1MT,"sp|P11387|TOP1_HUMAN DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2;sp|Q969P6|TOP1M_HUMAN DNA topoisomerase I, mitochondrial OS=Homo sapiens OX=9606 GN=TOP1MT PE=1 SV=1;tr|E5RIC7|E5RIC7_HUMAN DNA topoisomerase I (Fragment) OS=Homo sapiens OX",3,3,3.8,4.12024628707503,4.14613732404923,22.9998954307587,24.3989132696047
Q5JTV8;A0A0A0MSK5;J3KN66;H0YDU3;H0Y4R4;H0YD16,Q5JTV8;A0A0A0MSK5;J3KN66,8;8;7;3;3;2,8;8;7;3;3;2,8;8;7;3;3;2,Torsin-1A-interacting protein 1,TOR1AIP1,sp|Q5JTV8|TOIP1_HUMAN Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=2;tr|A0A0A0MSK5|A0A0A0MSK5_HUMAN Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=1;tr|J3KN66|J3KN66_HUMAN Torsin-1A-interacting pr,8,8,17.0,4.12024628707503,4.14613732404923,25.4466691311208,26.3709257477984
O94842;A0A669KB71;O15405;O94900;Q96NM4;C9J919;C9JNL1,O94842;A0A669KB71,15;10;4;3;3;1;1,15;10;4;3;3;1;1,15;10;4;3;3;1;1,TOX high mobility group box family member 4,TOX4,sp|O94842|TOX4_HUMAN TOX high mobility group box family member 4 OS=Homo sapiens OX=9606 GN=TOX4 PE=1 SV=1;tr|A0A669KB71|A0A669KB71_HUMAN TOX high mobility group box family member 4 OS=Homo sapiens OX=9606 GN=TOX4 PE=4 SV=1,15,15,38.3,4.12024628707503,4.14613732404923,30.913349885059,31.0479775153611
Q12888;A6NNK5;C9JXV0;H7BZY0;H7C3N7;M0R142;H7C151,Q12888;A6NNK5;C9JXV0,48;47;25;7;6;2;1,48;47;25;7;6;2;1,48;47;25;7;6;2;1,Tumor suppressor p53-binding protein 1,TP53BP1,sp|Q12888|TP53B_HUMAN TP53-binding protein 1 OS=Homo sapiens OX=9606 GN=TP53BP1 PE=1 SV=2;tr|A6NNK5|A6NNK5_HUMAN TP53-binding protein 1 OS=Homo sapiens OX=9606 GN=TP53BP1 PE=1 SV=2;tr|C9JXV0|C9JXV0_HUMAN TP53-binding protein 1 (Fragment) OS=Homo sapiens OX,48,48,37.6,4.12024628707503,4.14613732404923,30.7954450895453,30.6530095883945
