GRWD1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
APOBEC3C,-0.3592235127,0.0809255944699142,0,Q9NRW3,Q9NRW3,1,1,1,DNA dC->dU-editing enzyme APOBEC-3C,APOBEC3C,sp|Q9NRW3|ABC3C_HUMAN DNA dC->dU-editing enzyme APOBEC-3C OS=Homo sapiens OX=9606 GN=APOBEC3C PE=1 SV=2,1,1,6.3,190
PHPT1,-0.3165878454,0.0808243360472229,0,Q9NRX4,Q9NRX4,2,2,2,14 kDa phosphohistidine phosphatase,PHPT1,sp|Q9NRX4|PHP14_HUMAN 14 kDa phosphohistidine phosphatase OS=Homo sapiens OX=9606 GN=PHPT1 PE=1 SV=1,2,2,28.8,125
FARSB,0.143229987,0.210634959012109,0,Q9NSD9,Q9NSD9,10,10,10,Phenylalanine--tRNA ligase beta subunit,FARSB,sp|Q9NSD9|SYFB_HUMAN Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,10,10,19.4,589
ATG3,-0.229924394,0.0944851750725636,0,Q9NT62;F8WDI0,Q9NT62;F8WDI0,6;3,6;3,6;3,Ubiquitin-like-conjugating enzyme ATG3,ATG3,sp|Q9NT62|ATG3_HUMAN Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1;tr|F8WDI0|F8WDI0_HUMAN Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1,6,6,21.7,314
LIN7C;LIN7A,-0.6304820238,0.00243205629810065,0,Q9NUP9;O14910;H0YI92;G3V1D4;H0YIA8,Q9NUP9;O14910;H0YI92;G3V1D4;H0YIA8,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Protein lin-7 homolog C;Protein lin-7 homolog A,LIN7C;LIN7A,sp|Q9NUP9|LIN7C_HUMAN Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1;sp|O14910|LIN7A_HUMAN Protein lin-7 homolog A OS=Homo sapiens OX=9606 GN=LIN7A PE=1 SV=2;tr|H0YI92|H0YI92_HUMAN Protein lin-7 homolog A (Fragment) OS=Homo sapiens OX=9,2,2,13.7,197
FAM49B,0.5816389701,0.047506976092664,0,Q9NUQ9;A0A1W2PRQ0;A0A087X178;Q9H0Q0;E5RJE1;E5RIR8;E5RJL8;E5RI16,Q9NUQ9;A0A1W2PRQ0;A0A087X178,7;6;4;2;1;1;1;1,7;6;4;2;1;1;1;1,7;6;4;2;1;1;1;1,Protein FAM49B,FAM49B,sp|Q9NUQ9|CYRIB_HUMAN CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1;tr|A0A1W2PRQ0|A0A1W2PRQ0_HUMAN CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1;tr|A0A087X178|A0A087X178_HUMAN CYFIP-related Rac1 int,7,7,26.9,324
DDX19A,-0.577522039,0.0822350760589298,0,Q9NUU7;I3L0H8;H3BTB3;H3BP36;H3BP50;J3QRH0;H3BSL8,Q9NUU7;I3L0H8,8;7;3;1;1;1;1,8;7;3;1;1;1;1,1;1;1;1;1;1;1,ATP-dependent RNA helicase DDX19A,DDX19A,sp|Q9NUU7|DD19A_HUMAN ATP-dependent RNA helicase DDX19A OS=Homo sapiens OX=9606 GN=DDX19A PE=1 SV=1;tr|I3L0H8|I3L0H8_HUMAN ATP-dependent RNA helicase DDX19A OS=Homo sapiens OX=9606 GN=DDX19A PE=1 SV=1,8,1,25.9,478
DDX18,-0.1594200511,0.673924426532589,0,Q9NVP1;H7C452,Q9NVP1,8;2,8;2,8;2,ATP-dependent RNA helicase DDX18,DDX18,sp|Q9NVP1|DDX18_HUMAN ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2,8,8,14.9,670
SLTM,-0.3022151567,0.0371988948065129,0,Q9NWH9;H7C3F4;H0YLW7;H0YMW8;H0YKH2;H0YNF3;H0YMR6;H0YLE6;H0YL55;H7BXE3,Q9NWH9;H7C3F4,5;3;2;2;2;2;2;2;2;2,5;3;2;2;2;2;2;2;2;2,5;3;2;2;2;2;2;2;2;2,SAFB-like transcription modulator,SLTM,sp|Q9NWH9|SLTM_HUMAN SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2;tr|H7C3F4|H7C3F4_HUMAN SAFB-like transcription modulator (Fragment) OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=1,5,5,6.7,1034
COMMD8,-0.5008663166,0.040698164149565,0,Q9NX08,Q9NX08,2,2,2,COMM domain-containing protein 8,COMMD8,sp|Q9NX08|COMD8_HUMAN COMM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=COMMD8 PE=1 SV=1,2,2,17.5,183
OCIAD1,-0.3058126237,0.0251816104159168,0,Q9NX40;D6RG39;D6RIT9;D6RDK6;D6RBN5;D6R918;D6RBC5;D6RDI5;D6RI08;D6RA54;D6RC55;D6RDK1;D6RIV2;D6R9T5,Q9NX40;D6RG39;D6RIT9;D6RDK6;D6RBN5,3;2;2;2;2;1;1;1;1;1;1;1;1;1,3;2;2;2;2;1;1;1;1;1;1;1;1;1,3;2;2;2;2;1;1;1;1;1;1;1;1;1,OCIA domain-containing protein 1,OCIAD1,sp|Q9NX40|OCAD1_HUMAN OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1;tr|D6RG39|D6RG39_HUMAN OCIA domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1;tr|D6RIT9|D6RIT9_HUMAN OCIA domain-containing ,3,3,16.3,245
ADPRHL2,-0.3717176128,0.0148122212869602,0,Q9NX46,Q9NX46,3,3,3,Poly(ADP-ribose) glycohydrolase ARH3,ADPRHL2,sp|Q9NX46|ADPRS_HUMAN ADP-ribose glycohydrolase ARH3 OS=Homo sapiens OX=9606 GN=ADPRS PE=1 SV=1,3,3,11.6,363
FBXL12,0.0134230689,0.936228659867441,0,Q9NXK8,Q9NXK8,1,1,1,F-box/LRR-repeat protein 12,FBXL12,sp|Q9NXK8|FXL12_HUMAN F-box/LRR-repeat protein 12 OS=Homo sapiens OX=9606 GN=FBXL12 PE=1 SV=1,1,1,2.8,326
GAR1,-0.3159504073,0.0572393955241463,0,Q9NY12,Q9NY12,2,2,2,H/ACA ribonucleoprotein complex subunit 1,GAR1,sp|Q9NY12|GAR1_HUMAN H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens OX=9606 GN=GAR1 PE=1 SV=1,2,2,14.3,217
AATF,0.5070940535,0.0255876594077589,0,Q9NY61,Q9NY61,4,4,4,Protein AATF,AATF,sp|Q9NY61|AATF_HUMAN Protein AATF OS=Homo sapiens OX=9606 GN=AATF PE=1 SV=1,4,4,10.7,560
MRPL39,0.3372211591,0.0849794445872857,0,Q9NYK5;C9JG87,Q9NYK5;C9JG87,7;6,7;6,7;6,"39S ribosomal protein L39, mitochondrial",MRPL39,"sp|Q9NYK5|RM39_HUMAN 39S ribosomal protein L39, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=3;tr|C9JG87|C9JG87_HUMAN 39S ribosomal protein L39, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=1",7,7,21.6,338
C9orf78,0.0212298718,0.912571957209759,0,Q9NZ63,Q9NZ63,1,1,1,Uncharacterized protein C9orf78,C9orf78,sp|Q9NZ63|TLS1_HUMAN Telomere length and silencing protein 1 homolog OS=Homo sapiens OX=9606 GN=C9orf78 PE=1 SV=1,1,1,4.2,289
MAT2B,-0.5112965378,0.0391113852206849,0,Q9NZL9;E5RJR3;H7C0X7,Q9NZL9;E5RJR3,6;3;1,6;3;1,6;3;1,Methionine adenosyltransferase 2 subunit beta,MAT2B,sp|Q9NZL9|MAT2B_HUMAN Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1;tr|E5RJR3|E5RJR3_HUMAN Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1,6,6,25.1,334
MRPL15,0.0340484649,0.87731070029016,0,Q9P015;E5RHF4;E5RIZ4,Q9P015;E5RHF4,5;3;2,5;3;2,5;3;2,"39S ribosomal protein L15, mitochondrial",MRPL15,"sp|Q9P015|RM15_HUMAN 39S ribosomal protein L15, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1;tr|E5RHF4|E5RHF4_HUMAN 39S ribosomal protein L15, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1",5,5,20.6,296
RCC2,-0.456124444,0.00691511127896701,0,Q9P258,Q9P258,16,16,16,Protein RCC2,RCC2,sp|Q9P258|RCC2_HUMAN Protein RCC2 OS=Homo sapiens OX=9606 GN=RCC2 PE=1 SV=2,16,16,36.8,522
BCCIP,-0.1693546887,0.13925935808359,0,Q9P287,Q9P287,5,5,5,BRCA2 and CDKN1A-interacting protein,BCCIP,sp|Q9P287|BCCIP_HUMAN BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1,5,5,23.6,314
LARS,0.0918112234,0.364936005471891,0,Q9P2J5;A0A087WXY1,Q9P2J5,15;3,15;3,15;3,"Leucine--tRNA ligase, cytoplasmic",LARS,"sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2",15,15,15.9,1176
GNG12,0.0024656132,0.984959097299006,0,Q9UBI6,Q9UBI6,2,2,2,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,sp|Q9UBI6|GBG12_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens OX=9606 GN=GNG12 PE=1 SV=3,2,2,37.5,72
GRHPR,-0.4471940505,0.0491552212937611,0,Q9UBQ7;U3KQ56,Q9UBQ7;U3KQ56,9;7,9;7,9;7,Glyoxylate reductase/hydroxypyruvate reductase,GRHPR,sp|Q9UBQ7|GRHPR_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1;tr|U3KQ56|U3KQ56_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1,9,9,46.6,328
CTSZ,-0.4663398097,0.0368399692109926,0,Q9UBR2,Q9UBR2,3,3,3,Cathepsin Z,CTSZ,sp|Q9UBR2|CATZ_HUMAN Cathepsin Z OS=Homo sapiens OX=9606 GN=CTSZ PE=1 SV=1,3,3,11.9,303
UBA2,-0.412345423,0.0341138495703169,0,Q9UBT2;K7EPL2;U3KQ55;U3KQ93;K7ESK7,Q9UBT2;K7EPL2,6;5;1;1;1,6;5;1;1;1,5;4;0;1;1,SUMO-activating enzyme subunit 2,UBA2,sp|Q9UBT2|SAE2_HUMAN SUMO-activating enzyme subunit 2 OS=Homo sapiens OX=9606 GN=UBA2 PE=1 SV=2;tr|K7EPL2|K7EPL2_HUMAN SUMO-activating enzyme subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=UBA2 PE=1 SV=2,6,5,12.7,640
NDRG3,-0.0704998602,0.658761180108155,0,Q9UGV2;F8WBF9;Q5TH30;Q5TH29,Q9UGV2;F8WBF9;Q5TH30,3;2;2;1,3;2;2;1,3;2;2;1,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 ",3,3,11.5,375
LIMA1,0.4722673659,0.00734418600352586,0,Q9UHB6;F8VQE1;F8VS07;F8VRN8;F8VVQ7;F8VTU2,Q9UHB6;F8VQE1;F8VS07,12;11;10;3;1;1,12;11;10;3;1;1,12;11;10;3;1;1,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,12,12,20.6,759
SRP68,0.0229838903,0.86818793456785,0,Q9UHB9,Q9UHB9,7,7,7,Signal recognition particle subunit SRP68,SRP68,sp|Q9UHB9|SRP68_HUMAN Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2,7,7,16.9,627
CHORDC1,1.0993925215,0.00219522171701542,1,Q9UHD1;E9PHZ2;E9PIZ4;E9PSD5;E9PPQ5;E9PL00;E9PIF7,Q9UHD1;E9PHZ2,12;9;3;3;3;1;1,12;9;3;3;3;1;1,12;9;3;3;3;1;1,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2;tr|E9PHZ2|E9PHZ2_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=1,12,12,37,332
SEPT9,0.1498126605,0.150933069133029,0,Q9UHD8;K7EL40;K7EK18;K7ENL0;K7ER52;K7EQD7;K7EIE4;K7EPY1;K7EJV0;K7ELJ9;K7EJZ2;K7EJ51;K7ER14;K7EIR4;K7ENQ5;K7EJL9;K7EN52;K7EKN4;K7ER34,Q9UHD8,23;10;8;7;6;6;6;5;5;4;4;4;4;2;2;2;2;2;2,23;10;8;7;6;6;6;5;5;4;4;4;4;2;2;2;2;2;2,23;10;8;7;6;6;6;5;5;4;4;4;4;2;2;2;2;2;2,Septin-9,SEPT9,sp|Q9UHD8|SEPT9_HUMAN Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2,23,23,49,586
PFDN2,0.4082314471,0.0161328341393185,0,Q9UHV9,Q9UHV9,5,5,5,Prefoldin subunit 2,PFDN2,sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1,5,5,37.7,154
TRMT112,-0.5071769162,0.0234222096718755,0,Q9UI30;F5GX77;F5GYQ2,Q9UI30;F5GX77;F5GYQ2,7;6;4,7;6;4,7;6;4,Multifunctional methyltransferase subunit TRM112-like protein,TRMT112,sp|Q9UI30|TR112_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1;tr|F5GX77|F5GX77_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV,7,7,66.4,125
DBNL,-0.2215835365,0.263695677306953,0,Q9UJU6;F8WBG8;B4DDD6;H0Y5J4;F2Z2V3;F8WB73;F8WCK3;F2Z3E3;F8WC20;F8WBB2;F8WFE1,Q9UJU6;F8WBG8;B4DDD6;H0Y5J4,8;5;5;4;1;1;1;1;1;1;1,8;5;5;4;1;1;1;1;1;1;1,8;5;5;4;1;1;1;1;1;1;1,Drebrin-like protein,DBNL,sp|Q9UJU6|DBNL_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;tr|F8WBG8|F8WBG8_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;tr|B4DDD6|B4DDD6_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;,8,8,20.9,430
DCTN4,-0.4784227358,0.0227324209606506,0,Q9UJW0;E5RGG1;H9KVE0,Q9UJW0,5;2;2,5;2;2,5;2;2,Dynactin subunit 4,DCTN4,sp|Q9UJW0|DCTN4_HUMAN Dynactin subunit 4 OS=Homo sapiens OX=9606 GN=DCTN4 PE=1 SV=1,5,5,14.1,460
STOML2,-0.1503594706,0.144722087698861,0,Q9UJZ1;A0A087WYB4;F2Z2I8,Q9UJZ1;A0A087WYB4,9;7;2,9;7;2,9;7;2,"Stomatin-like protein 2, mitochondrial",STOML2,"sp|Q9UJZ1|STML2_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1;tr|A0A087WYB4|A0A087WYB4_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1",9,9,51.4,356
MRTO4,0.3488279221,0.103360588686287,0,Q9UKD2,Q9UKD2,5,5,5,mRNA turnover protein 4 homolog,MRTO4,sp|Q9UKD2|MRT4_HUMAN mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2,5,5,30.5,239
CPSF3,-0.2430416638,0.112731614634038,0,Q9UKF6;G5E9W3,Q9UKF6;G5E9W3,5;4,5;4,5;4,Cleavage and polyadenylation specificity factor subunit 3,CPSF3,"sp|Q9UKF6|CPSF3_HUMAN Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=1;tr|G5E9W3|G5E9W3_HUMAN Cleavage and polyadenylation specific factor 3, 73kDa, isoform CRA_b OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=",5,5,12.6,684
RALY,-0.5329525866,0.00560081764660675,0,Q9UKM9;Q5QPM1;Q5QPL9;Q5QPM0;Q5QPM2,Q9UKM9;Q5QPM1;Q5QPL9;Q5QPM0,12;11;10;7;5,12;11;10;7;5,12;11;10;7;5,RNA-binding protein Raly,RALY,sp|Q9UKM9|RALY_HUMAN RNA-binding protein Raly OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1;tr|Q5QPM1|Q5QPM1_HUMAN RNA-binding protein Raly (Fragment) OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1;tr|Q5QPL9|Q5QPL9_HUMAN RNA-binding protein Raly (Fragment) OS=Homo ,12,12,42.8,306
CDV3,0.3203933943,0.0212284160735599,0,Q9UKY7;D6R9V8;D6RFH2;D6RDN0;H0Y8K3,Q9UKY7,6;2;1;1;1,6;2;1;1;1,6;2;1;1;1,Protein CDV3 homolog,CDV3,sp|Q9UKY7|CDV3_HUMAN Protein CDV3 homolog OS=Homo sapiens OX=9606 GN=CDV3 PE=1 SV=1,6,6,39.1,258
CORO1C,0.2239305856,0.168353721203269,0,Q9ULV4;B4E3S0;H0YHL7;F8W1H8;F8VUX3;F8VSA4;F8VRE9;F8VTT6;F8VVB7;F8VV53;Q6QEF8;J3QLV6;J3KSS5,Q9ULV4;B4E3S0,12;10;5;4;4;4;4;4;4;2;1;1;1,12;10;5;4;4;4;4;4;4;2;1;1;1,12;10;5;4;4;4;4;4;4;2;1;1;1,Coronin-1C;Coronin,CORO1C,sp|Q9ULV4|COR1C_HUMAN Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;tr|B4E3S0|B4E3S0_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,12,12,35.2,474
NOB1,-0.3453135142,0.0321575136213135,0,Q9ULX3;H3BUR4,Q9ULX3;H3BUR4,4;3,4;3,4;3,RNA-binding protein NOB1,NOB1,sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1;tr|H3BUR4|H3BUR4_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1,4,4,12.4,412
PRPF19,-0.0193071846,0.865758950758881,0,Q9UMS4;F5GY56;F5H2I0;H0YGZ5;H0YGF3,Q9UMS4,16;7;3;3;1,16;7;3;3;1,16;7;3;3;1,Pre-mRNA-processing factor 19,PRPF19,sp|Q9UMS4|PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1,16,16,48.2,504
UBQLN1,0.0346007518,0.817986513990007,0,Q9UMX0;Q9NRR5;H0YDS0,Q9UMX0,6;2;2,6;2;2,4;1;1,Ubiquilin-1,UBQLN1,sp|Q9UMX0|UBQL1_HUMAN Ubiquilin-1 OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=2,6,4,22.6,589
VPS4A,-0.8359148603,0.247590922235026,0,Q9UN37;I3L4J1;O75351,Q9UN37;I3L4J1,5;4;1,5;4;1,4;3;0,Vacuolar protein sorting-associated protein 4A,VPS4A,sp|Q9UN37|VPS4A_HUMAN Vacuolar protein sorting-associated protein 4A OS=Homo sapiens OX=9606 GN=VPS4A PE=1 SV=1;tr|I3L4J1|I3L4J1_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=1 SV=3,5,4,15.1,437
G3BP2,-0.500060991,0.0202677555726695,0,Q9UN86;D6RBM9;D6REX8;D6RBR0;D6RE13;D6RBW8;D6RGJ4;D6RAC7;D6RB17;D6R9X5;D6R9A4,Q9UN86;D6RBM9;D6REX8;D6RBR0;D6RE13;D6RBW8;D6RGJ4;D6RAC7;D6RB17,6;4;4;4;4;4;4;4;4;2;2,4;2;2;2;2;2;2;2;2;0;0,4;2;2;2;2;2;2;2;2;0;0,Ras GTPase-activating protein-binding protein 2,G3BP2,sp|Q9UN86|G3BP2_HUMAN Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2;tr|D6RBM9|D6RBM9_HUMAN Ras GTPase-activating protein-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=8;tr|D6REX8|D6REX8_H,6,4,18.3,482
STUB1,0.0377046398,0.858753211579606,0,Q9UNE7;H3BS86;H3BTA3;H3BUD0,Q9UNE7;H3BS86,3;2;1;1,3;2;1;1,3;2;1;1,E3 ubiquitin-protein ligase CHIP,STUB1,sp|Q9UNE7|CHIP_HUMAN E3 ubiquitin-protein ligase CHIP OS=Homo sapiens OX=9606 GN=STUB1 PE=1 SV=2;tr|H3BS86|H3BS86_HUMAN E3 ubiquitin-protein ligase CHIP (Fragment) OS=Homo sapiens OX=9606 GN=STUB1 PE=1 SV=8,3,3,12.9,303
PSMD13,0.285243873,0.0493613035966361,0,Q9UNM6;J3KNQ3;A0A087WUL9,Q9UNM6;J3KNQ3;A0A087WUL9,10;9;9,10;9;9,4;3;3,26S proteasome non-ATPase regulatory subunit 13,PSMD13,sp|Q9UNM6|PSD13_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2;tr|J3KNQ3|J3KNQ3_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=1;tr|A0A087WUL9|A0A087WUL9_HU,10,4,31.1,376
COPS3,0.0888705441,0.343101678023907,0,Q9UNS2;J3QL22;J3QS85;J3KTQ1;J3QKR0;C9JLV5;H7C3P9,Q9UNS2;J3QL22;J3QS85;J3KTQ1;J3QKR0;C9JLV5;H7C3P9,2;1;1;1;1;1;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,COP9 signalosome complex subunit 3,COPS3,sp|Q9UNS2|CSN3_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3;tr|J3QL22|J3QL22_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=1;tr|J3QS85|J3QS85_HUMAN COP9 signalosome complex subunit ,2,2,6.4,423
NSFL1C,0.5098896018,0.175545393120812,0,Q9UNZ2;F2Z2K0,Q9UNZ2;F2Z2K0,8;7,8;7,8;7,NSFL1 cofactor p47,NSFL1C,sp|Q9UNZ2|NSF1C_HUMAN NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=2;tr|F2Z2K0|F2Z2K0_HUMAN NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=1,8,8,34.6,370
SRRM2,-0.2524794918,0.0781012965158849,0,Q9UQ35;I3L1C0;A0A087X1W1;I3L1I8;I3L182;I3L4D8,Q9UQ35,16;1;1;1;1;1,16;1;1;1;1;1,16;1;1;1;1;1,Serine/arginine repetitive matrix protein 2,SRRM2,sp|Q9UQ35|SRRM2_HUMAN Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2,16,16,7.6,2752
PA2G4,0.2381486567,0.147539713615188,0,Q9UQ80;F8VR77;F8W0A3;H0YIN7;F8VZ69,Q9UQ80;F8VR77,25;13;6;5;2,25;13;6;5;2,25;13;6;5;2,Proliferation-associated protein 2G4,PA2G4,sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3;tr|F8VR77|F8VR77_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=1,25,25,57.9,394
RUVBL2,0.1107633731,0.359153547862526,0,Q9Y230;M0R0Y3;X6R2L4;M0QXI6;M0R0Z0;M0QXZ7;A0A1W2PS48,Q9Y230;M0R0Y3;X6R2L4,22;14;13;7;3;2;1,22;14;13;7;3;2;1,22;14;13;7;3;2;1,RuvB-like 2,RUVBL2,sp|Q9Y230|RUVB2_HUMAN RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3;tr|M0R0Y3|M0R0Y3_HUMAN RuvB-like helicase OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=1;tr|X6R2L4|X6R2L4_HUMAN RuvB-like helicase OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=1,22,22,51.6,463
PIN4,-0.6906663689,0.00102876473204422,0,Q9Y237;H0Y4T6;J3KMW3;H0Y610;H0Y8P6;A0A494C021,Q9Y237;H0Y4T6;J3KMW3;H0Y610;H0Y8P6;A0A494C021,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,PIN4,sp|Q9Y237|PIN4_HUMAN Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens OX=9606 GN=PIN4 PE=1 SV=1;tr|H0Y4T6|H0Y4T6_HUMAN Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens OX=9606 GN=PIN4 PE=1 SV=2;tr|J3KMW3|J3KMW3_H,2,2,19.8,131
