Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity WDR53-N1,Intensity WDR53-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
Q9UNY4;X6RI15,Q9UNY4,27;3,27;3,27;3,Transcription termination factor 2,TTF2,sp|Q9UNY4|TTF2_HUMAN Transcription termination factor 2 OS=Homo sapiens OX=9606 GN=TTF2 PE=1 SV=2,27,27,29.6,4.09271599355779,3.98362812786341,28.357665559035,28.6238353412513
O43156,O43156,4,4,4,TELO2-interacting protein 1 homolog,TTI1,sp|O43156|TTI1_HUMAN TELO2-interacting protein 1 homolog OS=Homo sapiens OX=9606 GN=TTI1 PE=1 SV=3,4,4,6.2,4.09271599355779,3.98362812786341,24.0362407006067,29.5812379129032
Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,Q8WZ42;A0A0A0MRA3;A0A0A0MTS7,3;3;3,3;3;3,3;3;3,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,3,3,0.2,4.09271599355779,3.98362812786341,26.070485041934,25.8853226957314
P68363;P68366;C9JDS9,P68363;P68366,32;21;7,5;4;1,2;2;0,Tubulin alpha-1B chain;Tubulin alpha-4A chain,TUBA1B;TUBA4A,sp|P68363|TBA1B_HUMAN Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1;sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,32,2,78.5,28.6073845004964,28.6241492018351,30.0369533185718,30.520564222024
Q9BQE3;F5H5D3;A0A1W2PQM2;F8VVB9;F8VS66;F8VRZ4;F8VX09;F8VWV9;F8VRK0;C9JEV8;C9JQ00;C9JJQ8;F8W0F6;C9K0S6;C9JDL2;Q9H853;F8VXZ7,Q9BQE3;F5H5D3;A0A1W2PQM2,33;33;20;15;10;9;6;6;4;3;3;3;3;2;2;1;1,33;33;20;15;10;9;6;6;4;3;3;3;3;2;2;1;1,4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Tubulin alpha-1C chain,TUBA1C,sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|F5H5D3|F5H5D3_HUMAN Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|A0A1W2PQM2|A0A1W2PQM2_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN,33,4,78.4,32.3068795667972,30.6296654748069,34.0585956123288,34.1207754039212
P0DPH8;P0DPH7;Q6PEY2;V9GZ17,P0DPH8;P0DPH7;Q6PEY2,25;25;19;7,2;2;2;0,2;2;2;0,Tubulin alpha-3E chain,TUBA3E,sp|P0DPH8|TBA3D_HUMAN Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1;sp|P0DPH7|TBA3C_HUMAN Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1;sp|Q6PEY2|TBA3E_HUMAN Tubulin alpha-3E chain OS=Homo sapiens OX=9606 GN=TUBA3E,25,2,67.1,24.7887035986894,24.3075115747874,28.2322871913857,28.0013673877858
P07437;Q5JP53;Q5ST81,P07437;Q5JP53;Q5ST81,27;27;23,7;7;3,6;6;3,Tubulin beta chain,TUBB,sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2;tr|Q5JP53|Q5JP53_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=1;tr|Q5ST81|Q5ST81_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=1,27,6,64.0,30.7631133394074,28.2479406202724,29.0753344102996,28.9492121528215
Q9BVA1;Q13885,Q9BVA1;Q13885,22;21,2;1,2;1,Tubulin beta-2B chain;Tubulin beta-2A chain,TUBB2B;TUBB2A,sp|Q9BVA1|TBB2B_HUMAN Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1;sp|Q13885|TBB2A_HUMAN Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1,22,2,52.6,25.2947396464434,23.1054315577445,4.49389273847095,4.43205595859272
Q13509;A0A0B4J269;G3V2A3;G3V5W4;G3V2R8;G3V3R4;G3V2N6,Q13509;A0A0B4J269,19;19;5;3;3;3;3,3;3;0;2;2;2;2,3;3;0;2;2;2;2,Tubulin beta-3 chain,TUBB3,sp|Q13509|TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2;tr|A0A0B4J269|A0A0B4J269_HUMAN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1,19,3,37.3,24.2162307548073,21.5825169247521,23.7452984638056,23.5687150755773
P04350;M0R2D3;A6NNZ2;M0QYM7;M0R278;M0QY85;M0R042;Q9H4B7;M0R0X0;M0QY37;M0QX14;M0QZL7;CON__ENSEMBL:ENSBTAP00000025008;M0R1I1;M0R2T4;A0A075B724,P04350,25;7;7;6;6;5;5;4;4;4;4;4;4;3;2;1,5;0;0;2;2;0;2;0;0;0;0;0;0;2;0;0,2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0,Tubulin beta-4A chain,TUBB4A,sp|P04350|TBB4A_HUMAN Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2,25,2,61.0,28.1570170379349,23.4788950015523,24.2556590853622,24.8276950755143
P68371,P68371,28,28,2,Tubulin beta-4B chain,TUBB4B,sp|P68371|TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,28,2,68.1,32.7114930712921,30.6869569203178,30.8608269779611,30.9312867654282
Q9BUF5;K7ESM5;K7EL29;K7ES63;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EN98;K7EPE5,Q9BUF5;K7ESM5,23;18;6;5;4;4;4;4;4;4;4,13;8;4;2;4;4;4;4;4;4;4,10;5;4;1;4;4;4;4;4;4;4,Tubulin beta-6 chain,TUBB6,sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1;tr|K7ESM5|K7ESM5_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,23,10,48.0,28.1896163176242,24.5557279662147,27.4587327620614,26.8619511021861
P49411;H3BNU3,P49411,10;2,10;2,10;2,"Elongation factor Tu, mitochondrial",TUFM,"sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",10,10,28.8,26.7440667946577,23.3315599199884,24.7487313187588,24.0726743297543
Q12792;F8VS81;F8W1Q9;F8VRG3,Q12792;F8VS81,13;9;3;2,11;7;2;2,11;7;2;2,Twinfilin-1,TWF1,sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3;tr|F8VS81|F8VS81_HUMAN Twinfilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=1,13,11,49.4,4.09271599355779,3.98362812786341,27.8507298532977,27.635818071326
Q6IBS0;D6RG15;H0Y858;F8W645;H7C5I2,Q6IBS0;D6RG15,18;14;6;1;1,18;14;6;1;1,16;12;5;0;1,Twinfilin-2,TWF2,sp|Q6IBS0|TWF2_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2;tr|D6RG15|D6RG15_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=1,18,16,67.6,21.7532379720407,21.2623636343597,29.7728498537481,29.4841224003132
P10599,P10599,3,3,3,Thioredoxin,TXN,sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,3,3,30.5,27.3824498845975,25.8409576715895,4.49389273847095,4.43205595859272
O95881;V9GY50;V9GYV4,O95881,6;1;1,6;1;1,6;1;1,Thioredoxin domain-containing protein 12,TXNDC12,sp|O95881|TXD12_HUMAN Thioredoxin domain-containing protein 12 OS=Homo sapiens OX=9606 GN=TXNDC12 PE=1 SV=1,6,6,40.1,26.7707723574211,24.6374911942757,4.49389273847095,4.43205595859272
Q8NBS9,Q8NBS9,4,4,4,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,4,4,9.3,26.028631509735,22.7673511959544,4.49389273847095,4.43205595859272
O14530;F8WCJ3;B8ZZX4,O14530;F8WCJ3;B8ZZX4,3;2;2,3;2;2,3;2;2,Thioredoxin domain-containing protein 9,TXNDC9,sp|O14530|TXND9_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2;tr|F8WCJ3|F8WCJ3_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=1;tr|B8ZZX4|B8ZZX4_HUMAN Thioredoxin domain-c,3,3,11.9,4.09271599355779,3.98362812786341,25.6853870124977,25.6541165627758
O43396;K7ER96;K7EPB7;K7EKG2;K7EME7,O43396;K7ER96,13;12;2;1;1,13;12;2;1;1,7;6;1;1;1,Thioredoxin-like protein 1,TXNL1,sp|O43396|TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3;tr|K7ER96|K7ER96_HUMAN Thioredoxin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=1,13,7,51.6,28.6971033156872,25.792109319638,27.6288141786435,27.4610772103985
Q16881;A0A087WSW9;A0A087WSY9;E9PIR7;F8W809;A0A182DWI3;E2QRB9;E9PKD3;A0A0B4J225;E9PIZ5;E9PRI8;E9PQI3;E9PLT3;E9PKI4,Q16881;A0A087WSW9;A0A087WSY9;E9PIR7;F8W809;A0A182DWI3;E2QRB9;E9PKD3,14;14;14;13;13;13;12;7;4;3;1;1;1;1,14;14;14;13;13;13;12;7;4;3;1;1;1;1,14;14;14;13;13;13;12;7;4;3;1;1;1;1,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,"sp|Q16881|TRXR1_HUMAN Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=3;tr|A0A087WSW9|A0A087WSW9_HUMAN Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=1;tr|A0A087WSY9|A0A087WSY9_HUMAN Thioredoxi",14,14,29.4,20.3774011935318,20.0541979941446,28.4463220677639,28.2095068372979
P26368;K7ENG2,P26368;K7ENG2,5;5,5;5,5;5,Splicing factor U2AF 65 kDa subunit,U2AF2,sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4;tr|K7ENG2|K7ENG2_HUMAN U2 snRNP auxiliary factor large subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=1,5,5,16.2,4.09271599355779,3.98362812786341,25.5144256041684,25.8371360879756
O15042;E7ET15;E7EW00;H0Y8D9;C9J5L1;H7C4V2;C9JDJ7,O15042;E7ET15,25;24;11;11;4;4;3,25;24;11;11;4;4;3,22;21;8;8;1;4;0,U2 snRNP-associated SURP motif-containing protein,U2SURP,sp|O15042|SR140_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2;tr|E7ET15|E7ET15_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=1,25,22,30.1,4.09271599355779,3.98362812786341,30.1312409141605,30.1073675916955
P22314;Q5JRR6;Q5JRS1;Q5JRS3;Q5JRS2;Q5JRR9;Q5JRS0,P22314,11;4;2;2;2;2;2,11;4;2;2;2;2;2,11;4;2;2;2;2;2,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,11,11,17.2,4.09271599355779,3.98362812786341,27.7858136235443,27.5986091283472
Q8TBC4;F8W8D4;F8WF86,Q8TBC4;F8W8D4,9;7;3,9;7;3,9;7;3,NEDD8-activating enzyme E1 catalytic subunit,UBA3,sp|Q8TBC4|UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=9606 GN=UBA3 PE=1 SV=2;tr|F8W8D4|F8W8D4_HUMAN NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=9606 GN=UBA3 PE=1 SV=1,9,9,24.2,4.09271599355779,3.98362812786341,28.0537753598992,27.3274025656865
A0AVT1;H0Y8S8,A0AVT1,5;2,5;2,5;2,Ubiquitin-like modifier-activating enzyme 6,UBA6,sp|A0AVT1|UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1,5,5,5.6,4.09271599355779,3.98362812786341,25.1580770991329,25.2521254524939
Q9NZ09;A0A0D9SG79,Q9NZ09;A0A0D9SG79,4;3,4;3,4;3,Ubiquitin-associated protein 1,UBAP1,sp|Q9NZ09|UBAP1_HUMAN Ubiquitin-associated protein 1 OS=Homo sapiens OX=9606 GN=UBAP1 PE=1 SV=1;tr|A0A0D9SG79|A0A0D9SG79_HUMAN Ubiquitin-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=UBAP1 PE=1 SV=1,4,4,10.6,4.09271599355779,3.98362812786341,25.5391356136057,24.9114567247326
Q5T6F2;A2A305;A0A0D9SFI5;Q5JV08;H0YDN2,Q5T6F2,20;9;3;3;1,20;9;3;3;1,20;9;3;3;1,Ubiquitin-associated protein 2,UBAP2,sp|Q5T6F2|UBAP2_HUMAN Ubiquitin-associated protein 2 OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1,20,20,31.1,22.6660939463065,21.0531105880541,30.5384364066983,30.5304585202731
F8W726;Q14157;Q5VU77;Q5VU79;Q5VU78;Q5VU81;Q5VU80;H0Y5H6;H7C2T8,F8W726;Q14157,21;20;10;6;6;5;5;2;2,21;20;10;6;6;5;5;2;2,21;20;10;6;6;5;5;2;2,Ubiquitin-associated protein 2-like,UBAP2L,tr|F8W726|F8W726_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2;sp|Q14157|UBP2L_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,21,21,33.2,22.8053424030251,21.1481508666092,31.4262741777208,31.4390659203009
P0CG48;F5GYU3;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H265;P0CG47;F5H2Z3;F5H6Q2;J3QTR3;J3QS39;P62987;P62979;M0R1M6;A0A2R8Y422;M0R2S1;Q49A90;M0R1V7;F5GZ39;J3QSA3,P0CG48;F5GYU3;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H265;P0CG47;F5H2Z3;F5H6Q2;J3QTR3;J3QS39;P62987;P62979;M0R1M6;A0A2R8Y422;M0R2S1;Q49A90;M0R1V7,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;1;1,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;1;1,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;1;1,Polyubiquitin-C;Ubiquitin;Polyubiquitin-B;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a,UBC;UBB;RPS27A;UBA52,sp|P0CG48|UBC_HUMAN Polyubiquitin-C OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=3;tr|F5GYU3|F5GYU3_HUMAN Polyubiquitin-C (Fragment) OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=1;tr|Q96C32|Q96C32_HUMAN Polyubiquitin-C OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=1;tr|Q5PY6,4,4,44.7,25.760910763227,22.3623002182353,27.3118131598024,27.3433337543312
O14933;E9PQT7,O14933;E9PQT7,2;1,2;1,2;1,Ubiquitin/ISG15-conjugating enzyme E2 L6,UBE2L6,sp|O14933|UB2L6_HUMAN Ubiquitin/ISG15-conjugating enzyme E2 L6 OS=Homo sapiens OX=9606 GN=UBE2L6 PE=1 SV=4;tr|E9PQT7|E9PQT7_HUMAN Ubiquitin/ISG15-conjugating enzyme E2 L6 (Fragment) OS=Homo sapiens OX=9606 GN=UBE2L6 PE=1 SV=1,2,2,23.5,24.9371931185181,21.7066114660501,4.49389273847095,4.43205595859272
P61081,P61081,3,3,3,NEDD8-conjugating enzyme Ubc12,UBE2M,sp|P61081|UBC12_HUMAN NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens OX=9606 GN=UBE2M PE=1 SV=1,3,3,19.7,4.09271599355779,3.98362812786341,26.0684981797721,26.1976054633195
Q9C0C9;K7EQ12,Q9C0C9,32;5,32;5,10;5,E2/E3 hybrid ubiquitin-protein ligase UBE2O,UBE2O,sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3,32,10,34.7,22.3350817198482,20.7432040001779,30.3051950321978,30.2079256485834
Q13404;I3L0A0;Q15819;E5RIF1;D6RG00;A0A0A0MSL3;G3V2F7;H0YBX6,Q13404;I3L0A0;Q15819;E5RIF1;D6RG00;A0A0A0MSL3;G3V2F7;H0YBX6,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,Ubiquitin-conjugating enzyme E2 variant 1;Ubiquitin-conjugating enzyme E2 variant 2,UBE2V1;TMEM189-UBE2V1;UBE2V2,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;tr|I3L0A0|I3L0A0_HUMAN HCG2044781 OS=Homo sapiens OX=9606 GN=TMEM189-UBE2V1 PE=1 SV=1;sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant,2,2,12.9,4.09271599355779,3.98362812786341,23.7289966514765,24.2269977360281
O14562;H3BRL3;H3BUM8,O14562;H3BRL3,3;3;1,3;3;1,3;3;1,Ubiquitin domain-containing protein UBFD1,UBFD1,sp|O14562|UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=2;tr|H3BRL3|H3BRL3_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=1,3,3,13.3,4.09271599355779,3.98362812786341,26.0489103744027,25.9173877417291
Q9Y5Z9;R4GNE3,Q9Y5Z9;R4GNE3,2;1,2;1,2;1,UbiA prenyltransferase domain-containing protein 1,UBIAD1,sp|Q9Y5Z9|UBIA1_HUMAN UbiA prenyltransferase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBIAD1 PE=1 SV=1;tr|R4GNE3|R4GNE3_HUMAN UbiA prenyltransferase domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=UBIAD1 PE=4 SV=1,2,2,8.6,4.09271599355779,3.98362812786341,25.4206939980788,25.473550754768
Q9NZI7;C9JWL3,Q9NZI7,5;2,4;1,4;1,Upstream-binding protein 1,UBP1,sp|Q9NZI7|UBIP1_HUMAN Upstream-binding protein 1 OS=Homo sapiens OX=9606 GN=UBP1 PE=1 SV=1,5,4,14.1,4.09271599355779,3.98362812786341,25.7598701048953,25.6690119770892
A0A087WTJ9;Q8IWV7,A0A087WTJ9;Q8IWV7,3;2,3;2,3;2,E3 ubiquitin-protein ligase UBR1,UBR1,tr|A0A087WTJ9|A0A087WTJ9_HUMAN E3 ubiquitin-protein ligase OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1;sp|Q8IWV7|UBR1_HUMAN E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1,3,3,3.9,4.09271599355779,3.98362812786341,22.344160432144,24.4884271119907
Q5T4S7;A0A0A0MSW0;X6R960;X6RE05,Q5T4S7;A0A0A0MSW0,7;5;1;1,7;5;1;1,7;5;1;1,E3 ubiquitin-protein ligase UBR4,UBR4,sp|Q5T4S7|UBR4_HUMAN E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1;tr|A0A0A0MSW0|A0A0A0MSW0_HUMAN E3 ubiquitin-protein ligase UBR4 (Fragment) OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1,7,7,2.6,26.2249758414891,23.1528879833715,24.1262072459337,25.1778626350701
O95071;E7EMW7,O95071;E7EMW7,3;3,3;3,3;3,E3 ubiquitin-protein ligase UBR5,UBR5,sp|O95071|UBR5_HUMAN E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=2;tr|E7EMW7|E7EMW7_HUMAN E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=1,3,3,1.9,4.09271599355779,3.98362812786341,24.254578279937,23.8228905362477
O94888;C9JAT7,O94888;C9JAT7,2;2,2;2,2;2,UBX domain-containing protein 7,UBXN7,sp|O94888|UBXN7_HUMAN UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=2;tr|C9JAT7|C9JAT7_HUMAN UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=1,2,2,4.5,4.09271599355779,3.98362812786341,22.7820679830823,23.5320614822021
Q92890;C9JNP9;C9IZG3;C9J6N9,Q92890,7;3;3;2,7;3;3;2,7;3;3;2,Ubiquitin fusion degradation protein 1 homolog,UFD1L,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3,7,7,30.9,4.09271599355779,3.98362812786341,27.2966661590756,26.7135839043284
Q96RL1;D6RC40;D6RCQ3;D6R9M3;D6RDZ5,Q96RL1;D6RC40;D6RCQ3,6;3;3;1;1,6;3;3;1;1,6;3;3;1;1,BRCA1-A complex subunit RAP80,UIMC1,sp|Q96RL1|UIMC1_HUMAN BRCA1-A complex subunit RAP80 OS=Homo sapiens OX=9606 GN=UIMC1 PE=1 SV=2;tr|D6RC40|D6RC40_HUMAN BRCA1-A complex subunit RAP80 (Fragment) OS=Homo sapiens OX=9606 GN=UIMC1 PE=1 SV=1;tr|D6RCQ3|D6RCQ3_HUMAN BRCA1-A complex subunit RAP80 O,6,6,11.0,4.09271599355779,3.98362812786341,25.8101713108432,26.5586062710715
Q9H3U1;A0A1W2PNX8,Q9H3U1;A0A1W2PNX8,30;30,30;30,30;30,Protein unc-45 homolog A,UNC45A,sp|Q9H3U1|UN45A_HUMAN Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1;tr|A0A1W2PNX8|A0A1W2PNX8_HUMAN Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1,30,30,32.5,27.3052167806589,20.2176217037016,29.1258329523162,28.9272791982313
Q8IWX7,Q8IWX7,2,2,2,Protein unc-45 homolog B,UNC45B,sp|Q8IWX7|UN45B_HUMAN Protein unc-45 homolog B OS=Homo sapiens OX=9606 GN=UNC45B PE=1 SV=1,2,2,2.5,4.09271599355779,3.98362812786341,26.5426816661612,26.3833071988884
Q6UXP9,Q6UXP9,3,3,3,Putative uncharacterized protein UNQ9370/PRO34162,UNQ9370/PRO34162,sp|Q6UXP9|YO001_HUMAN Putative uncharacterized protein UNQ9370/PRO34162 OS=Homo sapiens OX=9606 GN=UNQ9370/PRO34162 PE=5 SV=1,3,3,15.5,24.5345123469873,22.1964619768118,25.7908921383885,25.7701824376474
Q92900,Q92900,7,7,7,Regulator of nonsense transcripts 1,UPF1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,7,7,7.5,4.09271599355779,3.98362812786341,24.9141515162468,26.4200353762437
Q9HAU5,Q9HAU5,6,6,6,Regulator of nonsense transcripts 2,UPF2,sp|Q9HAU5|RENT2_HUMAN Regulator of nonsense transcripts 2 OS=Homo sapiens OX=9606 GN=UPF2 PE=1 SV=1,6,6,6.4,4.09271599355779,3.98362812786341,25.9388313590398,25.803658558659
P31930,P31930,3,3,3,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,"sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",3,3,7.1,23.3567592908176,23.7952097305262,4.49389273847095,4.43205595859272
P22695;H3BSJ9;H3BRG4;A0A087WVZ4;H3BUE4;H3BUI9;H3BP04,P22695;H3BSJ9;H3BRG4;A0A087WVZ4;H3BUE4;H3BUI9;H3BP04,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,"sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3;tr|H3BSJ9|H3BSJ9_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=1;tr|H3BRG4|H3BRG4_HUMAN Cyt",2,2,6.2,23.045385732733,21.8528525483651,4.49389273847095,4.43205595859272
O94763;I3L280,O94763,4;1,4;1,4;1,Unconventional prefoldin RPB5 interactor 1,URI1,sp|O94763|RMP_HUMAN Unconventional prefoldin RPB5 interactor 1 OS=Homo sapiens OX=9606 GN=URI1 PE=1 SV=3,4,4,10.8,4.09271599355779,3.98362812786341,23.6432837179472,24.441644351138
O60763;REV__R4GMN2;REV__Q5VZ89,O60763,15;1;1,15;1;1,15;1;1,General vesicular transport factor p115,USO1,sp|O60763|USO1_HUMAN General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,15,15,21.6,4.09271599355779,3.98362812786341,28.2200194197022,27.7579263794722
