DDB2_vs_zBirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
THRAP3,-0.1110374015,0.462972116549262,0,Q9Y2W1;A0A3B3ITZ9,Q9Y2W1;A0A3B3ITZ9,10;10,10;10,10;10,Thyroid hormone receptor-associated protein 3,THRAP3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2;tr|A0A3B3ITZ9|A0A3B3ITZ9_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=1,10,10,14.2,325
THY1,-0.8517511578,0.0233902449401969,0,P04216;E9PIM6;E9PNQ8;J3QRJ3,P04216;E9PIM6;E9PNQ8;J3QRJ3,3;3;3;2,3;3;3;2,3;3;3;2,Thy-1 membrane glycoprotein,THY1,sp|P04216|THY1_HUMAN Thy-1 membrane glycoprotein OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=2;tr|E9PIM6|E9PIM6_HUMAN Thy-1 membrane glycoprotein (Fragment) OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=8;tr|E9PNQ8|E9PNQ8_HUMAN Thy-1 membrane glycoprotein (Fragment),3,3,18.6,293
TIMM13,0.156817529,0.342490375362289,0,Q9Y5L4;K7EIT2,Q9Y5L4;K7EIT2,2;1,2;1,2;1,Mitochondrial import inner membrane translocase subunit Tim13,TIMM13,sp|Q9Y5L4|TIM13_HUMAN Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens OX=9606 GN=TIMM13 PE=1 SV=1;tr|K7EIT2|K7EIT2_HUMAN Mitochondrial import inner membrane translocase subunit OS=Homo sapiens OX=9606 GN=TIMM13 PE=1 SV=1,2,2,25.3,704
TIMM44,1.4559766489,0.167093881441615,0,O43615;M0QXM9;M0QXU7;M0R301;M0R124,O43615;M0QXM9,6;3;2;1;1,6;3;2;1;1,6;3;2;1;1,Mitochondrial import inner membrane translocase subunit TIM44,TIMM44,sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2;tr|M0QXM9|M0QXM9_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 (Fragment) OS=Homo sapiens OX=9606 GN=TIMM4,6,6,18.6,259
TIMM8A,-0.0207274369,0.934306745691193,0,O60220,O60220,5,5,5,Mitochondrial import inner membrane translocase subunit Tim8 A,TIMM8A,sp|O60220|TIM8A_HUMAN Mitochondrial import inner membrane translocase subunit Tim8 A OS=Homo sapiens OX=9606 GN=TIMM8A PE=1 SV=1,5,5,44.3,514
TKT,0.2002048176,0.288925001642459,0,P29401;A0A0B4J1R6;E9PFF2;F8W888;F8WAX4,P29401;A0A0B4J1R6,29;23;14;6;2,29;23;14;6;2,29;23;14;6;2,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1,29,29,65.5,99
TLN1,0.4603931864,0.313476244165929,0,Q9Y490,Q9Y490,53,53,48,Talin-1,TLN1,sp|Q9Y490|TLN1_HUMAN Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3,53,48,31.8,1025
TLR9,-0.9184266685,0.00919047098938461,0,H0Y858;Q9NR96,H0Y858;Q9NR96,2;1,1;1,1;1,Toll-like receptor 9,TLR9,tr|H0Y858|H0Y858_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;sp|Q9NR96|TLR9_HUMAN Toll-like receptor 9 OS=Homo sapiens OX=9606 GN=TLR9 PE=1 SV=2,2,1,1.4,392
TM9SF3,-0.4284651507,0.0402867987012933,0,Q9HD45;Q5TB53,Q9HD45;Q5TB53,4;3,4;3,4;3,Transmembrane 9 superfamily member 3,TM9SF3,sp|Q9HD45|TM9S3_HUMAN Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2;tr|Q5TB53|Q5TB53_HUMAN Transmembrane 9 superfamily member (Fragment) OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=8,4,4,5.3,950
TMED10,-0.1650028155,0.343812625281247,0,P49755;G3V2K7,P49755,5;2,5;2,5;2,Transmembrane emp24 domain-containing protein 10,TMED10,sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2,5,5,23.3,455
TMED7;TMED7-TICAM2,-0.0775068923,0.756443845419491,0,Q9Y3B3;A0A0A6YYA0,Q9Y3B3;A0A0A6YYA0,3;3,3;3,3;3,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2;tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN Protein TMED7-TICAM2 OS=Homo sapiens OX=9606 GN=TMED7-TICAM2 PE=3 SV=1,3,3,18.8,201
TMED9,-0.0284937618,0.889994339952964,0,Q9BVK6;Q7Z7H5;F8W7F7,Q9BVK6,6;1;1,6;1;1,6;1;1,Transmembrane emp24 domain-containing protein 9,TMED9,sp|Q9BVK6|TMED9_HUMAN Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TMED9 PE=1 SV=2,6,6,23.4,541
TMEM258,-0.0201857531,0.883441897268771,0,P61165;F5GWH5,P61165;F5GWH5,1;1,1;1,1;1,Transmembrane protein 258,TMEM258,sp|P61165|TM258_HUMAN Transmembrane protein 258 OS=Homo sapiens OX=9606 GN=TMEM258 PE=1 SV=1;tr|F5GWH5|F5GWH5_HUMAN Transmembrane protein 258 OS=Homo sapiens OX=9606 GN=TMEM258 PE=1 SV=1,1,1,10.1,279
TMOD3,0.5601573369,0.0757340531190527,0,Q9NYL9;H0YKU1;H0YNJ8,Q9NYL9;H0YKU1;H0YNJ8,2;2;2,2;2;2,2;2;2,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,2,2,8.8,280
TMPO,0.5306999122,0.175682114879351,0,P42167;G5E972;H0YJH7,P42167;G5E972,10;9;4,10;9;4,3;2;2,"Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO,"sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;tr|G5E972|G5E972_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=1",10,3,25.8,1146
TMSB10,0.2588137342,0.191799779311171,0,P63313,P63313,2,2,2,Thymosin beta-10,TMSB10,sp|P63313|TYB10_HUMAN Thymosin beta-10 OS=Homo sapiens OX=9606 GN=TMSB10 PE=1 SV=2,2,2,36.4,377
TMX1,-0.1910497231,0.250019859624628,0,Q9H3N1;G3V448,Q9H3N1,5;2,5;2,5;2,Thioredoxin-related transmembrane protein 1,TMX1,sp|Q9H3N1|TMX1_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1,5,5,19.6,322
TNPO1,0.25441714,0.137268023740305,0,Q92973;O14787;K7ENW1;K7ESC1;E7EW37;A0A075B780;S4R398,Q92973,7;2;2;2;2;2;1,7;2;2;2;2;2;1,7;2;2;2;2;2;1,Transportin-1,TNPO1,sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,7,7,11.2,217
TOMM70A,0.2344899571,0.190245657328788,0,O94826,O94826,11,11,11,Mitochondrial import receptor subunit TOM70,TOMM70A,sp|O94826|TOM70_HUMAN Mitochondrial import receptor subunit TOM70 OS=Homo sapiens OX=9606 GN=TOMM70 PE=1 SV=1,11,11,21.4,228
TOP2A,0.4967514682,0.190308172492286,0,P11388;J3KTB7,P11388,24;3,24;3,15;1,DNA topoisomerase 2-alpha,TOP2A,sp|P11388|TOP2A_HUMAN DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3,24,15,18.5,563
TPI1,-0.2844191241,0.0772708422147426,0,P60174;U3KPZ0;U3KQF3;U3KPS5,P60174,30;14;10;4,30;14;10;4,30;14;10;4,Triosephosphate isomerase,TPI1,sp|P60174|TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3,30,30,83.2,589
TPM3,0.0945653467,0.507032344121808,0,A0A087WWU8;D6R904;A0A494C0G0;H0YL80;Q5VU61,A0A087WWU8;D6R904,23;14;9;6;5,23;14;9;6;5,8;8;3;0;5,,TPM3,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,23,8,72.7,206
TPM4,-0.4510981891,0.0400906496594723,0,P67936;A0A2R8YGX3;A0A2R8Y5V9;A0A2R8YH90;A0A2R8YEU4;A0A2R8YE05;K7ENT6;A0A2R8YHD2;A0A590UJB9;A0A590UK79;A0A5F9UN72;U3KQK2,P67936;A0A2R8YGX3;A0A2R8Y5V9;A0A2R8YH90;A0A2R8YEU4;A0A2R8YE05;K7ENT6;A0A2R8YHD2,14;14;14;10;9;9;9;9;4;4;2;1,6;6;6;2;1;1;1;1;4;4;1;1,5;5;5;1;0;0;0;0;4;4;0;0,Tropomyosin alpha-4 chain,TPM4,sp|P67936|TPM4_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3;tr|A0A2R8YGX3|A0A2R8YGX3_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1;tr|A0A2R8Y5V9|A0A2R8Y5V9_HUMAN Tropomyosin alpha-4 chain OS=Homo sap,14,5,45.6,439
TPP1,-1.0983486022,0.00624533101865063,1,O14773;A0A2R8YGD1;A0A2R8Y7U1;A0A2R8YD45;A0A2R8Y7I4;A0A2R8YD72;A0A2R8YDY1,O14773;A0A2R8YGD1;A0A2R8Y7U1;A0A2R8YD45,5;5;4;4;2;1;1,5;5;4;4;2;1;1,5;5;4;4;2;1;1,Tripeptidyl-peptidase 1,TPP1,sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2;tr|A0A2R8YGD1|A0A2R8YGD1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=1;tr|A0A2R8Y7U1|A0A2R8Y7U1_HUMAN Tripeptidyl-peptidase 1 (Fragment) OS=Hom,5,5,14.2,245
TPR,0.5299735381,0.0299669091766937,0,P12270,P12270,6,6,6,Nucleoprotein TPR,TPR,sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,6,6,2.8,64
TPT1,0.4143462948,0.375565943319322,0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;Q56UQ5;Q9HAU6;H0YCX0,P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7,8;8;8;5;5;2;1;1,8;8;8;5;5;2;1;1,8;8;8;5;5;2;1;1,Translationally-controlled tumor protein,TPT1,sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|Q5W0H4|Q5W0H4_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally,8,8,35.5,326
TRA2A,0.055022104,0.701541487127374,0,Q13595,Q13595,5,5,5,Transformer-2 protein homolog alpha,TRA2A,sp|Q13595|TRA2A_HUMAN Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1,5,5,15.6,457
TRAP1,0.164943862,0.285574372373288,0,Q12931;I3L0K7;I3L239;I3L2D5;I3L253,Q12931;I3L0K7,28;22;12;3;2,28;22;12;3;2,28;22;12;3;2,"Heat shock protein 75 kDa, mitochondrial",TRAP1,"sp|Q12931|TRAP1_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3;tr|I3L0K7|I3L0K7_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=1",28,28,43,239
TRIM28,0.4527591313,0.0216357201320345,0,Q13263;M0R0K9;M0R3C0;M0R2I3,Q13263;M0R0K9,23;12;3;2,23;12;3;2,23;12;3;2,Transcription intermediary factor 1-beta,TRIM28,sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5;tr|M0R0K9|M0R0K9_HUMAN Transcription intermediary factor 1-beta (Fragment) OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=1,23,23,31.1,783
TRMT10C,0.0109876746,0.95291605651614,0,Q7L0Y3;C9JVB6,Q7L0Y3;C9JVB6,6;4,6;4,6;4,Mitochondrial ribonuclease P protein 1,TRMT10C,sp|Q7L0Y3|TM10C_HUMAN tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2;tr|C9JVB6|C9JVB6_HUMAN tRNA methyltransferase 10 homolog C (Fragment) OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=1,6,6,16.1,198
TRMT112,-0.4365226972,0.154386711292204,0,Q9UI30;F5GX77;F5GYQ2,Q9UI30;F5GX77;F5GYQ2,6;5;4,6;5;4,6;5;4,Multifunctional methyltransferase subunit TRM112-like protein,TRMT112,sp|Q9UI30|TR112_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1;tr|F5GX77|F5GX77_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV,6,6,56.8,190
TSN,0.2877421414,0.350629811997309,0,Q15631;E9PGT1;H7C1D4,Q15631;E9PGT1,3;3;1,3;3;1,3;3;1,Translin,TSN,sp|Q15631|TSN_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1;tr|E9PGT1|E9PGT1_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1,3,3,18.9,589
TST,-0.3691402308,0.296651005884725,0,Q16762;B1AH48,Q16762;B1AH48,5;3,5;3,5;3,Thiosulfate sulfurtransferase,TST,sp|Q16762|THTR_HUMAN Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4;tr|B1AH48|B1AH48_HUMAN Thiosulfate sulfurtransferase (Fragment) OS=Homo sapiens OX=9606 GN=TST PE=1 SV=1,5,5,24.9,1012
TTN,-1.0634942031,0.128572615152097,0,Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,8;8;6,8;8;6,8;8;6,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,8,8,0.4,197
TUBA1B;TUBA4A,0.008384761,0.949069742239807,0,P68363;P68366;C9JDS9,P68363;P68366,45;29;11,45;29;11,4;4;0,Tubulin alpha-1B chain;Tubulin alpha-4A chain,TUBA1B;TUBA4A,sp|P68363|TBA1B_HUMAN Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1;sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,45,4,73.2,324
TUBA1C,0.1427123159,0.388148741978143,0,Q9BQE3;F5H5D3;A0A1W2PQM2;F8VQQ4;F8VVB9;F8VRZ4;F8VS66;F8VWV9;F8VX09;A6NHL2;C9JEV8;C9JQ00;C9JJQ8;F8VRK0;C9K0S6;F8W0F6;C9JDL2;Q9H853;F8VXZ7,Q9BQE3;F5H5D3;A0A1W2PQM2,43;43;28;18;17;11;11;7;7;6;5;5;5;4;2;2;2;1;1,5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Tubulin alpha-1C chain,TUBA1C,sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|F5H5D3|F5H5D3_HUMAN Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|A0A1W2PQM2|A0A1W2PQM2_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN,43,2,73.5,634
TUBA3E,0.2943805563,0.264237575456795,0,P0DPH8;P0DPH7;Q6PEY2;V9GZ17,P0DPH8;P0DPH7;Q6PEY2,32;32;23;11,3;3;3;1,2;2;2;0,Tubulin alpha-3E chain,TUBA3E,sp|P0DPH8|TBA3D_HUMAN Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1;sp|P0DPH7|TBA3C_HUMAN Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1;sp|Q6PEY2|TBA3E_HUMAN Tubulin alpha-3E chain OS=Homo sapiens OX=9606 GN=TUBA3E,32,2,58.9,670
TUBB,-0.0954512639,0.534977977430646,0,P07437;Q5JP53;Q5ST81;A6NNZ2,P07437;Q5JP53;Q5ST81,39;39;34;9,9;9;4;0,8;8;4;0,Tubulin beta chain,TUBB,sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2;tr|Q5JP53|Q5JP53_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=1;tr|Q5ST81|Q5ST81_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=1,39,8,66.4,282
TUBB2B,0.3632017112,0.0479149099771097,0,Q9BVA1,Q9BVA1,32,5,1,Tubulin beta-2B chain,TUBB2B,sp|Q9BVA1|TBB2B_HUMAN Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1,32,1,62.5,420
TUBB3,0.6539451509,0.0140211116928951,0,Q13509;A0A0B4J269;G3V2A3;G3V5W4;G3V2R8;G3V3R4;G3V2N6;G3V542;G3V3J6;G3V3W7,Q13509;A0A0B4J269,24;23;7;3;3;3;3;1;1;1,6;5;2;2;2;2;2;1;1;1,6;5;2;2;2;2;2;1;1;1,Tubulin beta-3 chain,TUBB3,sp|Q13509|TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2;tr|A0A0B4J269|A0A0B4J269_HUMAN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1,24,6,51.8,1034
TUBB4B,0.040488907,0.759494182552647,0,P68371,P68371,40,40,2,Tubulin beta-4B chain,TUBB4B,sp|P68371|TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,40,2,70.6,153
TUBB6,0.2142443846,0.175439492276954,0,Q9BUF5;K7ESM5;K7EL29;K7EN98;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EPE5;K7ES63,Q9BUF5;K7ESM5,27;19;7;7;6;6;6;6;6;6;3,19;11;7;7;6;6;6;6;6;6;2,17;9;7;7;6;6;6;6;6;6;2,Tubulin beta-6 chain,TUBB6,sp|Q9BUF5|TBB6_HUMAN Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1;tr|K7ESM5|K7ESM5_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1,27,17,62.8,245
TUBB8,-0.136811449,0.422352576279623,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,12;11;11,2;2;2,2;2;2,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,12,2,25.2,217
TUBG1;TUBG2,0.2394512578,0.451169705624973,0,P23258;Q9NRH3;K7EKE5;K7EIS0,P23258;Q9NRH3;K7EKE5;K7EIS0,3;3;2;2,3;3;2;2,3;3;2;2,Tubulin gamma-1 chain;Tubulin gamma-2 chain;Tubulin gamma chain,TUBG1;TUBG2,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2;sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1;tr|K7EKE5|K7EKE5_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=4 S,3,3,9.3,560
TUFM,-0.0290899119,0.848520835829391,0,P49411;H3BNU3,P49411,18;3,18;3,18;3,"Elongation factor Tu, mitochondrial",TUFM,"sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",18,18,49.3,338
TXNDC12,0.3011888724,0.393352661002184,0,O95881;V9GY50;V9GYV4,O95881,5;1;1,5;1;1,5;1;1,Thioredoxin domain-containing protein 12,TXNDC12,sp|O95881|TXD12_HUMAN Thioredoxin domain-containing protein 12 OS=Homo sapiens OX=9606 GN=TXNDC12 PE=1 SV=1,5,5,40.1,108
TXNDC5,-0.1019034658,0.531181299802161,0,Q8NBS9,Q8NBS9,14,14,14,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,14,14,32.9,139
TXNRD1,0.5673355699,0.0264429939222735,0,Q16881;A0A087WSY9;A0A182DWI3;A0A087WSW9;E9PIR7;F8W809;E2QRB9;E9PKD3;A0A0B4J225;E9PIZ5;E9PLT3;E9PKI4;E9PQI3;D3YTF8;A0A182DWF3;E9PRI8;A0A182DWF2;Q9NNW7;E7EWK1;A0A096LPD9;A0A096LPK7,Q16881;A0A087WSY9;A0A182DWI3;A0A087WSW9;E9PIR7;F8W809;E2QRB9;E9PKD3,14;14;14;14;14;14;12;9;4;4;3;3;2;1;1;1;1;1;1;1;1,14;14;14;14;14;14;12;9;4;4;3;3;2;1;1;1;1;1;1;1;1,14;14;14;14;14;14;12;9;4;4;3;3;2;1;1;1;1;1;1;1;1,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,"sp|Q16881|TRXR1_HUMAN Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=3;tr|A0A087WSY9|A0A087WSY9_HUMAN Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=2;tr|A0A182DWI3|A0A182DWI3_HUMAN Thioredoxi",14,14,26.3,296
TYMS,-0.1725314613,0.305298037211447,0,P04818,P04818,12,12,12,Thymidylate synthase,TYMS,sp|P04818|TYSY_HUMAN Thymidylate synthase OS=Homo sapiens OX=9606 GN=TYMS PE=1 SV=3,12,12,42.2,362
U2AF1,-0.5779944354,0.00946169867420162,0,Q01081;P0DN76;A0A1B0GW87;M0R2N4;K7EJH3;K7EJM7,Q01081;P0DN76;A0A1B0GW87;M0R2N4,4;4;2;2;1;1,4;4;2;2;1;1,2;2;0;0;0;0,Splicing factor U2AF 35 kDa subunit,U2AF1,sp|Q01081|U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3;sp|P0DN76|U2AF5_HUMAN Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens OX=9606 GN=U2AF1L5 PE=1 SV=1;tr|A0A1B0GW87|A0A1B0GW87_HUMAN Splicing,4,2,22.5,144
U2AF2,0.0219929869,0.917627252289544,0,P26368;K7ENG2;K7ELP8,P26368;K7ENG2,8;6;1,8;6;1,8;6;1,Splicing factor U2AF 65 kDa subunit,U2AF2,sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4;tr|K7ENG2|K7ENG2_HUMAN U2 snRNP auxiliary factor large subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=1,8,8,28.4,537
UBA1,-0.2652426888,0.110699943844869,0,P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS1;Q5JRS3;Q5JRS2,P22314,28;9;8;8;7;7;7,28;9;8;8;7;7;7,28;9;8;8;7;7;7,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,28,28,34.3,522
UBE2G2,-0.2973018863,0.272376040197405,0,P60604,P60604,2,2,2,Ubiquitin-conjugating enzyme E2 G2,UBE2G2,sp|P60604|UB2G2_HUMAN Ubiquitin-conjugating enzyme E2 G2 OS=Homo sapiens OX=9606 GN=UBE2G2 PE=1 SV=1,2,2,14.5,1918
UBE2V1;TMEM189-UBE2V1,-0.166830752,0.48254830265048,0,Q13404;G3V2F7;I3L0A0;E5RIF1;D6RG00;A0A0A0MSL3;G3V113;H0YBX6,Q13404;G3V2F7;I3L0A0,4;2;2;1;1;1;1;1,4;2;2;1;1;1;1;1,3;1;1;0;0;1;0;0,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1;TMEM189-UBE2V1,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;tr|G3V2F7|G3V2F7_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=4 SV=2;tr|I3L0A0|I3L0A0_HUMAN HCG2044781 OS=Ho,4,3,30.6,1176
