Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity NUP43-N1,Intensity NUP43-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q96HA7;A0A087X1F6,Q96HA7,22;8,22;8,22;8,Tonsoku-like protein,TONSL,sp|Q96HA7|TONSL_HUMAN Tonsoku-like protein OS=Homo sapiens OX=9606 GN=TONSL PE=1 SV=2,22,22,22.9,27.6609174012634,27.6404455290473,4.42963131265863,4.37131702904701
Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,22;16,22;16,22;16,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,22,22,42.5,22.5282259919805,23.220104319618,29.3590490371315,29.427023902334
Q70CQ2;H7C183;A0A0C4DG73;H7C150,Q70CQ2,22;6;5;1,22;6;5;1,22;6;5;1,Ubiquitin carboxyl-terminal hydrolase 34,USP34,sp|Q70CQ2|UBP34_HUMAN Ubiquitin carboxyl-terminal hydrolase 34 OS=Homo sapiens OX=9606 GN=USP34 PE=1 SV=2,22,22,7.4,26.8227446940787,27.0681496209907,23.5403652907065,22.9229951773775
P12956;B1AHC9,P12956;B1AHC9,22;21,22;21,22;21,X-ray repair cross-complementing protein 6,XRCC6,sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2;tr|B1AHC9|B1AHC9_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=1,22,22,46.3,27.4085982223372,27.7072117691614,28.3993371265867,27.834727380444
Q92625;A0A3B3ISP1;A0A3B3ITU5,Q92625;A0A3B3ISP1,23;22;8,23;22;8,23;22;8,Ankyrin repeat and SAM domain-containing protein 1A,ANKS1A,sp|Q92625|ANS1A_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=4;tr|A0A3B3ISP1|A0A3B3ISP1_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=1,23,23,28.7,4.20354318657847,4.29426065740498,29.0798417616539,29.1940628026594
P38398;Q5YLB2;A0A0U1RRA9;A0A2R8Y7V5;E7EWN5;E9PH68;E7EUM2;A0A0A0MSN1;A0A494C182;Q3B891;K7EPC7;H0Y8B8;B7ZA85;H0Y8D8;C9IZW4;E9PC22;H0Y850;E7EQW4;C6YB45;E7ENB7;A0A2R8Y6Y9;G1UI37,P38398;Q5YLB2,23;17;9;8;8;8;7;6;6;6;5;5;5;4;3;2;2;2;2;2;2;2,23;17;9;8;8;8;7;6;6;6;5;5;5;4;3;2;2;2;2;2;2;2,23;17;9;8;8;8;7;6;6;6;5;5;5;4;3;2;2;2;2;2;2;2,Breast cancer type 1 susceptibility protein,BRCA1,sp|P38398|BRCA1_HUMAN Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=1 SV=2;tr|Q5YLB2|Q5YLB2_HUMAN Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=1 SV=1,23,23,17.6,27.1757896740499,27.6844509355973,23.1829847020296,24.1818580097884
O60566;H0YMK5;H0YN44;H3BTB9,O60566,23;1;1;1,23;1;1;1,23;1;1;1,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,BUB1B,sp|O60566|BUB1B_HUMAN Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B PE=1 SV=3,23,23,29.5,4.20354318657847,4.29426065740498,28.8955339120605,28.4046654583982
P17844;J3KTA4;J3QSF1;J3KRZ1;J3QRQ7;J3KRX8;J3KTQ4;J3QR02;X6RLV5;J3QRN5,P17844;J3KTA4,32;32;12;11;10;6;6;4;3;1,32;32;12;11;10;6;6;4;3;1,23;23;7;4;8;6;6;4;3;1,Probable ATP-dependent RNA helicase DDX5,DDX5,sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1;tr|J3KTA4|J3KTA4_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,32,23,50.2,29.5042119583804,29.8930761440073,29.3945410981693,29.4968039598786
Q8N3D4;E9PIH6;A0A0U1RQH4;H0YDZ9,Q8N3D4,26;12;8;6,23;10;6;5,23;10;6;5,EH domain-binding protein 1-like protein 1,EHBP1L1,sp|Q8N3D4|EH1L1_HUMAN EH domain-binding protein 1-like protein 1 OS=Homo sapiens OX=9606 GN=EHBP1L1 PE=1 SV=2,26,23,25.3,4.20354318657847,4.29426065740498,28.8065499169779,28.4320519707973
Q5SSJ5;X6RGJ2;B0QZK4;Q5SWC8;B0QZK9;B0QZK8,Q5SSJ5;X6RGJ2;B0QZK4;Q5SWC8,23;19;16;14;4;4,23;19;16;14;4;4,23;19;16;14;4;4,Heterochromatin protein 1-binding protein 3,HP1BP3,sp|Q5SSJ5|HP1B3_HUMAN Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1;tr|X6RGJ2|X6RGJ2_HUMAN Heterochromatin protein 1-binding protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1;tr|B0QZK4|B0QZK4_HUMAN H,23,23,32.4,29.4497299250811,29.597757059197,29.3014057995957,28.9808181399045
P43243;A0A0R4J2E8;A8MXP9;D6REM6;D6R991;B3KM87;H0Y8T4;D6RE02;D6RBI2;Q68E03;D6RIA2;D6RBK5;D6R8Z5;D6RAY2;D6RAM9;A0A1B0GX04;D6REK4;D6RCM3;D6RBS2;D6R9F3;D6RB45,P43243;A0A0R4J2E8;A8MXP9;D6REM6;D6R991,23;23;23;21;17;9;9;3;3;3;3;2;2;2;2;1;1;1;1;1;1,23;23;23;21;17;9;9;3;3;3;3;2;2;2;2;1;1;1;1;1;1,23;23;23;21;17;9;9;3;3;3;3;2;2;2;2;1;1;1;1;1;1,Matrin-3,MATR3,sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2;tr|A0A0R4J2E8|A0A0R4J2E8_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|A8MXP9|A8MXP9_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;tr|D6REM6|D6REM6_HUMAN M,23,23,32.0,29.0065930444724,29.3936822537211,28.9727348756749,29.1519952682132
Q5SY16,Q5SY16,23,23,23,Polynucleotide 5-hydroxyl-kinase NOL9,NOL9,sp|Q5SY16|NOL9_HUMAN Polynucleotide 5-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1,23,23,39.9,30.4165928026475,30.2294019377352,23.2144685730437,21.9603145115513
O00567;A0A494C128;Q5JXT2;H0Y653;H0YDU4,O00567;A0A494C128,23;21;11;9;9,23;21;11;9;9,23;21;11;9;9,Nucleolar protein 56,NOP56,sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4;tr|A0A494C128|A0A494C128_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=1,23,23,42.6,28.4784244539624,28.4669606012049,26.8407416256092,25.8943951848545
O60216;E5RFV8;E5RIN7;E5RJW1;E5RJK5;E5RI01;E5RFZ5;E5RG18;Q9H4I0;A0A140T8W2,O60216,23;7;7;6;6;5;5;4;3;1,23;7;7;6;6;5;5;4;3;1,23;7;7;6;6;5;5;4;3;1,Double-strand-break repair protein rad21 homolog,RAD21,sp|O60216|RAD21_HUMAN Double-strand-break repair protein rad21 homolog OS=Homo sapiens OX=9606 GN=RAD21 PE=1 SV=2,23,23,37.1,28.2925034193538,28.7369900154959,28.0013673877858,27.391901590703
P23246;H0Y9K7;H0Y9U2,P23246,24;6;2,23;6;2,23;6;2,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",24,23,43.7,29.0921711570456,29.0623450328744,29.826598478069,29.5578434221822
P08195;F5GZS6;J3KPF3;F5H0E2;H0YFS2;F5H867;F5GZI0;H0YFX4;F5GZR9,P08195;F5GZS6;J3KPF3,23;23;23;8;8;5;5;3;2,23;23;23;8;8;5;5;3;2,23;23;23;8;8;5;5;3;2,4F2 cell-surface antigen heavy chain,SLC3A2,sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3;tr|F5GZS6|F5GZS6_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1;tr|J3KPF3|J3KPF3_HUMAN 4F2 cell-surface antigen hea,23,23,45.1,27.0961738557491,27.3097333491958,30.0604650983334,29.8235648645684
Q8WVM7;Q68DW7;C9JJQ0;H7C595;B1AMT0;B1AMT1;B1AMT2;B1AMT3,Q8WVM7;Q68DW7,29;24;3;2;1;1;1;1,29;24;3;2;1;1;1;1,23;20;2;2;0;0;0;0,Cohesin subunit SA-1,STAG1;DKFZp781D1416,sp|Q8WVM7|STAG1_HUMAN Cohesin subunit SA-1 OS=Homo sapiens OX=9606 GN=STAG1 PE=1 SV=3;tr|Q68DW7|Q68DW7_HUMAN Cohesin subunit SA-1 OS=Homo sapiens OX=9606 GN=STAG1 PE=1 SV=1,29,23,26.8,28.0170144715184,28.5325593117324,28.12726065658,27.4861574210018
O15056;A0A1W2PR85;E7ER60;H0YEV8;Q5TA15;H7BY56,O15056;A0A1W2PR85;E7ER60,23;22;16;3;1;1,23;22;16;3;1;1,23;22;16;3;1;1,Synaptojanin-2,SYNJ2,sp|O15056|SYNJ2_HUMAN Synaptojanin-2 OS=Homo sapiens OX=9606 GN=SYNJ2 PE=1 SV=3;tr|A0A1W2PR85|A0A1W2PR85_HUMAN Synaptojanin-2 OS=Homo sapiens OX=9606 GN=SYNJ2 PE=1 SV=1;tr|E7ER60|E7ER60_HUMAN Synaptojanin-2 OS=Homo sapiens OX=9606 GN=SYNJ2 PE=1 SV=2,23,23,22.1,22.5911679594948,23.0746190704457,28.9817437297351,28.8994000277947
Q9UJX5;D6RAP6;D6RFM7,Q9UJX5,24;6;3,24;6;3,24;6;3,Anaphase-promoting complex subunit 4,ANAPC4,sp|Q9UJX5|APC4_HUMAN Anaphase-promoting complex subunit 4 OS=Homo sapiens OX=9606 GN=ANAPC4 PE=1 SV=2,24,24,35.0,28.3422319104018,29.1005665418015,27.4194086031472,27.3937027083413
Q52LW3;F8VWZ8,Q52LW3;F8VWZ8,24;18,24;18,24;18,Rho GTPase-activating protein 29,ARHGAP29,sp|Q52LW3|RHG29_HUMAN Rho GTPase-activating protein 29 OS=Homo sapiens OX=9606 GN=ARHGAP29 PE=1 SV=2;tr|F8VWZ8|F8VWZ8_HUMAN Rho GTPase-activating protein 29 OS=Homo sapiens OX=9606 GN=ARHGAP29 PE=1 SV=1,24,24,24.7,4.20354318657847,4.29426065740498,28.4512048221674,27.6904580020451
Q8IWX8;J3QK89,Q8IWX8;J3QK89,24;24,24;24,24;24,Calcium homeostasis endoplasmic reticulum protein,CHERP,sp|Q8IWX8|CHERP_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3;tr|J3QK89|J3QK89_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=1,24,24,33.7,28.5099790023768,28.4888024936268,28.6121742355268,28.6709441552203
Q7Z4H7;Q5VY60;Q5SYF9,Q7Z4H7;Q5VY60,24;24;10,24;24;10,24;24;10,HAUS augmin-like complex subunit 6,HAUS6,sp|Q7Z4H7|HAUS6_HUMAN HAUS augmin-like complex subunit 6 OS=Homo sapiens OX=9606 GN=HAUS6 PE=1 SV=2;tr|Q5VY60|Q5VY60_HUMAN HAUS augmin-like complex subunit 6 OS=Homo sapiens OX=9606 GN=HAUS6 PE=1 SV=1,24,24,35.1,22.9238533015794,21.8016767869884,28.924563536176,28.5902442109537
P11021,P11021,25,24,24,78 kDa glucose-regulated protein,HSPA5,sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,25,24,40.7,28.2368551432781,28.4024714303701,29.4883045172387,29.2014199213225
Q7Z6Z7;H0Y659;A0A087X1S3;A0A087X146,Q7Z6Z7,24;7;2;1,24;7;2;1,24;7;2;1,E3 ubiquitin-protein ligase HUWE1,HUWE1,sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3,24,24,8.0,21.9174696926023,23.363001880428,28.1262269429081,28.128883568798
A0A494BZV2;Q6WCQ1;J3KSW8;H0Y2S9;H0Y7E2;H7C3G6;J3KSK7;J3QRL2;A0A1W2PPU9;K7EJ14;K7EL39,A0A494BZV2;Q6WCQ1;J3KSW8;H0Y2S9,24;22;19;15;9;6;3;3;2;1;1,24;22;19;15;9;6;3;3;2;1;1,24;22;19;15;9;6;3;3;2;1;1,Myosin phosphatase Rho-interacting protein,MPRIP,tr|A0A494BZV2|A0A494BZV2_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=1;sp|Q6WCQ1|MPRIP_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=3;tr|J3KSW8|J3KSW8_HUMAN Myosin p,24,24,13.5,4.20354318657847,4.29426065740498,28.1874941173873,28.2551187838612
Q15233;H7C367;C9JYS8;C9IZL7;C9J4X2,Q15233;H7C367,25;13;12;8;4,25;13;12;8;4,24;12;12;7;4,Non-POU domain-containing octamer-binding protein,NONO,sp|Q15233|NONO_HUMAN Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4;tr|H7C367|H7C367_HUMAN Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=8,25,24,56.1,29.7396800638039,30.1724791275546,31.3499482886891,31.0410074885123
Q8TEW0;Q5VWV2;Q5VWU8;F5GZI3;B1AP52,Q8TEW0;Q5VWV2;Q5VWU8;F5GZI3,24;23;19;17;3,24;23;19;17;3,24;23;19;17;3,Partitioning defective 3 homolog,PARD3,sp|Q8TEW0|PARD3_HUMAN Partitioning defective 3 homolog OS=Homo sapiens OX=9606 GN=PARD3 PE=1 SV=2;tr|Q5VWV2|Q5VWV2_HUMAN Partitioning defective 3 homolog OS=Homo sapiens OX=9606 GN=PARD3 PE=1 SV=1;tr|Q5VWU8|Q5VWU8_HUMAN Partitioning defective 3 homolog OS=,24,24,22.4,24.0313687127236,25.339363171634,28.4756056711858,27.9893978782467
Q6P2Q9;I3L0J9;I3L3Z8,Q6P2Q9;I3L0J9,24;14;4,24;14;4,24;14;4,Pre-mRNA-processing-splicing factor 8,PRPF8,sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2;tr|I3L0J9|I3L0J9_HUMAN Pre-mRNA-processing-splicing factor 8 (Fragment) OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=8,24,24,15.7,25.5905226346169,26.1333788362215,26.9568188908857,26.8319523859911
Q05209;H0YC15;F8WB51;H3BM04;C9J1X8;C9JJC1;C9JYA4,Q05209,24;9;4;4;3;2;1,24;9;4;4;3;2;1,24;9;4;4;3;2;1,Tyrosine-protein phosphatase non-receptor type 12,PTPN12,sp|Q05209|PTN12_HUMAN Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens OX=9606 GN=PTPN12 PE=1 SV=3,24,24,42.2,4.20354318657847,4.29426065740498,29.0939347199374,29.072475009187
Q8TEU7;E9PCH4;A0A5F9ZHG7;D6RE77;B7Z7Y1,Q8TEU7;E9PCH4;A0A5F9ZHG7;D6RE77;B7Z7Y1,25;24;23;17;15,25;24;23;17;15,24;23;22;16;14,Rap guanine nucleotide exchange factor 6,RAPGEF6,sp|Q8TEU7|RPGF6_HUMAN Rap guanine nucleotide exchange factor 6 OS=Homo sapiens OX=9606 GN=RAPGEF6 PE=1 SV=2;tr|E9PCH4|E9PCH4_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|A0A5F9ZHG7|A0A5F9ZHG7_HUMAN Rap guanine nucleotide exchange fact,25,24,23.8,27.5473085420379,27.3524551442997,27.6802981358249,27.6745852831676
Q96R06;K7ELG0;J3KTQ0;F5GZT2;J3KSV2;J3QRV8;J3QS12;K7ELC8;E9PMD0,Q96R06,24;7;4;4;2;2;1;1;1,24;7;4;4;2;2;1;1;1,24;7;4;4;2;2;1;1;1,Sperm-associated antigen 5,SPAG5,sp|Q96R06|SPAG5_HUMAN Sperm-associated antigen 5 OS=Homo sapiens OX=9606 GN=SPAG5 PE=1 SV=2,24,24,26.5,22.4264193548218,23.6673923116629,28.9138491738825,29.1333494367648
P49848;J3KR72;C9JTY6;C9JFL8;C9JIS2;C9J088;E5RHA1;F8WEJ7;C9J7C4;E5RKA5;C9JHQ8,P49848;J3KR72;C9JTY6,24;24;12;11;7;7;6;5;5;4;3,24;24;12;11;7;7;6;5;5;4;3,24;24;12;11;7;7;6;5;5;4;3,Transcription initiation factor TFIID subunit 6,TAF6,sp|P49848|TAF6_HUMAN Transcription initiation factor TFIID subunit 6 OS=Homo sapiens OX=9606 GN=TAF6 PE=1 SV=1;tr|J3KR72|J3KR72_HUMAN Transcription initiation factor TFIID subunit 6 OS=Homo sapiens OX=9606 GN=TAF6 PE=1 SV=1;tr|C9JTY6|C9JTY6_HUMAN Transcrip,24,24,43.0,28.4415810347727,28.8732617949855,25.9445170846361,25.7200976836996
O75962;E7EWP2;E7EPJ7;F5H228;A0A087X139;A0A1W2PRD7;H7C1X7;H7C0I9,O75962;E7EWP2;E7EPJ7;F5H228,27;25;22;19;3;3;1;1,27;25;22;19;3;3;1;1,24;22;20;16;3;3;0;0,Triple functional domain protein,TRIO,sp|O75962|TRIO_HUMAN Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2;tr|E7EWP2|E7EWP2_HUMAN Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2;tr|E7EPJ7|E7EPJ7_HUMAN Triple functional domain protein (Fragm,27,24,11.8,29.6608277847624,29.7877139357892,28.3042595380837,27.9324699720657
Q9H4I2;H0Y6F5;H0YNY7;F6UBH9;A0A0A0MST6;A0A0A0MSU5;F6UQN6;F6XGA7,Q9H4I2;H0Y6F5,25;22;2;1;1;1;1;1,25;22;2;1;1;1;1;1,24;21;2;1;1;1;1;1,Zinc fingers and homeoboxes protein 3,ZHX3,sp|Q9H4I2|ZHX3_HUMAN Zinc fingers and homeoboxes protein 3 OS=Homo sapiens OX=9606 GN=ZHX3 PE=1 SV=3;tr|H0Y6F5|H0Y6F5_HUMAN Zinc fingers and homeoboxes protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=ZHX3 PE=1 SV=1,25,24,37.0,29.1736470219014,29.3854770586877,29.0425737910719,28.8139059305737
Q9UQR1;G5E9X2;C9K0U4;C9J6Y6;C9JRX0,Q9UQR1,24;3;2;2;1,24;3;2;2;1,24;3;2;2;1,Zinc finger protein 148,ZNF148,sp|Q9UQR1|ZN148_HUMAN Zinc finger protein 148 OS=Homo sapiens OX=9606 GN=ZNF148 PE=1 SV=2,24,24,52.5,29.7417224367791,29.9543524843718,28.0157923213582,28.2353949716853
Q9ULI0;H7BYF1;C9JG15;C9J1G9,Q9ULI0,28;12;4;1,28;12;4;1,25;12;4;1,ATPase family AAA domain-containing protein 2B,ATAD2B,sp|Q9ULI0|ATD2B_HUMAN ATPase family AAA domain-containing protein 2B OS=Homo sapiens OX=9606 GN=ATAD2B PE=1 SV=3,28,25,26.9,27.372437736935,27.9482097397982,4.42963131265863,4.37131702904701
Q9NR30,Q9NR30,27,27,25,Nucleolar RNA helicase 2,DDX21,sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,27,25,41.6,28.5679394272175,28.3706098576938,27.0435388306825,27.8124377253424
A0A1C7CYX9;Q16555;E5RFU4,A0A1C7CYX9;Q16555,29;26;4,29;26;4,25;22;2,Dihydropyrimidinase-related protein 2,DPYSL2,tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1;sp|Q16555|DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,29,25,63.4,27.2318753654042,25.4328166163914,31.1404735091322,30.9983305017111
Q9BY44;F8WAE5;C9IZE1;H7C5R5;H7C5Q3;F8WF18;F8WAT3,Q9BY44;F8WAE5,25;23;12;9;8;2;2,25;23;12;9;8;2;2,25;23;12;9;8;2;2,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",EIF2A,sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3;tr|F8WAE5|F8WAE5_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=1,25,25,58.5,22.6479888555244,22.3233087986402,30.4405517541796,30.3264599357668
Q00653,Q00653,25,25,25,Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit,NFKB2,sp|Q00653|NFKB2_HUMAN Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens OX=9606 GN=NFKB2 PE=1 SV=4,25,25,39.6,4.20354318657847,4.29426065740498,29.9829134788589,29.425924172857
Q9H8H0;J3QR28;J3QLQ6;J3QKV1,Q9H8H0,25;10;6;1,25;10;6;1,25;10;6;1,Nucleolar protein 11,NOL11,sp|Q9H8H0|NOL11_HUMAN Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1,25,25,43.5,28.5785232237796,29.5131081259238,26.2932843002892,26.0928113276667
P54278;A0A2R8Y6S3;C9J167;A4D2B8;Q13401;Q68D20;Q13670,P54278;A0A2R8Y6S3;C9J167,25;23;23;1;1;1;1,25;23;23;1;1;1;1,25;23;23;1;1;1;1,Mismatch repair endonuclease PMS2,PMS2,sp|P54278|PMS2_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=2;tr|A0A2R8Y6S3|A0A2R8Y6S3_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=1;tr|C9J167|C9J167_HUMAN Mismatch repair endonuclease,25,25,38.1,27.3037371379425,28.3875532785502,28.9700486492608,28.7291328315595
A0A3B3IRW6;Q2KHR3;H0YCQ7;A0A3B3ISY4,A0A3B3IRW6;Q2KHR3,25;24;10;1,25;24;10;1,25;24;10;1,Glutamine and serine-rich protein 1,QSER1,tr|A0A3B3IRW6|A0A3B3IRW6_HUMAN Glutamine and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=QSER1 PE=1 SV=1;sp|Q2KHR3|QSER1_HUMAN Glutamine and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=QSER1 PE=1 SV=3,25,25,18.5,27.6191892014091,28.1730274405988,27.1899932710631,26.9225234297212
Q9Y265;E7ETR0;H7C4G5;H7C4I3;J3QLR1,Q9Y265;E7ETR0,25;18;10;6;4,25;18;10;6;4,25;18;10;6;4,RuvB-like 1,RUVBL1,sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1;tr|E7ETR0|E7ETR0_HUMAN RuvB-like helicase OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1,25,25,62.7,29.6824932412207,29.8113049631482,30.4060857334987,30.1836426121204
P52630;A0A494C164;B4DLC8;A0A494C1L3;A0A494C0B5;B4DHE0;G3V319,P52630;A0A494C164;B4DLC8,25;25;13;7;5;5;1,25;25;13;7;5;5;1,25;25;13;7;5;5;1,Signal transducer and activator of transcription 2,STAT2,sp|P52630|STAT2_HUMAN Signal transducer and activator of transcription 2 OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1;tr|A0A494C164|A0A494C164_HUMAN Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT2 PE=1 SV=1;tr|B4DLC8|B4DLC8_,25,25,38.4,23.5200983134916,23.7974873838764,29.9777376414009,29.810140659225
Q8N3V7,Q8N3V7,25,25,25,Synaptopodin,SYNPO,sp|Q8N3V7|SYNPO_HUMAN Synaptopodin OS=Homo sapiens OX=9606 GN=SYNPO PE=1 SV=2,25,25,37.1,25.6022389797968,25.3955832938291,30.4891280006617,30.0359052291389
Q5T011;A0A0C4DG05;A0A1W2PQY2,Q5T011,31;2;2,31;2;2,25;2;2,Protein SZT2,SZT2,sp|Q5T011|SZT2_HUMAN KICSTOR complex protein SZT2 OS=Homo sapiens OX=9606 GN=SZT2 PE=1 SV=3,31,25,12.8,27.4022681107479,27.9623460413167,25.557861676866,25.4161256529939
Q5VWG9,Q5VWG9,25,25,25,Transcription initiation factor TFIID subunit 3,TAF3,sp|Q5VWG9|TAF3_HUMAN Transcription initiation factor TFIID subunit 3 OS=Homo sapiens OX=9606 GN=TAF3 PE=1 SV=1,25,25,30.2,29.158799421804,29.4093268357681,25.4232934203948,25.4733621575189
Q9H3U1;A0A1W2PNX8,Q9H3U1;A0A1W2PNX8,25;25,25;25,25;25,Protein unc-45 homolog A,UNC45A,sp|Q9H3U1|UN45A_HUMAN Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1;tr|A0A1W2PNX8|A0A1W2PNX8_HUMAN Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1,25,25,32.9,22.3760236154381,23.6000272710911,29.0201713256813,28.7736045658491
Q9NW82;D6RIW8,Q9NW82;D6RIW8,25;17,25;17,25;17,WD repeat-containing protein 70,WDR70,sp|Q9NW82|WDR70_HUMAN WD repeat-containing protein 70 OS=Homo sapiens OX=9606 GN=WDR70 PE=1 SV=1;tr|D6RIW8|D6RIW8_HUMAN WD repeat-containing protein 70 OS=Homo sapiens OX=9606 GN=WDR70 PE=1 SV=1,25,25,43.4,28.9410893042701,29.2086234454729,29.406734536721,29.0276511708963
Q9Y2X9,Q9Y2X9,25,25,25,Zinc finger protein 281,ZNF281,sp|Q9Y2X9|ZN281_HUMAN Zinc finger protein 281 OS=Homo sapiens OX=9606 GN=ZNF281 PE=1 SV=1,25,25,41.5,29.0649676947414,29.1246503345513,27.3130249994712,26.5214069450964
