Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP7_N1,Intensity RBBP7_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q14152,Q14152,21,21,21,Eukaryotic translation initiation factor 3 subunit A,EIF3A,sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,21,21,18.6,22.6923004906932,22.0992797406666,28.5942013442781,28.1932404127735
Q658Y4;E7ER68;G3V120;H0YBR6;H0YC80,Q658Y4;E7ER68,24;22;7;3;2,24;22;7;3;2,21;19;7;3;2,Protein FAM91A1,FAM91A1,sp|Q658Y4|F91A1_HUMAN Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=3;tr|E7ER68|E7ER68_HUMAN Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=1,24,21,33.4,27.0248540732021,27.7974873838764,30.327638126964,30.1896634421907
Q14C86;F8W9S7;C9IZ08;B0QZ65;B4DGD8;H0Y7I9;H0Y4E7;A0A0A0MQV8;C9IZX9,Q14C86;F8W9S7;C9IZ08,21;20;11;9;9;8;7;6;2,21;20;11;9;9;8;7;6;2,21;20;11;9;9;8;7;6;2,GTPase-activating protein and VPS9 domain-containing protein 1,GAPVD1,sp|Q14C86|GAPD1_HUMAN GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=2;tr|F8W9S7|F8W9S7_HUMAN GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV,21,21,17.8,23.9212525726219,25.6461712815401,29.0643767263913,28.5019555989933
Q12789;H3BU55;H3BRD0;H3BU37,Q12789,23;2;2;2,23;2;2;2,21;2;2;2,General transcription factor 3C polypeptide 1,GTF3C1,sp|Q12789|TF3C1_HUMAN General transcription factor 3C polypeptide 1 OS=Homo sapiens OX=9606 GN=GTF3C1 PE=1 SV=4,23,21,14.1,22.6255587655459,22.2630158315879,28.4491985927998,27.7339556838593
Q00839;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPH7;A0A1W2PPL4;A0A1W2PP34;A0A1W2PQL0;A0A1W2PQ74;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PRI6;A0A1W2PPE9;A0A1W2PP22;A0A1W2PNG3;A0A087WVI9,Q00839;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPH7;A0A1W2PPL4;A0A1W2PP34;A0A1W2PQL0;A0A1W2PQ74;A0A1W2PRZ7;A0A1W2PQD4,21;20;19;19;18;16;16;15;15;13;12;11;3;2;1;1;1,21;20;19;19;18;16;16;15;15;13;12;11;3;2;1;1;1,21;20;19;19;18;16;16;15;15;13;12;11;3;2;1;1;1,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6;tr|A0A1W2PPS1|A0A1W2PPS1_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=1;tr|A0A1X7SBS1|A0A1X7SBS1_HUMAN,21,21,30.9,27.2135449471829,26.8314692329253,30.3733715537441,30.1471015690698
Q6ZU35;F5H1N7;A0A1B0GWF1;A0A2R8Y6P1;R4GNI9,Q6ZU35;F5H1N7,21;21;4;4;1,21;21;4;4;1,21;21;4;4;1,Uncharacterized protein KIAA1211,KIAA1211,sp|Q6ZU35|CRACD_HUMAN Capping protein inhibiting regulator of actin dynamics OS=Homo sapiens OX=9606 GN=CRACD PE=1 SV=3;tr|F5H1N7|F5H1N7_HUMAN Capping protein-inhibiting regulator of actin dynamics OS=Homo sapiens OX=9606 GN=CRACD PE=1 SV=1,21,21,24.4,23.5975297557396,24.2677805348741,28.4226199456883,27.9402212819576
P05783;F8VZY9;Q92764;CON__Q497I4;C4AM86;CON__Q92764;CON__H-INV:HIT000015463;O76015;CON__Q15323;CON__Q14525;CON__Q9UE12;O76013;Q14525;Q14532;CON__REFSEQ:XP_986630;O76014;CON__Q14532;CON__A2AB72;Q15323;CON__O76015;CON__O76013;CON__O76014;CON__A2A5Y0,P05783;F8VZY9,29;27;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,28;26;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,21;19;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,"Keratin, type I cytoskeletal 18",KRT18,"sp|P05783|K1C18_HUMAN Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2;tr|F8VZY9|F8VZY9_HUMAN Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=1",29,21,66.5,30.5511466469555,32.2356916886711,32.1233680703892,31.9288892072543
Q9Y266;A0A0A0MSU9;A0A0A0MSS4,Q9Y266,21;10;7,21;10;7,21;10;7,Nuclear migration protein nudC,NUDC,sp|Q9Y266|NUDC_HUMAN Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1,21,21,52.0,29.7497512742728,31.101869223689,30.5148394203996,30.2967974185757
Q9ULE6,Q9ULE6,21,21,21,Paladin,PALD1,sp|Q9ULE6|PALD_HUMAN Paladin OS=Homo sapiens OX=9606 GN=PALD1 PE=1 SV=3,21,21,34.1,23.0845520987905,22.9298362957029,28.3964818384579,28.016642622361
P54136;E5RJM9;E5RH09,P54136,21;3;2,21;3;2,21;3;2,"Arginine--tRNA ligase, cytoplasmic",RARS,"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",21,21,39.2,26.957483268075,27.5212571636343,28.6595570739353,28.5329308148093
Q8IWZ8;V9GZ08;B4DVK3;K7ESM0;K7EM86;K7ELR6,Q8IWZ8,21;5;4;2;2;2,21;5;4;2;2;2,21;5;4;2;2;2,SURP and G-patch domain-containing protein 1,SUGP1,sp|Q8IWZ8|SUGP1_HUMAN SURP and G-patch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUGP1 PE=1 SV=2,21,21,36.1,25.9749130742013,27.2855093203899,28.87859177481,28.7428790345801
Q8IX01;M0R2Z9;M0R3F6;M0R065;M0R216;M0R2Y3,Q8IX01;M0R2Z9;M0R3F6,21;21;18;4;4;1,21;21;18;4;4;1,21;21;18;4;4;1,SURP and G-patch domain-containing protein 2,SUGP2,sp|Q8IX01|SUGP2_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2;tr|M0R2Z9|M0R2Z9_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=1;tr|M0R3F6|M0R3F6_HUMAN SURP and G-p,21,21,27.4,25.8917327230392,27.188484865995,28.1428728556146,28.3046947270831
F8W726;Q14157;Q5VU77;Q5VU79;Q5VU78;Q5VU81;Q5VU80;H0Y5H6;H7C2T8,F8W726;Q14157,21;20;10;6;6;5;5;2;2,21;20;10;6;6;5;5;2;2,21;20;10;6;6;5;5;2;2,Ubiquitin-associated protein 2-like,UBAP2L,tr|F8W726|F8W726_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2;sp|Q14157|UBP2L_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,21,21,33.2,27.5642730177679,28.3316367951626,31.4157872777573,31.4390659203009
Q92618;A0A087WUJ4;O75362;O15090;K7EKT4,Q92618,21;10;1;1;1,21;10;1;1;1,21;10;1;1;1,Zinc finger protein 516,ZNF516,sp|Q92618|ZN516_HUMAN Zinc finger protein 516 OS=Homo sapiens OX=9606 GN=ZNF516 PE=1 SV=1,21,21,26.0,25.8389880561569,27.6363713845466,28.119910145335,27.047496558515
Q92625;A0A3B3ISP1;A0A3B3ITU5,Q92625;A0A3B3ISP1,22;21;8,22;21;8,22;21;8,Ankyrin repeat and SAM domain-containing protein 1A,ANKS1A,sp|Q92625|ANS1A_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=4;tr|A0A3B3ISP1|A0A3B3ISP1_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=1,22,22,28.6,24.9024682272373,24.0786309988304,28.9636418546363,29.0683546657666
Q9ULH1;A0A0A0MRE5;H0YBF7;H0YBM4;E5RHD7;O43150;E5RFD9;A0A286YFG8,Q9ULH1;A0A0A0MRE5;H0YBF7,22;22;18;6;2;1;1;1,22;22;18;6;2;1;1;1,22;22;18;6;2;1;1;1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",ASAP1,"sp|Q9ULH1|ASAP1_HUMAN Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ASAP1 PE=1 SV=4;tr|A0A0A0MRE5|A0A0A0MRE5_HUMAN Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX",22,22,25.9,24.8085274653937,25.2611586333683,28.8335516757914,28.4871546845159
O95817;C9JFK9,O95817;C9JFK9,22;12,22;12,22;12,BAG family molecular chaperone regulator 3,BAG3,sp|O95817|BAG3_HUMAN BAG family molecular chaperone regulator 3 OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=3;tr|C9JFK9|C9JFK9_HUMAN BAG family molecular chaperone regulator 3 (Fragment) OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=1,22,22,58.8,26.8168988848003,27.917353594158,29.7584347958611,29.7413366980346
E7EX44;E9PGZ1;Q05682;C9J813;C9JEK3;REV__H0YH95;REV__H0YEF9;REV__E9PJZ7;REV__H0YHK3;REV__Q13136;REV__A0A2R8Y7R9;REV__G3V200;REV__O75334,E7EX44;E9PGZ1;Q05682;C9J813,22;20;19;14;3;1;1;1;1;1;1;1;1,22;20;19;14;3;1;1;1;1;1;1;1;1,22;20;19;14;3;1;1;1;1;1;1;1;1,Caldesmon,CALD1,tr|E7EX44|E7EX44_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|E9PGZ1|E9PGZ1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;sp|Q05682|CALD1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3;tr|C9J813|C9J813_HUMAN Caldes,22,22,38.4,27.3650288254305,28.8936837468412,31.1629097695888,30.970556126143
Q96N67;A0A1B0GWE0;A0A1B0GUE9;A0A1B0GVW2;A0A0C4DGY6;A0A0U1RRC1;A0A0U1RQJ5;Q8NF50;K7ESB7;A2A369;A0A0U1RR97;A0A0U1RQT6,Q96N67;A0A1B0GWE0,25;15;6;5;4;3;3;2;2;2;1;1,25;15;6;5;4;3;3;2;2;2;1;1,22;13;5;5;4;3;3;2;0;2;1;0,Dedicator of cytokinesis protein 7,DOCK7,sp|Q96N67|DOCK7_HUMAN Dedicator of cytokinesis protein 7 OS=Homo sapiens OX=9606 GN=DOCK7 PE=1 SV=4;tr|A0A1B0GWE0|A0A1B0GWE0_HUMAN Dedicator of cytokinesis protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=DOCK7 PE=1 SV=1,25,22,14.3,23.1671077787992,22.9808682458499,28.5311839179458,27.8590502597059
P42566;B1AUU8;S4R3U1,P42566;B1AUU8,22;19;3,22;19;3,22;19;3,Epidermal growth factor receptor substrate 15,EPS15,sp|P42566|EPS15_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2;tr|B1AUU8|B1AUU8_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=1,22,22,32.5,21.8585332385776,21.9994137640341,28.9853315786282,28.8792931620333
Q7Z2K8,Q7Z2K8,22,22,22,G protein-regulated inducer of neurite outgrowth 1,GPRIN1,sp|Q7Z2K8|GRIN1_HUMAN G protein-regulated inducer of neurite outgrowth 1 OS=Homo sapiens OX=9606 GN=GPRIN1 PE=1 SV=2,22,22,32.9,21.8748005220813,22.6925771932196,28.9281832841395,28.3914509597323
P11142;E9PKE3;E9PN89;E9PNE6;E9PLF4;E9PQQ4;E9PQK7;E9PK54;A8K7Q2;E9PPY6;E9PI65;P54652;E9PN25;E9PS65;E9PM13,P11142;E9PKE3;E9PN89;E9PNE6,25;24;18;16;12;11;11;11;11;9;9;7;7;3;2,25;24;18;16;12;11;11;11;11;9;9;7;7;3;2,22;21;16;14;10;10;10;10;10;8;7;4;6;3;2,Heat shock cognate 71 kDa protein,HSPA8,sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein,25,22,46.1,28.792996717657,29.8609749390957,31.3444559222835,31.1750996113414
Q7Z6Z7;H0Y659;A0A087X1S3;A0A087X146,Q7Z6Z7,22;8;2;1,22;8;2;1,22;8;2;1,E3 ubiquitin-protein ligase HUWE1,HUWE1,sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3,22,22,6.8,23.2671223865584,23.7961014144723,28.2350753620539,27.7950734524899
O95239;Q9Y496;Q5JRK0;J3KPF9;A0A087X011;E9PES4,O95239,35;1;1;1;1;1,35;1;1;1;1;1,22;0;0;0;0;0,Chromosome-associated kinesin KIF4A,KIF4A,sp|O95239|KIF4A_HUMAN Chromosome-associated kinesin KIF4A OS=Homo sapiens OX=9606 GN=KIF4A PE=1 SV=3,35,22,38.5,25.0895015594536,26.7503424543385,29.4821037439162,29.2075998944964
A0A494BZV2;Q6WCQ1;J3KSW8;H0Y2S9;H0Y7E2;H7C3G6;J3KSK7;J3QRL2;K7EJ14;K7EL39;A0A1W2PPU9,A0A494BZV2;Q6WCQ1;J3KSW8;H0Y2S9,22;21;18;14;8;6;3;3;1;1;1,22;21;18;14;8;6;3;3;1;1;1,22;21;18;14;8;6;3;3;1;1;1,Myosin phosphatase Rho-interacting protein,MPRIP,tr|A0A494BZV2|A0A494BZV2_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=1;sp|Q6WCQ1|MPRIP_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=3;tr|J3KSW8|J3KSW8_HUMAN Myosin p,22,22,11.8,21.0510575545238,21.5648602697881,28.1418989828621,28.2844506558471
Q96HC4;H0Y8Y3;A0A0A0MSP3;H0YBI4;A0A0D9SFR4;H0Y929;D6RAA1;A0A0D9SFW3;D6RGG6,Q96HC4;H0Y8Y3,22;13;8;7;4;3;1;1;1,22;13;8;7;4;3;1;1;1,22;13;8;7;4;3;1;1;1,PDZ and LIM domain protein 5,PDLIM5,sp|Q96HC4|PDLI5_HUMAN PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5;tr|H0Y8Y3|H0Y8Y3_HUMAN PDZ and LIM domain protein 5 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=1,22,22,49.8,26.0989264970627,26.7574813681092,30.2148884760026,30.0081169758861
P54278;A0A2R8Y6S3;C9J167;A4D2B8;Q13401;Q13670,P54278;A0A2R8Y6S3;C9J167,23;21;21;1;1;1,23;21;21;1;1;1,22;20;20;1;1;1,Mismatch repair endonuclease PMS2,PMS2,sp|P54278|PMS2_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=2;tr|A0A2R8Y6S3|A0A2R8Y6S3_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=1;tr|C9J167|C9J167_HUMAN Mismatch repair endonuclease,23,22,36.1,24.7289966514765,25.3499272042086,29.121071944586,28.8499249858565
Q8WUF5;K7EN03;K7EPP1,Q8WUF5,22;5;2,22;5;2,22;5;2,RelA-associated inhibitor,PPP1R13L,sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4,22,22,37.7,26.4633866714456,27.6885251216569,29.2591212134054,28.5263783448426
Q9Y265;E7ETR0;H7C4G5;H7C4I3;J3QLR1,Q9Y265;E7ETR0,22;16;9;6;3,22;16;9;6;3,22;16;9;6;3,RuvB-like 1,RUVBL1,sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1;tr|E7ETR0|E7ETR0_HUMAN RuvB-like helicase OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1,22,22,57.5,28.6686130587182,28.5638004261236,30.4060857334987,30.3961143196581
Q13573;G3V3A4;G3V4X8;G3V5R3,Q13573;G3V3A4;G3V4X8,22;19;15;7,22;19;15;7,22;19;15;7,SNW domain-containing protein 1,SNW1,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V3A4|G3V3A4_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V4X8|G3V4X8_HUMAN SNW domain-containing protein 1 OS=Homo s,22,22,48.5,28.7792210414192,29.176598292976,30.1360174461009,29.7614815373676
Q13596;H0YK42;H0YK43;J3KPH4;H0YKD5;H0YKL5;H0YK58,Q13596;H0YK42,24;18;1;1;1;1;1,24;18;1;1;1;1;1,22;16;1;1;1;1;1,Sorting nexin-1,SNX1,sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3;tr|H0YK42|H0YK42_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=1,24,22,47.5,29.8695455321284,30.915346004424,31.5274320978482,31.3400044647615
P31948;F5H783;F5GXD8;H0YGI8,P31948;F5H783,22;13;9;3,22;13;9;3,22;13;9;3,Stress-induced-phosphoprotein 1,STIP1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,22,22,42.7,25.6980312217499,27.1582697538759,29.1333249367598,29.1697822105576
O95425;A0A0J9YWY6,O95425,22;10,22;10,22;10,Supervillin,SVIL,sp|O95425|SVIL_HUMAN Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2,22,22,14.6,23.3259455142812,24.8211394564146,27.4310955935393,27.4823922963912
Q9C0B7,Q9C0B7,22,22,22,Transport and Golgi organization protein 6 homolog,TANGO6,sp|Q9C0B7|TNG6_HUMAN Transport and Golgi organization protein 6 homolog OS=Homo sapiens OX=9606 GN=TANGO6 PE=1 SV=2,22,22,26.7,25.4864336553072,26.7294894327736,28.9302436121331,28.3373907898358
Q9Y2W1;A0A3B3ITZ9,Q9Y2W1;A0A3B3ITZ9,23;23,23;23,22;22,Thyroid hormone receptor-associated protein 3,THRAP3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2;tr|A0A3B3ITZ9|A0A3B3ITZ9_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=1,23,22,25.9,27.3363695332753,28.7779678588253,30.4609015088662,30.2258446842911
Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,22;16,22;16,22;16,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,22,22,42.5,25.8874625375437,25.2407811439306,29.5320576307827,29.4551109234132
O75152;E9PQ61;E9PBY7;A0A1W2PPR9,O75152;E9PQ61;E9PBY7,26;22;16;7,26;22;16;7,22;20;14;5,Zinc finger CCCH domain-containing protein 11A,ZC3H11A,sp|O75152|ZC11A_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=3;tr|E9PQ61|E9PQ61_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=1;tr|E9PBY7|E9PBY7_HUMAN Zinc,26,22,37.4,25.1109203729438,26.8162885818846,29.6126136716175,29.3021252123468
S4R3H4;Q9UKV3;E7EQT4;G3V3B0;A0A087WYN3;G3V3T3,S4R3H4;Q9UKV3;E7EQT4,23;22;22;11;1;1,23;22;22;11;1;1,23;22;22;11;1;1,Apoptotic chromatin condensation inducer in the nucleus,ACIN1,tr|S4R3H4|S4R3H4_HUMAN Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=1;sp|Q9UKV3|ACINU_HUMAN Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=2;tr|E7EQT4|E7E,23,23,27.4,27.7485521925796,28.909993034765,27.9314558543711,27.831710829684
Q12830;E7ETD6;E9PE19;A0A2R8Y7Q1;F5GXF5;A0A0A0MR81;J3QQK4;J3KSY0;F5H176;J3QQQ8,Q12830;E7ETD6;E9PE19;A0A2R8Y7Q1;F5GXF5,23;23;23;23;22;7;3;1;1;1,23;23;23;23;22;7;3;1;1;1,23;23;23;23;22;7;3;1;1;1,Nucleosome-remodeling factor subunit BPTF,BPTF,sp|Q12830|BPTF_HUMAN Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3;tr|E7ETD6|E7ETD6_HUMAN Nucleosome-remodeling factor subunit BPTF (Fragment) OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3;tr|E9PE19|E9PE19_HUMAN Nucleosome,23,23,9.8,27.3611008480918,27.8081469058613,27.667564526986,27.4589673784122
O60566;H0YMK5;H3BTB9,O60566,23;1;1,23;1;1,23;1;1,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,BUB1B,sp|O60566|BUB1B_HUMAN Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B PE=1 SV=3,23,23,28.0,24.862684269082,25.6607950243153,28.8203118182224,28.5051021543102
Q99832;F8WAM2,Q99832,23;6,23;6,23;6,T-complex protein 1 subunit eta,CCT7,sp|Q99832|TCPH_HUMAN T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2,23,23,47.9,29.4433014600104,30.4024307687379,26.2421631751837,26.0990865796487
Q99459,Q99459,23,23,23,Cell division cycle 5-like protein,CDC5L,sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2,23,23,42.3,23.0384528580157,24.0402602853966,29.1641094162909,29.1221340483818
Q5T5P2;Q5T5P0;Q5T5P1;A0A0U1RRK8,Q5T5P2;Q5T5P0;Q5T5P1,23;13;13;5,23;13;13;5,23;13;13;5,Sickle tail protein homolog,KIAA1217,sp|Q5T5P2|SKT_HUMAN Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2;tr|Q5T5P0|Q5T5P0_HUMAN Sickle tail protein homolog (Fragment) OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=1;tr|Q5T5P1|Q5T5P1_HUMAN Sickle tail protein homolog (Fr,23,23,16.0,24.6751373923882,26.5747898335871,28.7270238413683,28.1082404032071
P09874;Q5VX84;Q5VX85,P09874,23;1;1,23;1;1,23;1;1,Poly [ADP-ribose] polymerase 1,PARP1,sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,23,23,30.1,25.9168868296634,24.17904042291,28.1935224278342,28.3096899879094
Q70E73;C9K0J5;C9J164;C9J0R8;C9JLG4;Q7Z5R6,Q70E73;C9K0J5;C9J164,23;22;16;4;4;1,23;22;16;4;4;1,23;22;16;4;4;1,Ras-associated and pleckstrin homology domains-containing protein 1,RAPH1,"sp|Q70E73|RAPH1_HUMAN Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=RAPH1 PE=1 SV=3;tr|C9K0J5|C9K0J5_HUMAN Ras association (RalGDS/AF-6) and pleckstrin homology domains 1, isoform CRA_b OS=Homo sapiens OX=96",23,23,25.8,26.2586630709597,28.2690566757736,29.5359735369596,28.9558771658271
P08195;F5GZS6;J3KPF3;F5H0E2;H0YFS2;F5H867;F5GZI0;H0YFX4;F5GZR9,P08195;F5GZS6;J3KPF3,23;23;23;8;8;5;5;3;2,23;23;23;8;8;5;5;3;2,23;23;23;8;8;5;5;3;2,4F2 cell-surface antigen heavy chain,SLC3A2,sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3;tr|F5GZS6|F5GZS6_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1;tr|J3KPF3|J3KPF3_HUMAN 4F2 cell-surface antigen hea,23,23,45.1,4.05855270270621,4.16046733447314,30.0604650983334,29.7265691935182
O43426;A0A0D9SGJ6;J3KQV8;J3KPK1;C9JFZ1;C9JW66;C9J1Z6,O43426;A0A0D9SGJ6;J3KQV8;J3KPK1;C9JFZ1;C9JW66,23;23;23;18;18;12;2,23;23;23;18;18;12;2,23;23;23;18;18;12;2,Synaptojanin-1,SYNJ1,sp|O43426|SYNJ1_HUMAN Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=2;tr|A0A0D9SGJ6|A0A0D9SGJ6_HUMAN Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=1;tr|J3KQV8|J3KQV8_HUMAN Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=1;tr|J3K,23,23,18.8,23.804590516702,24.4807448479923,28.0858297412254,27.9579813502622
