Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity ATG16L1-N1,Intensity ATG16L1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q9UNF1;Q5H909;Q5H907;Q12816;A0A087X070;G5E9N2,Q9UNF1;Q5H909;Q5H907,25;24;21;2;2;2,25;24;21;2;2;2,24;23;20;2;2;2,Melanoma-associated antigen D2,MAGED2,"sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H909|Q5H909_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H907|Q5H907_HUMAN Melanoma antigen family D, 2, isoform",25,24,50.5,31.6353856476676,31.0284154707687,29.1225290502779,29.1822222870823
Q8NEM2;I3L3Z1,Q8NEM2,24;3,24;3,24;3,SHC SH2 domain-binding protein 1,SHCBP1,sp|Q8NEM2|SHCBP_HUMAN SHC SH2 domain-binding protein 1 OS=Homo sapiens OX=9606 GN=SHCBP1 PE=1 SV=3,24,24,51.2,29.1741948913376,29.2666685691744,26.8255374387913,24.5788255080881
Q93052;A0A087WZF1;C9JUT4;C9JXK9;C9JIY7;C9JT42;C9J3U9;C9J1K7;C9J5C8;C9J4E3;C9JE51;C9J2R5,Q93052;A0A087WZF1;C9JUT4;C9JXK9,24;22;17;12;5;5;5;5;5;5;4;4,24;22;17;12;5;5;5;5;5;5;4;4,24;22;17;12;5;5;5;5;5;5;4;4,Lipoma-preferred partner,LPP,sp|Q93052|LPP_HUMAN Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|A0A087WZF1|A0A087WZF1_HUMAN Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|C9JUT4|C9JUT4_HUMAN LIM domain containing preferred translocation part,24,24,54.2,30.5353803387745,30.3500537064701,28.8559951152269,28.6642108781521
Q9UK61;A0A087X0F1,Q9UK61;A0A087X0F1,25;14,25;14,25;14,Protein FAM208A,FAM208A,sp|Q9UK61|TASOR_HUMAN Protein TASOR OS=Homo sapiens OX=9606 GN=TASOR PE=1 SV=3;tr|A0A087X0F1|A0A087X0F1_HUMAN Protein TASOR OS=Homo sapiens OX=9606 GN=TASOR PE=1 SV=1,25,25,19.6,25.249270597577,25.1271523974929,28.7211674193765,28.2746654324569
O60885;M0QZD9;M0QYW0;Q15059;P25440;M0R0H4;H0Y6K2;A0A140T9E9;A0A0G2JK44;A0A0G2JHN8;A0A140T9I1;U3KQA6;A0A0G2JHL0;A0A140T9F7;A0A140T9V2,O60885;M0QZD9,25;13;5;4;3;3;3;3;3;2;2;1;1;1;1,25;13;5;4;3;3;3;3;3;2;2;1;1;1;1,25;13;5;4;3;3;3;3;3;2;2;1;1;1;1,Bromodomain-containing protein 4,BRD4,sp|O60885|BRD4_HUMAN Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2;tr|M0QZD9|M0QZD9_HUMAN Bromodomain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=1,25,25,22.3,4.5103917704062,4.37962167650643,30.3474159483197,30.2798541111754
Q8N2Y8,Q8N2Y8,25,25,25,Iporin,RUSC2,sp|Q8N2Y8|RUSC2_HUMAN Iporin OS=Homo sapiens OX=9606 GN=RUSC2 PE=1 SV=3,25,25,24.3,29.5195897952231,29.1206023937142,4.4278525700598,4.37954704379713
Q9H6S0;D6RA70;D6RF50;D6R9T8,Q9H6S0,25;12;2;2,25;12;2;2,25;12;2;2,Probable ATP-dependent RNA helicase YTHDC2,YTHDC2,sp|Q9H6S0|YTDC2_HUMAN 3-5 RNA helicase YTHDC2 OS=Homo sapiens OX=9606 GN=YTHDC2 PE=1 SV=2,25,25,24.6,28.6404110506925,28.2508342400527,26.2962810623008,26.584341853835
Q12769;G3V198;E9PR16;E9PSI3,Q12769;G3V198;E9PR16,25;24;20;2,25;24;20;2,25;24;20;2,Nuclear pore complex protein Nup160,NUP160,sp|Q12769|NU160_HUMAN Nuclear pore complex protein Nup160 OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=3;tr|G3V198|G3V198_HUMAN Nuclear pore complex protein Nup160 (Fragment) OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=2;tr|E9PR16|E9PR16_HUMAN Nuclear pore comp,25,25,24.7,29.8553862797495,29.3796229108386,24.2009758101782,23.8351853444402
Q9C0B7,Q9C0B7,25,25,25,Transport and Golgi organization protein 6 homolog,TANGO6,sp|Q9C0B7|TNG6_HUMAN Transport and Golgi organization protein 6 homolog OS=Homo sapiens OX=9606 GN=TANGO6 PE=1 SV=2,25,25,30.2,29.1511485380842,28.6559801000184,28.9302436121331,28.4449013930643
Q70E73;C9K0J5;C9J164;C9J0R8;C9JLG4;Q7Z5R6,Q70E73;C9K0J5;C9J164,25;24;15;4;4;1,25;24;15;4;4;1,25;24;15;4;4;1,Ras-associated and pleckstrin homology domains-containing protein 1,RAPH1,"sp|Q70E73|RAPH1_HUMAN Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=RAPH1 PE=1 SV=3;tr|C9K0J5|C9K0J5_HUMAN Ras association (RalGDS/AF-6) and pleckstrin homology domains 1, isoform CRA_b OS=Homo sapiens OX=96",25,25,30.7,30.1228745882429,29.9300179662681,29.5089407459188,29.2866333009098
Q93009;A0A669KBL1;H3BND8;F5H2X1;H3BMF6;H3BUV0;H3BTM1;H3BRA2;H3BQD1,Q93009;A0A669KBL1;H3BND8,25;25;18;9;1;1;1;1;1,25;25;18;9;1;1;1;1;1,25;25;18;9;1;1;1;1;1,Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase,USP7,sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2;tr|A0A669KBL1|A0A669KBL1_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=4 SV=1;tr|H3BND8|H3BND8_HUMAN Ubiquitin carboxy,25,25,31.0,4.5103917704062,4.37962167650643,28.9073592295377,28.3496741664037
Q9P2N5;U3KPZ7,Q9P2N5;U3KPZ7,27;24,27;24,25;22,RNA-binding protein 27,RBM27,sp|Q9P2N5|RBM27_HUMAN RNA-binding protein 27 OS=Homo sapiens OX=9606 GN=RBM27 PE=1 SV=2;tr|U3KPZ7|U3KPZ7_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=1,27,25,33.1,26.7030580388248,26.2610866877609,30.0395702157901,30.1250939298254
Q96JQ2;G3V3D8;G3V4C0,Q96JQ2,25;6;1,25;6;1,25;6;1,Calmin,CLMN,sp|Q96JQ2|CLMN_HUMAN Calmin OS=Homo sapiens OX=9606 GN=CLMN PE=1 SV=1,25,25,34.7,29.3676970865834,28.8330388891484,28.3232847439005,27.8590502597059
Q15459;H7C1L2;F8WC79;F8WB66,Q15459,25;3;1;1,25;3;1;1,25;3;1;1,Splicing factor 3A subunit 1,SF3A1,sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,25,25,37.7,4.5103917704062,4.37962167650643,30.512674977481,30.2330647643067
Q96GE4;A0A0A0MTQ1;J3KS50;K7ENV0;H0YJW6;J3KRW3;B7ZAE2;J3KST6;J3KRC3,Q96GE4;A0A0A0MTQ1,25;24;3;2;2;2;2;1;1,25;24;3;2;2;2;2;1;1,25;24;3;2;2;2;2;1;1,Centrosomal protein of 95 kDa,CEP95,sp|Q96GE4|CEP95_HUMAN Centrosomal protein of 95 kDa OS=Homo sapiens OX=9606 GN=CEP95 PE=1 SV=1;tr|A0A0A0MTQ1|A0A0A0MTQ1_HUMAN Centrosomal protein of 95 kDa OS=Homo sapiens OX=9606 GN=CEP95 PE=1 SV=1,25,25,38.9,29.8550297689932,29.6245152862375,4.4278525700598,4.37954704379713
P42566;B1AUU8;S4R3U1,P42566;B1AUU8,25;21;3,25;21;3,25;21;3,Epidermal growth factor receptor substrate 15,EPS15,sp|P42566|EPS15_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2;tr|B1AUU8|B1AUU8_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=1,25,25,42.4,29.1794486249135,28.9815259973108,28.9669175490796,28.8792931620333
Q658Y4;E7ER68;G3V120;H0YBR6;H0YC80,Q658Y4;E7ER68,28;26;8;4;2,28;26;8;4;2,25;23;8;4;2,Protein FAM91A1,FAM91A1,sp|Q658Y4|F91A1_HUMAN Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=3;tr|E7ER68|E7ER68_HUMAN Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=1,28,25,44.5,31.0456362164894,30.4614870974445,30.3938663348631,30.1762891686655
O43395,O43395,25,25,25,U4/U6 small nuclear ribonucleoprotein Prp3,PRPF3,sp|O43395|PRPF3_HUMAN U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2,25,25,49.6,4.5103917704062,4.37962167650643,29.497184783997,29.5592665943374
Q8IZH2;F8WDA0;C9JCZ8,Q8IZH2,78;4;4,78;4;4,25;4;4,5-3 exoribonuclease 1,XRN1,sp|Q8IZH2|XRN1_HUMAN 5-3 exoribonuclease 1 OS=Homo sapiens OX=9606 GN=XRN1 PE=1 SV=1,78,25,54.9,34.1342280993532,33.8088527028474,31.5121098057419,31.3680719153371
Q9BY44;F8WAE5;C9IZE1;H7C5R5;H7C5Q3;F8WF18;F8WAT3,Q9BY44;F8WAE5,25;23;12;9;8;2;2,25;23;12;9;8;2;2,25;23;12;9;8;2;2,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",EIF2A,sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3;tr|F8WAE5|F8WAE5_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=1,25,25,58.5,30.1615890050298,29.9494904773214,30.4405517541796,30.2244653247333
Q9Y265;E7ETR0;H7C4G5;H7C4I3;J3QLR1,Q9Y265;E7ETR0,25;18;11;7;4,25;18;11;7;4,25;18;11;7;4,RuvB-like 1,RUVBL1,sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1;tr|E7ETR0|E7ETR0_HUMAN RuvB-like helicase OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1,25,25,62.5,30.7276081781539,30.3443500946627,30.4060857334987,30.2329504416282
O95817;C9JFK9,O95817;C9JFK9,25;14,25;14,25;14,BAG family molecular chaperone regulator 3,BAG3,sp|O95817|BAG3_HUMAN BAG family molecular chaperone regulator 3 OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=3;tr|C9JFK9|C9JFK9_HUMAN BAG family molecular chaperone regulator 3 (Fragment) OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=1,25,25,67.1,29.5618903063788,29.2509471543779,29.7584347958611,29.6670230510084
Q9Y4P8,Q9Y4P8,25,25,25,WD repeat domain phosphoinositide-interacting protein 2,WIPI2,sp|Q9Y4P8|WIPI2_HUMAN WD repeat domain phosphoinositide-interacting protein 2 OS=Homo sapiens OX=9606 GN=WIPI2 PE=1 SV=1,25,25,73.3,36.5655287229564,36.56496117966,30.7421402040653,30.5134281955577
O75962;E7EWP2;E7EPJ7;F5H228;A0A087X139;A0A1W2PRD7;H7C1X7;H7C0I9,O75962;E7EWP2;E7EPJ7;F5H228,29;26;24;18;4;4;1;1,29;26;24;18;4;4;1;1,26;23;22;15;4;4;0;0,Triple functional domain protein,TRIO,sp|O75962|TRIO_HUMAN Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2;tr|E7EWP2|E7EWP2_HUMAN Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2;tr|E7EPJ7|E7EPJ7_HUMAN Triple functional domain protein (Fragm,29,26,11.9,28.6732714912285,27.3062603214211,28.3042595380837,27.9324699720657
Q8WYP5;H7C4S1,Q8WYP5,26;1,26;1,26;1,Protein ELYS,AHCTF1,sp|Q8WYP5|ELYS_HUMAN Protein ELYS OS=Homo sapiens OX=9606 GN=AHCTF1 PE=1 SV=3,26,26,16.1,25.8723695902318,25.5130102080873,28.6864226753826,28.2433168843291
Q15746;D6R9C2,Q15746,26;4,26;4,26;4,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,"sp|Q15746|MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4",26,26,17.7,29.0366127730169,28.8092514788943,28.1744092184076,27.7258544572931
O95425;A0A0J9YWY6,O95425;A0A0J9YWY6,26;13,26;13,26;13,Supervillin,SVIL,sp|O95425|SVIL_HUMAN Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2;tr|A0A0J9YWY6|A0A0J9YWY6_HUMAN Supervillin (Fragment) OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=1,26,26,17.8,27.3825323408054,26.6038524636716,27.2549386383854,27.3771628606654
Q9H792;H0YN99;H3BUZ5,Q9H792;H0YN99,26;16;8,26;16;8,26;16;8,Pseudopodium-enriched atypical kinase 1,PEAK1,sp|Q9H792|PEAK1_HUMAN Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=4;tr|H0YN99|H0YN99_HUMAN Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=1,26,26,21.3,28.8638128541539,28.3574138749636,28.1947438564667,27.8803446039268
Q8NEY1;A0A0A0MRJ3;H0Y6F6;H7BZD9,Q8NEY1;A0A0A0MRJ3,26;25;10;1,26;25;10;1,26;25;10;1,Neuron navigator 1,NAV1,sp|Q8NEY1|NAV1_HUMAN Neuron navigator 1 OS=Homo sapiens OX=9606 GN=NAV1 PE=1 SV=2;tr|A0A0A0MRJ3|A0A0A0MRJ3_HUMAN Neuron navigator 1 OS=Homo sapiens OX=9606 GN=NAV1 PE=1 SV=1,26,26,21.4,28.6503069184816,28.28652314545,24.9991642662642,24.6175435186938
Q96K76,Q96K76,26,26,26,Ubiquitin carboxyl-terminal hydrolase 47,USP47,sp|Q96K76|UBP47_HUMAN Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens OX=9606 GN=USP47 PE=1 SV=3,26,26,23.1,28.8203726901467,28.101393380132,27.5934891484593,27.9666425667018
Q8N1W1;D6RGZ3;D6RAP0,Q8N1W1,27;9;1,27;9;1,26;9;1,Rho guanine nucleotide exchange factor 28,ARHGEF28,sp|Q8N1W1|ARG28_HUMAN Rho guanine nucleotide exchange factor 28 OS=Homo sapiens OX=9606 GN=ARHGEF28 PE=1 SV=3,27,26,23.6,29.0808330164447,28.7855953947391,24.6595295661531,24.4394900342815
Q7LBC6;H0Y9V5,Q7LBC6,28;6,28;6,26;6,Lysine-specific demethylase 3B,KDM3B,sp|Q7LBC6|KDM3B_HUMAN Lysine-specific demethylase 3B OS=Homo sapiens OX=9606 GN=KDM3B PE=1 SV=2,28,26,27.9,24.9251042025823,24.56267285169,29.5579712001183,29.2764192532672
Q5VT52,Q5VT52,26,26,26,Regulation of nuclear pre-mRNA domain-containing protein 2,RPRD2,sp|Q5VT52|RPRD2_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RPRD2 PE=1 SV=1,26,26,29.2,22.9325240383246,28.9828590929486,29.5768307014782,29.3112934881725
Q8WUM0,Q8WUM0,26,26,26,Nuclear pore complex protein Nup133,NUP133,sp|Q8WUM0|NU133_HUMAN Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2,26,26,29.8,29.4167538536681,28.4032031438469,27.7697009633743,27.3676137780781
P19338;H7BY16;C9JYW2;C9JLB1;C9J1H7;C9JWL1,P19338;H7BY16,26;18;1;1;1;1,26;18;1;1;1;1,26;18;1;1;1;1,Nucleolin,NCL,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3;tr|H7BY16|H7BY16_HUMAN Nucleolin (Fragment) OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=8,26,26,32.8,25.4768883209883,25.7262963360194,31.5620632308298,31.689333580653
O60566;H0YMK5;H0YN44;H3BTB9,O60566,26;1;1;1,26;1;1;1,26;1;1;1,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,BUB1B,sp|O60566|BUB1B_HUMAN Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B PE=1 SV=3,26,26,35.9,29.9152747619835,29.6184192227173,29.0340429931014,28.4563453275409
Q8N3V7,Q8N3V7,26,26,26,Synaptopodin,SYNPO,sp|Q8N3V7|SYNPO_HUMAN Synaptopodin OS=Homo sapiens OX=9606 GN=SYNPO PE=1 SV=2,26,26,38.9,30.5481174131032,30.508714117906,30.5370480873858,30.204081721046
Q01780;K7EJ37,Q01780,26;3,26;3,26;3,Exosome component 10,EXOSC10,sp|Q01780|EXOSX_HUMAN Exosome component 10 OS=Homo sapiens OX=9606 GN=EXOSC10 PE=1 SV=2,26,26,39.2,4.5103917704062,4.37962167650643,30.0400930261023,29.5791708983318
Q92598;A0A0A0MSM0;R4GN69;Q5TBM3,Q92598;A0A0A0MSM0,29;23;5;3,29;23;5;3,26;20;5;3,Heat shock protein 105 kDa,HSPH1,sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1;tr|A0A0A0MSM0|A0A0A0MSM0_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,29,26,42.0,29.8230637046766,29.0097193770588,30.2984371554913,30.1078664057867
Q00653,Q00653,26,26,26,Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit,NFKB2,sp|Q00653|NFKB2_HUMAN Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens OX=9606 GN=NFKB2 PE=1 SV=4,26,26,42.1,29.0039959811842,28.9350583721469,30.0041031690471,29.4812569902297
Q6ZUJ8,Q6ZUJ8,26,26,26,Phosphoinositide 3-kinase adapter protein 1,PIK3AP1,sp|Q6ZUJ8|BCAP_HUMAN Phosphoinositide 3-kinase adapter protein 1 OS=Homo sapiens OX=9606 GN=PIK3AP1 PE=1 SV=2,26,26,49.1,31.5759656683251,30.8622319964364,28.2404536267359,27.7237081216021
A0A1C7CYX9;Q16555;E5RFU4,A0A1C7CYX9;Q16555,30;26;4,30;26;4,26;22;2,Dihydropyrimidinase-related protein 2,DPYSL2,tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1;sp|Q16555|DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,30,26,66.8,31.0766091011768,30.6543761004937,31.155027321337,31.0773733754526
Q14204;A0A2R8Y706;A0A2R8Y5T0;A0A2R8Y542;A0A2R8YFZ7;A0A2R8Y6I5;A0A2R8YGC7;H0YJ21,Q14204,38;17;15;13;11;4;3;1,38;17;15;13;11;4;3;1,27;8;8;8;5;4;2;0,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5,38,27,11.6,26.9617942781858,27.578595201979,28.6448519695549,28.4879979847737
O75643;A0A494C1A5,O75643;A0A494C1A5,27;17,27;17,27;17,U5 small nuclear ribonucleoprotein 200 kDa helicase,SNRNP200,sp|O75643|U520_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2;tr|A0A494C1A5|A0A494C1A5_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase (Fragment) OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV,27,27,16.0,4.5103917704062,4.37962167650643,28.3839745620938,28.0596660283504
Q14676;A2AB05;A2AB06;A2AB07;A0A087X0R2,Q14676,27;3;1;1;1,27;3;1;1;1,27;3;1;1;1,Mediator of DNA damage checkpoint protein 1,MDC1,sp|Q14676|MDC1_HUMAN Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens OX=9606 GN=MDC1 PE=1 SV=3,27,27,22.5,4.5103917704062,4.37962167650643,28.943774065235,27.987447484714
Q08AD1;H0Y4Z1,Q08AD1,27;2,27;2,27;2,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,sp|Q08AD1|CAMP2_HUMAN Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens OX=9606 GN=CAMSAP2 PE=1 SV=3,27,27,28.5,29.2804073554361,28.7365062413761,27.9499356848673,27.830321095489
Q96KR1;H0Y8W1,Q96KR1,27;6,27;6,27;6,Zinc finger RNA-binding protein,ZFR,sp|Q96KR1|ZFR_HUMAN Zinc finger RNA-binding protein OS=Homo sapiens OX=9606 GN=ZFR PE=1 SV=2,27,27,30.6,24.1570316420173,22.9358002737294,30.1830509799444,30.1013683313861
P49588;H3BPK7,P49588,27;7,27;7,27;7,"Alanine--tRNA ligase, cytoplasmic",AARS,"sp|P49588|SYAC_HUMAN Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2",27,27,33.6,28.6477363991213,28.4157067005258,28.7319184582336,28.8740537512955
Q8WWM7;H3BUF6;H3BSK9;H3BSQ5;H3BUE3;H3BRB0;A0A0C4DGL7,Q8WWM7;H3BUF6,27;24;13;5;5;2;2,27;24;13;5;5;2;2,27;24;13;5;5;2;2,Ataxin-2-like protein,ATXN2L,sp|Q8WWM7|ATX2L_HUMAN Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2;tr|H3BUF6|H3BUF6_HUMAN Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=1,27,27,34.0,29.651162741493,29.3984403590925,30.715548983008,30.6865395583683
Q9UPU7;C9JW56,Q9UPU7,27;10,27;10,27;10,TBC1 domain family member 2B,TBC1D2B,sp|Q9UPU7|TBD2B_HUMAN TBC1 domain family member 2B OS=Homo sapiens OX=9606 GN=TBC1D2B PE=1 SV=2,27,27,34.7,29.7089389667099,29.291779191366,25.2929158473449,24.6719025279045
Q92625;A0A3B3ISP1;A0A3B3ITU5,Q92625;A0A3B3ISP1,27;26;11,27;26;11,27;26;11,Ankyrin repeat and SAM domain-containing protein 1A,ANKS1A,sp|Q92625|ANS1A_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=4;tr|A0A3B3ISP1|A0A3B3ISP1_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=1,27,27,35.2,30.1576194409838,29.346486308673,29.0798417616539,29.1127953821465
Q5JSH3;H7BY83,Q5JSH3;H7BY83,27;19,27;19,27;19,WD repeat-containing protein 44,WDR44,sp|Q5JSH3|WDR44_HUMAN WD repeat-containing protein 44 OS=Homo sapiens OX=9606 GN=WDR44 PE=1 SV=1;tr|H7BY83|H7BY83_HUMAN WD repeat-containing protein 44 (Fragment) OS=Homo sapiens OX=9606 GN=WDR44 PE=1 SV=1,27,27,36.6,27.7405327442434,26.9453657813532,29.2944548297691,28.8181187166485
Q13206;E9PIF2;A0A3B3ISR7,Q13206;E9PIF2;A0A3B3ISR7,27;26;23,27;26;23,27;26;23,Probable ATP-dependent RNA helicase DDX10,DDX10,sp|Q13206|DDX10_HUMAN Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens OX=9606 GN=DDX10 PE=1 SV=2;tr|E9PIF2|E9PIF2_HUMAN RNA helicase OS=Homo sapiens OX=9606 GN=DDX10 PE=1 SV=1;tr|A0A3B3ISR7|A0A3B3ISR7_HUMAN RNA helicase OS=Homo sapiens OX=9606 GN,27,27,38.6,23.7990697202466,21.9689507913273,29.9769187037965,29.941956804636
Q14247;H0YCD9;H0YEV2,Q14247,27;6;5,27;6;5,27;6;5,Src substrate cortactin,CTTN,sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,27,27,45.5,33.3182394289618,33.2205787904693,33.342549836368,32.9189569462984
Q9UH65;E7EMB1;E9PJM7;E9PJK8,Q9UH65;E7EMB1,27;25;7;4,27;25;7;4,27;25;7;4,Switch-associated protein 70,SWAP70,sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1;tr|E7EMB1|E7EMB1_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1,27,27,46.7,29.3998464053463,29.3364972298875,30.3000750308319,30.0368223490251
Q9UHD8;K7EL40;K7EK18;K7EQD7;K7EIE4;K7ER52;K7ENL0;K7EPY1;K7ER14;K7ELJ9;K7EJ51;K7EJV0;K7EJZ2;K7EJL9;K7ENQ5;K7EN52;K7EKN4;K7EIR4;K7EQ08;K7ER34;K7ERG1,Q9UHD8,27;9;8;7;7;7;6;5;5;5;5;5;4;4;3;3;3;3;1;1;1,27;9;8;7;7;7;6;5;5;5;5;5;4;4;3;3;3;3;1;1;1,27;9;8;7;7;7;6;5;5;5;5;5;4;4;3;3;3;3;1;1;1,Septin-9,Septin-9,sp|Q9UHD8|SEPT9_HUMAN Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2,27,27,55.5,30.7261468921849,30.2445649395719,31.1949551526383,31.0091854410642
Q8N3C0;E5RFZ0,Q8N3C0,28;1,28;1,28;1,Activating signal cointegrator 1 complex subunit 3,ASCC3,sp|Q8N3C0|ASCC3_HUMAN Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,28,28,16.4,30.0382623605279,29.3039112923417,24.5283248541323,25.0371628451194
A6NHR9;J3KTL8;A0A2R8YE92;J3QSH1;A0A2R8YCU7,A6NHR9;J3KTL8,28;21;4;1;1,28;21;4;1;1,28;21;4;1;1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,SMCHD1,sp|A6NHR9|SMHD1_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SMCHD1 PE=1 SV=2;tr|J3KTL8|J3KTL8_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (Frag,28,28,19.4,4.5103917704062,4.37962167650643,28.4680489290078,27.9860372255197
