Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DDA1_N1,Intensity DDA1_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q13177;H7C1X3;H0YCG5;B1AKS5,Q13177,25;8;3;2,25;8;3;2,19;6;0;0,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,sp|Q13177|PAK2_HUMAN Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,25,19,61.1,24.7486289636654,25.8874625375437,29.1268177271264,28.9652118128346
O60664;K7ERZ3;K7EL96;K7ER39;K7EJD0,O60664;K7ERZ3,19;13;8;6;1,19;13;8;6;1,19;13;8;6;1,Perilipin-3,PLIN3,sp|O60664|PLIN3_HUMAN Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3;tr|K7ERZ3|K7ERZ3_HUMAN Perilipin-3 (Fragment) OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=1,19,19,71.0,29.8354504150604,29.9937496581734,32.3605306118565,32.4128130115463
Q9GZR1;F8W6D9;H0Y4F4;H0Y8Y8;D6RG09;D6RJH1,Q9GZR1;F8W6D9;H0Y4F4,19;13;12;9;5;1,19;13;12;9;5;1,19;13;12;9;5;1,Sentrin-specific protease 6,SENP6,sp|Q9GZR1|SENP6_HUMAN Sentrin-specific protease 6 OS=Homo sapiens OX=9606 GN=SENP6 PE=1 SV=2;tr|F8W6D9|F8W6D9_HUMAN Sentrin-specific protease 6 OS=Homo sapiens OX=9606 GN=SENP6 PE=1 SV=1;tr|H0Y4F4|H0Y4F4_HUMAN Sentrin-specific protease 6 (Fragment) OS=Homo,19,19,24.4,28.2541727690623,28.4212158628126,4.42168670121973,4.40094061045596
Q8NEM2;I3L3Z1,Q8NEM2,19;3,19;3,19;3,SHC SH2 domain-binding protein 1,SHCBP1,sp|Q8NEM2|SHCBP_HUMAN SHC SH2 domain-binding protein 1 OS=Homo sapiens OX=9606 GN=SHCBP1 PE=1 SV=3,19,19,41.5,28.1275558673527,28.0468723754763,24.6874175477251,24.5788255080881
Q6ZU65;H7C4P8;C9J6Y5,Q6ZU65,19;7;1,19;7;1,19;7;1,Ubinuclein-2,UBN2,sp|Q6ZU65|UBN2_HUMAN Ubinuclein-2 OS=Homo sapiens OX=9606 GN=UBN2 PE=1 SV=2,19,19,23.7,29.2643883701413,29.0980580734476,4.42168670121973,4.40094061045596
Q96RL1;D6RC40;D6RCQ3;D6R9M3;D6RDZ5,Q96RL1,19;5;5;1;1,19;5;5;1;1,19;5;5;1;1,BRCA1-A complex subunit RAP80,UIMC1,sp|Q96RL1|UIMC1_HUMAN BRCA1-A complex subunit RAP80 OS=Homo sapiens OX=9606 GN=UIMC1 PE=1 SV=2,19,19,44.4,29.1096856150306,29.6432011311474,26.5642294004087,26.8729096748095
Q96K76,Q96K76,19,19,19,Ubiquitin carboxyl-terminal hydrolase 47,USP47,sp|Q96K76|UBP47_HUMAN Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens OX=9606 GN=USP47 PE=1 SV=3,19,19,18.7,23.6726040309959,24.0697914135425,27.7411759431132,27.9666425667018
Q6NZY4;F5H6J5;F5GX80;F5GYI9,Q6NZY4,19;7;7;1,19;7;7;1,19;7;7;1,Zinc finger CCHC domain-containing protein 8,ZCCHC8,sp|Q6NZY4|ZCHC8_HUMAN Zinc finger CCHC domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZCCHC8 PE=1 SV=2,19,19,45.3,30.0468723754763,29.7456382706993,26.2931790376211,24.6754066373064
Q15942;H0Y2Y8;H7C3D3;C9IZ41;C9JJK5;H7C3R3,Q15942;H0Y2Y8,19;18;6;4;4;2,19;18;6;4;4;2,19;18;6;4;4;2,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,19,19,53.7,25.2619118397414,25.9104505974206,30.3331947697955,30.1137145889574
Q2M2I8;E9PG46;A0A096LP60;Q9NSY1;K4DI97,Q2M2I8;E9PG46,23;18;3;2;2,23;18;3;2;2,20;18;0;2;2,AP2-associated protein kinase 1,AAK1,sp|Q2M2I8|AAK1_HUMAN AP2-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=AAK1 PE=1 SV=3;tr|E9PG46|E9PG46_HUMAN AP2-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=AAK1 PE=1 SV=1,23,20,30.5,23.6608246300416,23.2789507606393,30.5079584339807,30.3376672557894
Q8WUQ7;K7ENY9;K7EIU6;K7EMQ0,Q8WUQ7,21;10;6;4,21;10;6;4,20;10;6;3,Cactin,CACTIN,sp|Q8WUQ7|CATIN_HUMAN Cactin OS=Homo sapiens OX=9606 GN=CACTIN PE=1 SV=3,21,20,37.3,29.5337849090143,29.7498151973115,24.4159072144678,24.0666929644928
E7EX44;E9PGZ1;Q05682;C9J813;C9JEK3;REV__H0YH95;REV__H0YEF9;REV__E9PJZ7;REV__H0YHK3;REV__Q13136;REV__A0A2R8Y7R9;REV__G3V200;REV__O75334,E7EX44;E9PGZ1;Q05682;C9J813,20;18;17;12;3;1;1;1;1;1;1;1;1,20;18;17;12;3;1;1;1;1;1;1;1;1,20;18;17;12;3;1;1;1;1;1;1;1;1,Caldesmon,CALD1,tr|E7EX44|E7EX44_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|E9PGZ1|E9PGZ1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;sp|Q05682|CALD1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3;tr|C9J813|C9J813_HUMAN Caldes,20,20,38.4,28.1205529584154,27.2340704134365,31.152370089986,30.9500469652901
P53618;E9PP73;E9PP63;E9PKQ1,P53618;E9PP73,20;12;4;4,20;12;4;4,20;12;4;4,Coatomer subunit beta,COPB1,sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3;tr|E9PP73|E9PP73_HUMAN Coatomer subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=8,20,20,30.6,24.7066191108073,25.7220799812184,28.7796280914925,28.8325862789358
Q14203;E7EX90;Q6AWB1;E7EWF7;C9J1B7;C9JZA4;C9JTE5;C9JJN7;C9JJD0;C9JKG6;E9PCY0,Q14203;E7EX90;Q6AWB1,20;20;12;5;1;1;1;1;1;1;1,20;20;12;5;1;1;1;1;1;1;1,20;20;12;5;1;1;1;1;1;1;1,Dynactin subunit 1,DCTN1;DKFZp686E0752,sp|Q14203|DCTN1_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3;tr|E7EX90|E7EX90_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=1;tr|Q6AWB1|Q6AWB1_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=1,20,20,21.2,23.1614025597852,23.6175334305243,28.7482962594512,28.1005916044721
Q9UJV9;A0A499FJW5;H0Y8L8;H0YA06;D6RGI7,Q9UJV9,20;5;3;2;2,20;5;3;2;2,20;5;3;2;2,Probable ATP-dependent RNA helicase DDX41,DDX41,sp|Q9UJV9|DDX41_HUMAN Probable ATP-dependent RNA helicase DDX41 OS=Homo sapiens OX=9606 GN=DDX41 PE=1 SV=2,20,20,38.7,29.0316526633017,29.4865986033502,25.3896552317669,24.4253439777849
P23588;E7EX17;F8VSC7;F8VP89;F8W0K0;F8VX11;F8VYE9;F8VRU1,P23588;E7EX17;F8VSC7;F8VP89;F8W0K0;F8VX11,20;20;12;12;11;11;9;7,20;20;12;12;11;11;9;7,20;20;12;12;11;11;9;7,Eukaryotic translation initiation factor 4B,EIF4B,sp|P23588|IF4B_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2;tr|E7EX17|E7EX17_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=1;tr|F8VSC7|F8VSC7_HUMAN Eukaryotic tran,20,20,37.2,29.5264716283695,24.9884988577068,31.0146489396435,31.1147697123968
P55010;H0YLZ1;H0YN40;H0YMJ8;H0YM54;H0YK11;H0YK29,P55010;H0YLZ1;H0YN40,20;11;11;8;8;3;2,20;11;11;8;8;3;2,20;11;11;8;8;3;2,Eukaryotic translation initiation factor 5,EIF5,sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2;tr|H0YLZ1|H0YLZ1_HUMAN Eukaryotic translation initiation factor 5 (Fragment) OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=1;tr|H0YN40|H0YN40_HUMAN Eukaryoti,20,20,42.7,26.4257121286103,27.6363713845466,32.0296664671631,32.1060261736157
Q7Z2K8,Q7Z2K8,20,20,20,G protein-regulated inducer of neurite outgrowth 1,GPRIN1,sp|Q7Z2K8|GRIN1_HUMAN G protein-regulated inducer of neurite outgrowth 1 OS=Homo sapiens OX=9606 GN=GPRIN1 PE=1 SV=2,20,20,30.4,4.44813127545976,4.42301530869759,28.7198627574673,28.4560319281227
Q13325;Q5T764;P09914,Q13325,20;1;1,20;1;1,20;1;1,Interferon-induced protein with tetratricopeptide repeats 5,IFIT5,sp|Q13325|IFIT5_HUMAN Interferon-induced protein with tetratricopeptide repeats 5 OS=Homo sapiens OX=9606 GN=IFIT5 PE=1 SV=1,20,20,51.7,26.050385087459,25.7245800490653,30.6242712402911,30.7929656989614
Q6MZP7;D6REW4,Q6MZP7,20;1,20;1,20;1,Protein lin-54 homolog,LIN54,sp|Q6MZP7|LIN54_HUMAN Protein lin-54 homolog OS=Homo sapiens OX=9606 GN=LIN54 PE=1 SV=3,20,20,39.4,30.1207754039212,30.1048709309688,27.2764858120566,26.8423012312271
Q14686;F6M2K4;F6M2K2;A0A0D9SFT8,Q14686,20;5;5;1,20;5;5;1,20;5;5;1,Nuclear receptor coactivator 6,NCOA6,sp|Q14686|NCOA6_HUMAN Nuclear receptor coactivator 6 OS=Homo sapiens OX=9606 GN=NCOA6 PE=1 SV=3,20,20,16.7,29.8313031116817,29.012732408744,26.9723514351302,26.5778752583337
P46087;F5GWB7;F5H709;F5H5X6;F5GYR3;F5H359;F5H8G6,P46087,20;4;4;4;4;2;2,20;4;4;4;4;2;2,20;4;4;4;4;2;2,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2,sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,20,20,31.2,29.8784748437806,30.1716443380884,27.8251128044863,27.7839420189044
O00567;A0A494C128;Q5JXT2;H0Y653;H0YDU4,O00567;A0A494C128;Q5JXT2,20;19;10;9;9,20;19;10;9;9,20;19;10;9;9,Nucleolar protein 56,NOP56,sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4;tr|A0A494C128|A0A494C128_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=1;tr|Q5JXT2|Q5JXT2_HUMAN Nucleolar protein 56 (Fragment) OS=Homo sapiens OX=9,20,20,42.3,29.128195283538,30.0338067632549,26.4402349046662,25.7250483298509
P57740;H0YG15;G3V1T4,P57740,20;3;2,20;3;2,20;3;2,Nuclear pore complex protein Nup107,NUP107,sp|P57740|NU107_HUMAN Nuclear pore complex protein Nup107 OS=Homo sapiens OX=9606 GN=NUP107 PE=1 SV=1,20,20,27.4,28.3144087137994,28.9463980614276,23.7089356787746,24.0050200998815
Q8WUF5;K7EN03;K7EPP1,Q8WUF5,20;5;2,20;5;2,20;5;2,RelA-associated inhibitor,PPP1R13L,sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4,20,20,35.1,4.44813127545976,4.42301530869759,29.4151425338593,28.5263783448426
P54136;E5RJM9;E5RH09,P54136,20;3;2,20;3;2,20;3;2,"Arginine--tRNA ligase, cytoplasmic",RARS,"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",20,20,38.8,27.0078497359037,26.128942549401,28.7420438069669,28.3952564115254
Q9H6T3,Q9H6T3,20,20,20,RNA polymerase II-associated protein 3,RPAP3,sp|Q9H6T3|RPAP3_HUMAN RNA polymerase II-associated protein 3 OS=Homo sapiens OX=9606 GN=RPAP3 PE=1 SV=2,20,20,40.9,25.8359563237723,26.774421725339,29.3160069808465,29.3603474606618
Q5MIZ7,Q5MIZ7,29,20,20,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,SMEK2,sp|Q5MIZ7|P4R3B_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3B OS=Homo sapiens OX=9606 GN=PPP4R3B PE=1 SV=2,29,20,44.8,30.1363842174365,30.4961944321195,25.7555726202573,25.353027528771
Q8N3U4;B1AMT4;B1AMT1;B1AMT2;B1AMT3,Q8N3U4,27;9;2;2;2,21;5;1;1;1,20;4;1;1;1,Cohesin subunit SA-2,STAG2,sp|Q8N3U4|STAG2_HUMAN Cohesin subunit SA-2 OS=Homo sapiens OX=9606 GN=STAG2 PE=1 SV=3,27,20,29.0,29.0074487830897,29.1001153392621,24.2375390903086,24.0591193126479
P31948;F5H783;F5GXD8;H0YGI8,P31948;F5H783,20;11;8;3,20;11;8;3,20;11;8;3,Stress-induced-phosphoprotein 1,STIP1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,20,20,39.0,27.8809284073667,28.1889092643497,29.0971790780869,29.1480234344689
Q32P41;G3V494;G3V5X1,Q32P41,20;2;2,20;2;2,20;2;2,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,sp|Q32P41|TRM5_HUMAN tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,20,20,45.4,29.6364578205711,28.9242520398904,27.8826784015658,27.5932754211374
Q5T6F2;A2A305;A0A0D9SFI5;Q5JV08;H0YDN2,Q5T6F2,20;9;3;3;1,20;9;3;3;1,20;9;3;3;1,Ubiquitin-associated protein 2,UBAP2,sp|Q5T6F2|UBAP2_HUMAN Ubiquitin-associated protein 2 OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1,20,20,31.1,23.0529155862026,24.5350465575782,30.7106312585296,30.5304585202731
Q8WY36;C9JA69;C9J8D0;C9JYU6;C9JZA0;C9K0D1;C9JSH4;H7C1Q0;C9JNU3;C9JIZ2,Q8WY36;C9JA69,21;20;8;4;4;2;2;1;1;1,21;20;8;4;4;2;2;1;1;1,21;20;8;4;4;2;2;1;1;1,HMG box transcription factor BBX,BBX,sp|Q8WY36|BBX_HUMAN HMG box transcription factor BBX OS=Homo sapiens OX=9606 GN=BBX PE=1 SV=1;tr|C9JA69|C9JA69_HUMAN HMG box transcription factor BBX OS=Homo sapiens OX=9606 GN=BBX PE=1 SV=1,21,21,33.2,30.0267018211971,30.0647107817248,25.9648594095374,26.1893146839428
Q86UU0;A0A087WZX0,Q86UU0;A0A087WZX0,21;21,21;21,21;21,B-cell CLL/lymphoma 9-like protein,BCL9L,sp|Q86UU0|BCL9L_HUMAN B-cell CLL/lymphoma 9-like protein OS=Homo sapiens OX=9606 GN=BCL9L PE=1 SV=1;tr|A0A087WZX0|A0A087WZX0_HUMAN B-cell CLL/lymphoma 9-like protein OS=Homo sapiens OX=9606 GN=BCL9L PE=1 SV=1,21,21,24.2,29.3364759479037,28.8066420990195,25.7456318599893,23.5819884945164
Q8N1G2;H0YCQ1;H0Y4T0;Q5T7F5,Q8N1G2,21;3;3;2,21;3;3;2,21;3;3;2,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,CMTR1,sp|Q8N1G2|CMTR1_HUMAN Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=CMTR1 PE=1 SV=1,21,21,28.4,28.3871012871066,28.8641376757337,26.5560496862596,26.4752191073077
Q9BR76;A0A087WW53;F5H390;F5H0D2,Q9BR76,22;10;10;3,22;10;10;3,21;10;10;3,Coronin-1B,CORO1B,sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,22,21,48.9,29.995907161207,30.1736708466385,33.6050984937253,33.4033707759298
Q92466;A0A087X0X5;A0A087WYT8;A0A087WW71;A0A087WTQ7;A0A087WV56,Q92466,21;9;6;6;1;1,21;9;6;6;1;1,21;9;6;6;1;1,DNA damage-binding protein 2,DDB2,sp|Q92466|DDB2_HUMAN DNA damage-binding protein 2 OS=Homo sapiens OX=9606 GN=DDB2 PE=1 SV=1,21,21,59.7,33.9476804075447,34.0912822603568,4.42168670121973,4.40094061045596
Q14152,Q14152,21,21,21,Eukaryotic translation initiation factor 3 subunit A,EIF3A,sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,21,21,18.6,4.44813127545976,4.42301530869759,28.5942013442781,28.1932404127735
P42566;B1AUU8;S4R3U1,P42566;B1AUU8,21;18;3,21;18;3,21;18;3,Epidermal growth factor receptor substrate 15,EPS15,sp|P42566|EPS15_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2;tr|B1AUU8|B1AUU8_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=1,21,21,32.5,4.44813127545976,4.42301530869759,28.9669175490796,28.8792931620333
P28715;A0A1W2PS85;R4GMW8;A0A090HNM7;A0A494C0S2;A0A494C113,P28715;A0A1W2PS85;R4GMW8;A0A090HNM7;A0A494C0S2,21;21;21;19;12;2,21;21;21;19;12;2,21;21;21;19;12;2,DNA repair protein complementing XP-G cells,ERCC5;BIVM-ERCC5;ERCC5-201,sp|P28715|ERCC5_HUMAN DNA repair protein complementing XP-G cells OS=Homo sapiens OX=9606 GN=ERCC5 PE=1 SV=3;tr|A0A1W2PS85|A0A1W2PS85_HUMAN BIVM-ERCC5 readthrough OS=Homo sapiens OX=9606 GN=BIVM-ERCC5 PE=1 SV=1;tr|R4GMW8|R4GMW8_HUMAN BIVM-ERCC5 readthrough,21,21,24.2,28.8815994893971,28.9357047471992,24.2994288381303,23.999809430637
P85037;U3KQ26;P58012,P85037,23;4;1,23;4;1,21;4;0,Forkhead box protein K1,FOXK1,sp|P85037|FOXK1_HUMAN Forkhead box protein K1 OS=Homo sapiens OX=9606 GN=FOXK1 PE=1 SV=1,23,21,41.9,30.083092563389,29.9384556258054,27.8481049267248,27.8392404131775
O43390;B4DT28;A0A286YEZ8,O43390;B4DT28,26;18;4,26;18;4,21;15;4,Heterogeneous nuclear ribonucleoprotein R,HNRNPR,sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1;tr|B4DT28|B4DT28_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1,26,21,46.8,32.2966880364883,32.4409724623845,29.888757692466,29.3326827445771
P11021,P11021,22,21,21,78 kDa glucose-regulated protein,HSPA5,sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,22,21,38.2,29.0069407495053,28.9017607601492,29.4883045172387,29.1914295031786
P11142;E9PKE3;E9PN89;E9PNE6;E9PLF4;E9PQQ4;E9PQK7;E9PK54;A8K7Q2;E9PPY6;E9PI65;P54652;E9PN25;E9PS65;E9PM13,P11142;E9PKE3;E9PN89;E9PNE6;E9PLF4,24;23;18;15;12;11;11;11;10;9;9;7;7;2;1,24;23;18;15;12;11;11;11;10;9;9;7;7;2;1,21;20;16;13;10;10;10;10;9;8;7;4;6;2;1,Heat shock cognate 71 kDa protein,HSPA8,sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein,24,21,43.0,31.2228544033208,31.2229695288079,31.3201778841287,31.1750996113414
Q6ZU35;F5H1N7;A0A1B0GWF1;A0A2R8Y6P1;R4GNI9,Q6ZU35;F5H1N7,21;21;5;5;1,21;21;5;5;1,21;21;5;5;1,Uncharacterized protein KIAA1211,KIAA1211,sp|Q6ZU35|CRACD_HUMAN Capping protein inhibiting regulator of actin dynamics OS=Homo sapiens OX=9606 GN=CRACD PE=1 SV=3;tr|F5H1N7|F5H1N7_HUMAN Capping protein-inhibiting regulator of actin dynamics OS=Homo sapiens OX=9606 GN=CRACD PE=1 SV=1,21,21,22.8,4.44813127545976,4.42301530869759,28.4328882811421,27.9301025876034
P05783;F8VZY9;Q92764;CON__H-INV:HIT000015463;CON__Q92764;C4AM86;CON__Q497I4,P05783;F8VZY9,29;27;2;2;2;2;2,28;26;1;2;1;1;1,21;19;1;2;1;1;1,"Keratin, type I cytoskeletal 18",KRT18,"sp|P05783|K1C18_HUMAN Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2;tr|F8VZY9|F8VZY9_HUMAN Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=1",29,21,66.5,29.2142168679901,29.9441931081892,32.1233680703892,32.1110111954537
Q9BQG0;I3L1L3;I3L311;I3L2H8,Q9BQG0;I3L1L3,21;19;1;1,21;19;1;1,21;19;1;1,Myb-binding protein 1A,MYBBP1A,sp|Q9BQG0|MBB1A_HUMAN Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2;tr|I3L1L3|I3L1L3_HUMAN Myb-binding protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=1,21,21,22.8,29.4668245024846,29.2374251216513,26.2441974427318,25.6255851147462
Q8IXH7;H0UI80;X6RLT1,Q8IXH7;H0UI80;X6RLT1,21;21;21,21;21;21,21;21;21,Negative elongation factor C/D,NELFCD;TH1L,sp|Q8IXH7|NELFD_HUMAN Negative elongation factor C/D OS=Homo sapiens OX=9606 GN=NELFCD PE=1 SV=2;tr|H0UI80|H0UI80_HUMAN Negative elongation factor C/D OS=Homo sapiens OX=9606 GN=NELFCD PE=1 SV=1;tr|X6RLT1|X6RLT1_HUMAN Negative elongation factor C/D (Fragme,21,21,50.3,32.0348891658873,31.8497982528463,28.0073151073851,27.8827366981631
Q9BSC4;H7C1Z3,Q9BSC4,21;5,21;5,21;5,Nucleolar protein 10,NOL10,sp|Q9BSC4|NOL10_HUMAN Nucleolar protein 10 OS=Homo sapiens OX=9606 GN=NOL10 PE=1 SV=1,21,21,42.0,31.2503937897239,31.0518064466661,23.7887533751154,25.1563806271377
Q9ULE6,Q9ULE6,21,21,21,Paladin,PALD1,sp|Q9ULE6|PALD_HUMAN Paladin OS=Homo sapiens OX=9606 GN=PALD1 PE=1 SV=3,21,21,34.0,4.44813127545976,4.42301530869759,28.4023494420352,28.016642622361
Q9H307;G3V5F0;G3V579,Q9H307,21;5;5,21;5;5,21;5;5,Pinin,PNN,sp|Q9H307|PININ_HUMAN Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5,21,21,30.0,30.7683290480187,30.960234406253,27.8781824747369,27.8186063607434
O75400;A0A3F2YNY6;F5H578;H0YG38;H7C2N3,O75400;A0A3F2YNY6,21;21;6;3;2,21;21;6;3;2,21;21;6;3;2,Pre-mRNA-processing factor 40 homolog A,PRPF40A,sp|O75400|PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2;tr|A0A3F2YNY6|A0A3F2YNY6_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=1,21,21,25.3,29.5685556305282,29.5219684871239,26.7270238413683,26.6409970706925
Q70E73;C9K0J5;C9J164;C9J0R8;C9JLG4;Q7Z5R6,Q70E73;C9K0J5;C9J164,21;20;14;3;3;1,21;20;14;3;3;1,21;20;14;3;3;1,Ras-associated and pleckstrin homology domains-containing protein 1,RAPH1,"sp|Q70E73|RAPH1_HUMAN Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=RAPH1 PE=1 SV=3;tr|C9K0J5|C9K0J5_HUMAN Ras association (RalGDS/AF-6) and pleckstrin homology domains 1, isoform CRA_b OS=Homo sapiens OX=96",21,21,25.8,22.6763539798837,24.2726737658025,29.5089407459188,29.2461518135984
P22670;P48378;P48380;H0Y7W5;K7EQA0;F6USP3,P22670,21;3;2;1;1;1,21;3;2;1;1;1,21;3;2;1;1;1,MHC class II regulatory factor RFX1,RFX1,sp|P22670|RFX1_HUMAN MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2,21,21,32.0,29.843050441909,29.4108435995744,26.1702790129553,26.2388877952974
P27694;I3L4R8;I3L2M5;I3L524,P27694,21;10;4;3,21;10;4;3,21;10;4;3,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",RPA1,sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2,21,21,44.8,30.9145621440185,30.5886190011245,28.8509384493567,28.1309464565535
Q92541;H0YKX1,Q92541,21;8,21;8,21;8,RNA polymerase-associated protein RTF1 homolog,RTF1,sp|Q92541|RTF1_HUMAN RNA polymerase-associated protein RTF1 homolog OS=Homo sapiens OX=9606 GN=RTF1 PE=1 SV=4,21,21,30.8,29.565163250668,29.1728367466535,28.3350493393536,27.7816303575601
O95391;A0A0C4DGD2;E5RGM7;E5RK41,O95391,21;6;6;6,21;6;6;6,21;6;6;6,Pre-mRNA-splicing factor SLU7,SLU7,sp|O95391|SLU7_HUMAN Pre-mRNA-splicing factor SLU7 OS=Homo sapiens OX=9606 GN=SLU7 PE=1 SV=2,21,21,45.2,31.0279543037768,30.9614079183967,26.8382186957196,25.4917332385525
