SMU1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MOGS,1.4649209952,0.00174100891009754,1,Q13724;A0A3B3IS52;A0A3B3IRW2;A0A3B3IRK6;A0A3B3IRI7;A0A3B3ITU6;B8ZZE2;A0A3B3ITC1,Q13724;A0A3B3IS52;A0A3B3IRW2;A0A3B3IRK6,3;2;2;2;1;1;1;1,3;2;2;2;1;1;1;1,3;2;2;2;1;1;1;1,Mannosyl-oligosaccharide glucosidase,MOGS,sp|Q13724|MOGS_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5;tr|A0A3B3IS52|A0A3B3IS52_HUMAN Mannosyl-oligosaccharide glucosidase (Fragment) OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=1;tr|A0A3B3IRW2|A0A3B3IRW2_HUMAN Mann,3,3,5.9,837
DDX39B,0.5332184831,0.0718850105237758,0,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A0A0MT12;F6S4E6;H0Y400;A0A140TA18;A0A140T9X9;A0A140T996;F6UJC5;F6R6M7;A0A140T9K1;A0A140T973;F6U6E2;F6S2B7;A0A140T9L4;A0A0G2JHN7;H0YCC6,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A0A0MT12,21;20;16;15;13;11;11;10;9;8;8;8;8;6;6;6;5;5;5;5;4,21;20;16;15;13;11;11;10;9;8;8;8;8;6;6;6;5;5;5;5;4,9;9;8;8;6;5;5;4;3;6;6;5;6;1;4;4;1;1;3;1;3,Spliceosome RNA helicase DDX39B,DDX39B,sp|Q13838|DX39B_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|Q5STU3|Q5STU3_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=2;tr|A0A0G2JJZ9|A0A0G2JJZ9_HUMAN Spliceosome RNA helicase DDX,21,9,60.7,428
BLMH,2.6410570966,0.0551410398058244,0,Q13867;K7ESE8;J3KSD8;K7ES02;J3KS79;K7ENH5,Q13867;K7ESE8;J3KSD8;K7ES02,5;4;4;4;1;1,5;4;4;4;1;1,5;4;4;4;1;1,Bleomycin hydrolase,BLMH,sp|Q13867|BLMH_HUMAN Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1;tr|K7ESE8|K7ESE8_HUMAN Bleomycin hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1;tr|J3KSD8|J3KSD8_HUMAN Bleomycin hydrolase (Fragment) OS=Homo sapiens OX=9606,5,5,12.1,455
CKAP5,-1.350504209,0.00293056144989492,1,Q14008,Q14008,3,3,3,Cytoskeleton-associated protein 5,CKAP5,sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,3,3,2.4,2032
IL18,1.2162004488,0.011800494633201,1,Q14116,Q14116,12,12,12,Interleukin-18,IL18,sp|Q14116|IL18_HUMAN Interleukin-18 OS=Homo sapiens OX=9606 GN=IL18 PE=1 SV=1,12,12,80.8,193
BOP1,2.2039125041,0.0043642869705351,1,Q14137;A0A075B729,Q14137,11;3,11;3,11;3,Ribosome biogenesis protein BOP1,BOP1,sp|Q14137|BOP1_HUMAN Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,11,11,19.4,746
EIF3A,1.0012704489,0.0104638741484513,1,Q14152,Q14152,31,31,31,Eukaryotic translation initiation factor 3 subunit A,EIF3A,sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,31,31,23.6,1382
TTLL12,0.1513987008,0.507914071249535,0,Q14166,Q14166,6,6,6,Tubulin--tyrosine ligase-like protein 12,TTLL12,sp|Q14166|TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens OX=9606 GN=TTLL12 PE=1 SV=2,6,6,16.8,644
DPYSL3,0.7389855992,0.028746541735705,0,Q14195;H0YBT4;Q14117,Q14195,13;5;1,11;3;1,10;2;0,Dihydropyrimidinase-related protein 3,DPYSL3,sp|Q14195|DPYL3_HUMAN Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,13,10,33.9,570
DYNC1H1,0.8027707952,0.0156497762814448,0,Q14204;A0A2R8Y706;A0A2R8Y5T0;A0A2R8Y6H2;A0A2R8Y542;A0A2R8YFZ7;H0YJ21;A0A2R8Y6I5;A0A2R8YGC7,Q14204;A0A2R8Y706,51;28;24;18;17;16;6;4;4,51;28;24;18;17;16;6;4;4,51;28;24;18;17;16;6;4;4,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5;tr|A0A2R8Y706|A0A2R8Y706_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1,51,51,15.3,4646
EIF4A2,-0.038957916,0.92950347416467,0,Q14240;E7EQG2,Q14240;E7EQG2,15;13,4;2,4;2,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A2,sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2;tr|E7EQG2|E7EQG2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=1,15,4,37.6,407
FLNC,1.4435274854,0.0296708980066158,1,Q14315,Q14315,86,86,76,Filamin-C,FLNC,sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,86,76,36.1,2725
GALE,0.2533461425,0.495918335841622,0,Q14376;Q5QPP3;Q5QPP1;Q5QPP4;Q5QPP9,Q14376;Q5QPP3,10;6;4;4;3,10;6;4;4;3,10;6;4;4;3,UDP-glucose 4-epimerase,GALE,sp|Q14376|GALE_HUMAN UDP-glucose 4-epimerase OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=2;tr|Q5QPP3|Q5QPP3_HUMAN UDP-glucose 4-epimerase (Fragment) OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=1,10,10,55.2,348
RBM39,1.6060509233,0.0023271972332494,1,Q14498;A0A0U1RQH7;H0Y4X3;G3XAC6;Q5QP23;A0A0U1RQW2;Q5QP22;Q86U06;A0A087X122,Q14498;A0A0U1RQH7;H0Y4X3;G3XAC6,8;6;6;6;3;2;2;1;1,8;6;6;6;3;2;2;1;1,8;6;6;6;3;2;2;1;1,RNA-binding protein 39,RBM39,sp|Q14498|RBM39_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2;tr|A0A0U1RQH7|A0A0U1RQH7_HUMAN RNA-binding protein 39 (Fragment) OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=1;tr|H0Y4X3|H0Y4X3_HUMAN RNA-binding protein 39 (Fragment) OS=,8,8,21.3,530
MCM6,1.1229160259,0.00651050834964503,1,Q14566,Q14566,22,22,22,DNA replication licensing factor MCM6,MCM6,sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,22,22,30.5,821
SMC1A,-1.2036232485,0.229087899823771,0,Q14683;G8JLG1;H0Y7K8;V9GYN9,Q14683;G8JLG1;H0Y7K8,6;5;3;1,6;5;3;1,6;5;3;1,Structural maintenance of chromosomes protein 1A;Structural maintenance of chromosomes protein,SMC1A,sp|Q14683|SMC1A_HUMAN Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2;tr|G8JLG1|G8JLG1_HUMAN Structural maintenance of chromosomes protein OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2;tr|H0Y7K8|H0Y7K8_HUMAN Structu,6,6,5.9,1233
USP10;DKFZp686E14181,1.2104817666,0.0710366717024409,0,Q14694;H3BNL0;Q68D90;H3BNA1;H3BVF1;J3KT19,Q14694;H3BNL0;Q68D90;H3BNA1;H3BVF1;J3KT19,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,Ubiquitin carboxyl-terminal hydrolase 10,USP10;DKFZp686E14181,sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2;tr|H3BNL0|H3BNL0_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=1;tr|Q68D90|Q68D90_HUMAN Ubiquitin carboxyl-t,2,2,5,798
GANAB,-0.2876775823,0.276925085468486,0,Q14697;F5H6X6;E9PKU7;E9PNH1,Q14697;F5H6X6;E9PKU7,28;26;24;5,28;26;24;5,28;26;24;5,Neutral alpha-glucosidase AB,GANAB,sp|Q14697|GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3;tr|F5H6X6|F5H6X6_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=1;tr|E9PKU7|E9PKU7_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens,28,28,40.3,944
MVP,0.0511394243,0.869071867699824,0,Q14764;H3BRL2;H3BQK6;H3BP76;H3BUK7;H3BNF6;H3BNF2;H3BUP3;H3BQE7;H3BPZ2,Q14764,24;6;6;5;5;5;2;2;2;1,24;6;6;5;5;5;2;2;2;1,24;6;6;5;5;5;2;2;2;1,Major vault protein,MVP,sp|Q14764|MVP_HUMAN Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4,24,24,41.2,893
LASP1,0.8928583145,0.0136833630334547,0,Q14847;C9J9W2;F6S2S5;K7ESD6,Q14847;C9J9W2,8;6;2;1,8;6;2;1,8;6;2;1,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,8,8,32.2,261
KPNB1,0.3089189433,0.336315329334815,0,Q14974;J3KTM9;J3QR48;J3QKQ5;J3KS06,Q14974;J3KTM9,30;20;10;4;3,30;20;10;4;3,30;20;10;4;3,Importin subunit beta-1,KPNB1,sp|Q14974|IMB1_HUMAN Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2;tr|J3KTM9|J3KTM9_HUMAN Importin subunit beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=1,30,30,34.1,876
PSMD6,1.3242175744,0.0267403103863071,1,Q15008;C9J7B7,Q15008;C9J7B7,6;3,6;3,4;3,26S proteasome non-ATPase regulatory subunit 6,PSMD6,sp|Q15008|PSMD6_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1;tr|C9J7B7|C9J7B7_HUMAN 26S proteasome non-ATPase regulatory subunit 6 (Fragment) OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,6,4,20.1,389
SEPT2,0.1684119124,0.496318184620986,0,Q15019;B5MCX3;C9J2Q4;H7C2Y0;H7C310;C9JB25;C9J938;C9IY94;C9IZU3;C9JQJ4;C9JZI2;B5MD47;F8WB65;C9JFT1;A0A1B0GXJ2;C9JT15;C9JSE7;H7C1T1,Q15019;B5MCX3;C9J2Q4;H7C2Y0;H7C310,15;14;10;8;8;7;6;5;5;4;2;2;2;2;2;1;1;1,15;14;10;8;8;7;6;5;5;4;2;2;2;2;2;1;1;1,15;14;10;8;8;7;6;5;5;4;2;2;2;2;2;1;1;1,Septin-2,SEPT2,sp|Q15019|SEPT2_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|B5MCX3|B5MCX3_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|C9J2Q4|C9J2Q4_HUMAN Septin-2 (Fragment) OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|H7C2Y0|H7C2Y,15,15,57.1,361
NCAPD2,-0.9617784937,0.31454473246999,0,Q15021;F5GZK7;E7EN77;F5H431,Q15021,5;2;2;1,5;2;2;1,5;2;2;1,Condensin complex subunit 1,NCAPD2,sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,5,5,5.9,1401
EFTUD2,0.5909245424,0.0759535574225819,0,Q15029;K7EP67;K7EJ74,Q15029,20;8;4,18;6;2,18;6;2,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,20,18,21.9,972
KARS,0.2339827367,0.391427684082321,0,Q15046;J3KRL2;H3BVA8;H3BRC9;H3BPV7,Q15046,11;2;2;1;1,11;2;2;1;1,11;2;2;1;1,Lysine--tRNA ligase,KARS,sp|Q15046|SYK_HUMAN Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,11,11,22.3,597
EIF4H,-2.3660948165,0.000746424533885001,1,Q15056,Q15056,4,4,4,Eukaryotic translation initiation factor 4H,EIF4H,sp|Q15056|IF4H_HUMAN Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5,4,4,26.2,248
PDIA6,0.1537155222,0.600985397443919,0,Q15084,Q15084,19,19,19,Protein disulfide-isomerase A6,PDIA6,sp|Q15084|PDIA6_HUMAN Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,19,19,48,440
PAFAH1B3,0.8846221048,0.0852606462256028,0,Q15102;M0R389;M0R1K3;M0QZT2;M0QXS6;M0R323,Q15102;M0R389;M0R1K3,10;6;5;3;2;2,10;6;5;3;2;2,10;6;5;3;2;2,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,sp|Q15102|PA1B3_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1;tr|M0R389|M0R389_HUMAN Platelet-activating factor acetylhydrolase IB subunit gamma (Fragment) OS=Homo sapiens OX=9606 GN=PAFAH1B,10,10,69.7,231
PLEC,1.516395957,0.00149659102436408,1,Q15149;H0YDN1;E9PMV1;E9PKG0;P58107;A0A075B730;E9PQ28;E9PIA2,Q15149;H0YDN1,220;178;26;9;6;6;3;1,220;178;26;9;6;6;3;1,219;177;26;9;6;6;3;1,Plectin,PLEC,sp|Q15149|PLEC_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3;tr|H0YDN1|H0YDN1_HUMAN Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=9,220,219,48.7,4684
PPA1,0.339695206,0.221373499327057,0,Q15181;Q5SQT6,Q15181;Q5SQT6,14;7,14;7,14;7,Inorganic pyrophosphatase,PPA1,sp|Q15181|IPYR_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2;tr|Q5SQT6|Q5SQT6_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=1,14,14,65.4,289
NONO,-0.0760911382,0.774386240818989,0,Q15233;C9JYS8;C9IZL7;H7C367;C9J4X2;C9JJ13,Q15233;C9JYS8;C9IZL7,25;16;14;10;6;2,23;16;12;8;6;2,23;16;12;8;6;2,Non-POU domain-containing octamer-binding protein,NONO,sp|Q15233|NONO_HUMAN Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4;tr|C9JYS8|C9JYS8_HUMAN Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=8;tr|C9IZL7|C9IZL7_,25,23,48,471
QPRT,0.9194761161,0.0350658130112795,0,Q15274,Q15274,5,5,5,Nicotinate-nucleotide pyrophosphorylase [carboxylating],QPRT,sp|Q15274|NADC_HUMAN Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Homo sapiens OX=9606 GN=QPRT PE=1 SV=3,5,5,17.5,297
RCN1,0.3422741161,0.327787904277703,0,Q15293,Q15293,5,5,5,Reticulocalbin-1,RCN1,sp|Q15293|RCN1_HUMAN Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,5,5,16.3,331
PCBP1,-0.6125092668,0.0483151973515752,0,Q15365;F8VTZ0;H3BSP4;P57723;C9K0A2;F8WC71;C9IZV9;C9J7A9;C9JSA6;C9J5V4;C9JTY5;C9JZY3;C9J0A4,Q15365,22;3;2;1;1;1;1;1;1;1;1;1;1,22;3;2;1;1;1;1;1;1;1;1;1;1,17;0;0;0;0;0;0;0;0;0;0;0;0,Poly(rC)-binding protein 1,PCBP1,sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,22,17,86.5,356
PCBP2,-0.2121924017,0.359951064821306,0,Q15366;F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6;P57721;J3QT27;E9PFP8;H3BND9;H3BSS4;F8VRH0,Q15366;F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6,16;15;14;10;9;9;6;6;6;4;4;4,11;10;10;5;6;5;2;2;2;3;4;4,11;10;10;5;6;5;2;2;2;3;4;4,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|F8VZX2|F8VZX2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|H3BRU6|H3BRU6_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sa,16,11,62.2,365
SF3B3,0.1530859192,0.517811594227209,0,Q15393;H3BMB0;J3QRB2;J3QL37;I3L4G7,Q15393,30;1;1;1;1,30;1;1;1;1,30;1;1;1;1,Splicing factor 3B subunit 3,SF3B3,sp|Q15393|SF3B3_HUMAN Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,30,30,26.8,1217
CNN3,-0.5923571187,0.158294292477612,0,Q15417;E9PDU6,Q15417;E9PDU6,9;5,9;5,9;5,Calponin-3;Calponin,CNN3,sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1;tr|E9PDU6|E9PDU6_HUMAN Calponin (Fragment) OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,9,9,31.6,329
SAFB,1.1221643906,0.0414060014551456,1,Q15424;K7ES42,Q15424,6;2,6;2,4;2,Scaffold attachment factor B1,SAFB,sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,6,4,8.9,915
SF3A1,0.5040043712,0.225149682239086,0,Q15459;H7C1L2,Q15459,6;2,6;2,6;2,Splicing factor 3A subunit 1,SF3A1,sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,6,6,8.2,793
TRIP13,0.8269973843,0.0318537887104998,0,Q15645;H0YAL2,Q15645;H0YAL2,5;3,5;3,5;3,Pachytene checkpoint protein 2 homolog,TRIP13,sp|Q15645|PCH2_HUMAN Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2;tr|H0YAL2|H0YAL2_HUMAN Pachytene checkpoint protein 2 homolog (Fragment) OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=1,5,5,16,432
MAPRE1,-0.0773560153,0.742022638415077,0,Q15691,Q15691,12,12,12,Microtubule-associated protein RP/EB family member 1,MAPRE1,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,12,12,62.7,268
ELAVL1,0.8848169481,0.0172595980853427,0,Q15717;M0QZR9;M0R055;Q12926;P26378;A0A494C0Q5;A0A494C0M6;A0A494C011;A0A494C173;B1AM48;A0A494C015;A0A494C1D9;A0A494C0F8;B1APY9;A0A494C147;A0A0A0MRX1,Q15717;M0QZR9,9;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1,9;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1,8;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0,ELAV-like protein 1,ELAVL1,sp|Q15717|ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2;tr|M0QZR9|M0QZR9_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=1,9,8,34,326
NSDHL,1.584177879,0.00513583044779386,1,Q15738;C9JDR0,Q15738;C9JDR0,5;4,5;4,5;4,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL,"sp|Q15738|NSDHL_HUMAN Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2;tr|C9JDR0|C9JDR0_HUMAN Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (Fragment) OS=Homo sapiens OX=9606 GN=NSDHL PE=1",5,5,23.9,373
TOMM34,-0.4447206507,0.158087598920669,0,Q15785,Q15785,11,11,11,Mitochondrial import receptor subunit TOM34,TOMM34,sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,11,11,42.7,309
UBE2V2,-1.5486207183,0.213312995116871,0,Q15819;G3V113;H0YBP9,Q15819;G3V113;H0YBP9,5;4;3,2;1;1,2;1;1,Ubiquitin-conjugating enzyme E2 variant 2,UBE2V2,sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=4;tr|G3V113|G3V113_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=1;tr|H0YBP9|H0YBP9_HUMAN Ubiquitin-conjug,5,2,35.2,145
RAB11B;RAB11A,-0.1152744022,0.71286149596107,0,Q15907;P62491;H3BMH2;H3BSC1;B4DQU5;P57735,Q15907;P62491;H3BMH2;H3BSC1,14;13;13;13;3;1,14;13;13;13;3;1,14;13;13;13;3;1,Ras-related protein Rab-11B;Ras-related protein Rab-11A,RAB11B;RAB11A,sp|Q15907|RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4;sp|P62491|RB11A_HUMAN Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3;tr|H3BMH2|H3BMH2_HUMAN Ras-related protein Rab-11A (Fragment) OS=Hom,14,14,57.8,218
UAP1,0.1059807195,0.762667005001075,0,Q16222,Q16222,7,7,6,UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase,UAP1,sp|Q16222|UAP1_HUMAN UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3,7,6,15.9,522
DDB1,0.4016938556,0.17995233264813,0,Q16531;F5GY55;F5GWI0;F5GZY8;F5H2L3;F5H198,Q16531;F5GY55,21;19;2;2;2;1,21;19;2;2;2;1,21;19;2;2;2;1,DNA damage-binding protein 1,DDB1,sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1;tr|F5GY55|F5GY55_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1,21,21,26.6,1140
MRPL23,1.1111484073,0.280104353001493,0,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7,4;3;3;3;2,4;3;3;3;2,4;3;3;3;2,"39S ribosomal protein L23, mitochondrial",MRPL23,"sp|Q16540|RM23_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A6NJD9|A6NJD9_HUMAN 39S ribosomal protein L23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL23 PE=1 SV=1;tr|A8MVT4|A8MVT4_HUMAN 39S ribosomal prote",4,4,35.9,153
CDC37,1.9219485436,0.049439053937994,1,Q16543;K7EL68;K7EQA9;K7EKQ2,Q16543;K7EL68;K7EQA9;K7EKQ2,4;2;2;2,4;2;2;2,4;2;2;2,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EL68|K7EL68_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,4,4,15.9,378
FSCN1,0.601192506,0.0479574590987971,0,Q16658;C9JFC0;A0A0A0MSB2;C9JPH9,Q16658,31;6;6;5,31;6;6;5,31;6;6;5,Fascin,FSCN1,sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,31,31,67.5,493
DECR1,0.8233186127,0.0701778318140374,0,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2;H0YAW3,Q16698;E5RJG7;E5RFV2;E5RID6;E5RJD2,5;4;4;3;3;1,5;4;4;3;3;1,5;4;4;3;3;1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,"sp|Q16698|DECR_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RJG7|E5RJG7_HUMAN 2,4-dienoyl-CoA reductase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1;tr|E5RFV2|E5RFV2_HUMAN 2,4-dienoy",5,5,20.9,335
