KATNB1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
UPP1,-0.3282751183,0.0817229971995839,0,Q16831;F8WD51;C9J486;C9JIP2;B4DND0;C9K0J2,Q16831;F8WD51;C9J486;C9JIP2;B4DND0,6;4;4;4;4;2,6;4;4;4;4;2,6;4;4;4;4;2,Uridine phosphorylase 1,UPP1,sp|Q16831|UPP1_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|F8WD51|F8WD51_HUMAN Uridine phosphorylase 1 OS=Homo sapiens OX=9606 GN=UPP1 PE=1 SV=1;tr|C9J486|C9J486_HUMAN Uridine phosphorylase 1 (Fragment) OS=Homo sapiens OX=960,6,6,22.9,310
CDO1,0.3180091362,0.027363727845149,0,Q16878,Q16878,2,2,2,Cysteine dioxygenase type 1,CDO1,sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,2,2,21,200
HNRNPUL2;HNRNPUL2-BSCL2,-0.2119590075,0.132774117551183,0,Q1KMD3;H3BQZ7,Q1KMD3;H3BQZ7,11;10,11;10,11;10,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1;tr|H3BQZ7|H3BQZ7_HUMAN HCG2044799 OS=Homo sapiens OX=9606 GN=HNRNPUL2-BSCL2 PE=4 SV=1,11,11,19.9,747
SMU1,-0.1602543208,0.265212618595308,0,Q2TAY7,Q2TAY7,7,7,7,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,sp|Q2TAY7|SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,7,7,16.8,513
TRMT5,0.411126792,0.0200934965851214,0,Q32P41,Q32P41,2,2,2,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,sp|Q32P41|TRM5_HUMAN tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,2,2,4.7,509
UAP1L1,-0.531041794,0.0319703497730331,0,Q3KQV9;A0A087X226,Q3KQV9,4;1,3;1,3;1,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,UAP1L1,sp|Q3KQV9|UAP1L_HUMAN UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Homo sapiens OX=9606 GN=UAP1L1 PE=1 SV=2,4,3,7.9,507
TUBB8,0.2097020739,0.0880455529891013,0,Q3ZCM7;A0A075B736;Q5SQY0,Q3ZCM7;A0A075B736;Q5SQY0,12;11;11,2;2;2,2;2;2,Tubulin beta-8 chain,TUBB8,sp|Q3ZCM7|TBB8_HUMAN Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2;tr|A0A075B736|A0A075B736_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=1;tr|Q5SQY0|Q5SQY0_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=,12,2,25.2,444
FAM98B,0.3910496434,0.314449203339118,0,Q52LJ0,Q52LJ0,5,5,3,Protein FAM98B,FAM98B,sp|Q52LJ0|FA98B_HUMAN Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,5,3,10.6,433
LACTB2,-0.0546408225,0.646996641035743,0,Q53H82,Q53H82,4,4,4,Beta-lactamase-like protein 2,LACTB2,sp|Q53H82|LACB2_HUMAN Endoribonuclease LACTB2 OS=Homo sapiens OX=9606 GN=LACTB2 PE=1 SV=2,4,4,16.3,288
HSP90AB2P,-0.2856802155,0.11208535230637,0,Q58FF8,Q58FF8,13,2,2,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,sp|Q58FF8|H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,13,2,20.5,381
ZNF326,-0.0816067089,0.452604770016222,0,Q5BKZ1;A0A0A0MRN4;E2QRN4,Q5BKZ1;A0A0A0MRN4,4;3;1,4;3;1,4;3;1,DBIRD complex subunit ZNF326,ZNF326,sp|Q5BKZ1|ZN326_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2;tr|A0A0A0MRN4|A0A0A0MRN4_HUMAN DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=1,4,4,8.8,582
DPCD,-0.3965175717,0.053979911251861,0,Q9BVM2;Q5JQQ4,Q9BVM2;Q5JQQ4,1;1,1;1,1;1,Protein DPCD,DPCD,sp|Q9BVM2|DPCD_HUMAN Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=2;tr|Q5JQQ4|Q5JQQ4_HUMAN Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=1,1,1,4.9,203
RRP12,0.0773904386,0.412757797247664,0,Q5JTH9;A0A087X1U8,Q5JTH9,9;1,9;1,9;1,RRP12-like protein,RRP12,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,9,9,7.7,1297
ENTPD8,-0.4271135175,0.0120885906581086,0,Q5MY95,Q5MY95,1,1,1,Ectonucleoside triphosphate diphosphohydrolase 8,ENTPD8,sp|Q5MY95|ENTP8_HUMAN Ectonucleoside triphosphate diphosphohydrolase 8 OS=Homo sapiens OX=9606 GN=ENTPD8 PE=1 SV=2,1,1,1.8,495
LRRK2,-0.3097684942,0.802489102045806,0,Q5S007;A0A1B0GUQ3;C9JBF0;E9PC85,Q5S007;A0A1B0GUQ3;C9JBF0;E9PC85,4;2;2;2,4;2;2;2,4;2;2;2,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,sp|Q5S007|LRRK2_HUMAN Leucine-rich repeat serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=LRRK2 PE=1 SV=2;tr|A0A1B0GUQ3|A0A1B0GUQ3_HUMAN Leucine-rich repeat serine/threonine-protein kinase 2 (Fragment) OS=Homo sapiens OX=9606 GN=LRRK2 PE=1 SV=,4,4,3,2527
SH3BGRL3,0.045686321,0.59758799060212,0,Q9H299;Q5T123,Q9H299;Q5T123,4;4,4;4,4;4,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,4,4,38.7,93
MCM10,-0.1758926858,0.804259490607325,0,Q7L590;Q5T670,Q7L590;Q5T670,1;1,1;1,1;1,Protein MCM10 homolog,MCM10,"sp|Q7L590|MCM10_HUMAN Protein MCM10 homolog OS=Homo sapiens OX=9606 GN=MCM10 PE=1 SV=2;tr|Q5T670|Q5T670_HUMAN MCM10 minichromosome maintenance deficient 10 (S. cerevisiae), isoform CRA_b OS=Homo sapiens OX=9606 GN=MCM10 PE=1 SV=1",1,1,1.8,875
C9orf64,-0.7327278619,0.00217310960657167,0,Q5T6V5;Q5T6V6;Q5T6V7,Q5T6V5;Q5T6V6;Q5T6V7,4;2;2,4;2;2,4;2;2,UPF0553 protein C9orf64,C9orf64,sp|Q5T6V5|QSPP_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1;tr|Q5T6V6|Q5T6V6_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1;tr|Q5T6V7|Q5T6V7_HUMAN Queuosine salvage protein OS=Homo sapiens OX=96,4,4,14.1,341
NT5DC1,-0.2444198709,0.101322036182624,0,Q5TFE4;Q5QPD0,Q5TFE4;Q5QPD0,2;1,2;1,2;1,5-nucleotidase domain-containing protein 1,NT5DC1,sp|Q5TFE4|NT5D1_HUMAN 5-nucleotidase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NT5DC1 PE=1 SV=1;tr|Q5QPD0|Q5QPD0_HUMAN 5-nucleotidase domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NT5DC1 PE=1 SV=1,2,2,7.9,455
CROCC,0.1232470629,0.461279262478683,0,Q5TZA2;B1AKD8,Q5TZA2,3;1,3;1,3;1,Rootletin,CROCC,sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1,3,3,1.8,2017
FLNA,0.0798418509,0.509754206934828,0,Q60FE5;P21333;A0A087WWY3;F8WE98;H0Y5C6;H0Y5F3;H7C2E7;A0A669KBC6,Q60FE5;P21333;A0A087WWY3,70;69;61;10;7;4;2;1,65;64;58;7;5;4;2;1,65;64;58;7;5;4;2;1,Filamin-A,FLNA,tr|Q60FE5|Q60FE5_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1;sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4;tr|A0A087WWY3|A0A087WWY3_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=1,70,65,37.4,2620
ATL3,-0.1059036067,0.354751339802521,0,Q6DD88;F5H6I7;F5GWF8,Q6DD88;F5H6I7,5;4;1,5;4;1,5;4;1,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,5,5,16.1,541
CIAPIN1,0.0807599667,0.553724706133212,0,Q6FI81;H3BV90;H3BT65;H3BUG4;H3BQ23;H3BPG7;H3BTZ8,Q6FI81;H3BV90;H3BT65,8;6;4;3;2;2;1,8;6;4;3;2;2;1,8;6;4;3;2;2;1,Anamorsin,CIAPIN1,sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2;tr|H3BV90|H3BV90_HUMAN Fe-S cluster assembly protein DRE2 OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=1;tr|H3BT65|H3BT65_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=,8,8,39.7,312
SMYD5,-2.6036905371,0.00546767054172938,1,Q6GMV2;C9IYN9;E2QRN5;F8WEJ9,Q6GMV2;C9IYN9,5;4;2;2,5;4;2;2,5;4;2;2,SET and MYND domain-containing protein 5,SMYD5,sp|Q6GMV2|SMYD5_HUMAN SET and MYND domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SMYD5 PE=1 SV=2;tr|C9IYN9|C9IYN9_HUMAN SET and MYND domain-containing protein 5 (Fragment) OS=Homo sapiens OX=9606 GN=SMYD5 PE=1 SV=1,5,5,22,418
LAMTOR1,-0.0184541199,0.956926155931269,0,Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,4;3;3;2;2,4;3;3;2;2,4;3;3;2;2,Ragulator complex protein LAMTOR1,LAMTOR1,sp|Q6IAA8|LTOR1_HUMAN Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2;tr|F5GX19|F5GX19_HUMAN Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=1;tr|F5H3Y3|F5H3Y3_HUMAN Ragulator complex protein LAMT,4,4,49.7,161
PTRF,-0.9151109185,0.0134957028242205,0,Q6NZI2,Q6NZI2,4,4,4,Polymerase I and transcript release factor,PTRF,sp|Q6NZI2|CAVN1_HUMAN Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,4,4,9.2,390
EDC4,-0.2964302527,0.129987175259573,0,Q6P2E9;I3L2F4,Q6P2E9,5;1,5;1,5;1,Enhancer of mRNA-decapping protein 4,EDC4,sp|Q6P2E9|EDC4_HUMAN Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1,5,5,5.6,1401
PRPF8,0.0336139744,0.772758832252507,0,Q6P2Q9;I3L0J9;I3L3Z8,Q6P2Q9,20;6;4,20;6;4,20;6;4,Pre-mRNA-processing-splicing factor 8,PRPF8,sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2,20,20,12.5,2335
FAHD1,0.3007563308,0.677457982051114,0,Q6P587,Q6P587,5,5,5,"Acylpyruvase FAHD1, mitochondrial",FAHD1,"sp|Q6P587|FAHD1_HUMAN Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2",5,5,33.9,224
SND1,0.1340218278,0.217328033076358,0,Q7KZF4;H7C597,Q7KZF4,42;8,42;8,42;8,Staphylococcal nuclease domain-containing protein 1,SND1,sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,42,42,58,910
TRMT10C,0.3585919112,0.118822679262237,0,Q7L0Y3;C9JVB6,Q7L0Y3;C9JVB6,9;6,9;6,9;6,Mitochondrial ribonuclease P protein 1,TRMT10C,sp|Q7L0Y3|TM10C_HUMAN tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2;tr|C9JVB6|C9JVB6_HUMAN tRNA methyltransferase 10 homolog C (Fragment) OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=1,9,9,28.3,403
EIF3M,0.2881826165,0.0597470538361761,0,Q7L2H7;E9PN86;J3KNJ2;E7ESM3;E9PRI2;E9PRY0;H0YCQ8,Q7L2H7,9;4;4;3;2;1;1,9;4;4;3;2;1;1,9;4;4;3;2;1;1,Eukaryotic translation initiation factor 3 subunit M,EIF3M,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1,9,9,24.3,374
CYFIP1,-0.023198699,0.852616466979572,0,Q7L576;H0YL50;E7EW33;H7C229;E7EVJ5;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1;A0A0G2JR96;A0A0G2JQT1,Q7L576,6;2;2;2;2;1;1;1;1;1;1,6;2;2;2;2;1;1;1;1;1;1,4;0;0;0;0;1;1;1;1;1;1,Cytoplasmic FMR1-interacting protein 1,CYFIP1,sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,6,4,5.5,1253
HUWE1,-0.5164130304,0.00457815172541706,0,Q7Z6Z7;H0Y659,Q7Z6Z7,11;5,11;5,11;5,E3 ubiquitin-protein ligase HUWE1,HUWE1,sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3,11,11,3.2,4374
PABPN1,0.0072011941,0.960854824130315,0,Q86U42;B4DEH8;G3V4T2;H0YJH9;A6NDY0,Q86U42;B4DEH8;G3V4T2,6;4;4;2;1,6;4;4;2;1,6;4;4;2;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|G3V4T2|G3V4T2_HUMAN Polyadenylate-binding protein 2 OS=H,6,6,28.8,306
KTN1,-0.3997260582,0.0182995242606644,0,Q86UP2;G3V4Y7;H0YJZ8;G3V5G2;B7Z6P3;H0YJP2;G3V5P0,Q86UP2;G3V4Y7,8;4;2;2;2;1;1,8;4;2;2;2;1;1,8;4;2;2;2;1;1,Kinectin,KTN1,sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1;tr|G3V4Y7|G3V4Y7_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,8,8,8.3,1357
ALYREF,0.1365568065,0.169108139338468,0,Q86V81;E9PB61,Q86V81;E9PB61,7;5,7;5,7;5,THO complex subunit 4,ALYREF,sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3;tr|E9PB61|E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1,7,7,38.5,257
CAND1,-0.1664319081,0.236006209718202,0,Q86VP6;A0A0C4DGH5;H0YH27;O75155;F5H6I6;A0A3B3ISC4;F8WBB8,Q86VP6;A0A0C4DGH5,13;11;2;1;1;1;1,13;11;2;1;1;1;1,13;11;2;1;1;1;1,Cullin-associated NEDD8-dissociated protein 1,CAND1,sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2;tr|A0A0C4DGH5|A0A0C4DGH5_HUMAN Cullin-associated NEDD8-dissociated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=1,13,13,15.4,1230
TSPYL5,-0.1836540369,0.388443160784266,0,Q86VY4,Q86VY4,4,4,4,Testis-specific Y-encoded-like protein 5,TSPYL5,sp|Q86VY4|TSYL5_HUMAN Testis-specific Y-encoded-like protein 5 OS=Homo sapiens OX=9606 GN=TSPYL5 PE=1 SV=2,4,4,17.3,417
THOC6,-1.1828876712,0.00950270081786238,1,Q86W42,Q86W42,1,1,1,THO complex subunit 6 homolog,THOC6,sp|Q86W42|THOC6_HUMAN THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1,1,1,5.6,341
CXorf67,-0.3079147947,0.0701418896437789,0,Q86X51,Q86X51,5,5,5,Uncharacterized protein CXorf67,CXorf67,sp|Q86X51|EZHIP_HUMAN EZH inhibitory protein OS=Homo sapiens OX=9606 GN=EZHIP PE=1 SV=1,5,5,13.1,503
CARM1,-0.1099665672,0.408886774285976,0,Q86X55;K7EK20;K7EPK1;K7EQB9;K7EQA8,Q86X55,5;2;2;1;1,5;2;2;1;1,5;2;2;1;1,Histone-arginine methyltransferase CARM1,CARM1,sp|Q86X55|CARM1_HUMAN Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3,5,5,15.6,608
AHNAK2,-1.0916789328,0.000304412488043836,1,Q8IVF2,Q8IVF2,7,7,7,Protein AHNAK2,AHNAK2,sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2,7,7,7.6,5795
RHOT2,0.0165779642,0.867804866183341,0,Q8IXI1;H3BST5;I3L2C6;Q8IXI2;H3BMP9;H3BVI5;H3BUX4;H7BXZ6,Q8IXI1;H3BST5;I3L2C6,4;3;2;1;1;1;1;1,4;3;2;1;1;1;1;1,4;3;2;1;1;1;1;1,Mitochondrial Rho GTPase 2,RHOT2,sp|Q8IXI1|MIRO2_HUMAN Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2;tr|H3BST5|H3BST5_HUMAN Mitochondrial Rho GTPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2;tr|I3L2C6|I3L2C6_HUMAN Mitochondrial Rho GTPase 2 (Fragment),4,4,7.1,618
MRPL41,-0.3572300927,0.0154495206808084,0,Q8IXM3,Q8IXM3,2,2,2,"39S ribosomal protein L41, mitochondrial",MRPL41,"sp|Q8IXM3|RM41_HUMAN 39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1",2,2,12.4,137
FTSJ3,-0.0087977124,0.937100445452817,0,Q8IY81,Q8IY81,8,8,8,pre-rRNA processing protein FTSJ3,FTSJ3,sp|Q8IY81|SPB1_HUMAN pre-rRNA 2-O-ribose RNA methyltransferase FTSJ3 OS=Homo sapiens OX=9606 GN=FTSJ3 PE=1 SV=2,8,8,13.3,847
CCAR2,0.1087145028,0.47107380294509,0,Q8N163;G3V119;H0YB24;E5RHJ4;H0YC69;E5RFJ3;H0YC58;E5RGU7;A0A087X2B6,Q8N163;G3V119;H0YB24,14;8;8;4;3;3;3;2;1,14;8;8;4;3;3;3;2;1,14;8;8;4;3;3;3;2;1,Cell cycle and apoptosis regulator protein 2,CCAR2,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2;tr|G3V119|G3V119_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=1;tr|H0YB24|H0YB24_HUMAN Cell cycle a,14,14,21.5,923
NDUFAF2,-0.3767455043,0.0481028425321647,0,Q8N183;D6RA56,Q8N183;D6RA56,2;1,2;1,2;1,"Mimitin, mitochondrial",NDUFAF2,sp|Q8N183|NDUF2_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=NDUFAF2 PE=1 SV=1;tr|D6RA56|D6RA56_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=N,2,2,17.8,169
NUP93,-0.0033209816,0.974419465177828,0,Q8N1F7;H3BVG0;H3BPA9;H3BRI8;H3BM93;H3BV15;H3BNN5;H3BV11;H3BVE2;H3BRD9,Q8N1F7;H3BVG0,13;11;4;3;3;2;2;2;1;1,13;11;4;3;3;2;2;2;1;1,10;8;3;2;2;2;1;2;1;1,Nuclear pore complex protein Nup93,NUP93,sp|Q8N1F7|NUP93_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2;tr|H3BVG0|H3BVG0_HUMAN Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=1,13,10,22,819
LRRC47,-0.000442126,0.998455838787213,0,Q8N1G4,Q8N1G4,4,4,4,Leucine-rich repeat-containing protein 47,LRRC47,sp|Q8N1G4|LRC47_HUMAN Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1,4,4,8.4,583
ARFGAP1,0.0840495116,0.558472414277233,0,Q8N6T3;E5RHC5;F8W1U7;E5RHT6;F8VWH9;E5RIU2;F8VWB3;E5RGL6;E5RHH7,Q8N6T3;E5RHC5;F8W1U7;E5RHT6;F8VWH9,6;4;4;3;3;2;2;2;2,6;4;4;3;3;2;2;2;2,6;4;4;3;3;2;2;2;2,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5RHC5|E5RHC5_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|F8W,6,6,19.7,406
TXNDC5,-0.0197006827,0.822054951237807,0,Q8NBS9,Q8NBS9,13,13,13,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,13,13,33.3,432
ZNF114,-0.1603740028,0.432906757219002,0,Q8NC26;M0QXN8;M0R0V4,Q8NC26,3;1;1,3;1;1,3;1;1,Zinc finger protein 114,ZNF114,sp|Q8NC26|ZN114_HUMAN Zinc finger protein 114 OS=Homo sapiens OX=9606 GN=ZNF114 PE=1 SV=1,3,3,9.1,417
MAPK1IP1L,0.0976535476,0.699509044720185,0,Q8NDC0,Q8NDC0,1,1,1,MAPK-interacting and spindle-stabilizing protein-like,MAPK1IP1L,sp|Q8NDC0|MISSL_HUMAN MAPK-interacting and spindle-stabilizing protein-like OS=Homo sapiens OX=9606 GN=MAPK1IP1L PE=1 SV=4,1,1,6.9,245
NPLOC4,0.1910096293,0.253354626752499,0,Q8TAT6;I3L4U9;A0A0D9SFI9,Q8TAT6,10;3;2,10;3;2,10;3;2,Nuclear protein localization protein 4 homolog,NPLOC4,sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,10,10,17.8,608
RDH11,-0.6831616874,0.00268464772655991,0,Q8TC12;G3V2G6;G3V234;H0YIZ8;H0YJ46,Q8TC12;G3V2G6;G3V234;H0YIZ8;H0YJ46,5;4;4;3;3,5;4;4;3;3,5;4;4;3;3,Retinol dehydrogenase 11,RDH11,sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2;tr|G3V2G6|G3V2G6_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=1;tr|G3V234|G3V234_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Ho,5,5,20.1,318
LRRC20,-0.0363444252,0.859244538158405,0,Q8TCA0;X6RK58;A0A0A0MS58,Q8TCA0;X6RK58;A0A0A0MS58,7;6;4,7;6;4,7;6;4,Leucine-rich repeat-containing protein 20,LRRC20,sp|Q8TCA0|LRC20_HUMAN Leucine-rich repeat-containing protein 20 OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=1;tr|X6RK58|X6RK58_HUMAN Leucine-rich repeat-containing protein 20 (Fragment) OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=7;tr|A0A0A0MS58|A0A0A0MS58_HUM,7,7,41.3,184
NT5C,-1.3222683809,0.0016501603002204,1,Q8TCD5;J3KSY6;J3KSX6;J3KRC4,Q8TCD5;J3KSY6;J3KSX6;J3KRC4,3;2;2;2,3;2;2;2,3;2;2;2,"5(3)-deoxyribonucleotidase, cytosolic type",NT5C,"sp|Q8TCD5|NT5C_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=2;tr|J3KSY6|J3KSY6_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=1;tr|J3KSX6|J3KSX6_HUMAN 5(3)-deoxyrib",3,3,17.9,201
PNPT1,0.4650783632,0.00996933223609964,0,Q8TCS8;H7BXF6,Q8TCS8,7;1,7;1,7;1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,"sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",7,7,12.1,783
