DCAF11_vs_BirA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RPS27A;UBC;UBB;UBA52,1.285625037,0.00599849804354495,1,P62979;J3QTR3;P0CG48;P0CG47;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H265;F5H2Z3;F5GYU3;F5H6Q2;J3QS39;P62987;A0A2R8Y422;Q49A90;M0R1V7;F5GZ39;M0R1M6;M0R2S1;J3QSA3,P62979;J3QTR3;P0CG48;P0CG47;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H265;F5H2Z3;F5GYU3;F5H6Q2;J3QS39;P62987,11;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;4;4;3;3;3;3,11;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;4;4;3;3;3;3,11;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;4;4;3;3;3;3,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-C;Ubiquitin;Polyubiquitin-B;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40,RPS27A;UBC;UBB;UBA52,sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2;tr|J3QTR3|J3QTR3_HUMAN Ubiquitin-40S ribosomal protein S27a (Fragment) OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=1;sp|P0CG48|UBC_HUMAN Polyubiquitin-C OS,11,11,64.7,156
GRB2,0.0936896776,0.75831209092459,0,P62993;J3KT38;J3QRL5,P62993,5;1;1,5;1;1,5;1;1,Growth factor receptor-bound protein 2,GRB2,sp|P62993|GRB2_HUMAN Growth factor receptor-bound protein 2 OS=Homo sapiens OX=9606 GN=GRB2 PE=1 SV=1,5,5,20.3,217
RAC1;RAC3,-0.235201148,0.165703831288474,0,P63000;P60763;P15153;J3KSC4;J3QLK0;B1AH77;B1AH80;B1AH78,P63000;P60763,11;6;5;4;4;4;4;3,11;6;5;4;4;4;4;3,10;5;4;4;4;4;4;2,Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3,RAC1;RAC3,sp|P63000|RAC1_HUMAN Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1;sp|P60763|RAC3_HUMAN Ras-related C3 botulinum toxin substrate 3 OS=Homo sapiens OX=9606 GN=RAC3 PE=1 SV=1,11,10,50,192
YWHAZ,-0.0707393654,0.508196143476615,0,P63104;E7EX29;E7ESK7;B0AZS6;E5RIR4;E9PD24;E7EVZ2;H0YB80;E5RGE1;B7Z2E6,P63104;E7EX29;E7ESK7;B0AZS6,20;17;13;12;8;8;8;8;7;7,20;17;13;12;8;8;8;8;7;7,14;11;10;8;6;6;6;4;6;4,14-3-3 protein zeta/delta,YWHAZ,sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;tr|E7EX29|E7EX29_HUMAN 14-3-3 protein zeta/delta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;tr|E7ESK7|E7ESK7_HUMAN 14-3-3 protein zeta/delta (Fragment) OS,20,14,66.1,245
PPP2R2A;PPP2R2D,0.2913310091,0.356121995166676,0,P63151;A0A590UJJ1;A0A590UJY3;Q66LE6;E5RFR9;Q00005;E5RIY1;E5RHQ2;E5RJV2;H0YB06,P63151;A0A590UJJ1;A0A590UJY3;Q66LE6;E5RFR9,6;4;4;3;3;2;2;1;1;1,6;4;4;3;3;2;2;1;1;1,6;4;4;3;3;2;2;1;1;1,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,PPP2R2A;PPP2R2D,sp|P63151|2ABA_HUMAN Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R2A PE=1 SV=1;tr|A0A590UJJ1|A0A590UJJ1_HUMAN Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B OS=Homo s,6,6,21.7,447
DYNLL1;DYNLL2,-0.4807119957,0.0561782201892698,0,P63167;Q96FJ2;F8VXL2;F8VRV5,P63167;Q96FJ2,3;2;1;1,3;2;1;1,3;2;1;1,"Dynein light chain 1, cytoplasmic;Dynein light chain 2, cytoplasmic",DYNLL1;DYNLL2,"sp|P63167|DYL1_HUMAN Dynein light chain 1, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1;sp|Q96FJ2|DYL2_HUMAN Dynein light chain 2, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL2 PE=1 SV=1",3,3,32.6,89
RPL38,0.3453912268,0.0908048843782798,0,P63173;J3KT73;J3QL01;J3KSP2,P63173;J3KT73;J3QL01,5;4;4;2,5;4;4;2,5;4;4;2,60S ribosomal protein L38,RPL38,sp|P63173|RL38_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2;tr|J3KT73|J3KT73_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=1;tr|J3QL01|J3QL01_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 G,5,5,57.1,70
RPS21,0.5753718584,0.00257930136424889,0,P63220;Q8WVC2;Q9BYK1;Q9BYK2,P63220;Q8WVC2;Q9BYK1,12;10;7;2,12;10;7;2,12;10;7;2,40S ribosomal protein S21,RPS21,sp|P63220|RS21_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1;tr|Q8WVC2|Q8WVC2_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1;tr|Q9BYK1|Q9BYK1_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 G,12,12,92.8,83
GNB2L1,0.3903368282,0.00975686271668645,0,P63244;J3KPE3;D6RHH4;H0Y8W2;D6RAC2;D6REE5;D6R9L0;D6R9Z1;H0YAM7;H0YAF8;D6RFX4;D6RFZ9;D6RBD0;E9PD14;D6RAU2;H0Y8R5;D6RGK8;D6R909;D6RF23;D6RHJ5;D6RDI0;H0Y9P0,P63244;J3KPE3;D6RHH4;H0Y8W2;D6RAC2;D6REE5;D6R9L0;D6R9Z1;H0YAM7;H0YAF8;D6RFX4;D6RFZ9;D6RBD0;E9PD14;D6RAU2,27;24;22;19;19;18;18;18;17;16;16;14;14;14;14;10;7;7;5;5;4;3,27;24;22;19;19;18;18;18;17;16;16;14;14;14;14;10;7;7;5;5;4;3,27;24;22;19;19;18;18;18;17;16;16;14;14;14;14;10;7;7;5;5;4;3,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",GNB2L1,sp|P63244|RACK1_HUMAN Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3;tr|J3KPE3|J3KPE3_HUMAN Receptor of-activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=1;tr|D6RHH4|D6RHH4_HUMAN Receptor of-activate,27,27,79.2,317
ACTG1,0.2408674045,0.15279546530678,0,P63261;I3L3I0;I3L1U9;I3L4N8;I3L3R2;J3KT65;K7EM38,P63261;I3L3I0;I3L1U9;I3L4N8,58;33;33;31;22;20;18,58;33;33;31;22;20;18,3;3;3;3;3;3;3,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",ACTG1,"sp|P63261|ACTG_HUMAN Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1;tr|I3L3I0|I3L3I0_HUMAN Actin, cytoplasmic 2 (Fragment) OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1;tr|I3L1U9|I3L1U9_HUMAN Actin, cytoplasmic 2 (Fragment) OS=Homo sapiens OX",58,3,99.5,375
SUPT4H1,-0.636576614,0.0314667855462247,0,P63272;J3KSQ6;D3DTZ5;J3QSB9,P63272;J3KSQ6,3;2;1;1,3;2;1;1,3;2;1;1,Transcription elongation factor SPT4,SUPT4H1,sp|P63272|SPT4H_HUMAN Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1;tr|J3KSQ6|J3KSQ6_HUMAN Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1,3,3,29.9,117
TMSB10,-0.0651062277,0.622047074684592,0,P63313;CON__P21752,P63313,4;1,4;1,4;1,Thymosin beta-10,TMSB10,sp|P63313|TYB10_HUMAN Thymosin beta-10 OS=Homo sapiens OX=9606 GN=TMSB10 PE=1 SV=2,4,4,68.2,44
YBX1,0.1743680669,0.226279401350902,0,P67809;H0Y449;C9J5V9,P67809;H0Y449,10;5;4,10;5;4,5;5;2,Nuclease-sensitive element-binding protein 1,YBX1,sp|P67809|YBOX1_HUMAN Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3;tr|H0Y449|H0Y449_HUMAN Y-box-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=1,10,5,40.1,324
CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,0.8108164872,0.123101339791823,0,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12;N0E644;A0A0G2JM58,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12,5;5;4;4;4;1;1,5;5;4;4;4;1;1,5;5;4;4;4;1;1,Casein kinase II subunit beta,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,sp|P67870|CSK2B_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1;tr|Q5SRQ6|Q5SRQ6_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=2;tr|Q5SRQ3|Q5SRQ3_HUMAN Casein kinase II subunit beta OS=Homo sa,5,5,30.7,215
ACTC1;ACTA1,0.3218893902,0.0829487063863269,0,P68032;P68133;A6NL76,P68032;P68133;A6NL76,33;32;25,5;5;5,2;2;2,"Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle",ACTC1;ACTA1,"sp|P68032|ACTC_HUMAN Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1;sp|P68133|ACTS_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1;tr|A6NL76|A6NL76_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens O",33,2,45.1,377
EEF1A1;EEF1A1P5,0.4453072917,0.00864717780115837,0,P68104;Q5VTE0;A0A087WVQ9;A0A087WV01;Q5JR01;A6PW80,P68104;Q5VTE0;A0A087WVQ9;A0A087WV01,35;34;31;25;11;10,35;34;31;25;11;10,17;17;17;12;4;4,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1;sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;tr|A0A087WVQ9|A0A087WVQ9_HUMAN Elongation factor 1-a,35,17,64.9,462
TUBA1B;TUBA4A,0.1471916553,0.16774224327151,0,P68363;P68366;C9JDS9,P68363;P68366,45;29;10,45;29;10,4;4;0,Tubulin alpha-1B chain;Tubulin alpha-4A chain,TUBA1B;TUBA4A,sp|P68363|TBA1B_HUMAN Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1;sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,45,4,72.7,451
TUBB4B,0.1576434892,0.140482443696813,0,P68371;A6NNZ2,P68371,41;9,41;9,2;0,Tubulin beta-4B chain,TUBB4B,sp|P68371|TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,41,2,70.6,445
PAFAH1B2,-0.2205618075,0.0977286388700224,0,P68402;J3KNE3,P68402;J3KNE3,4;2,4;2,4;2,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH1B2,sp|P68402|PA1B2_HUMAN Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens OX=9606 GN=PAFAH1B2 PE=1 SV=1;tr|J3KNE3|J3KNE3_HUMAN Platelet-activating factor acetylhydrolase IB subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=PAFAH1B2 ,4,4,41.5,229
EIF4G2,-0.165432909,0.144521977071667,0,P78344;D3DQV9;H0Y3P2;H0YCH5;E9PKF8;H0YD77;H0YE22,P78344;D3DQV9;H0Y3P2,7;6;5;3;2;2;1,7;6;5;3;2;2;1,7;6;5;3;2;2;1,Eukaryotic translation initiation factor 4 gamma 2,EIF4G2,sp|P78344|IF4G2_HUMAN Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1;tr|D3DQV9|D3DQV9_HUMAN Eukaryotic translation initiation factor 4 gamma 2 (Fragment) OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1;tr|H0Y3P2|,7,7,10.4,907
CCT2,0.3906873858,0.0111885471283721,0,P78371;F5GWF6;F8VQ14,P78371;F5GWF6;F8VQ14,41;40;36,41;40;36,41;40;36,T-complex protein 1 subunit beta,CCT2,sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4;tr|F5GWF6|F5GWF6_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=2;tr|F8VQ14|F8VQ14_HUMAN T-complex protein 1 subunit beta OS=Hom,41,41,77.8,535
GSTO1,-0.3259367545,0.120977969501681,0,P78417;Q5TA02;Q5TA01,P78417;Q5TA02;Q5TA01,11;9;7,11;9;7,11;9;7,Glutathione S-transferase omega-1,GSTO1,sp|P78417|GSTO1_HUMAN Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2;tr|Q5TA02|Q5TA02_HUMAN Glutathione S-transferase omega-1 (Fragment) OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=1;tr|Q5TA01|Q5TA01_HUMAN Glutathione S-transfera,11,11,35.3,241
PRKDC,-0.160504889,0.288675931309601,0,P78527,P78527,40,40,40,DNA-dependent protein kinase catalytic subunit,PRKDC,sp|P78527|PRKDC_HUMAN DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3,40,40,11.9,4128
SRPX,-0.1050405984,0.545051184730639,0,P78539,P78539,2,2,2,Sushi repeat-containing protein SRPX,SRPX,sp|P78539|SRPX_HUMAN Sushi repeat-containing protein SRPX OS=Homo sapiens OX=9606 GN=SRPX PE=1 SV=1,2,2,5.6,464
MRPS5,-0.0430475508,0.75415378034605,0,P82675,P82675,2,2,2,"28S ribosomal protein S5, mitochondrial",MRPS5,"sp|P82675|RT05_HUMAN 28S ribosomal protein S5, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS5 PE=1 SV=2",2,2,7,430
MRPS9,0.114082565,0.450370480969445,0,P82933,P82933,7,7,7,"28S ribosomal protein S9, mitochondrial",MRPS9,"sp|P82933|RT09_HUMAN 28S ribosomal protein S9, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS9 PE=1 SV=2",7,7,22.5,396
SARNP,-0.1421900053,0.428340087448829,0,P82979;F8VZQ9;H0YHG0;F8VS12,P82979;F8VZQ9;H0YHG0,10;9;8;3,10;9;8;3,10;9;8;3,SAP domain-containing ribonucleoprotein,SARNP,sp|P82979|SARNP_HUMAN SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=3;tr|F8VZQ9|F8VZQ9_HUMAN SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=1;tr|H0YHG0|H0YHG0_HUMAN Uncharacterized protei,10,10,41,210
LACTB,-0.7631437814,0.00562765759357146,0,P83111;H0YNN5,P83111;H0YNN5,4;2,4;2,4;2,"Serine beta-lactamase-like protein LACTB, mitochondrial",LACTB,"sp|P83111|LACTB_HUMAN Serine beta-lactamase-like protein LACTB, mitochondrial OS=Homo sapiens OX=9606 GN=LACTB PE=1 SV=2;tr|H0YNN5|H0YNN5_HUMAN Serine beta-lactamase-like protein LACTB, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=LACTB PE=1 SV=1",4,4,8.2,547
RPL24,0.2984909553,0.0380155983932205,0,P83731;C9JXB8;C9JNW5,P83731;C9JXB8;C9JNW5,10;9;9,10;9;9,10;9;9,60S ribosomal protein L24,RPL24,sp|P83731|RL24_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;tr|C9JXB8|C9JXB8_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;tr|C9JNW5|C9JNW5_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 G,10,10,42.7,157
ARF1;ARF3,-0.2616854099,0.185845648132727,0,P84077;P61204;F5H423;F5H0C7;H0YGG7,P84077;P61204;F5H423;F5H0C7,8;7;6;4;1,8;7;6;4;1,5;4;3;1;1,ADP-ribosylation factor 1;ADP-ribosylation factor 3,ARF1;ARF3,sp|P84077|ARF1_HUMAN ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2;sp|P61204|ARF3_HUMAN ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2;tr|F5H423|F5H423_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV,8,5,80.1,181
ERH,-0.1372982722,0.322559631919832,0,P84090;G3V279,P84090;G3V279,6;3,6;3,6;3,Enhancer of rudimentary homolog,ERH,sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1;tr|G3V279|G3V279_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,6,6,54.8,104
RBM10,-0.3717759377,0.566007444098637,0,P98175,P98175,3,3,2,RNA-binding protein 10,RBM10,sp|P98175|RBM10_HUMAN RNA-binding protein 10 OS=Homo sapiens OX=9606 GN=RBM10 PE=1 SV=3,3,2,3.5,930
RBM3,-0.1094361396,0.508933601601536,0,P98179,P98179,6,6,6,RNA-binding protein 3,RBM3,sp|P98179|RBM3_HUMAN RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1,6,6,40.8,157
TFAM,-0.1667811338,0.122053915209309,0,Q00059;H7BYN3,Q00059;H7BYN3,5;4,5;4,5;4,"Transcription factor A, mitochondrial",TFAM,"sp|Q00059|TFAM_HUMAN Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1;tr|H7BYN3|H7BYN3_HUMAN Transcription factor A, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1",5,5,20.7,246
CLTC,-0.3026162793,0.0240205877806366,0,Q00610;A0A087WVQ6;J3KS13;P53675;A0A087WX41;K7EJJ5;J3KSQ2;J3KRF5;J3QL20;F5H5N6;A0A087WV74;A0A087WXH4,Q00610;A0A087WVQ6,86;85;30;17;16;10;6;5;3;1;1;1,86;85;30;17;16;10;6;5;3;1;1;1,86;85;30;17;16;10;6;5;3;1;1;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,86,86,48,1675
FKBP3,-0.4029626846,0.0366275026241845,0,Q00688;G3V5F2,Q00688,17;3,17;3,17;3,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,sp|Q00688|FKBP3_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens OX=9606 GN=FKBP3 PE=1 SV=1,17,17,64.3,224
SORD,-0.1166222307,0.266030625175741,0,Q00796;H0YLA4;H0YKB3,Q00796;H0YLA4,11;9;3,11;9;3,11;9;3,Sorbitol dehydrogenase,SORD,sp|Q00796|DHSO_HUMAN Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=4;tr|H0YLA4|H0YLA4_HUMAN Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=1,11,11,47.3,357
HNRNPU,-0.0427061187,0.645177580390514,0,Q00839;A0A1W2PPS1;A0A1W2PP35;A0A1X7SBS1;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PPE9;A0A1W2PRI6;A0A1W2PP22;A0A1W2PNG3,Q00839;A0A1W2PPS1;A0A1W2PP35;A0A1X7SBS1;Q5RI18;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PRZ7;A0A1W2PQD4,37;36;35;35;32;30;30;29;29;29;27;20;6;4;3;2,37;36;35;35;32;30;30;29;29;29;27;20;6;4;3;2,37;36;35;35;32;30;30;29;29;29;27;20;6;4;3;2,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6;tr|A0A1W2PPS1|A0A1W2PPS1_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=1;tr|A0A1W2PP35|A0A1W2PP35_HUMAN ,37,37,42.9,825
FABP5,0.0290174301,0.876876164838958,0,Q01469;I6L8B7;A8MUU1,Q01469;I6L8B7,20;12;4,20;12;4,20;12;4,"Fatty acid-binding protein, epidermal",FABP5,sp|Q01469|FABP5_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3;tr|I6L8B7|I6L8B7_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=1,20,20,94.8,135
CAP1,-0.0701044051,0.500089731681105,0,Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1;Q5T0R9;Q5T0R8;Q5T0S3;P40123;B7Z385;A0A087X0J3;A0A087WZ15;E9PDI2,Q01518;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R1,18;9;9;9;9;9;9;9;8;4;4;1;1;1;1;1,18;9;9;9;9;9;9;9;8;4;4;1;1;1;1;1,18;9;9;9;9;9;9;9;8;4;4;1;1;1;1;1,Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein,CAP1,sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5;tr|Q5T0R7|Q5T0R7_HUMAN Adenylyl cyclase-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=1;tr|Q5T0R6|Q5T0R6_HUMAN Adenylyl cyclase-a,18,18,44,475
HMGCS1,0.7677624732,0.00103301761354082,0,Q01581;D6RIW1,Q01581,16;3,16;3,15;3,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMGCS1,"sp|Q01581|HMCS1_HUMAN Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2",16,15,52.9,520
PFKP,0.167464897,0.121472897798835,0,Q01813;B1APP6;H0Y757;Q5VSR5;V9GYV7;H0Y3Y3,Q01813;B1APP6,11;7;3;3;2;2,11;7;3;3;2;2,9;7;3;2;2;2,"ATP-dependent 6-phosphofructokinase, platelet type",PFKP,"sp|Q01813|PFKAP_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2;tr|B1APP6|B1APP6_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",11,9,20.7,784
RPL18A,0.4194670586,0.0104365200126341,0,Q02543;M0R1A7;M0R117;M0R3D6;M0R0P7,Q02543;M0R1A7;M0R117;M0R3D6;M0R0P7,20;19;19;18;14,20;19;19;18;14,20;19;19;18;14,60S ribosomal protein L18a,RPL18A,sp|Q02543|RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2;tr|M0R1A7|M0R1A7_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=1;tr|M0R117|M0R117_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=,20,20,69.9,176
FKBP4,0.5267022449,0.00436320253569979,0,Q02790;H0YFG2;F5H1U3,Q02790,27;8;4,27;8;4,27;8;4,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,27,27,55.3,459
RPL6,0.361107766,0.0125696965990461,0,Q02878;F8VZ45;U3KQR5;F8VR69;F8VZA3;F8VWR1;F8VU16,Q02878,16;5;5;3;2;2;2,16;5;5;3;2;2;2,16;5;5;3;2;2;2,60S ribosomal protein L6,RPL6,sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,16,16,51.7,288
LMNB2,-0.28116053,0.132742933691973,0,Q03252,Q03252,16,12,12,Lamin-B2,LMNB2,sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,16,12,28.5,620
GBE1,-0.2400933862,0.0579213612510769,0,Q04446;E9PGM4,Q04446;E9PGM4,4;3,4;3,4;3,"1,4-alpha-glucan-branching enzyme",GBE1,"sp|Q04446|GLGB_HUMAN 1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3;tr|E9PGM4|E9PGM4_HUMAN 1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=1",4,4,8,702
GLO1,-0.3642439314,0.01285015522655,0,Q04760,Q04760,10,10,10,Lactoylglutathione lyase,GLO1,sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,10,10,56,184
