Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity TLE3-N1,Intensity TLE3-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
O14562;H3BRL3;H3BUM8,O14562;H3BRL3,3;3;1,3;3;1,3;3;1,Ubiquitin domain-containing protein UBFD1,UBFD1,sp|O14562|UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=2;tr|H3BRL3|H3BRL3_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=1,3,3,13.3,23.1834996960128,24.7279928281773,26.0489103744027,25.9173877417291
Q9Y5Z9;R4GNE3,Q9Y5Z9;R4GNE3,2;1,2;1,2;1,UbiA prenyltransferase domain-containing protein 1,UBIAD1,sp|Q9Y5Z9|UBIA1_HUMAN UbiA prenyltransferase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBIAD1 PE=1 SV=1;tr|R4GNE3|R4GNE3_HUMAN UbiA prenyltransferase domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=UBIAD1 PE=4 SV=1,2,2,8.6,4.20850867790137,4.29066777690332,25.4206939980788,25.5584000828567
Q9NPG3;K7EQR1;K7EJT1,Q9NPG3;K7EQR1,3;2;1,3;2;1,3;2;1,Ubinuclein-1,UBN1,sp|Q9NPG3|UBN1_HUMAN Ubinuclein-1 OS=Homo sapiens OX=9606 GN=UBN1 PE=1 SV=2;tr|K7EQR1|K7EQR1_HUMAN Ubinuclein-1 (Fragment) OS=Homo sapiens OX=9606 GN=UBN1 PE=1 SV=1,3,3,3.5,24.0059883730989,23.0393401192187,4.43802889902157,4.4166468749236
Q6ZU65;C9J6Y5;H7C4P8,Q6ZU65,7;1;1,7;1;1,7;1;1,Ubinuclein-2,UBN2,sp|Q6ZU65|UBN2_HUMAN Ubinuclein-2 OS=Homo sapiens OX=9606 GN=UBN2 PE=1 SV=2,7,7,8.4,24.9836801020183,24.9939493626803,4.43802889902157,4.4166468749236
Q9NZI7;C9JWL3,Q9NZI7,5;2,4;1,4;1,Upstream-binding protein 1,UBP1,sp|Q9NZI7|UBIP1_HUMAN Upstream-binding protein 1 OS=Homo sapiens OX=9606 GN=UBP1 PE=1 SV=1,5,4,14.1,4.20850867790137,4.29066777690332,25.7598701048953,25.6690119770892
Q5T4S7;A0A0A0MSW0;X6R960;X6RE05,Q5T4S7;A0A0A0MSW0,5;4;1;1,5;4;1;1,5;4;1;1,E3 ubiquitin-protein ligase UBR4,UBR4,sp|Q5T4S7|UBR4_HUMAN E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1;tr|A0A0A0MSW0|A0A0A0MSW0_HUMAN E3 ubiquitin-protein ligase UBR4 (Fragment) OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1,5,5,1.7,4.20850867790137,4.29066777690332,24.1262072459337,24.7708227563675
O95071;E7EMW7;E7ET84,O95071;E7EMW7,4;4;1,4;4;1,4;4;1,E3 ubiquitin-protein ligase UBR5,UBR5,sp|O95071|UBR5_HUMAN E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=2;tr|E7EMW7|E7EMW7_HUMAN E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=1,4,4,2.8,23.6389829231249,23.6991174389267,24.254578279937,23.8228905362477
O94888;C9JAT7,O94888;C9JAT7,3;3,3;3,3;3,UBX domain-containing protein 7,UBXN7,sp|O94888|UBXN7_HUMAN UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=2;tr|C9JAT7|C9JAT7_HUMAN UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=1,3,3,7.4,22.6459240024253,24.080746626455,22.7820679830823,23.2289976821063
Q92890;C9JNP9;C9IZG3;C9J6N9,Q92890,8;3;3;2,8;3;3;2,8;3;3;2,Ubiquitin fusion degradation protein 1 homolog,UFD1L,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3,8,8,31.3,25.9561763686464,24.8982758834745,27.2966661590756,26.7135839043284
Q96RL1;D6RC40;D6RCQ3;D6R9M3;D6RDZ5,Q96RL1;D6RC40;D6RCQ3,6;3;3;1;1,6;3;3;1;1,6;3;3;1;1,BRCA1-A complex subunit RAP80,UIMC1,sp|Q96RL1|UIMC1_HUMAN BRCA1-A complex subunit RAP80 OS=Homo sapiens OX=9606 GN=UIMC1 PE=1 SV=2;tr|D6RC40|D6RC40_HUMAN BRCA1-A complex subunit RAP80 (Fragment) OS=Homo sapiens OX=9606 GN=UIMC1 PE=1 SV=1;tr|D6RCQ3|D6RCQ3_HUMAN BRCA1-A complex subunit RAP80 O,6,6,11.0,25.1222624358611,25.0971991753912,25.8101713108432,26.5586062710715
Q9H3U1;A0A1W2PNX8,Q9H3U1;A0A1W2PNX8,23;23,23;23,23;23,Protein unc-45 homolog A,UNC45A,sp|Q9H3U1|UN45A_HUMAN Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1;tr|A0A1W2PNX8|A0A1W2PNX8_HUMAN Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1,23,23,30.7,23.8361921677741,22.9812341843342,29.0201713256813,28.7736045658491
Q8IWX7,Q8IWX7,2,2,2,Protein unc-45 homolog B,UNC45B,sp|Q8IWX7|UN45B_HUMAN Protein unc-45 homolog B OS=Homo sapiens OX=9606 GN=UNC45B PE=1 SV=1,2,2,2.5,4.20850867790137,4.29066777690332,26.5130114665892,26.3833071988884
Q92900,Q92900,7,7,7,Regulator of nonsense transcripts 1,UPF1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,7,7,7.5,4.20850867790137,4.29066777690332,24.9141515162468,26.4200353762437
Q9HAU5,Q9HAU5,5,5,5,Regulator of nonsense transcripts 2,UPF2,sp|Q9HAU5|RENT2_HUMAN Regulator of nonsense transcripts 2 OS=Homo sapiens OX=9606 GN=UPF2 PE=1 SV=1,5,5,5.4,4.20850867790137,4.29066777690332,25.9388313590398,25.6411624920779
O94763;I3L280,O94763,4;1,4;1,4;1,Unconventional prefoldin RPB5 interactor 1,URI1,sp|O94763|RMP_HUMAN Unconventional prefoldin RPB5 interactor 1 OS=Homo sapiens OX=9606 GN=URI1 PE=1 SV=3,4,4,10.8,4.20850867790137,4.29066777690332,23.6432837179472,24.441644351138
O60763;REV__R4GMN2;REV__Q5VZ89,O60763,15;1;1,15;1;1,15;1;1,General vesicular transport factor p115,USO1,sp|O60763|USO1_HUMAN General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,15,15,21.6,4.20850867790137,4.29066777690332,28.2200194197022,27.7579263794722
Q14694;J3KT19;H3BVF1;H3BNA1;H3BNL0;Q68D90;H3BQP1;H3BQC6,Q14694,13;4;3;2;1;1;1;1,13;4;3;2;1;1;1;1,13;4;3;2;1;1;1;1,Ubiquitin carboxyl-terminal hydrolase 10,USP10,sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2,13,13,26.4,4.20850867790137,4.29066777690332,27.7907305983951,28.0713245448055
P54578;A6NJA2;J3QQT6;J3KS55,P54578;A6NJA2,17;16;1;1,17;16;1;1,17;16;1;1,Ubiquitin carboxyl-terminal hydrolase 14;Ubiquitin carboxyl-terminal hydrolase,USP14,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3;tr|A6NJA2|A6NJA2_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=2,17,17,42.7,24.997097799319,25.5847719313582,29.7195364075573,29.5476027294453
Q9Y4E8;H0YI31;F8W0H4;F8VZG8;F8VVY7;H0YHM4;H0YI26;Q13107;H0YH96;P51784;H7C189;G5E9A6,Q9Y4E8,59;21;17;13;10;5;4;2;2;1;1;1,59;21;17;13;10;5;4;2;2;1;1;1,59;21;17;13;10;5;4;2;2;1;1;1,Ubiquitin carboxyl-terminal hydrolase 15,USP15,sp|Q9Y4E8|UBP15_HUMAN Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens OX=9606 GN=USP15 PE=1 SV=3,59,59,62.5,27.5954824114402,27.3282589678492,31.5603330528924,31.5815432204823
Q9Y5T5,Q9Y5T5,4,4,4,Ubiquitin carboxyl-terminal hydrolase 16,USP16,sp|Q9Y5T5|UBP16_HUMAN Ubiquitin carboxyl-terminal hydrolase 16 OS=Homo sapiens OX=9606 GN=USP16 PE=1 SV=1,4,4,8.1,4.20850867790137,4.29066777690332,26.871030247687,26.3461607932221
Q9UPU5,Q9UPU5,6,6,6,Ubiquitin carboxyl-terminal hydrolase 24,USP24,sp|Q9UPU5|UBP24_HUMAN Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens OX=9606 GN=USP24 PE=1 SV=3,6,6,2.6,4.20850867790137,4.29066777690332,25.2324610381764,24.8638660117808
Q96RU2;F5GZ74;F5H2G4;F5H6Q3,Q96RU2,22;3;2;1,22;3;2;1,2;2;2;1,Ubiquitin carboxyl-terminal hydrolase 28,USP28,sp|Q96RU2|UBP28_HUMAN Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens OX=9606 GN=USP28 PE=1 SV=1,22,2,23.5,26.0307585557761,27.4369037766488,28.2561091820934,28.2515115934812
Q8NFA0;K7EQL6;K7EKZ1;K7EII4,Q8NFA0;K7EQL6;K7EKZ1;K7EII4,10;10;6;5,10;10;6;5,8;8;6;5,Ubiquitin carboxyl-terminal hydrolase 32;Ubiquitin carboxyl-terminal hydrolase,USP32,sp|Q8NFA0|UBP32_HUMAN Ubiquitin carboxyl-terminal hydrolase 32 OS=Homo sapiens OX=9606 GN=USP32 PE=1 SV=1;tr|K7EQL6|K7EQL6_HUMAN Ubiquitin carboxyl-terminal hydrolase 32 OS=Homo sapiens OX=9606 GN=USP32 PE=1 SV=1;tr|K7EKZ1|K7EKZ1_HUMAN Ubiquitin carboxyl-t,10,8,8.7,4.20850867790137,4.29066777690332,26.4056313975731,26.3417909370958
Q9P275;A0A075B784;K7ELR5;Q8IXW9;E9PEW0,Q9P275;A0A075B784;K7ELR5;Q8IXW9;E9PEW0,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Ubiquitin carboxyl-terminal hydrolase 36;Ubiquitin carboxyl-terminal hydrolase,USP36,sp|Q9P275|UBP36_HUMAN Ubiquitin carboxyl-terminal hydrolase 36 OS=Homo sapiens OX=9606 GN=USP36 PE=1 SV=4;tr|A0A075B784|A0A075B784_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP36 PE=1 SV=1;tr|K7ELR5|K7ELR5_HUMAN Ubiquitin carbo,2,2,2.7,4.20850867790137,4.29066777690332,24.3149963907504,24.2689228678211
Q96K76,Q96K76,16,16,16,Ubiquitin carboxyl-terminal hydrolase 47,USP47,sp|Q96K76|UBP47_HUMAN Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens OX=9606 GN=USP47 PE=1 SV=3,16,16,14.5,4.20850867790137,4.29066777690332,27.6478736091686,27.9666425667018
P45974;H7C5J3,P45974,13;1,13;1,12;0,Ubiquitin carboxyl-terminal hydrolase 5,USP5,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,13,12,19.6,26.9078176281565,26.3755232555153,27.0546553203052,26.557832469261
Q70EL1;H7C1E9;H7C296;R4GN32,Q70EL1;H7C1E9;H7C296;R4GN32,2;2;1;1,2;2;1;1,2;2;1;1,Inactive ubiquitin carboxyl-terminal hydrolase 54,USP54,sp|Q70EL1|UBP54_HUMAN Inactive ubiquitin carboxyl-terminal hydrolase 54 OS=Homo sapiens OX=9606 GN=USP54 PE=1 SV=4;tr|H7C1E9|H7C1E9_HUMAN Inactive ubiquitin carboxyl-terminal hydrolase 54 (Fragment) OS=Homo sapiens OX=9606 GN=USP54 PE=1 SV=1;tr|H7C296|H7C2,2,2,1.1,23.4763762648654,23.2940384580744,4.43802889902157,4.4166468749236
Q93009;A0A669KBL1;H3BND8;F5H2X1;I3L2D8,Q93009;A0A669KBL1;H3BND8,28;28;22;8;1,28;28;22;8;1,28;28;22;8;1,Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase,USP7,sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2;tr|A0A669KBL1|A0A669KBL1_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=4 SV=1;tr|H3BND8|H3BND8_HUMAN Ubiquitin carboxy,28,28,34.3,26.93021540833,27.0669187399711,28.8556684549649,28.2775946733789
P40818;H0YLH2;H0YNL5;H0YKV1;A0A075B720,P40818,3;1;1;1;1,3;1;1;1;1,2;0;0;0;0,Ubiquitin carboxyl-terminal hydrolase 8,USP8,sp|P40818|UBP8_HUMAN Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens OX=9606 GN=USP8 PE=1 SV=1,3,2,3.4,4.20850867790137,4.29066777690332,25.1821512341117,23.0774090316993
Q9BVJ6;Q5TAP6;X6RJY0,Q9BVJ6,11;4;3,11;4;3,11;4;3,U3 small nucleolar RNA-associated protein 14 homolog A,UTP14A,sp|Q9BVJ6|UT14A_HUMAN U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1,11,11,20.5,4.20850867790137,4.29066777690332,26.850074069264,26.870207227797
P46939;Q5T097;H0Y337;A0A0D9SG57;A0A0A0MSM3;P11532;Q5T098;Q4G0X0;A0A087WV90;A0A5H1ZRP8;A0A087WTU7;A0A075B6G3,P46939,79;15;3;3;2;1;1;1;1;1;1;1,79;15;3;3;2;1;1;1;1;1;1;1,79;15;3;3;2;1;1;1;1;1;1;1,Utrophin,UTRN,sp|P46939|UTRO_HUMAN Utrophin OS=Homo sapiens OX=9606 GN=UTRN PE=1 SV=2,79,79,29.8,23.3136824292581,23.5551637185867,30.5275719187184,30.2859281605847
Q9P0L0;J3QKM9,Q9P0L0,5;1,4;1,4;1,Vesicle-associated membrane protein-associated protein A,VAPA,sp|Q9P0L0|VAPA_HUMAN Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3,5,4,24.1,4.20850867790137,4.29066777690332,26.6147035544503,25.4630436070245
O95292;E5RK64,O95292;E5RK64,5;3,5;3,4;2,Vesicle-associated membrane protein-associated protein B/C,VAPB,sp|O95292|VAPB_HUMAN Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3;tr|E5RK64|E5RK64_HUMAN Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=1,5,4,25.1,4.20850867790137,4.29066777690332,27.3697782372875,27.4406309556861
P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;A0A140T904;H0Y426,P26640;A0A140T936,26;24;9;5;5;3;1,26;24;9;5;5;3;1,26;24;9;5;5;3;1,Valine--tRNA ligase,VARS,sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4;tr|A0A140T936|A0A140T936_HUMAN Valine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=1,26,26,27.3,4.20850867790137,4.29066777690332,29.275131846074,29.2883066291876
P50552;K7ENR7;K7ENL7;K7EIG8;K7EM16,P50552,5;2;2;1;1,5;2;2;1;1,5;2;2;1;1,Vasodilator-stimulated phosphoprotein,VASP,sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3,5,5,17.6,4.20850867790137,4.29066777690332,26.8225015910297,26.7610376214413
Q99536;K7ESA3;K7ENX2;K7EM19;K7ER81,Q99536;K7ESA3;K7ENX2;K7EM19,4;3;2;2;1,4;3;2;2;1,4;3;2;2;1,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,sp|Q99536|VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2;tr|K7ESA3|K7ESA3_HUMAN Synaptic vesicle membrane protein VAT-1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=1;tr|K7ENX2|K7ENX2_HUMA,4,4,16.0,23.6125679764999,23.5128537571147,25.1094465075154,24.5427999782359
Q9HCJ6,Q9HCJ6,2,2,2,Synaptic vesicle membrane protein VAT-1 homolog-like,VAT1L,sp|Q9HCJ6|VAT1L_HUMAN Synaptic vesicle membrane protein VAT-1 homolog-like OS=Homo sapiens OX=9606 GN=VAT1L PE=1 SV=2,2,2,6.0,4.20850867790137,4.29066777690332,23.5268335113618,23.7442721458845
P61758,P61758,3,3,3,Prefoldin subunit 3,VBP1,sp|P61758|PFD3_HUMAN Prefoldin subunit 3 OS=Homo sapiens OX=9606 GN=VBP1 PE=1 SV=4,3,3,19.3,22.9429389687817,23.9958478729973,24.3206534845212,22.5636738907039
P18206;A0A096LPE1,P18206,27;1,27;1,27;1,Vinculin,VCL,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,27,27,32.8,4.20850867790137,4.29066777690332,29.1982380033961,29.0918434007328
P55072,P55072,3,3,3,Transitional endoplasmic reticulum ATPase,VCP,sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,3,3,5.8,4.20850867790137,4.29066777690332,24.3262198952332,25.0074434362993
Q96JH7,Q96JH7,62,62,62,Deubiquitinating protein VCIP135,VCPIP1,sp|Q96JH7|VCIP1_HUMAN Deubiquitinating protein VCIP135 OS=Homo sapiens OX=9606 GN=VCPIP1 PE=1 SV=2,62,62,58.9,29.4311354552521,29.4823730613549,31.6466725785603,31.4701455312447
P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,P45880;A0A0A0MR02,5;5;2;2,5;5;2;2,5;5;2;2,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1,5,5,19.0,23.7443451504995,23.5529757921919,26.7380215250874,26.5993188017546
Q14119;J9JIC7;J3QSH4,Q14119;J9JIC7;J3QSH4,5;5;5,5;5;5,5;5;5,Vascular endothelial zinc finger 1,VEZF1,sp|Q14119|VEZF1_HUMAN Vascular endothelial zinc finger 1 OS=Homo sapiens OX=9606 GN=VEZF1 PE=1 SV=2;tr|J9JIC7|J9JIC7_HUMAN Vascular endothelial zinc finger 1 (Fragment) OS=Homo sapiens OX=9606 GN=VEZF1 PE=1 SV=1;tr|J3QSH4|J3QSH4_HUMAN Vascular endothelial,5,5,16.3,26.3621716552271,26.6715516484039,22.6353116037413,22.8654810695237
Q14135;G5E9M7;G5E9M9;A0A075B6E4;A0A0A6YYI5;E7EQU6;E7EWF5,Q14135;G5E9M7;G5E9M9;A0A075B6E4;A0A0A6YYI5;E7EQU6;E7EWF5,2;2;2;2;2;1;1,2;2;2;2;2;1;1,2;2;2;2;2;1;1,Transcription cofactor vestigial-like protein 4,VGLL4,sp|Q14135|VGLL4_HUMAN Transcription cofactor vestigial-like protein 4 OS=Homo sapiens OX=9606 GN=VGLL4 PE=1 SV=4;tr|G5E9M7|G5E9M7_HUMAN Transcription cofactor vestigial-like protein 4 OS=Homo sapiens OX=9606 GN=VGLL4 PE=1 SV=1;tr|G5E9M9|G5E9M9_HUMAN Transc,2,2,11.4,23.2955806228828,23.6263381419321,4.43802889902157,4.4166468749236
P08670;B0YJC4;B0YJC5;A0A1B0GTT5;A0A1B0GVG8;P17661;P41219;H7C5W5;P07197;P07196;Q16352;E7EMV2;E7ESP9,P08670;B0YJC4;B0YJC5,42;39;21;11;6;4;4;4;1;1;1;1;1,42;39;21;11;6;4;4;4;1;1;1;1;1,39;36;18;11;6;2;2;2;0;0;0;0;0,Vimentin,VIM,sp|P08670|VIME_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4;tr|B0YJC4|B0YJC4_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1;tr|B0YJC5|B0YJC5_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1,42,39,69.3,27.0354857800762,28.5164934993728,32.8051280313092,32.7145872476658
Q9BRG1;K7EP45;K7ENE3,Q9BRG1;K7EP45,4;3;1,4;3;1,4;3;1,Vacuolar protein-sorting-associated protein 25,VPS25,sp|Q9BRG1|VPS25_HUMAN Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens OX=9606 GN=VPS25 PE=1 SV=1;tr|K7EP45|K7EP45_HUMAN Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens OX=9606 GN=VPS25 PE=1 SV=1,4,4,20.5,23.5346904391642,22.9151915463585,25.0502189979448,24.4444907153399
Q96AX1;H3BMM5;A0A2R8YF87;F5H6Y0;F5H2X5;F5H7N5;A0A2R8Y5U3,Q96AX1;H3BMM5;A0A2R8YF87;F5H6Y0,7;7;7;4;2;1;1,7;7;7;4;2;1;1,7;7;7;4;2;1;1,Vacuolar protein sorting-associated protein 33A,VPS33A,sp|Q96AX1|VP33A_HUMAN Vacuolar protein sorting-associated protein 33A OS=Homo sapiens OX=9606 GN=VPS33A PE=1 SV=1;tr|H3BMM5|H3BMM5_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=1;tr|A0A2R8YF87|A0A2R8YF87_HUMAN Vacuolar protein sorting-assoc,7,7,13.8,4.20850867790137,4.29066777690332,25.6740868568228,25.1072528400552
Q15906;A0A1W2PPT2,Q15906;A0A1W2PPT2,4;3,4;3,4;3,Vacuolar protein sorting-associated protein 72 homolog,VPS72,sp|Q15906|VPS72_HUMAN Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens OX=9606 GN=VPS72 PE=1 SV=1;tr|A0A1W2PPT2|A0A1W2PPT2_HUMAN Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens OX=9606 GN=VPS72 PE=1 SV=1,4,4,17.9,25.2276221124001,23.4386020267541,23.099343957485,22.9092148450457
Q8N3P4;C9JJN9;C9JP71;C9JG07;C9JPI1,Q8N3P4;C9JJN9,8;8;2;2;1,8;8;2;2;1,8;8;2;2;1,Vacuolar protein sorting-associated protein 8 homolog,VPS8,sp|Q8N3P4|VPS8_HUMAN Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens OX=9606 GN=VPS8 PE=1 SV=3;tr|C9JJN9|C9JJN9_HUMAN Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens OX=9606 GN=VPS8 PE=1 SV=1,8,8,6.0,4.20850867790137,4.29066777690332,25.7460677233945,25.9051568864331
Q86Y07;E9PBU1;E7ERS5,Q86Y07,6;1;1,6;1;1,6;1;1,Serine/threonine-protein kinase VRK2,VRK2,sp|Q86Y07|VRK2_HUMAN Serine/threonine-protein kinase VRK2 OS=Homo sapiens OX=9606 GN=VRK2 PE=1 SV=3,6,6,16.3,4.20850867790137,4.29066777690332,26.7130594309823,26.4975160192277
Q9BTA9;A0A0A0MRT2;C9JD58;J3QTA0;A0A494C0C1;C9JVK6;A0A494C0B7;A0A494C0S5,Q9BTA9;A0A0A0MRT2;C9JD58;J3QTA0,13;11;7;7;6;6;4;4,13;11;7;7;6;6;4;4,13;11;7;7;6;6;4;4,WW domain-containing adapter protein with coiled-coil,WAC,sp|Q9BTA9|WAC_HUMAN WW domain-containing adapter protein with coiled-coil OS=Homo sapiens OX=9606 GN=WAC PE=1 SV=3;tr|A0A0A0MRT2|A0A0A0MRT2_HUMAN WW domain-containing adapter protein with coiled-coil OS=Homo sapiens OX=9606 GN=WAC PE=1 SV=1;tr|C9JD58|C9JD5,13,13,29.7,28.5348610902067,26.8561435727169,25.1232891245882,23.9663125186489
Q7Z5K2;F6QZY1;Q8WVX6,Q7Z5K2,48;22;20,48;22;20,48;22;20,Wings apart-like protein homolog,WAPAL,sp|Q7Z5K2|WAPL_HUMAN Wings apart-like protein homolog OS=Homo sapiens OX=9606 GN=WAPL PE=1 SV=1,48,48,56.9,29.1822459706282,29.1641094162909,30.3106219684831,29.9643030979109
P23381;H0YJP3;G3V3H8;G3V3Y5;G3V423;G3V5U1;G3V456;G3V277,P23381,11;4;4;4;3;3;3;3,11;4;4;4;3;3;3;3,11;4;4;4;3;3;3;3,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",11,11,33.3,4.20850867790137,4.29066777690332,28.5849152620464,28.4561886363418
Q9Y6W5,Q9Y6W5,7,7,7,Wiskott-Aldrich syndrome protein family member 2,WASF2,sp|Q9Y6W5|WASF2_HUMAN Wiskott-Aldrich syndrome protein family member 2 OS=Homo sapiens OX=9606 GN=WASF2 PE=1 SV=3,7,7,16.9,4.20850867790137,4.29066777690332,26.9613527156937,27.4700291332422
C4AMC7;Q6VEQ5;Q9NQA3;A8MWX3,C4AMC7;Q6VEQ5;Q9NQA3;A8MWX3,6;6;4;3,6;6;4;3,3;3;1;0,Putative WAS protein family homolog 3;WAS protein family homolog 2;WAS protein family homolog 6;Putative WAS protein family homolog 4,WASH3P;WASH2P;WASH6P;WASH4P,sp|C4AMC7|WASH3_HUMAN Putative WAS protein family homolog 3 OS=Homo sapiens OX=9606 GN=WASH3P PE=1 SV=2;sp|Q6VEQ5|WASH2_HUMAN WAS protein family homolog 2 OS=Homo sapiens OX=9606 GN=WASH2P PE=2 SV=2;sp|Q9NQA3|WASH6_HUMAN WAS protein family homolog 6 OS=Hom,6,3,16.6,4.20850867790137,4.29066777690332,25.6422923641866,24.510628004985
F5H5G4,F5H5G4,9,2,2,,WBP11,tr|F5H5G4|F5H5G4_HUMAN WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1,9,2,54.6,24.6266715549647,24.9962825231828,4.43802889902157,4.4166468749236
Q9Y2W2;F5GXS9,Q9Y2W2,20;1,20;1,13;0,WW domain-binding protein 11,WBP11,sp|Q9Y2W2|WBP11_HUMAN WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1,20,13,32.3,28.7352799537446,28.7018029756391,28.8230181360526,28.6293354400001
